"","replicate","areas","species","species_tl1","species_tl2","links","connectances","links_per_sp","indegree","outdegree","modularity","normalised_indegree","normalised_outdegree","potential_indegree","sd_gen"
"1",1,1,88,13,75,160,0.164102564102564,1.81818181818182,2.13333333333333,12.3076923076923,0.3930078125,1.17333333333333,6.76923076923077,5.93333333333333,0.859381193671374
"2",1,2,97,13,84,194,0.177655677655678,2,2.30952380952381,14.9230769230769,0.378201721755766,1.1547619047619,7.46153846153846,5.88095238095238,0.799006123882131
"3",1,3,114,20,94,247,0.131382978723404,2.16666666666667,2.62765957446809,12.35,0.339179465324788,1.21276595744681,5.7,5.67021276595745,1.05287008295502
"4",1,4,131,24,107,277,0.107866043613707,2.11450381679389,2.58878504672897,11.5416666666667,0.349137874858267,1.22429906542056,5.45833333333333,5.2803738317757,1.09658023836058
"5",1,5,136,25,111,300,0.108108108108108,2.20588235294118,2.7027027027027,12,0.342911111111111,1.22522522522523,5.44,5.14414414414414,1.10130332536909
"6",1,6,151,26,125,346,0.106461538461538,2.29139072847682,2.768,13.3076923076923,0.328577633733169,1.208,5.80769230769231,4.76,1.12382258809091
"7",1,7,160,28,132,374,0.101190476190476,2.3375,2.83333333333333,13.3571428571429,0.321091538219566,1.21212121212121,5.71428571428571,4.59090909090909,1.16191996177476
"8",1,8,173,34,139,413,0.0873889123994922,2.38728323699422,2.97122302158273,12.1470588235294,0.317267498783483,1.24460431654676,5.08823529411765,4.43884892086331,1.29546157907727
"9",1,9,178,36,142,435,0.085093896713615,2.4438202247191,3.06338028169014,12.0833333333333,0.313727044523715,1.25352112676056,4.94444444444444,4.38028169014085,1.31602433710792
"10",1,10,185,36,149,449,0.0837061894108874,2.42702702702703,3.01342281879195,12.4722222222222,0.317071839921429,1.24161073825503,5.13888888888889,4.26174496644295,1.30028728739395
"11",1,11,192,36,156,472,0.084045584045584,2.45833333333333,3.02564102564103,13.1111111111111,0.311804258833668,1.23076923076923,5.33333333333333,4.13461538461539,1.28298365655994
"12",1,12,193,36,157,489,0.0865180467091295,2.53367875647668,3.11464968152866,13.5833333333333,0.29962236691884,1.22929936305732,5.36111111111111,4.14012738853503,1.27184773276591
"13",1,13,197,37,160,513,0.0866554054054054,2.60406091370558,3.20625,13.8648648648649,0.294977751938868,1.23125,5.32432432432432,4.0875,1.28422121069606
"14",1,14,213,44,169,569,0.0765196342119419,2.67136150234742,3.36686390532544,12.9318181818182,0.286575591254042,1.2603550295858,4.84090909090909,3.97041420118343,1.35687204664911
"15",1,15,219,44,175,598,0.0776623376623377,2.73059360730594,3.41714285714286,13.5909090909091,0.291492824465051,1.25142857142857,4.97727272727273,3.88,1.34086067746291
"16",1,16,227,45,182,648,0.0791208791208791,2.85462555066079,3.56043956043956,14.4,0.273536332114007,1.24725274725275,5.04444444444444,3.8021978021978,1.30732566780501
"17",1,17,235,46,189,678,0.0779848171152519,2.88510638297872,3.58730158730159,14.7391304347826,0.283007457296752,1.24338624338624,5.10869565217391,3.71428571428571,1.30861292932255
"18",1,18,244,50,194,707,0.0728865979381443,2.89754098360656,3.64432989690722,14.14,0.277851911277205,1.25773195876289,4.88,3.64432989690722,1.34984430410686
"19",2,1,46,5,41,64,0.31219512195122,1.39130434782609,1.5609756097561,12.8,0.443603515625,1.1219512195122,9.2,7.97560975609756,0.580560952386548
"20",2,2,68,8,60,107,0.222916666666667,1.57352941176471,1.78333333333333,13.375,0.436544676390951,1.13333333333333,8.5,6.61666666666667,0.673090479189926
"21",2,3,77,11,66,134,0.184573002754821,1.74025974025974,2.03030303030303,12.1818181818182,0.398529739362887,1.16666666666667,7,6.5,0.774031605593989
"22",2,4,103,14,89,195,0.156500802568218,1.89320388349515,2.19101123595506,13.9285714285714,0.396633793556871,1.15730337078652,7.35714285714286,5.78651685393258,0.80767039422706
"23",2,5,108,14,94,227,0.172492401215805,2.10185185185185,2.41489361702128,16.2142857142857,0.337751557375459,1.14893617021277,7.71428571428572,5.58510638297872,0.872575649276949
"24",2,6,136,18,118,322,0.151600753295669,2.36764705882353,2.72881355932203,17.8888888888889,0.309478800972184,1.15254237288136,7.55555555555556,4.92372881355932,0.903436568310667
"25",2,7,145,20,125,351,0.1404,2.42068965517241,2.808,17.55,0.303658249527195,1.16,7.25,4.768,0.948280782863308
"26",2,8,159,24,135,374,0.115432098765432,2.35220125786164,2.77037037037037,15.5833333333333,0.312748434327548,1.17777777777778,6.625,4.56296296296296,0.989477632798113
"27",2,9,165,24,141,388,0.114657210401891,2.35151515151515,2.75177304964539,16.1666666666667,0.313968009352747,1.17021276595745,6.875,4.4468085106383,0.972604541132069
"28",2,10,171,27,144,411,0.10570987654321,2.40350877192982,2.85416666666667,15.2222222222222,0.305935910869578,1.1875,6.33333333333333,4.38888888888889,1.00594253888201
"29",2,11,187,35,152,470,0.0883458646616541,2.51336898395722,3.09210526315789,13.4285714285714,0.296858306926211,1.23026315789474,5.34285714285714,4.26315789473684,1.12381966556843
"30",2,12,197,37,160,506,0.085472972972973,2.56852791878173,3.1625,13.6756756756757,0.291587901701323,1.23125,5.32432432432432,4.14375,1.12506960215624
"31",2,13,206,41,165,537,0.0793791574279379,2.60679611650485,3.25454545454545,13.0975609756098,0.281684230967961,1.24848484848485,5.02439024390244,4.04848484848485,1.1729671944651
"32",2,14,214,44,170,570,0.0762032085561497,2.66355140186916,3.35294117647059,12.9545454545455,0.279449061249615,1.25882352941176,4.86363636363636,3.97058823529412,1.25779258320064
"33",2,15,225,46,179,630,0.07651202331795,2.8,3.5195530726257,13.695652173913,0.263381204333585,1.25698324022346,4.89130434782609,3.83798882681564,1.25862125680183
"34",2,16,234,46,188,661,0.0764338575393154,2.82478632478632,3.51595744680851,14.3695652173913,0.261706349660465,1.24468085106383,5.08695652173913,3.72340425531915,1.28632268650934
"35",2,17,237,46,191,673,0.0765991349874801,2.83966244725738,3.52356020942408,14.6304347826087,0.263855924438488,1.24083769633508,5.15217391304348,3.68586387434555,1.27832937034117
"36",2,18,244,50,194,707,0.0728865979381443,2.89754098360656,3.64432989690722,14.14,0.270807783950753,1.25773195876289,4.88,3.64432989690722,1.34984430410686
"37",3,1,88,13,75,160,0.164102564102564,1.81818181818182,2.13333333333333,12.3076923076923,0.3930078125,1.17333333333333,6.76923076923077,5.93333333333333,0.859381193671374
"38",3,2,96,15,81,190,0.156378600823045,1.97916666666667,2.34567901234568,12.6666666666667,0.364016620498615,1.18518518518519,6.4,5.97530864197531,0.921881999193529
"39",3,3,117,16,101,247,0.152846534653465,2.11111111111111,2.44554455445545,15.4375,0.34942385549673,1.15841584158416,7.3125,5.32673267326733,0.987890532181416
"40",3,4,121,16,105,271,0.161309523809524,2.2396694214876,2.58095238095238,16.9375,0.328358818643537,1.15238095238095,7.5625,5.21904761904762,0.964765385115441
"41",3,5,137,20,117,299,0.127777777777778,2.18248175182482,2.55555555555556,14.95,0.338441404458563,1.17094017094017,6.85,4.93162393162393,1.00753189340893
"42",3,6,146,22,124,330,0.120967741935484,2.26027397260274,2.66129032258065,15,0.326473829201102,1.17741935483871,6.63636363636364,4.74193548387097,1.04466472265229
"43",3,7,151,22,129,349,0.122973925299507,2.3112582781457,2.70542635658915,15.8636363636364,0.318585233290367,1.17054263565891,6.86363636363636,4.67441860465116,1.02101534744336
"44",3,8,159,22,137,365,0.121101526211015,2.29559748427673,2.66423357664234,16.5909090909091,0.321899042972415,1.16058394160584,7.22727272727273,4.53284671532847,1.01100859662768
"45",3,9,172,28,144,404,0.100198412698413,2.34883720930233,2.80555555555556,14.4285714285714,0.31128075678855,1.19444444444444,6.14285714285714,4.38888888888889,1.13289195689737
"46",3,10,186,34,152,445,0.0861068111455108,2.39247311827957,2.92763157894737,13.0882352941176,0.304436308546901,1.22368421052632,5.47058823529412,4.25657894736842,1.22461938403059
"47",3,11,192,34,158,465,0.0865599404318689,2.421875,2.94303797468354,13.6764705882353,0.304335761359695,1.21518987341772,5.64705882352941,4.13291139240506,1.20740661069198
