"","replicate","areas","species","species_tl1","species_tl2","links","connectances","links_per_sp","indegree","outdegree","modularity","normalised_indegree","normalised_outdegree","potential_indegree","sd_gen"
"1",1,1,5,3,2,3,0.5,0.6,1.5,1,0.444444444444444,2.5,1.66666666666667,6,1.17851130197758
"2",1,2,7,3,4,5,0.416666666666667,0.714285714285714,1.25,1.66666666666667,0.44,1.75,2.33333333333333,4.75,0.7
"3",1,3,17,9,8,14,0.194444444444444,0.823529411764706,1.75,1.55555555555556,0.61734693877551,2.125,1.88888888888889,3.375,0.858629662869379
"4",1,4,19,10,9,16,0.177777777777778,0.842105263157895,1.77777777777778,1.6,0.59375,2.11111111111111,1.9,3.22222222222222,0.989583333333333
"5",1,5,27,11,16,32,0.181818181818182,1.18518518518519,2,2.90909090909091,0.529296875,1.6875,2.45454545454545,3.125,0.815139941973156
"6",1,6,30,12,18,35,0.162037037037037,1.16666666666667,1.94444444444444,2.91666666666667,0.522448979591837,1.66666666666667,2.5,3.05555555555556,0.951400055090355
"7",1,7,31,13,18,38,0.162393162393162,1.2258064516129,2.11111111111111,2.92307692307692,0.477146814404432,1.72222222222222,2.38461538461538,3.05555555555556,0.964804384623337
"8",1,8,32,14,18,42,0.166666666666667,1.3125,2.33333333333333,3,0.410997732426304,1.77777777777778,2.28571428571429,3.05555555555556,1.19756990170419
"9",1,9,36,16,20,46,0.14375,1.27777777777778,2.3,2.875,0.420604914933838,1.8,2.25,2.9,1.19365549946284
"10",1,10,42,18,24,52,0.12037037037037,1.23809523809524,2.16666666666667,2.88888888888889,0.445636094674556,1.75,2.33333333333333,2.95833333333333,1.20665123523694
"11",1,11,42,18,24,52,0.12037037037037,1.23809523809524,2.16666666666667,2.88888888888889,0.445636094674556,1.75,2.33333333333333,2.95833333333333,1.20665123523694
"12",1,12,46,19,27,57,0.111111111111111,1.23913043478261,2.11111111111111,3,0.473068636503539,1.7037037037037,2.42105263157895,2.74074074074074,1.19140696687773
"13",1,13,47,19,28,59,0.110902255639098,1.25531914893617,2.10714285714286,3.10526315789474,0.474863544958345,1.67857142857143,2.47368421052632,2.78571428571429,1.17436670606177
"14",1,14,47,19,28,60,0.112781954887218,1.27659574468085,2.14285714285714,3.15789473684211,0.466111111111111,1.67857142857143,2.47368421052632,2.78571428571429,1.18154409281612
