"","r","area","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval","fraction"
"1",1,1,"mod3",0.883370710146563,0.0517200533481051,17.0798491680003,5.7855001219914e-07,NA,NA,NA,NA,0.694736842105263
"22",2,1,"mod3",0.835116720366719,0.0499129343930198,16.7314691176223,6.66282436830973e-07,NA,NA,NA,NA,0.694736842105263
"43",3,1,"mod3",0.98458025479686,0.096433001108638,10.2099928808362,1.8652038994446e-05,NA,NA,NA,NA,0.694736842105263
"64",4,1,"mod3",1.04826959877399,0.0543778233450941,19.2775203987374,1.26105479989517e-06,NA,NA,NA,NA,0.694736842105263
"84",5,1,"mod3",0.968283546471945,0.0602580694351512,16.0689440526135,2.25736927074808e-07,NA,NA,NA,NA,0.694736842105263
"105",6,1,"mod3",1.28809136770398,0.109813595415374,11.7297986905148,0.00133152988776373,NA,NA,NA,NA,0.694736842105263
"167",9,1,"mod3",0.910277996110383,0.0791211315741859,11.5048657419274,2.95372428546156e-06,NA,NA,NA,NA,0.694736842105263
"209",11,1,"mod3",0.827180247902073,0.0360768285168141,22.9282972453234,2.71245394007344e-09,NA,NA,NA,NA,0.694736842105263
"230",12,1,"mod3",0.783866769735459,0.106665658316046,7.34882043677917,0.000324889678043496,NA,NA,NA,NA,0.694736842105263
"251",13,1,"mod3",0.944562267051708,0.0946731438574903,9.9770877839817,5.86823340671451e-05,NA,NA,NA,NA,0.694736842105263
"293",15,1,"mod3",1.07220363965596,0.0804904441679565,13.320881139861,1.10708225563477e-05,NA,NA,NA,NA,0.694736842105263
"314",16,1,"mod3",1.0953966314864,0.0951793038748877,11.5087691009622,2.58580325988958e-05,NA,NA,NA,NA,0.694736842105263
"355",18,1,"mod3",0.802200906572601,0.0501876609709755,15.9840265725181,9.10837368510562e-07,NA,NA,NA,NA,0.694736842105263
"376",19,1,"mod3",0.866174825329836,0.0582414201408747,14.8721446564099,1.2151423092785e-07,NA,NA,NA,NA,0.694736842105263
"397",20,1,"mod3",1.23066049403744,0.0533222928956792,23.0796619426161,7.26987051519801e-08,NA,NA,NA,NA,0.694736842105263
