"","replicate","areas","species","species_tl1","species_tl2","links","connectances","links_per_sp","indegree","outdegree","modularity","normalised_indegree","normalised_outdegree","potential_indegree","sd_gen"
"1",1,1,45,34,11,85,0.227272727272727,1.88888888888889,7.72727272727273,2.5,0.357508650519031,4.09090909090909,1.32352941176471,NA,1.53604075520011
"2",1,2,65,23,42,126,0.130434782608696,1.93846153846154,3,5.47826086956522,0.36885865457294,1.54761904761905,2.82608695652174,NA,0.624060232207837
"3",1,3,85,30,55,177,0.107272727272727,2.08235294117647,3.21818181818182,5.9,0.373168629704108,1.54545454545455,2.83333333333333,NA,0.700509331039653
"4",1,4,96,91,5,198,0.435164835164835,2.0625,39.6,2.17582417582418,0.246020814202632,19.2,1.05494505494505,NA,1.55605396711575
"5",1,5,116,62,54,247,0.0737753882915173,2.12931034482759,4.57407407407407,3.98387096774194,0.349276336278254,2.14814814814815,1.87096774193548,NA,0.90684586517716
"6",1,6,129,22,107,286,0.121495327102804,2.21705426356589,2.67289719626168,13,0.352388869871387,1.20560747663551,5.86363636363636,NA,0.699619771649151
"7",1,7,142,3,139,317,0.760191846522782,2.23239436619718,2.28057553956835,105.666666666667,NA,1.02158273381295,47.3333333333333,NA,0.317484461295944
"8",1,8,149,62,87,342,0.0634037819799778,2.29530201342282,3.93103448275862,5.51612903225806,0.336624944427345,1.71264367816092,2.40322580645161,NA,0.8010206368688
"9",1,9,169,57,112,417,0.0653195488721805,2.46745562130178,3.72321428571429,7.31578947368421,0.330521194555147,1.50892857142857,2.96491228070175,NA,0.628364537366149
"10",1,10,178,9,169,444,0.291913214990138,2.49438202247191,2.62721893491124,49.3333333333333,0.277250223196169,1.05325443786982,19.7777777777778,NA,0.512556339937351
"11",1,11,190,148,42,467,0.0751287001287001,2.45789473684211,11.1190476190476,3.15540540540541,0.345267299130172,4.52380952380952,1.28378378378378,NA,1.12665085236217
"12",1,12,195,109,86,485,0.0517388521442287,2.48717948717949,5.63953488372093,4.44954128440367,0.350277393984482,2.26744186046512,1.78899082568807,NA,1.0247292643545
"13",1,13,208,57,151,523,0.0607644940164982,2.51442307692308,3.4635761589404,9.17543859649123,0.334922439668188,1.37748344370861,3.64912280701754,NA,0.658361558517351
"14",1,14,215,43,172,559,0.0755813953488372,2.6,3.25,13,0.330544897129745,1.25,5,NA,0.58791417016925
"15",1,15,219,190,29,580,0.105263157894737,2.64840182648402,20,3.05263157894737,0.325811533888228,7.55172413793103,1.15263157894737,NA,1.37998036374239
"16",1,16,232,72,160,644,0.0559027777777778,2.77586206896552,4.025,8.94444444444444,0.317018537093476,1.45,3.22222222222222,NA,0.637402925468946
"17",1,17,232,160,72,657,0.05703125,2.83189655172414,9.125,4.10625,0.291734719644897,3.22222222222222,1.45,NA,0.940708019862857
"18",1,18,244,15,229,707,0.205822416302766,2.89754098360656,3.08733624454148,47.1333333333333,0.285696280276644,1.06550218340611,16.2666666666667,NA,0.521974739479472
"19",2,1,39,32,7,50,0.223214285714286,1.28205128205128,7.14285714285714,1.5625,0.4284,5.57142857142857,1.21875,NA,1.88003039489107
"20",2,2,65,59,6,97,0.274011299435028,1.49230769230769,16.1666666666667,1.64406779661017,0.397279200765225,10.8333333333333,1.10169491525424,NA,3.09749069047883
"21",2,3,103,9,94,167,0.197399527186761,1.62135922330097,1.77659574468085,18.5555555555556,0.383090107210728,1.09574468085106,11.4444444444444,NA,0.619425774298388
"22",2,4,119,29,90,230,0.0881226053639847,1.9327731092437,2.55555555555556,7.93103448275862,0.385500945179584,1.32222222222222,4.10344827586207,NA,0.74532327943556
"23",2,5,148,113,35,299,0.0756005056890013,2.02027027027027,8.54285714285714,2.64601769911504,0.381550541940247,4.22857142857143,1.30973451327434,NA,1.4719988343149
"24",2,6,154,11,143,325,0.206611570247934,2.11038961038961,2.27272727272727,29.5454545454545,0.349879289940829,1.07692307692308,14,NA,0.544630126514355
"25",2,7,166,41,125,354,0.0690731707317073,2.13253012048193,2.832,8.63414634146342,0.34900571355613,1.328,4.04878048780488,NA,0.718105164029756
"26",2,8,169,74,95,371,0.052773826458037,2.19526627218935,3.90526315789474,5.01351351351351,0.358439709098307,1.77894736842105,2.28378378378378,NA,0.837998383214187
"27",2,9,181,83,98,409,0.0502827637078928,2.25966850828729,4.1734693877551,4.92771084337349,0.344282972961663,1.8469387755102,2.18072289156627,NA,0.822913648410155
"28",2,10,194,112,82,474,0.0516114982578397,2.44329896907217,5.78048780487805,4.23214285714286,0.315356335345119,2.36585365853659,1.73214285714286,NA,1.04103836849042
"29",2,11,197,177,20,487,0.137570621468927,2.47208121827411,24.35,2.75141242937853,0.326564601613196,9.85,1.11299435028249,NA,2.40670440569281
"30",2,12,204,50,154,517,0.0671428571428571,2.5343137254902,3.35714285714286,10.34,0.328165394011725,1.32467532467532,4.08,NA,0.623462004045447
"31",2,13,218,210,8,588,0.35,2.69724770642202,73.5,2.8,0.230202114859549,27.25,1.03809523809524,NA,2.82353492700397
"32",2,14,227,175,52,619,0.068021978021978,2.72687224669604,11.9038461538462,3.53714285714286,0.318150855645538,4.36538461538461,1.29714285714286,NA,1.2520828694453
"33",2,15,235,116,119,654,0.0473775717183425,2.78297872340426,5.49579831932773,5.63793103448276,0.289098373687213,1.97478991596639,2.02586206896552,NA,0.787027874482689
"34",2,16,239,144,95,675,0.0493421052631579,2.82426778242678,7.10526315789474,4.6875,0.302070781893004,2.51578947368421,1.65972222222222,NA,1.00608814362843
"35",2,17,244,52,192,694,0.069511217948718,2.84426229508197,3.61458333333333,13.3461538461538,0.314449086031775,1.27083333333333,4.69230769230769,NA,0.580019705312431
"36",2,18,244,21,223,707,0.150971599402093,2.89754098360656,3.17040358744395,33.6666666666667,0.299244371800284,1.09417040358744,11.6190476190476,NA,0.588825876438431
