"","r","area","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval"
"1",1,4,"mod3",1.93927285278071,0.112101965751741,17.2991868588227,0.000420914434551388,NA,NA,NA,NA
"2",1,10,"mod3",1.58086002347422,0.123723598216886,12.7773524716199,0.00103431695268089,NA,NA,NA,NA
"3",1,11,"mod3",1.10302969687291,0.0968884133547988,11.3845366920572,0.000339527308541028,NA,NA,NA,NA
"4",1,12,"mod3",1.49854128733404,0.0626649945695618,23.9135309534029,1.81355337824181e-05,NA,NA,NA,NA
"5",1,14,"mod3",1.17902219720217,0.0755677870678717,15.6021797507876,1.96539527902239e-05,NA,NA,NA,NA
"6",1,15,"mod3",1.23710732320786,0.0694619024638977,17.8098681338427,2.0135909862719e-06,NA,NA,NA,NA
"7",1,16,"mod3",1.15351402026699,0.0634844500399329,18.1700246208546,9.27971266221166e-06,NA,NA,NA,NA
"8",1,17,"mod3",1.12783993759602,0.0721275950068739,15.6367328965916,1.94414632850903e-05,NA,NA,NA,NA
"9",1,18,"mod3",1.10773566300929,0.0732055541601538,15.1318527086875,2.28419555053493e-05,NA,NA,NA,NA
"10",1,19,"mod3",1.19032749957465,0.0907223588538826,13.1205528010112,4.59077844089458e-05,NA,NA,NA,NA
"11",1,20,"mod3",1.13140109156764,0.0661270316022825,17.1095097444021,2.55118794702469e-06,NA,NA,NA,NA
"12",1,21,"mod3",1.14183522409654,0.0864947891580864,13.2012024679268,1.1668557095792e-05,NA,NA,NA,NA
"13",1,22,"mod3",1.13162989189321,0.0806947069065743,14.0235950445099,3.31613906977503e-05,NA,NA,NA,NA
"14",1,23,"mod3",1.09947695408829,0.0750697885404452,14.6460643551157,6.36088304261312e-06,NA,NA,NA,NA
"15",1,24,"mod3",1.13958300137476,0.0701410368285445,16.2470224693199,3.45964082385021e-06,NA,NA,NA,NA
"16",1,25,"mod3",1.1211630879604,0.0727342475772118,15.4145141430138,4.71287292583531e-06,NA,NA,NA,NA
"17",2,13,"mod3",1.14778931312225,0.191692530109035,5.9876580087361,0.00932660378666648,NA,NA,NA,NA
"18",2,16,"mod3",1.29633064884085,0.080286818422405,16.1462451036557,1.66058537825588e-05,NA,NA,NA,NA
"19",2,17,"mod3",1.13450835831366,0.119090985558198,9.52639994535311,0.000215628745768028,NA,NA,NA,NA
"20",2,18,"mod3",1.26335085481318,0.0549183711898682,23.0041573965371,4.42192181424174e-07,NA,NA,NA,NA
"21",2,19,"mod3",1.24084748945549,0.0746049756860414,16.6322350224644,1.43507788103055e-05,NA,NA,NA,NA
"22",2,20,"mod3",1.41096086353571,0.0561440637971651,25.1310783030094,1.86169593092027e-06,NA,NA,NA,NA
"23",2,21,"mod3",1.08428636607045,0.132692240871925,8.17143759835214,0.000446203627374192,NA,NA,NA,NA
"24",2,22,"mod3",1.16478009722292,0.05339311684417,21.8151733044987,6.05991281083352e-07,NA,NA,NA,NA
"25",2,23,"mod3",1.07795191483335,0.13520118958644,7.97294696985021,0.000500795978980551,NA,NA,NA,NA
"26",2,24,"mod3",1.1211630879604,0.0727342475772118,15.4145141430138,4.71287292583531e-06,NA,NA,NA,NA
"27",2,25,"mod3",1.1211630879604,0.0727342475772118,15.4145141430138,4.71287292583531e-06,NA,NA,NA,NA
"28",3,6,"mod3",1.21528931871842,0.123829342495444,9.81422734085125,0.000604296045368442,NA,NA,NA,NA
"29",3,7,"mod3",1.89172986018799,0.0239962766845204,78.834307716093,4.49855940703941e-06,NA,NA,NA,NA
"30",3,8,"mod3",1.20688287024629,0.0596602439513791,20.2292647550999,3.52523992129474e-05,NA,NA,NA,NA
"31",3,10,"mod3",1.33099405625888,0.0470846695417311,28.2680980712675,9.31859189100628e-06,NA,NA,NA,NA
"32",3,11,"mod3",1.837906170889,0.0291644199831492,63.0187801420677,3.79789182057726e-07,NA,NA,NA,NA
"33",3,12,"mod3",1.12359481591212,0.0929611105070574,12.0867189492839,6.84583401228611e-05,NA,NA,NA,NA
"34",3,13,"mod3",1.38698794835868,0.0714352643622715,19.4160119758893,4.14829560730105e-05,NA,NA,NA,NA
"35",3,14,"mod3",1.13098512802339,0.0650521289893928,17.385828036586,1.15359862874517e-05,NA,NA,NA,NA
"36",3,15,"mod3",1.28162179842646,0.0482039545612639,26.5874825020343,1.40720600215446e-06,NA,NA,NA,NA
