"","r","area","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval"
"1",1,2,"mod3",0.63141704591996,0.0507271343349724,12.4473233940331,0.000239545289002418,NA,NA,NA,NA
"2",1,3,"mod3",0.802723058335058,0.0202415904869955,39.6571138444273,2.41561705175085e-06,NA,NA,NA,NA
"3",1,4,"mod3",0.73749449093147,0.14706003229075,5.01492131780158,0.0074118677775683,NA,NA,NA,NA
"4",1,5,"mod3",0.775377500778425,0.169181854973091,4.58310083490781,0.0101596177850834,NA,NA,NA,NA
"5",1,6,"mod3",0.759087633905539,0.0690756407487142,10.9892232005053,1.14506472852035e-05,NA,NA,NA,NA
"6",1,7,"mod3",0.782156441272318,0.0973658688085754,8.03316861281302,0.000483434283055296,NA,NA,NA,NA
"7",1,8,"mod3",0.749512446399011,0.0408688367737496,18.3394612023905,3.55002503208861e-07,NA,NA,NA,NA
"8",1,9,"mod3",0.61998698461677,0.0929161976631802,6.67253934415411,0.00114190756793732,NA,NA,NA,NA
"9",1,10,"mod3",0.714955362766042,0.0742385986122024,9.63050725810073,7.17611118153309e-05,NA,NA,NA,NA
"10",1,11,"mod3",0.783396790616865,0.0519420269256903,15.0821374710235,1.35384976890595e-06,NA,NA,NA,NA
"11",1,12,"mod3",0.660452266064119,0.0683780243749356,9.65883808579605,7.05734408205847e-05,NA,NA,NA,NA
"12",1,13,"mod3",0.707689958281101,0.0767929113295678,9.21556359862369,3.65612728846302e-05,NA,NA,NA,NA
"13",1,14,"mod3",0.706448036646517,0.0766066799487747,9.22175503649164,3.6401382575202e-05,NA,NA,NA,NA
"14",2,3,"mod3",0.808978874236901,0.0442265051884572,18.2917205596439,0.000356495378434114,NA,NA,NA,NA
"15",2,6,"mod3",0.940801398221851,0.0399716942599439,23.5366905416526,2.57758975697546e-06,NA,NA,NA,NA
"16",2,7,"mod3",0.77250138835859,0.123114985034333,6.27463332869806,0.00150968499479653,NA,NA,NA,NA
"17",2,8,"mod3",0.687362936613589,0.0927389968736552,7.41180042684774,0.000147931775519378,NA,NA,NA,NA
"18",2,9,"mod3",0.765276921757653,0.109893684556029,6.96379345955482,0.000938879360379256,NA,NA,NA,NA
"19",2,10,"mod3",0.688825013215304,0.0725867114789854,9.48968480842015,3.01850712044675e-05,NA,NA,NA,NA
"20",2,11,"mod3",0.732175171871546,0.0714679057382653,10.2448107903563,1.82370503244616e-05,NA,NA,NA,NA
"21",2,12,"mod3",0.748777449235673,0.0484777575463457,15.4457938472056,4.65711600017639e-06,NA,NA,NA,NA
"22",2,13,"mod3",0.706448036646517,0.0766066799487747,9.22175503649164,3.6401382575202e-05,NA,NA,NA,NA
"23",2,14,"mod3",0.706448036646517,0.0766066799487747,9.22175503649164,3.6401382575202e-05,NA,NA,NA,NA
"24",3,4,"mod3",0.893756470996487,0.152911246972945,5.84493612268181,0.00427270457665057,NA,NA,NA,NA
"25",3,5,"mod3",0.703430284325451,0.0603727865984667,11.6514463545288,8.17947806061066e-05,NA,NA,NA,NA
"26",3,6,"mod3",0.744786540769285,0.0472532982754682,15.7615778781721,4.13514714655845e-06,NA,NA,NA,NA
"27",3,7,"mod3",0.969321464501067,0.0688534262281489,14.0780425550528,3.2538420902422e-05,NA,NA,NA,NA
"28",3,8,"mod3",0.725520793399755,0.0689526019679221,10.5220219787685,1.52824600764016e-05,NA,NA,NA,NA
"29",3,9,"mod3",0.689919307037013,0.0866394054358746,7.96311220703899,0.000503701117456541,NA,NA,NA,NA
"30",3,10,"mod3",0.749295844679452,0.0667391816913693,11.2272255321397,9.92668497153819e-06,NA,NA,NA,NA
"31",3,11,"mod3",0.770001674622298,0.0837812860930941,9.19061655089307,3.72136256441156e-05,NA,NA,NA,NA
"32",3,12,"mod3",0.695384195038727,0.0763028941780051,9.11347076057801,3.93158908036959e-05,NA,NA,NA,NA
"33",3,13,"mod3",0.712583185721852,0.0967556362516923,7.36477184510674,0.000321055877347203,NA,NA,NA,NA
"34",3,14,"mod3",0.706448036646517,0.0766066799487747,9.22175503649164,3.6401382575202e-05,NA,NA,NA,NA
"35",4,4,"mod3",0.850937910486533,0.0890029667769587,9.56078141326438,0.000211949943686382,NA,NA,NA,NA
"36",4,5,"mod3",0.647063791428526,0.100564228003235,6.43433360227966,0.00300088935604571,NA,NA,NA,NA
"37",4,6,"mod3",0.73097240381033,0.099617930819434,7.33775935514341,0.000737443058428622,NA,NA,NA,NA
"38",4,7,"mod3",0.695817731997715,0.103906388473344,6.69658278207045,0.00112330189118648,NA,NA,NA,NA
"39",4,8,"mod3",0.737768575075613,0.130457479485222,5.65524167711047,0.00240187754142692,NA,NA,NA,NA
"40",4,9,"mod3",0.838306418203701,0.0469763650561695,17.8452806470092,5.79455741773478e-05,NA,NA,NA,NA
"41",4,10,"mod3",0.781647025749535,0.098387655068831,7.94456403298466,0.000211464465434303,NA,NA,NA,NA
"42",4,11,"mod3",0.721805335129793,0.0669942799792932,10.7741337820615,1.30598159674568e-05,NA,NA,NA,NA
"43",4,12,"mod3",0.706448036646517,0.0766066799487747,9.22175503649164,3.6401382575202e-05,NA,NA,NA,NA
"44",4,13,"mod3",0.706448036646517,0.0766066799487747,9.22175503649164,3.6401382575202e-05,NA,NA,NA,NA
"45",4,14,"mod3",0.706448036646517,0.0766066799487747,9.22175503649164,3.6401382575202e-05,NA,NA,NA,NA
"46",5,3,"mod3",0.74740773179417,0.0778658070303102,9.59866416722853,0.000658444356557157,NA,NA,NA,NA
"47",5,7,"mod3",0.708967588884439,0.0467525625520249,15.164250902729,5.1880524351622e-06,NA,NA,NA,NA
"48",5,8,"mod3",0.694602551488471,0.0851130179643375,8.16094374399355,8.02460041743457e-05,NA,NA,NA,NA
"49",5,9,"mod3",0.824605646353794,0.122840387700589,6.71282191296631,0.000531060129835355,NA,NA,NA,NA
"50",5,10,"mod3",0.665584846695995,0.0809096559221642,8.22627211931655,7.62470712178765e-05,NA,NA,NA,NA
"51",5,11,"mod3",0.733526289950688,0.0763207200189198,9.61110285344331,2.77712042937724e-05,NA,NA,NA,NA
"52",5,12,"mod3",0.655547141206336,0.0865213999581203,7.57670520268566,0.000635447280524311,NA,NA,NA,NA
"53",5,13,"mod3",0.673343927891143,0.0818379883888813,8.22776733821362,7.6158218405793e-05,NA,NA,NA,NA
"54",5,14,"mod3",0.706448036646517,0.0766066799487747,9.22175503649164,3.6401382575202e-05,NA,NA,NA,NA
"55",6,4,"mod3",0.831298870940948,0.0918729957336339,9.04834836725169,0.00027557446651673,NA,NA,NA,NA
"56",6,7,"mod3",0.698932967994478,0.0250316147075927,27.9220088739411,1.10311467367263e-06,NA,NA,NA,NA
"57",6,8,"mod3",0.805673771062528,0.0537357650539191,14.9932502171339,2.38971047114194e-05,NA,NA,NA,NA
"58",6,9,"mod3",0.697116860090176,0.0314188081496066,22.1878836641645,9.54739533127747e-08,NA,NA,NA,NA
"59",6,10,"mod3",0.609459122537714,0.0491968550290286,12.3881724183,1.68856474936689e-05,NA,NA,NA,NA
"60",6,11,"mod3",0.734133740593559,0.0632163510975343,11.6130356758632,7.92043026403401e-06,NA,NA,NA,NA
"61",6,12,"mod3",0.799645174952601,0.113892137169042,7.02107445543624,0.000416630350774994,NA,NA,NA,NA
"62",6,13,"mod3",0.687248933433355,0.0518995782837558,13.2418982226771,3.27501261583255e-06,NA,NA,NA,NA
"63",6,14,"mod3",0.706448036646517,0.0766066799487747,9.22175503649164,3.6401382575202e-05,NA,NA,NA,NA
"64",7,3,"mod3",0.634351983886503,0.13313636509118,4.76467855684702,0.0175572719063523,NA,NA,NA,NA
"65",7,4,"mod3",0.853156991446691,0.0641471953394388,13.2999889852106,0.000184736661007294,NA,NA,NA,NA
"66",7,5,"mod3",0.75082973306468,0.0946527511416001,7.93246602987209,0.00136726176104414,NA,NA,NA,NA
