"","replicate","areas","areas_ha","species","species_tl1","species_tl2","links","connectances","links_per_sp","indegree","outdegree","modularity","normalised_indegree","normalised_outdegree","potential_indegree","sd_gen"
"43",4,10,0.6819,43,36,7,47,0.186507936507937,1.09302325581395,6.71428571428571,1.30555555555556,0.482571299230421,6.14285714285714,1.19444444444444,NA,0.870237413661441
"44",4,11,0.7133,48,15,33,55,0.111111111111111,1.14583333333333,1.66666666666667,3.66666666666667,0.501487603305785,1.45454545454545,3.2,NA,0.804865174812609
"45",5,1,0.1133,11,5,6,6,0.2,0.545454545454545,1,1.2,0.361111111111111,1.83333333333333,2.2,NA,1.05847549351431
"46",5,2,0.1908,15,5,10,11,0.22,0.733333333333333,1.1,2.2,0.487603305785124,1.5,3,NA,1.07290335336742
"47",5,3,0.2345,27,9,18,24,0.148148148148148,0.888888888888889,1.33333333333333,2.66666666666667,0.480902777777778,1.5,3,NA,1.11880160572241
"48",5,4,0.3006,29,28,1,26,0.928571428571429,0.896551724137931,26,0.928571428571429,NA,29,1.03571428571429,NA,NA
"49",5,5,0.3465,30,10,20,28,0.14,0.933333333333333,1.4,2.8,0.508928571428572,1.5,3,NA,0.7319250547114
"50",5,6,0.3779,38,23,15,37,0.107246376811594,0.973684210526316,2.46666666666667,1.60869565217391,0.50036523009496,2.53333333333333,1.65217391304348,NA,1.44550264437091
"51",5,7,0.4272,38,3,35,38,0.361904761904762,1,1.08571428571429,12.6666666666667,NA,1.08571428571429,12.6666666666667,NA,0.714059817469728
"52",5,8,0.5395,38,6,32,39,0.203125,1.02631578947368,1.21875,6.5,0.432610124917817,1.1875,6.33333333333333,NA,0.745228725308355
"53",5,9,0.5884,43,29,14,44,0.108374384236453,1.02325581395349,3.14285714285714,1.51724137931034,0.555785123966942,3.07142857142857,1.48275862068966,NA,1.29517591981789
"54",5,10,0.6804,46,28,18,51,0.101190476190476,1.10869565217391,2.83333333333333,1.82142857142857,0.503652441368705,2.55555555555556,1.64285714285714,NA,1.10467184478457
"55",5,11,0.7133,48,33,15,55,0.111111111111111,1.14583333333333,3.66666666666667,1.66666666666667,0.467768595041322,3.2,1.45454545454545,NA,1.21944110139189
"56",6,1,0.1123,11,10,1,9,0.9,0.818181818181818,9,0.9,NA,11,1.1,NA,NA
"57",6,2,0.2256,19,3,16,14,0.291666666666667,0.736842105263158,0.875,4.66666666666667,0.397959183673469,1.1875,6.33333333333333,NA,0.700825557885152
"58",6,3,0.2585,24,2,22,19,0.431818181818182,0.791666666666667,0.863636363636364,9.5,NA,1.09090909090909,12,NA,0.628099147072228
"59",6,4,0.3022,33,26,7,29,0.159340659340659,0.878787878787879,4.14285714285714,1.11538461538462,0.512485136741974,4.71428571428571,1.26923076923077,NA,2.0173361099394
"60",6,5,0.3683,33,20,13,30,0.115384615384615,0.909090909090909,2.30769230769231,1.5,0.56,2.53846153846154,1.65,NA,1.59059737205869
"61",6,6,0.4458,33,1,32,31,0.96875,0.939393939393939,0.96875,31,NA,1.03125,33,NA,0
"62",6,7,0.4951,33,18,15,32,0.118518518518519,0.96969696969697,2.13333333333333,1.77777777777778,0.5244140625,2.2,1.83333333333333,NA,0.997649732110809
"63",6,8,0.544,38,12,26,37,0.118589743589744,0.973684210526316,1.42307692307692,3.08333333333333,0.514243973703433,1.46153846153846,3.16666666666667,NA,1.11886669156084
"64",6,9,0.636,42,12,30,45,0.125,1.07142857142857,1.5,3.75,0.534814814814815,1.4,3.5,NA,0.852012867230258
"65",6,10,0.6819,43,9,34,47,0.15359477124183,1.09302325581395,1.38235294117647,5.22222222222222,0.488003621548212,1.26470588235294,4.77777777777778,NA,0.706639598763094
"66",6,11,0.7133,48,28,20,55,0.0982142857142857,1.14583333333333,2.75,1.96428571428571,0.493884297520661,2.4,1.71428571428571,NA,1.49671492488008
"67",7,1,0.092,18,17,1,17,1,0.944444444444444,17,1,NA,18,1.05882352941176,NA,NA
"68",7,2,0.1234,25,12,13,25,0.16025641025641,1,1.92307692307692,2.08333333333333,0.4224,1.92307692307692,2.08333333333333,NA,1.18754217199071
"69",7,3,0.1727,25,9,16,26,0.180555555555556,1.04,1.625,2.88888888888889,0.50887573964497,1.5625,2.77777777777778,NA,0.676664952450958
"70",7,4,0.285,27,3,24,29,0.402777777777778,1.07407407407407,1.20833333333333,9.66666666666667,NA,1.125,9,NA,0.563094607185899
"71",7,5,0.3625,27,2,25,30,0.6,1.11111111111111,1.2,15,NA,1.08,13.5,NA,0.461690258438319
"72",7,6,0.4062,34,21,13,38,0.139194139194139,1.11764705882353,2.92307692307692,1.80952380952381,0.513850415512466,2.61538461538461,1.61904761904762,NA,0.997310241409065
"73",7,7,0.4521,35,15,20,40,0.133333333333333,1.14285714285714,2,2.66666666666667,0.456875,1.75,2.33333333333333,NA,1.02022040422774
"74",7,8,0.501,40,32,8,45,0.17578125,1.125,5.625,1.40625,0.385185185185185,5,1.25,NA,1.95541125008692
"75",7,9,0.5339,43,20,23,49,0.106521739130435,1.13953488372093,2.1304347826087,2.45,0.44106622240733,1.8695652173913,2.15,NA,0.893184737630347
"76",7,10,0.6472,48,17,31,54,0.10246679316888,1.125,1.74193548387097,3.17647058823529,0.553497942386831,1.54838709677419,2.82352941176471,NA,0.77797323370974
"77",7,11,0.7133,48,31,17,55,0.104364326375712,1.14583333333333,3.23529411764706,1.7741935483871,0.496859504132231,2.82352941176471,1.54838709677419,NA,1.43169212584909
"78",8,1,0.0437,19,15,4,17,0.283333333333333,0.894736842105263,4.25,1.13333333333333,0.394463667820069,4.75,1.26666666666667,NA,0.558823529411764
"79",8,2,0.0766,25,2,23,21,0.456521739130435,0.84,0.91304347826087,10.5,NA,1.08695652173913,12.5,NA,0.456526779075816
"80",8,3,0.1259,25,19,6,22,0.192982456140351,0.88,3.66666666666667,1.15789473684211,0.512396694214876,4.16666666666667,1.31578947368421,NA,1.37620470640795
"81",8,4,0.192,27,5,22,24,0.218181818181818,0.888888888888889,1.09090909090909,4.8,0.515625,1.22727272727273,5.4,NA,0.570712113220379
"82",8,5,0.2695,28,1,27,26,0.962962962962963,0.928571428571429,0.962962962962963,26,NA,1.03703703703704,28,NA,0
"83",8,6,0.3009,34,18,16,35,0.121527777777778,1.02941176470588,2.1875,1.94444444444444,0.544489795918368,2.125,1.88888888888889,NA,1.35735408309693
"84",8,7,0.4142,39,17,22,40,0.106951871657754,1.02564102564103,1.81818181818182,2.35294117647059,0.534375,1.77272727272727,2.29411764705882,NA,0.970346035479833
"85",8,8,0.4601,40,37,3,42,0.378378378378378,1.05,14,1.13513513513514,NA,13.3333333333333,1.08108108108108,NA,2.51976315339485
"86",8,9,0.5521,44,21,23,49,0.101449275362319,1.11363636363636,2.1304347826087,2.33333333333333,0.497709287796751,1.91304347826087,2.0952380952381,NA,1.28099714917475
"87",8,10,0.6644,44,26,18,50,0.106837606837607,1.13636363636364,2.77777777777778,1.92307692307692,0.468,2.44444444444444,1.69230769230769,NA,1.28029163344398
"88",8,11,0.7133,48,8,40,55,0.171875,1.14583333333333,1.375,6.875,0.413884297520661,1.2,6,NA,0.750198442989276
"89",9,1,0.1133,11,8,3,6,0.25,0.545454545454545,2,0.75,0.5,3.66666666666667,1.375,NA,0
"90",9,2,0.1908,15,4,11,11,0.25,0.733333333333333,1,2.75,0.421487603305785,1.36363636363636,3.75,NA,0.705748867509226
"91",9,3,0.2828,26,25,1,24,0.96,0.923076923076923,24,0.96,NA,26,1.04,NA,NA
"92",9,4,0.3142,33,1,32,32,1,0.96969696969697,1,32,NA,1.03125,33,NA,0
"93",9,5,0.3635,33,10,23,33,0.143478260869565,1,1.43478260869565,3.3,0.51147842056933,1.43478260869565,3.3,NA,0.707106781186548
"94",9,6,0.4296,33,8,25,34,0.17,1.03030303030303,1.36,4.25,0.477508650519031,1.32,4.125,NA,0.839078116286188
"95",9,7,0.4733,41,33,8,43,0.162878787878788,1.04878048780488,5.375,1.3030303030303,0.489994591671173,5.125,1.24242424242424,NA,1.4358968676655
"96",9,8,0.5856,41,11,30,44,0.133333333333333,1.07317073170732,1.46666666666667,4,0.504648760330579,1.36666666666667,3.72727272727273,NA,0.938546198299942
"97",9,9,0.6315,42,13,29,46,0.122015915119363,1.0952380952381,1.58620689655172,3.53846153846154,0.505198487712666,1.44827586206897,3.23076923076923,NA,0.628166835147183
"98",9,10,0.6644,44,17,27,50,0.108932461873638,1.13636363636364,1.85185185185185,2.94117647058824,0.4752,1.62962962962963,2.58823529411765,NA,0.817177893818064
"99",9,11,0.7133,48,13,35,55,0.120879120879121,1.14583333333333,1.57142857142857,4.23076923076923,0.514710743801653,1.37142857142857,3.69230769230769,NA,0.583691997238808
"100",10,1,0.0661,9,3,6,6,0.333333333333333,0.666666666666667,1,2,0.333333333333333,1.5,3,NA,0.866025403784439
"101",10,2,0.099,14,2,12,11,0.458333333333333,0.785714285714286,0.916666666666667,5.5,NA,1.16666666666667,7,NA,0.402471702203248
"102",10,3,0.1479,22,9,13,18,0.153846153846154,0.818181818181818,1.38461538461538,2,0.472222222222222,1.69230769230769,2.44444444444444,NA,1.12984211723433
"103",10,4,0.1972,24,13,11,20,0.13986013986014,0.833333333333333,1.81818181818182,1.53846153846154,0.4775,2.18181818181818,1.84615384615385,NA,1.16619037896906
"104",10,5,0.3095,25,22,3,22,0.333333333333333,0.88,7.33333333333333,1,0.371900826446281,8.33333333333333,1.13636363636364,NA,1.73582412687721
"105",10,6,0.3409,32,17,15,31,0.12156862745098,0.96875,2.06666666666667,1.82352941176471,0.457856399583767,2.13333333333333,1.88235294117647,NA,2.13184446516086
"106",10,7,0.3846,40,28,12,40,0.119047619047619,1,3.33333333333333,1.42857142857143,0.45875,3.33333333333333,1.42857142857143,NA,1.36181696807811
"107",10,8,0.4766,43,37,6,47,0.211711711711712,1.09302325581395,7.83333333333333,1.27027027027027,0.442734268899955,7.16666666666667,1.16216216216216,NA,1.46573457631209
"108",10,9,0.5899,47,25,22,52,0.0945454545454545,1.1063829787234,2.36363636363636,2.08,0.515162721893491,2.13636363636364,1.88,NA,1.16519223136713
"109",10,10,0.6358,48,29,19,54,0.0980036297640653,1.125,2.84210526315789,1.86206896551724,0.507201646090535,2.52631578947368,1.6551724137931,NA,1.68298273057605
"110",10,11,0.7133,48,22,26,55,0.0961538461538462,1.14583333333333,2.11538461538462,2.5,0.472066115702479,1.84615384615385,2.18181818181818,NA,1.23015610250798
"111",11,1,0.0489,15,14,1,11,0.785714285714286,0.733333333333333,11,0.785714285714286,NA,15,1.07142857142857,NA,NA
"112",11,2,0.0818,20,15,5,15,0.2,0.75,3,1,0.595555555555556,4,1.33333333333333,NA,2.27710017021324
"113",11,3,0.1738,29,26,3,27,0.346153846153846,0.931034482758621,9,1.03846153846154,NA,9.66666666666667,1.11538461538462,NA,1.07407407407407
"114",11,4,0.2399,30,8,22,28,0.159090909090909,0.933333333333333,1.27272727272727,3.5,0.536989795918367,1.36363636363636,3.75,NA,0.84204133713576
"115",11,5,0.3522,31,6,25,30,0.2,0.967741935483871,1.2,5,0.466666666666667,1.24,5.16666666666667,NA,0.792530488475616
"116",11,6,0.4015,31,15,16,31,0.129166666666667,1,1.9375,2.06666666666667,0.439125910509886,1.9375,2.06666666666667,NA,1.08362466945083
"117",11,7,0.4452,38,31,7,39,0.179723502304147,1.02631578947368,5.57142857142857,1.25806451612903,0.548323471400395,5.42857142857143,1.2258064516129,NA,1.36144866554971
"118",11,8,0.4766,43,21,22,47,0.101731601731602,1.09302325581395,2.13636363636364,2.23809523809524,0.47713897691263,1.95454545454545,2.04761904761905,NA,1.17996404925756
"119",11,9,0.5225,44,27,17,49,0.106753812636166,1.11363636363636,2.88235294117647,1.81481481481481,0.481882548937943,2.58823529411765,1.62962962962963,NA,1.77994597986561
"120",11,10,0.6,44,18,26,50,0.106837606837607,1.13636363636364,1.92307692307692,2.77777777777778,0.482,1.69230769230769,2.44444444444444,NA,0.905711346665294
"121",11,11,0.7133,48,8,40,55,0.171875,1.14583333333333,1.375,6.875,0.448264462809917,1.2,6,NA,0.737430529376943
"122",12,1,0.0314,17,13,4,13,0.25,0.764705882352941,3.25,1,0.396449704142012,4.25,1.30769230769231,NA,1.64547673589234
"123",12,2,0.0975,19,9,10,17,0.188888888888889,0.894736842105263,1.7,1.88888888888889,0.394463667820069,1.9,2.11111111111111,NA,0.932702132207607
"124",12,3,0.1464,26,11,15,23,0.139393939393939,0.884615384615385,1.53333333333333,2.09090909090909,0.497164461247637,1.73333333333333,2.36363636363636,NA,0.792038056233897
"125",12,4,0.2587,29,13,16,26,0.125,0.896551724137931,1.625,2,0.563609467455621,1.8125,2.23076923076923,NA,0.662111090439817
"126",12,5,0.3046,31,12,19,28,0.12280701754386,0.903225806451613,1.47368421052632,2.33333333333333,0.571428571428572,1.63157894736842,2.58333333333333,NA,0.756322556535113
"127",12,6,0.3821,31,5,26,29,0.223076923076923,0.935483870967742,1.11538461538462,5.8,0.387633769322235,1.19230769230769,6.2,NA,0.907417769532487
"128",12,7,0.4954,36,18,18,34,0.104938271604938,0.944444444444444,1.88888888888889,1.88888888888889,0.525086505190312,2,2,NA,1.29441143753392
"129",12,8,0.5283,38,11,27,38,0.127946127946128,1,1.40740740740741,3.45454545454545,0.604570637119114,1.40740740740741,3.45454545454545,NA,0.77028133388609
"130",12,9,0.6203,42,21,21,46,0.104308390022676,1.0952380952381,2.19047619047619,2.19047619047619,0.532136105860113,2,2,NA,1.11234424546802
"131",12,10,0.6696,42,4,38,47,0.309210526315789,1.11904761904762,1.23684210526316,11.75,0.385242191036668,1.10526315789474,10.5,NA,0.650290853557954
"132",12,11,0.7133,48,13,35,55,0.120879120879121,1.14583333333333,1.57142857142857,4.23076923076923,0.465123966942149,1.37142857142857,3.69230769230769,NA,0.888741952961133
"133",13,1,0.0493,4,1,3,2,0.666666666666667,0.5,0.666666666666667,2,NA,1.33333333333333,4,NA,0
"134",13,2,0.1413,18,15,3,18,0.4,1,6,1.2,0.351851851851852,6,1.2,NA,1
"135",13,3,0.2536,20,4,16,21,0.328125,1.05,1.3125,5.25,0.337868480725624,1.25,5,NA,0.591982438579106
"136",13,4,0.3311,20,7,13,22,0.241758241758242,1.1,1.69230769230769,3.14285714285714,0.394628099173554,1.53846153846154,2.85714285714286,NA,0.852215333237356
"137",13,5,0.377,22,11,11,24,0.198347107438017,1.09090909090909,2.18181818181818,2.18181818181818,0.494791666666667,2,2,NA,0.899845665779539
"138",13,6,0.4084,29,4,25,32,0.32,1.10344827586207,1.28,8,0.369140625,1.16,7.25,NA,0.679024713396728
"139",13,7,0.5217,36,14,22,37,0.12012987012987,1.02777777777778,1.68181818181818,2.64285714285714,0.550766983199416,1.63636363636364,2.57142857142857,NA,0.858982379511814
"140",13,8,0.5546,38,13,25,41,0.126153846153846,1.07894736842105,1.64,3.15384615384615,0.618084473527662,1.52,2.92307692307692,NA,0.961295582298217
"141",13,9,0.6035,42,9,33,46,0.154882154882155,1.0952380952381,1.39393939393939,5.11111111111111,0.497164461247637,1.27272727272727,4.66666666666667,NA,0.832778158338272
"142",13,10,0.6472,48,36,12,54,0.125,1.125,4.5,1.5,0.515089163237311,4,1.33333333333333,NA,1.9139748335074
"143",13,11,0.7133,48,5,43,55,0.255813953488372,1.14583333333333,1.27906976744186,11,0.494545454545455,1.11627906976744,9.6,NA,0.631858208013688
"144",14,1,0.0661,9,2,7,6,0.428571428571429,0.666666666666667,0.857142857142857,3,NA,1.28571428571429,4.5,NA,0.866025403784439
"145",14,2,0.115,18,2,16,14,0.4375,0.777777777777778,0.875,7,NA,1.125,9,NA,0.356592983287647
"146",14,3,0.1609,20,18,2,16,0.444444444444444,0.8,8,0.888888888888889,NA,10,1.11111111111111,NA,0
"147",14,4,0.1923,28,26,2,25,0.480769230769231,0.892857142857143,12.5,0.961538461538462,NA,14,1.07692307692308,NA,2.3758787847868
"148",14,5,0.2252,31,24,7,29,0.172619047619048,0.935483870967742,4.14285714285714,1.20833333333333,0.511296076099881,4.42857142857143,1.29166666666667,NA,1.43795682642559
"149",14,6,0.2745,33,11,22,31,0.128099173553719,0.939393939393939,1.40909090909091,2.81818181818182,0.476586888657648,1.5,3,NA,1.08005733254609
"150",14,7,0.352,33,20,13,32,0.123076923076923,0.96969696969697,2.46153846153846,1.6,0.5693359375,2.53846153846154,1.65,NA,1.60950918970063
"151",14,8,0.3957,41,25,16,42,0.105,1.02439024390244,2.625,1.68,0.464852607709751,2.5625,1.64,NA,1.28874045479746
"152",14,9,0.508,41,18,23,43,0.103864734299517,1.04878048780488,1.8695652173913,2.38888888888889,0.474851270957274,1.78260869565217,2.27777777777778,NA,1.13896993186865
"153",14,10,0.6,44,34,10,50,0.147058823529412,1.13636363636364,5,1.47058823529412,0.482,4.4,1.29411764705882,NA,1.71041255582129
"154",14,11,0.7133,48,20,28,55,0.0982142857142857,1.14583333333333,1.96428571428571,2.75,0.514710743801653,1.71428571428571,2.4,NA,0.921113968516599
"155",15,1,0.0489,15,14,1,11,0.785714285714286,0.733333333333333,11,0.785714285714286,NA,15,1.07142857142857,NA,NA
"156",15,2,0.1612,19,1,18,16,0.888888888888889,0.842105263157895,0.888888888888889,16,NA,1.05555555555556,19,NA,0
"157",15,3,0.2105,19,14,5,17,0.242857142857143,0.894736842105263,3.4,1.21428571428571,0.449826989619377,3.8,1.35714285714286,NA,2.4486420217878
"158",15,4,0.3025,25,5,20,26,0.26,1.04,1.3,5.2,0.460059171597633,1.25,5,NA,0.689836590364845
"159",15,5,0.3354,30,20,10,30,0.15,1,3,1.5,0.472222222222222,3,1.5,NA,1.69967317119759
"160",15,6,0.4015,31,13,18,31,0.132478632478632,1,1.72222222222222,2.38461538461538,0.467221644120708,1.72222222222222,2.38461538461538,NA,0.883715101688537
"161",15,7,0.479,31,5,26,32,0.246153846153846,1.03225806451613,1.23076923076923,6.4,0.466796875,1.19230769230769,6.2,NA,0.582785669783293
"162",15,8,0.5249,33,31,2,34,0.548387096774194,1.03030303030303,17,1.09677419354839,NA,16.5,1.06451612903226,NA,0
"163",15,9,0.6382,37,12,25,39,0.13,1.05405405405405,1.56,3.25,0.513477975016437,1.48,3.08333333333333,NA,1.00786332655735
"164",15,10,0.6819,43,2,41,47,0.573170731707317,1.09302325581395,1.14634146341463,23.5,NA,1.04878048780488,21.5,NA,0.464766422213463
"165",15,11,0.7133,48,45,3,55,0.407407407407407,1.14583333333333,18.3333333333333,1.22222222222222,NA,16,1.06666666666667,NA,2.19631547207876
"166",16,1,0.1133,11,1,10,6,0.6,0.545454545454545,0.6,6,NA,1.1,11,NA,0
"167",16,2,0.1447,24,21,3,18,0.285714285714286,0.75,6,0.857142857142857,NA,8,1.14285714285714,NA,0
"168",16,3,0.2108,25,17,8,22,0.161764705882353,0.88,2.75,1.29411764705882,0.43801652892562,3.125,1.47058823529412,NA,1.45652260104922
"169",16,4,0.2597,31,4,27,28,0.259259259259259,0.903225806451613,1.03703703703704,7,NA,1.14814814814815,7.75,NA,0.947255113595818
"170",16,5,0.2926,33,27,6,32,0.197530864197531,0.96969696969697,5.33333333333333,1.18518518518519,0.4443359375,5.5,1.22222222222222,NA,2.13014084041408
"171",16,6,0.3363,44,9,35,43,0.136507936507936,0.977272727272727,1.22857142857143,4.77777777777778,0.509464575446187,1.25714285714286,4.88888888888889,NA,0.865473986870486
"172",16,7,0.4138,44,41,3,44,0.357723577235772,1,14.6666666666667,1.07317073170732,NA,14.6666666666667,1.07317073170732,NA,2.08166599946613
"173",16,8,0.4631,44,31,13,45,0.11166253101737,1.02272727272727,3.46153846153846,1.45161290322581,0.481481481481482,3.38461538461539,1.41935483870968,NA,1.56694245011593
"174",16,9,0.5551,47,11,36,52,0.131313131313131,1.1063829787234,1.44444444444444,4.72727272727273,0.473372781065089,1.30555555555556,4.27272727272727,NA,0.659723203756653
"175",16,10,0.601,48,46,2,54,0.58695652173913,1.125,27,1.17391304347826,NA,24,1.04347826086957,NA,5.02831488843767
"176",16,11,0.7133,48,4,44,55,0.3125,1.14583333333333,1.25,13.75,0.430413223140496,1.09090909090909,12,NA,0.529327522090219
"177",17,1,0.1133,11,3,8,6,0.25,0.545454545454545,0.75,2,0.5,1.375,3.66666666666667,NA,0.819891591749923
"178",17,2,0.1794,16,8,8,11,0.171875,0.6875,1.375,1.375,0.454545454545455,2,2,NA,1.09494204030412
"179",17,3,0.2231,28,26,2,24,0.461538461538462,0.857142857142857,12,0.923076923076923,NA,14,1.07692307692308,NA,0
"180",17,4,0.3354,29,7,22,26,0.168831168831169,0.896551724137931,1.18181818181818,3.71428571428571,0.553254437869823,1.31818181818182,4.14285714285714,NA,0.786114361859323
"181",17,5,0.3668,37,29,8,35,0.150862068965517,0.945945945945946,4.375,1.20689655172414,0.433469387755102,4.625,1.27586206896552,NA,1.48833657906898
"182",17,6,0.4443,37,15,22,36,0.109090909090909,0.972972972972973,1.63636363636364,2.4,0.454475308641975,1.68181818181818,2.46666666666667,NA,1.14231113435388
"183",17,7,0.4772,39,22,17,40,0.106951871657754,1.02564102564103,2.35294117647059,1.81818181818182,0.521875,2.29411764705882,1.77272727272727,NA,1.51046350502089
