"","replicate","areas","areas_ha","species","species_tl1","species_tl2","links","connectances","links_per_sp","indegree","outdegree","modularity","normalised_indegree","normalised_outdegree","potential_indegree","sd_gen"
"1",1,1,0.1133,11,9,2,2,0.111111111111111,0.181818181818182,1,0.222222222222222,NA,5.5,1.22222222222222,1,0
"2",1,2,0.2256,19,17,2,5,0.147058823529412,0.263157894736842,2.5,0.294117647058824,0.32,9.5,1.11764705882353,5.5,8.06101730552664
"3",1,3,0.2745,26,22,4,18,0.204545454545455,0.692307692307692,4.5,0.818181818181818,0.447530864197531,6.5,1.18181818181818,6.75,5.83765272180622
"4",1,4,0.3665,31,20,11,33,0.15,1.06451612903226,3,1.65,0.469237832874197,2.81818181818182,1.55,4.27272727272727,2.37649957491442
"5",1,5,0.444,31,22,9,25,0.126262626262626,0.806451612903226,2.77777777777778,1.13636363636364,0.4976,3.44444444444444,1.40909090909091,4.44444444444444,3.38327914570728
"6",1,6,0.5101,32,26,6,21,0.134615384615385,0.65625,3.5,0.807692307692308,0.464852607709751,5.33333333333333,1.23076923076923,4.5,6.07616062091486
"7",1,7,0.5538,39,26,13,31,0.0917159763313609,0.794871794871795,2.38461538461538,1.19230769230769,0.574401664932362,3,1.5,2.76923076923077,3.50375151999107
"8",1,8,0.6031,39,25,14,38,0.108571428571429,0.974358974358974,2.71428571428571,1.52,0.555401662049862,2.78571428571429,1.56,3.35714285714286,3.32999106941123
"9",1,9,0.6345,45,30,15,36,0.08,0.8,2.4,1.2,0.68287037037037,3,1.5,2.4,3.19737615643113
"10",1,10,0.6804,46,28,18,51,0.101190476190476,1.10869565217391,2.83333333333333,1.82142857142857,0.537485582468281,2.55555555555556,1.64285714285714,3.05555555555556,2.92268698163492
"11",1,11,0.7133,48,30,18,55,0.101851851851852,1.14583333333333,3.05555555555556,1.83333333333333,0.530909090909091,2.66666666666667,1.6,3.05555555555556,3.16047540161599
"12",2,1,0.0329,11,10,1,1,0.1,0.0909090909090909,1,0.1,NA,11,1.1,0,NA
"13",2,2,0.1104,15,12,3,4,0.111111111111111,0.266666666666667,1.33333333333333,0.333333333333333,0.625,5,1.25,2,2.1650635094611
"14",2,3,0.1541,26,19,7,18,0.135338345864662,0.692307692307692,2.57142857142857,0.947368421052632,0.506172839506173,3.71428571428571,1.36842105263158,4.57142857142857,2.87164163689868
"15",2,4,0.203,32,24,8,23,0.119791666666667,0.71875,2.875,0.958333333333333,0.580340264650284,4,1.33333333333333,4.5,3.75081231637578
"16",2,5,0.2344,39,30,9,31,0.114814814814815,0.794871794871795,3.44444444444444,1.03333333333333,0.516129032258065,4.33333333333333,1.3,3.77777777777778,4.71191396298669
"17",2,6,0.3264,42,26,16,37,0.0889423076923077,0.880952380952381,2.3125,1.42307692307692,0.628195763330898,2.625,1.61538461538462,2.5,2.61224989715779
"18",2,7,0.3757,42,26,16,46,0.110576923076923,1.0952380952381,2.875,1.76923076923077,0.513232514177694,2.625,1.61538461538462,3.3125,2.94211644047926
"19",2,8,0.4418,43,27,16,43,0.099537037037037,1,2.6875,1.59259259259259,0.574905354245538,2.6875,1.59259259259259,2.9375,3.07069481822383
"20",2,9,0.5551,47,30,17,54,0.105882352941176,1.14893617021277,3.17647058823529,1.8,0.520919067215364,2.76470588235294,1.56666666666667,3.17647058823529,3.21618184304665
"21",2,10,0.6674,47,30,17,54,0.105882352941176,1.14893617021277,3.17647058823529,1.8,0.522976680384088,2.76470588235294,1.56666666666667,3.17647058823529,3.21618184304665
"22",2,11,0.7133,48,30,18,55,0.101851851851852,1.14583333333333,3.05555555555556,1.83333333333333,0.530909090909091,2.66666666666667,1.6,3.05555555555556,3.16047540161599
"23",3,1,0.0489,15,10,5,8,0.16,0.533333333333333,1.6,0.8,0.59375,3,1.5,1.6,2.51557647468726
"24",3,2,0.115,18,11,7,10,0.12987012987013,0.555555555555556,1.42857142857143,0.909090909090909,0.58,2.57142857142857,1.63636363636364,3,2.04100815424983
"25",3,3,0.207,26,17,9,16,0.104575163398693,0.615384615384615,1.77777777777778,0.941176470588235,0.58984375,2.88888888888889,1.52941176470588,2.77777777777778,2.26595423852979
"26",3,4,0.2399,30,21,9,25,0.132275132275132,0.833333333333333,2.77777777777778,1.19047619047619,0.6208,3.33333333333333,1.42857142857143,4.33333333333333,3.32866339541865
"27",3,5,0.3532,34,24,10,22,0.0916666666666667,0.647058823529412,2.2,0.916666666666667,0.570247933884298,3.4,1.41666666666667,2.8,4.47915281245855
"28",3,6,0.4655,35,28,7,15,0.076530612244898,0.428571428571429,2.14285714285714,0.535714285714286,0.671111111111111,5,1.25,2.71428571428571,3.91104797928845
"29",3,7,0.5114,37,21,16,28,0.0833333333333333,0.756756756756757,1.75,1.33333333333333,0.683673469387755,2.3125,1.76190476190476,2.375,2.07538620289248
"30",3,8,0.5607,37,27,10,32,0.118518518518519,0.864864864864865,3.2,1.18518518518519,0.513671875,3.7,1.37037037037037,4.3,3.84645060954468
"31",3,9,0.6044,43,28,15,27,0.0642857142857143,0.627906976744186,1.8,0.964285714285714,0.631001371742112,2.86666666666667,1.53571428571429,1.8,2.7053991929582
"32",3,10,0.6358,48,30,18,55,0.101851851851852,1.14583333333333,3.05555555555556,1.83333333333333,0.530909090909091,2.66666666666667,1.6,3.05555555555556,3.16047540161599
"33",3,11,0.7133,48,30,18,55,0.101851851851852,1.14583333333333,3.05555555555556,1.83333333333333,0.530909090909091,2.66666666666667,1.6,3.05555555555556,3.16047540161599
"34",4,1,0.0493,4,3,1,1,0.333333333333333,0.25,1,0.333333333333333,NA,4,1.33333333333333,3,NA
"35",4,2,0.1616,11,8,3,3,0.125,0.272727272727273,1,0.375,0.444444444444444,3.66666666666667,1.375,0.333333333333333,0
"36",4,3,0.193,22,19,3,8,0.140350877192982,0.363636363636364,2.66666666666667,0.421052631578947,0.546875,7.33333333333333,1.15789473684211,6,1.58771324027147
"37",4,4,0.2259,25,13,12,18,0.115384615384615,0.72,1.5,1.38461538461538,0.521604938271605,2.08333333333333,1.92307692307692,0,1.25629726907402
"38",4,5,0.2718,27,22,5,16,0.145454545454545,0.592592592592593,3.2,0.727272727272727,0.3984375,5.4,1.22727272727273,5.8,4.83226460885577
"39",4,6,0.3851,33,21,12,30,0.119047619047619,0.909090909090909,2.5,1.42857142857143,0.553333333333333,2.75,1.57142857142857,3.66666666666667,2.98496231131986
"40",4,7,0.4512,33,24,9,22,0.101851851851852,0.666666666666667,2.44444444444444,0.916666666666667,0.514462809917355,3.66666666666667,1.375,3.22222222222222,4.69041575982343
"41",4,8,0.5287,33,23,10,19,0.0826086956521739,0.575757575757576,1.9,0.826086956521739,0.700831024930748,3.3,1.43478260869565,2.8,2.77049152113809
"42",4,9,0.6207,38,25,13,36,0.110769230769231,0.947368421052632,2.76923076923077,1.44,0.509259259259259,2.92307692307692,1.52,2.92307692307692,3.73577813892374
"43",4,10,0.6644,44,28,16,37,0.0825892857142857,0.840909090909091,2.3125,1.32142857142857,0.667640613586559,2.75,1.57142857142857,2.5,2.80469709331413
"44",4,11,0.7133,48,30,18,55,0.101851851851852,1.14583333333333,3.05555555555556,1.83333333333333,0.530909090909091,2.66666666666667,1.6,3.05555555555556,3.16047540161599
"45",5,1,0.0661,9,7,2,2,0.142857142857143,0.222222222222222,1,0.285714285714286,NA,4.5,1.28571428571429,1,0
"46",5,2,0.099,14,11,3,10,0.303030303030303,0.714285714285714,3.33333333333333,0.909090909090909,0.49,4.66666666666667,1.27272727272727,8,2.91433239925259
"47",5,3,0.1483,16,13,3,7,0.179487179487179,0.4375,2.33333333333333,0.538461538461538,0.571428571428571,5.33333333333333,1.23076923076923,4.66666666666667,3.49148624377588
"48",5,4,0.1972,24,19,5,10,0.105263157894737,0.416666666666667,2,0.526315789473684,0.57,4.8,1.26315789473684,3.8,3.39411254969543
"49",5,5,0.3105,29,16,13,25,0.120192307692308,0.862068965517241,1.92307692307692,1.5625,0.4272,2.23076923076923,1.8125,0.0769230769230769,1.37754891950922
"50",5,6,0.3419,35,23,12,25,0.0905797101449275,0.714285714285714,2.08333333333333,1.08695652173913,0.5472,2.91666666666667,1.52173913043478,3.16666666666667,3.2945777307938
