"","r","area","area_ha","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval","fraction"
"12",2,1,0.1123,"mod2",NA,NA,NA,NA,3.44575321924345,2.67198579627351,1.28958515574786,0.41990605033405,0.412371134020619
"67",7,1,0.0775,"mod2",NA,NA,NA,NA,2.93878836101296,1.32063396347644,2.22528606887929,0.156016122137258,0.412371134020619
"100",10,1,0.1123,"mod2",NA,NA,NA,NA,10.6255572550902,4.84318851667657,2.19391775036285,0.115828864812325,0.412371134020619
"155",15,1,0.0493,"mod2",NA,NA,NA,NA,3.83321848527757,2.84256516041913,1.34850681301968,0.406213202331808,0.412371134020619
"166",16,1,0.092,"mod2",NA,NA,NA,NA,8.37842563964262,3.84450185167169,2.17932672759657,0.117423189829084,0.412371134020619
"177",17,1,0.0489,"mod2",NA,NA,NA,NA,3.79793669249161,2.82680793488715,1.34354253276964,0.407337173582682,0.412371134020619
"198",19,1,0.0493,"mod2",NA,NA,NA,NA,58.6845129938214,48.7185837823044,1.20456114356791,0.441096741349976,0.412371134020619
"219",21,1,0.0489,"mod2",NA,NA,NA,NA,27.5962459712209,16.311311362349,1.69184717023554,0.232747765934727,0.412371134020619
"252",24,1,0.0493,"mod2",NA,NA,NA,NA,13.7566845779296,7.04873567885235,1.95165277926401,0.146037697879174,0.412371134020619
"285",27,1,0.0493,"mod2",NA,NA,NA,NA,5.6794845612433,1.21050002039563,4.69185003349859,0.00537618042168517,0.412371134020619
"296",28,1,0.0437,"mod2",NA,NA,NA,NA,3.70977826935041,2.78761605212128,1.33080675386676,0.410245281697671,0.412371134020619
"340",32,1,0.0314,"mod2",NA,NA,NA,NA,55.3320551042421,56.1394586391063,0.985617895960583,0.504611044102385,0.412371134020619
"362",34,1,0.1123,"mod2",NA,NA,NA,NA,2.8236666544028,2.41410655691191,1.16965286653079,0.450321522073469,0.412371134020619
"373",35,1,0.0775,"mod2",NA,NA,NA,NA,3.4107735905839,1.37216967503883,2.4856791784787,0.130828326033255,0.412371134020619
"384",36,1,0.0661,"mod2",NA,NA,NA,NA,8.27967387682737,1.42191929953197,5.82288592577137,0.00112808404172168,0.412371134020619
"406",38,1,0.0489,"mod2",NA,NA,NA,NA,3.40181105862305,2.65302016987707,1.28224093327593,0.421668010600539,0.412371134020619
"417",39,1,0.0329,"mod2",NA,NA,NA,NA,19.5034868017514,5.83493455672655,3.3425373690383,0.185064571205837,0.412371134020619
"439",41,1,0.0489,"mod2",NA,NA,NA,NA,11.9407837683463,5.11708652882301,2.33351218532019,0.101821378303262,0.412371134020619
"472",44,1,0.0459,"mod2",NA,NA,NA,NA,3.00987042573073,1.36594640872123,2.20350550103096,0.158417719087395,0.412371134020619
"483",45,1,0.0775,"mod2",NA,NA,NA,NA,3.29938729061397,2.60918854782012,1.26452620427546,0.425970008696098,0.412371134020619
"494",46,1,0.0459,"mod2",NA,NA,NA,NA,3.09500872503556,2.52347100788636,1.22648871945151,0.435462095007091,0.412371134020619
"571",53,1,0.092,"mod2",NA,NA,NA,NA,53.031256822946,56.1590571798178,0.944304614180811,0.518231243308118,0.412371134020619
"593",55,1,0.0493,"mod2",NA,NA,NA,NA,28.1690236056563,13.3260167148156,2.11383673069678,0.168856197713942,0.412371134020619
"626",58,1,0.1123,"mod2",NA,NA,NA,NA,11.0730508745308,4.20167811069621,2.63538771481378,0.0779637157950846,0.412371134020619
"636",59,1,0.0437,"mod2",NA,NA,NA,NA,5.91215808289806,1.6710818385563,3.53792252808262,0.0384207391652875,0.412371134020619
"658",61,1,0.0329,"mod2",NA,NA,NA,NA,4.82424015435829,3.29770244335761,1.46290947628568,0.381725695257264,0.412371134020619
"669",62,1,0.092,"mod2",NA,NA,NA,NA,10.54384196379,3.9172115428249,2.69167029876214,0.114749227924033,0.412371134020619
"680",63,1,0.0329,"mod2",NA,NA,NA,NA,2.95917942307106,2.46802971898614,1.19900477709267,0.442543913741199,0.412371134020619
"691",64,1,0.092,"mod2",NA,NA,NA,NA,10.6255572550902,4.84318851667657,2.19391775036285,0.115828864812325,0.412371134020619
"735",68,1,0.1123,"mod2",NA,NA,NA,NA,6.9358185540137,2.01944639327163,3.43451481412053,0.0264261020830909,0.412371134020619
"756",70,1,0.0329,"mod2",NA,NA,NA,NA,2.54192603072511,2.30786969242868,1.10141661769912,0.469299867719968,0.412371134020619
