"","r","area","area_ha","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval"
"139",14,6,0.4053,"mod3",1.00581151629913,0.0376069727618586,26.7453464725359,1.16177373057881e-05,NA,NA,NA,NA
"140",14,7,0.449,"mod3",1.27033662387793,0.0812091323208641,15.6427804062568,9.7533759664835e-05,NA,NA,NA,NA
"141",14,8,0.4949,"mod3",1.16104616154815,0.0257462683962666,45.0957064409578,1.01237752721233e-07,NA,NA,NA,NA
"142",14,9,0.5724,"mod3",1.08099244806372,0.0228095443032105,47.392110674985,1.18587540456282e-06,NA,NA,NA,NA
"143",14,10,0.6213,"mod3",0.880562730137079,0.0388717569794445,22.6530210765293,8.27148534309506e-08,NA,NA,NA,NA
"144",14,11,0.7133,"mod3",1.02981580805104,0.057675918517876,17.8552129643476,4.2664622432915e-07,NA,NA,NA,NA
"145",15,2,0.1104,"mod1",0.597490704630593,0.0345805176623991,17.2782463947979,0.0368041040270373,589.188441183419,3480.46110648916,0.169284592804357,0.893242198532415
"146",15,3,0.1541,"mod3",1.07833558071891,0.0708040307535103,15.2298614816566,0.00061472815032836,NA,NA,NA,NA
"147",15,4,0.2,"mod4",0.261381958341872,0.819896302325028,0.318798801263838,0.803530898211195,0.360948996416429,1.31575202782732,0.27432904436595,0.829549944008763
"148",15,5,0.2489,"mod3",1.18368512575699,0.0866221422110901,13.6649255668655,0.000847888740082622,NA,NA,NA,NA
"149",15,6,0.2982,"mod3",0.864005356189791,0.0479331561378928,18.0252131469133,0.000372424580010031,NA,NA,NA,NA
"150",15,7,0.4105,"mod3",0.796586902230447,0.041575995781612,19.1597792729899,4.37263401045613e-05,NA,NA,NA,NA
"151",15,8,0.4766,"mod3",0.992810668461238,0.0229013731831828,43.3515781136779,1.69274911988198e-06,NA,NA,NA,NA
"152",15,9,0.5899,"mod3",1.03663341914059,0.108333748604028,9.56888718888151,0.00242141701904056,NA,NA,NA,NA
"153",15,10,0.6213,"mod3",0.928115040055443,0.0218673690271052,42.4429220957043,1.14467222871585e-08,NA,NA,NA,NA
"154",15,11,0.7133,"mod3",1.02981580805104,0.057675918517876,17.8552129643476,4.2664622432915e-07,NA,NA,NA,NA
"155",16,1,0.1133,"mod2",NA,NA,NA,NA,4.32808246877276,3.06722727730514,1.41107328459057,0.392493927372033
"156",16,2,0.1908,"mod2",NA,NA,NA,NA,8.07194801415136,2.82098136658036,2.86139713993798,0.214038671265841
"157",16,3,0.2397,"mod4",0.260348031145786,0.782401899715897,0.33275485558039,0.795498736138526,0.353397266375899,1.30608288701322,0.270577977776017,0.831772930926797
"158",16,4,0.3317,"mod3",1.04538410070914,0.0578501465563782,18.0705523311052,9.53458158712952e-06,NA,NA,NA,NA
"159",16,5,0.3631,"mod3",1.1000468525263,0.0442127402027904,24.8807662108415,1.54893676365215e-05,NA,NA,NA,NA
"160",16,6,0.4292,"mod3",0.843892165005783,0.0757210247698207,11.1447536212178,0.000101437725107299,NA,NA,NA,NA
"161",16,7,0.4621,"mod3",0.842249038152902,0.0395629805697065,21.2888166165573,4.23968584268612e-06,NA,NA,NA,NA
"162",16,8,0.5114,"mod3",1.01055183333166,0.0382241776760302,26.4375035585228,1.2165736157501e-05,NA,NA,NA,NA
"163",16,9,0.5551,"mod3",1.10216837403961,0.0949101214806384,11.6127590697948,2.45492603588011e-05,NA,NA,NA,NA
"164",16,10,0.601,"mod3",1.02981580805104,0.057675918517876,17.8552129643476,4.2664622432915e-07,NA,NA,NA,NA
"165",16,11,0.7133,"mod3",1.02981580805104,0.057675918517876,17.8552129643476,4.2664622432915e-07,NA,NA,NA,NA
"166",17,1,0.0489,"mod2",NA,NA,NA,NA,5.97761045539538,2.53620549834514,2.35691092827286,0.255452709578663
"167",17,2,0.1612,"mod2",NA,NA,NA,NA,2.36683798384213,2.24698238624685,1.05334069297956,0.483465917542549
"168",17,3,0.2105,"mod2",NA,NA,NA,NA,6.62082988416435,1.37350610396064,4.82038621093311,0.0170106904962041
"169",17,4,0.3025,"mod1",0.910314186134051,0.28765491058206,3.16460506198925,0.194847621832958,209.636653697309,3577.64427407162,0.0585962822566277,0.962739054605562
"170",17,5,0.3484,"mod3",0.687089636938206,0.04591183037315,14.9654159146752,0.000116138955462802,NA,NA,NA,NA
"171",17,6,0.3798,"mod3",0.714883657270473,0.0549771063437582,13.0032972779703,4.79626725352743e-05,NA,NA,NA,NA
"172",17,7,0.4573,"mod3",0.827387203454029,0.0669408210570912,12.3599799104403,6.14085394688388e-05,NA,NA,NA,NA
"173",17,8,0.5706,"mod3",1.14328577852848,0.0686717529948196,16.6485596867569,7.62553618725881e-05,NA,NA,NA,NA
"174",17,9,0.6367,"mod3",1.20467471929324,0.0490562478462132,24.5570089883308,1.63178693687073e-05,NA,NA,NA,NA
"175",17,10,0.6804,"mod3",1.13182714807752,0.0629092233697535,17.9914341244547,1.89655778001611e-06,NA,NA,NA,NA
"176",17,11,0.7133,"mod3",1.02981580805104,0.057675918517876,17.8552129643476,4.2664622432915e-07,NA,NA,NA,NA
"177",18,1,0.0314,"mod2",NA,NA,NA,NA,2.48707017398679,2.28828605628986,1.08687030939621,0.473514671205246
"178",18,2,0.0807,"mod2",NA,NA,NA,NA,4.32808849838081,1.52800389322022,2.83251143376311,0.105314941585066
"179",18,3,0.194,"mod3",1.04365237556448,0.093630479997076,11.1465024594242,0.00154743423997553,NA,NA,NA,NA
"180",18,4,0.2269,"mod3",1.23643520544257,0.0569701129632956,21.7032254480376,0.000214086158294295,NA,NA,NA,NA
"181",18,5,0.3392,"mod3",1.12177017840418,0.053873965980895,20.8221198862913,3.14342334612251e-05,NA,NA,NA,NA
"182",18,6,0.3851,"mod3",1.10648495587795,0.0376406551324297,29.3960068437981,8.64568449737098e-05,NA,NA,NA,NA
"183",18,7,0.4512,"mod2",NA,NA,NA,NA,5.62432191971433,0.554949169680718,10.134841580086,5.36580518226126e-05
"184",18,8,0.5432,"mod3",1.22550553486992,0.0386148592545683,31.7366308858147,6.8744537822514e-05,NA,NA,NA,NA
"185",18,9,0.5869,"mod3",1.14636838194424,0.0745362015945458,15.380021485132,2.10885330611192e-05,NA,NA,NA,NA
"186",18,10,0.6358,"mod3",1.02981580805104,0.057675918517876,17.8552129643476,4.2664622432915e-07,NA,NA,NA,NA
"187",18,11,0.7133,"mod3",1.02981580805104,0.057675918517876,17.8552129643476,4.2664622432915e-07,NA,NA,NA,NA
"188",19,2,0.156,"mod1",0.543979403370814,0.796525554552763,0.682940302745529,0.61854729291852,42.8305202534758,454.457271398,0.0942454284463769,0.940178195646624
"189",19,3,0.2693,"mod2",NA,NA,NA,NA,3.30389945459518,1.67769670678436,1.96930675326159,0.187745113163931
"190",19,4,0.3182,"mod3",0.846902982072287,0.076991124478515,11.000007959471,0.00160886369696285,NA,NA,NA,NA
"191",19,5,0.3496,"mod3",0.983408042639999,0.0194717713131044,50.5042929493616,5.75227759098936e-08,NA,NA,NA,NA
"192",19,6,0.4271,"mod3",0.762745925955767,0.0497525839722528,15.3307801335736,2.14232710301422e-05,NA,NA,NA,NA
"193",19,7,0.5191,"mod3",0.957449583706572,0.0512700990412082,18.6746193514669,1.52174576760037e-06,NA,NA,NA,NA
"194",19,8,0.565,"mod3",1.05679310129522,0.0664657462725368,15.8998154773127,3.92828001370543e-06,NA,NA,NA,NA
"195",19,9,0.6311,"mod3",0.896339060898759,0.039330094653465,22.7901577353512,7.93329008533143e-08,NA,NA,NA,NA
"196",19,10,0.664,"mod3",1.02981580805104,0.057675918517876,17.8552129643476,4.2664622432915e-07,NA,NA,NA,NA
"197",19,11,0.7133,"mod3",1.02981580805104,0.057675918517876,17.8552129643476,4.2664622432915e-07,NA,NA,NA,NA
"198",20,2,0.1582,"mod2",NA,NA,NA,NA,6.81542169200229,4.25045655870211,1.60345638118541,0.354998237785113
"199",20,3,0.2019,"mod3",0.813129785592179,0.103432165743408,7.86147887117993,0.00428767420195233,NA,NA,NA,NA
"200",20,4,0.2333,"mod1",0.430126357723779,0.370659612300299,1.16043492047713,0.452810930207244,23.7783987686426,61.7532310110086,0.385055136052779,0.766006035580455
"201",20,5,0.2826,"mod2",NA,NA,NA,NA,2.42692912090435,1.20958276441594,2.0064184050078,0.182632780826003
"202",20,6,0.3487,"mod3",1.27424716840457,0.0720268567129216,17.6912783169665,5.99680423824809e-05,NA,NA,NA,NA
"203",20,7,0.4262,"mod3",1.20840934722311,0.0137781350220538,87.7048559394207,3.26735716035938e-06,NA,NA,NA,NA
"204",20,8,0.4751,"mod3",0.842616528117609,0.0584774630616596,14.4092524538751,0.000134824198267374,NA,NA,NA,NA
"205",20,9,0.5884,"mod3",1.00945914198913,0.0289234959316472,34.901007277084,3.63330246665695e-07,NA,NA,NA,NA
"206",20,10,0.6804,"mod3",1.21065634815117,0.0824261922498838,14.6877626529312,2.64359375088259e-05,NA,NA,NA,NA
"207",20,11,0.7133,"mod3",1.02981580805104,0.057675918517876,17.8552129643476,4.2664622432915e-07,NA,NA,NA,NA
"208",21,4,0.2873,"mod2",NA,NA,NA,NA,4.53231966812013,2.54722673993024,1.77931536171148,0.325962141998677
"209",21,5,0.3332,"mod2",NA,NA,NA,NA,5.97761045539538,2.53620549834514,2.35691092827286,0.255452709578663
"210",21,6,0.3821,"mod2",NA,NA,NA,NA,5.45175368136218,2.88418796703521,1.89022135300228,0.309784077383179
"211",21,7,0.4314,"mod2",NA,NA,NA,NA,2.91743733773868,1.40736241220245,2.07298227694815,0.173924139983325
"212",21,8,0.5447,"mod3",0.871285148876474,0.0656943368151564,13.2627132126777,0.000186783506302169,NA,NA,NA,NA
"213",21,9,0.6367,"mod3",1.02543730337102,0.0636669638695162,16.1062698933254,1.68095839295816e-05,NA,NA,NA,NA
"214",21,10,0.6696,"mod3",1.02776570744083,0.0503030896124912,20.4314628655656,5.1966554298842e-06,NA,NA,NA,NA
"215",21,11,0.7133,"mod3",1.02981580805104,0.057675918517876,17.8552129643476,4.2664622432915e-07,NA,NA,NA,NA
"216",22,2,0.2053,"mod3",0.964260530626368,0.0831472746067451,11.5970190867584,0.00137697834268782,NA,NA,NA,NA
"217",22,3,0.3176,"mod3",1.28823166986015,0.182022770853019,7.0773105135312,0.00580096881827824,NA,NA,NA,NA
"218",22,4,0.3613,"mod2",NA,NA,NA,NA,3.27892086014988,1.24917621353874,2.62486655174226,0.11964427150857
"219",22,5,0.3927,"mod3",0.838352412316342,0.0423748088328311,19.7842169772057,1.0815446640046e-06,NA,NA,NA,NA
"220",22,6,0.442,"mod3",1.08071199726622,0.071000638268708,15.2211589024901,0.000108634016257968,NA,NA,NA,NA
"221",22,7,0.5195,"mod3",0.966781164262374,0.0738040769526422,13.0992921283024,4.62724457513268e-05,NA,NA,NA,NA
"222",22,8,0.5684,"mod3",1.18584855521652,0.096010929562252,12.3511829395177,6.16215688830134e-05,NA,NA,NA,NA
"223",22,9,0.6143,"mod3",0.987069631338752,0.0513149621869896,19.2355131772661,2.55694280510158e-07,NA,NA,NA,NA
"224",22,10,0.6472,"mod3",1.02981580805104,0.057675918517876,17.8552129643476,4.2664622432915e-07,NA,NA,NA,NA
"225",22,11,0.7133,"mod3",1.02981580805104,0.057675918517876,17.8552129643476,4.2664622432915e-07,NA,NA,NA,NA
"226",23,2,0.1089,"mod4",0.3283055105888,0.367172972388257,0.894144000995917,0.535541117673162,0.354129577656161,1.66738287374573,0.212386478973853,0.866770267693786
"227",23,3,0.2212,"mod3",0.999424200043118,0.0877139338391234,11.3941326799476,0.00145048578288973,NA,NA,NA,NA
"228",23,4,0.2701,"mod2",NA,NA,NA,NA,3.46714695158131,2.38684982969413,1.45260372414197,0.383825139587854
"229",23,5,0.3362,"mod3",1.14281812970351,0.0630613920485283,18.1223105386584,5.4517023562358e-05,NA,NA,NA,NA
"230",23,6,0.3799,"mod3",0.893054909214452,0.0179227142454029,49.8281062224444,1.77999283153916e-05,NA,NA,NA,NA
"231",23,7,0.4128,"mod3",1.00119337639182,0.0858923923775332,11.6563684940938,0.000309659166974695,NA,NA,NA,NA
"232",23,8,0.4587,"mod3",0.919806306708924,0.0273015094426834,33.6906759181195,4.33176098167021e-07,NA,NA,NA,NA
"233",23,9,0.572,"mod3",0.937499576692792,0.0453368783858323,20.6785206673109,1.55308691316463e-07,NA,NA,NA,NA
"234",23,10,0.664,"mod3",1.02981580805104,0.057675918517876,17.8552129643476,4.2664622432915e-07,NA,NA,NA,NA
"235",23,11,0.7133,"mod3",1.02981580805104,0.057675918517876,17.8552129643476,4.2664622432915e-07,NA,NA,NA,NA
"236",24,3,0.1582,"mod3",0.773134026951539,0.217572912050245,3.55344798976168,0.0379971366657466,NA,NA,NA,NA
"237",24,4,0.2243,"mod3",1.02983054658855,0.101288761781374,10.1672735304178,0.00202738369148054,NA,NA,NA,NA
"238",24,5,0.3163,"mod2",NA,NA,NA,NA,6.1272001157499,1.04628658557606,5.85613941745836,0.0099272071274608
"239",24,6,0.4286,"mod3",0.795837430204761,0.0998442333615126,7.97079013390008,0.00411992950156655,NA,NA,NA,NA
"240",24,7,0.4775,"mod3",0.716947145298869,0.0283882773647047,25.2550422869354,0.000136138386110662,NA,NA,NA,NA
"241",24,8,0.5234,"mod3",0.827036080247362,0.0904123155312479,9.147383023959,0.00276187376330872,NA,NA,NA,NA
"242",24,9,0.5563,"mod3",0.670383442126651,0.0688075466049656,9.74287669309622,0.000621584986449831,NA,NA,NA,NA
"243",24,10,0.6,"mod3",0.987792658476223,0.100810117003445,9.79854689031326,0.000188457105930913,NA,NA,NA,NA
"244",24,11,0.7133,"mod3",1.02981580805104,0.057675918517876,17.8552129643476,4.2664622432915e-07,NA,NA,NA,NA
"245",25,1,0.0314,"mod4",0.260348031145786,0.782401899715897,0.33275485558039,0.795498736138526,0.353397266375899,1.30608288701322,0.270577977776017,0.831772930926797
"246",25,2,0.0643,"mod2",NA,NA,NA,NA,9.31041861092575,5.47160653413164,1.70158774262144,0.338246392085162
"247",25,3,0.108,"mod3",1.08838052722921,0.0341455095528136,31.8747777228448,5.77455145500412e-06,NA,NA,NA,NA
"248",25,4,0.2,"mod3",0.878721253650384,0.0516712101652097,17.0060126488392,7.01125510466535e-05,NA,NA,NA,NA
"249",25,5,0.3133,"mod3",1.20018336095801,0.0814700109754732,14.7315968978981,2.60524864080504e-05,NA,NA,NA,NA
"250",25,6,0.4256,"mod3",0.815770192738606,0.0338557672952051,24.0954572266965,2.29428156551918e-06,NA,NA,NA,NA
"251",25,7,0.4715,"mod3",1.07455438526696,0.0672577038391031,15.9766736586423,1.74909426954699e-05,NA,NA,NA,NA
"252",25,8,0.5208,"mod3",1.16659280856704,0.116628962293706,10.0025995741025,0.000170734621807715,NA,NA,NA,NA
"253",25,9,0.5869,"mod3",0.942795202944426,0.0325443633015376,28.9695390322749,9.18475006681356e-07,NA,NA,NA,NA
"254",25,10,0.6644,"mod3",1.02289425076986,0.0654507305315723,15.6284619355995,4.34641881360096e-06,NA,NA,NA,NA
"255",25,11,0.7133,"mod3",1.02981580805104,0.057675918517876,17.8552129643476,4.2664622432915e-07,NA,NA,NA,NA
"256",26,2,0.1695,"mod1",0.963848322838503,0.279447980890545,3.44911535866859,0.179649205381351,301.28333084499,7471.09362420024,0.0403265366490762,0.974341232406853
"257",26,3,0.2188,"mod3",0.599597450677325,0.14735207511189,4.06914833212922,0.0267772455934706,NA,NA,NA,NA
"258",26,5,0.3163,"mod3",0.66802496231379,0.113873504477692,5.86637748067775,0.00987866393395043,NA,NA,NA,NA
