"","r","area","area_ha","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval"
"161",15,7,0.4132,"mod2",NA,NA,NA,NA,4.38156676826405,0.937236042800061,4.67498748252767,0.00341367354233913
"162",15,8,0.5265,"mod2",NA,NA,NA,NA,31.2808935483587,7.75189667468742,4.03525677148167,0.00496260866109784
"163",15,9,0.5724,"mod3",0.937517823860437,0.181229145754374,5.17310733854635,0.00354566325472037,NA,NA,NA,NA
"164",15,10,0.6644,"mod2",NA,NA,NA,NA,20.2857840891857,5.36469882460438,3.78134630711196,0.00688016977521646
"165",15,11,0.7133,"mod3",0.912061337054404,0.196359920315537,4.64484470959645,0.00352260949745956,NA,NA,NA,NA
"166",16,1,0.092,"mod2",NA,NA,NA,NA,8.37842563964262,3.84450185167169,2.17932672759657,0.117423189829084
"167",16,2,0.1357,"mod2",NA,NA,NA,NA,6.7714293292318,1.36665557698114,4.95474459204235,0.00426744490711922
"168",16,3,0.1671,"mod3",0.645418947649902,0.104649727328594,6.16742120716022,0.00350921342338007,NA,NA,NA,NA
"169",16,4,0.2,"mod3",0.931867680964684,0.178693730071224,5.21488739752233,0.00644999707574385,NA,NA,NA,NA
"170",16,5,0.2489,"mod2",NA,NA,NA,NA,4.92177396022873,0.897283586369426,5.48519334912068,0.00092088027329502
"171",16,6,0.315,"mod2",NA,NA,NA,NA,40.89472720512,15.6577260790058,2.61179222313465,0.0593082073878208
"172",16,7,0.3925,"mod3",0.714843738078165,0.172688477636976,4.13949875440388,0.00900142238569036,NA,NA,NA,NA
"173",16,8,0.4418,"mod2",NA,NA,NA,NA,4.83550721566932,1.01579243484804,4.76033001406702,0.00312532643574565
"174",16,9,0.4877,"mod3",0.961350764288313,0.142761048415385,6.73398503975059,0.000522137880402666,NA,NA,NA,NA
"175",16,10,0.601,"mod3",0.992666376316262,0.163041346002131,6.08843339838037,0.000893134420558401,NA,NA,NA,NA
"176",16,11,0.7133,"mod3",0.849026709768091,0.143907948412317,5.89979024185312,0.000599606634001952,NA,NA,NA,NA
"177",17,1,0.0489,"mod2",NA,NA,NA,NA,3.79793669249161,2.82680793488715,1.34354253276964,0.407337173582682
"178",17,2,0.0926,"mod2",NA,NA,NA,NA,105.959200581425,103.106297651865,1.02766953129471,0.491313240551444
"179",17,3,0.1419,"mod3",1.07712955221716,0.125444316802295,8.58651535337986,0.00332055398266895,NA,NA,NA,NA
"180",17,4,0.2552,"mod3",0.797162570332018,0.17794728904088,4.47976799550391,0.010991811723046,NA,NA,NA,NA
"181",17,5,0.2866,"mod3",1.03253661864524,0.190393446612755,5.42317310293422,0.00288769829260455,NA,NA,NA,NA
"182",17,6,0.3195,"mod2",NA,NA,NA,NA,5.83920117618376,1.15427919637163,5.0587424554984,0.00231355339746723
"183",17,7,0.3654,"mod3",0.935382839672549,0.196681185903104,4.75583282344744,0.00507816491088125,NA,NA,NA,NA
