"","r","area","area_ha","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval"
"1",1,1,0.092,"mod3",1.23465611253526,0.112036939516002,11.0200806793631,0.00160025754933062,NA,NA,NA,NA
"2",1,2,0.2053,"mod3",1.30585246580867,0.0699508223601919,18.6681503054325,8.11965046361135e-06,NA,NA,NA,NA
"3",1,3,0.2367,"mod3",0.997691694973422,0.0389340638910654,25.6251620114687,2.32773448750842e-07,NA,NA,NA,NA
"4",1,4,0.2826,"mod3",1.09650148811316,0.120748651900282,9.08085904775715,0.00010009246277701,NA,NA,NA,NA
"5",1,5,0.3487,"mod1",0.521526452607164,0.120982991633987,4.3107419114329,0.00195955812120358,12.1293822716542,5.0411194393941,2.40608904777548,0.0395015334766756
"6",1,6,0.3816,"mod3",1.10139714027496,0.0407726006421024,27.0131687194277,3.79808702169127e-09,NA,NA,NA,NA
"7",1,7,0.4253,"mod3",1.01340925244986,0.0265211826781808,38.2113145083686,3.59413201356545e-12,NA,NA,NA,NA
"8",1,8,0.5028,"mod3",0.976422638749948,0.0233515168152752,41.8140991214426,1.17895818635392e-10,NA,NA,NA,NA
"9",1,9,0.5521,"mod3",0.987288983604221,0.0210513968205357,46.8989773942753,4.68206368935197e-13,NA,NA,NA,NA
"10",1,10,0.6644,"mod3",0.976279644975186,0.0147314088260666,66.2719809423592,1.49030097279241e-14,NA,NA,NA,NA
"11",1,11,0.7133,"mod1",0.817855383916061,0.0576983604754312,14.1746728533875,2.06465251842966e-08,32.0746950013811,15.6745153562364,2.04629580388395,0.0653915320522875
"12",2,1,0.1123,"mod3",0.798725522407118,0.156356211670622,5.10837090431498,0.0145122386057204,NA,NA,NA,NA
"13",2,2,0.1898,"mod3",1.06491978036765,0.103245291404516,10.3144634092347,0.000147332499784608,NA,NA,NA,NA
"14",2,3,0.2335,"mod3",0.875185239867769,0.0498282819503091,17.564026003155,2.18571890147042e-06,NA,NA,NA,NA
"15",2,4,0.2649,"mod3",0.973931423907377,0.0508439504287368,19.1553059055166,5.71712553916249e-08,NA,NA,NA,NA
"16",2,5,0.3138,"mod3",0.997360083345684,0.0486531928020525,20.4993758046565,3.35585945744396e-08,NA,NA,NA,NA
"17",2,6,0.3467,"mod1",0.675239055663621,0.0824665767900034,8.18803304256317,9.60139238731413e-06,18.5557496101144,7.76412369534908,2.38993482564295,0.0379628299079177
"18",2,7,0.396,"mod3",1.00374454995662,0.0269544743832997,37.2385131938805,4.64380402955748e-12,NA,NA,NA,NA
"19",2,8,0.5093,"mod3",0.886412984921514,0.0275157700925668,32.2147256623929,1.95644018719779e-11,NA,NA,NA,NA
"20",2,9,0.5552,"mod1",0.668505750897236,0.0791084492615919,8.45049747703503,7.26434160552513e-06,19.2807436023278,7.86316543843732,2.45203331320974,0.0341387859431135
"21",2,10,0.6472,"mod3",0.947098127261699,0.0304595562487621,31.0936285324311,7.7000489140242e-13,NA,NA,NA,NA
"22",2,11,0.7133,"mod1",0.817855383916061,0.0576983604754312,14.1746728533875,2.06465251842966e-08,32.0746950013811,15.6745153562364,2.04629580388395,0.0653915320522875
"23",3,1,0.0314,"mod3",1.3679196995626,0.0427563062108913,31.9934021619051,6.71064292586122e-05,NA,NA,NA,NA
"24",3,2,0.0751,"mod3",1.13374980447059,0.0791546352858335,14.3232269389724,0.000138040082681973,NA,NA,NA,NA
"25",3,3,0.121,"mod3",1.19431478644734,0.0785938994538188,15.1960240520845,2.23723542789219e-05,NA,NA,NA,NA
"26",3,4,0.1699,"mod3",1.00581396959454,0.138941843788752,7.23910049102113,0.000352734821506953,NA,NA,NA,NA
"27",3,5,0.236,"mod3",1.10165308320852,0.0462230702847263,23.8334034589768,5.81998700193633e-08,NA,NA,NA,NA
"28",3,6,0.2853,"mod3",0.926660631083999,0.0233505630594616,39.6847231788065,2.03768008926721e-11,NA,NA,NA,NA
"29",3,7,0.3976,"mod3",0.960357815335266,0.0228276172516105,42.0699981408489,1.38089400710416e-12,NA,NA,NA,NA
"30",3,8,0.5109,"mod1",0.733794539762384,0.0683169902008252,10.7410255868315,8.22428324275307e-07,23.5445270655049,10.0864241922666,2.33427888979297,0.041744685272642
"31",3,9,0.5438,"mod1",0.791638534863859,0.0522088445149836,15.1629200419608,1.01710581975921e-08,31.4851635876549,13.5974839076038,2.31551394372661,0.0408996949273943
"32",3,10,0.6213,"mod3",0.953549113700771,0.0282382923960132,33.7679453250296,1.83791948309482e-12,NA,NA,NA,NA
"33",3,11,0.7133,"mod1",0.817855383916061,0.0576983604754312,14.1746728533875,2.06465251842966e-08,32.0746950013811,15.6745153562364,2.04629580388395,0.0653915320522875
"34",4,1,0.0437,"mod3",0.814017396402069,0.038080469793802,21.3762435392685,0.000224009050908274,NA,NA,NA,NA
"35",4,2,0.0766,"mod2",NA,NA,NA,NA,2.76870950829748,1.22113344751606,2.26732755042406,0.151519991017604
"36",4,3,0.1889,"mod3",1.31286667678008,0.0511320687445527,25.6759937357305,1.67353638622421e-06,NA,NA,NA,NA
"37",4,4,0.2203,"mod3",0.77808277978625,0.0397417009199763,19.5784971899666,2.26393452234229e-07,NA,NA,NA,NA
"38",4,5,0.2864,"mod3",1.19813142752208,0.0435543700915445,27.5088682261687,1.5256791510569e-07,NA,NA,NA,NA
"39",4,6,0.3357,"mod3",0.879871045087197,0.0226472313924388,38.8511527012064,3.04731331643689e-12,NA,NA,NA,NA
"40",4,7,0.449,"mod3",1.03098454335423,0.0172839553572817,59.6498036498272,3.63530920602598e-15,NA,NA,NA,NA
"41",4,8,0.5265,"mod1",0.769465201252101,0.0575293573469483,13.3751746366921,1.04665159054835e-07,26.089591616891,10.4920358977316,2.48660906912562,0.0321765469852432
"42",4,9,0.5724,"mod3",1.01266299435875,0.0184516548942538,54.8819604616663,1.11353377980186e-12,NA,NA,NA,NA
"43",4,10,0.6213,"mod1",0.783114425784405,0.0675854035328269,11.5870348455349,4.05805878711036e-07,29.5391397984011,15.8816198571409,1.85995761541411,0.0925214318276243
"44",4,11,0.7133,"mod1",0.817855383916061,0.0576983604754312,14.1746728533875,2.06465251842966e-08,32.0746950013811,15.6745153562364,2.04629580388395,0.0653915320522875
"45",5,1,0.0314,"mod4",0.225337537412558,0.66778550544412,0.337439994692149,0.792817197593681,0.342752884529584,0.805559547957838,0.42548423067977,0.74390013726328
"46",5,2,0.0773,"mod2",NA,NA,NA,NA,3.09500872503556,2.52347100788636,1.22648871945151,0.435462095007091
"47",5,3,0.1548,"mod3",0.998241143154885,0.0703552014610459,14.1885905011243,2.05117193932826e-06,NA,NA,NA,NA
"48",5,4,0.1877,"mod3",1.12480109726584,0.0575518218830289,19.5441440507642,6.47314372526822e-06,NA,NA,NA,NA
"49",5,5,0.237,"mod3",1.04961255719513,0.0432777912937258,24.2529141580129,3.22960032255324e-07,NA,NA,NA,NA
"50",5,6,0.3031,"mod3",0.964243060599655,0.039266179680975,24.5565794389426,2.99921892549041e-07,NA,NA,NA,NA
"51",5,7,0.352,"mod3",1.14871103104674,0.0231022449698688,49.7229179477991,2.96288101516463e-11,NA,NA,NA,NA
"52",5,8,0.444,"mod3",1.0639816125233,0.0284296108004247,37.4251205896706,4.41882610483949e-12,NA,NA,NA,NA
"53",5,9,0.4877,"mod1",0.787756906996429,0.085139689782247,9.2525226367537,3.22438778851692e-06,21.94646553805,11.3194098360285,1.93883478520203,0.08123757794127
"54",5,10,0.601,"mod3",1.02853750531593,0.0215228621018631,47.7881380481872,3.88331055207174e-13,NA,NA,NA,NA
