"","replicate","areas","areas_ha","species","species_tl1","species_tl2","links","connectances","links_per_sp","indegree","outdegree","modularity","normalised_indegree","normalised_outdegree","potential_indegree","sd_gen"
"1",1,1,0.0437,29,9,20,30,0.166666666666667,1.03448275862069,1.5,3.33333333333333,0.464444444444444,1.45,3.22222222222222,NA,1.15538765568991
"2",1,2,0.1098,55,45,10,70,0.155555555555556,1.27272727272727,7,1.55555555555556,0.462857142857143,5.5,1.22222222222222,NA,1.17127370249989
"3",1,3,0.1427,60,7,53,80,0.215633423180593,1.33333333333333,1.50943396226415,11.4285714285714,0.37828125,1.13207547169811,8.57142857142857,NA,0.710547710418159
"4",1,4,0.1886,69,6,63,96,0.253968253968254,1.39130434782609,1.52380952380952,16,0.368055555555556,1.0952380952381,11.5,NA,0.738143959605469
"5",1,5,0.2379,80,53,27,123,0.0859538784067086,1.5375,4.55555555555556,2.32075471698113,0.452376231079384,2.96296296296296,1.50943396226415,NA,1.20109785816341
"6",1,6,0.3512,92,38,54,154,0.0750487329434698,1.67391304347826,2.85185185185185,4.05263157894737,0.41537358745151,1.7037037037037,2.42105263157895,NA,0.908408982057539
"7",1,7,0.4001,101,87,14,171,0.140394088669951,1.69306930693069,12.2142857142857,1.96551724137931,0.392291645292569,7.21428571428571,1.16091954022989,NA,1.8988207421406
"8",1,8,0.4315,106,6,100,183,0.305,1.72641509433962,1.83,30.5,0.34494908776016,1.06,17.6666666666667,NA,0.549473267792452
"9",1,9,0.5235,110,29,81,197,0.0838654746700724,1.79090909090909,2.4320987654321,6.79310344827586,0.414491483934139,1.35802469135802,3.79310344827586,NA,0.68554962491152
"10",1,10,0.6358,117,112,5,220,0.392857142857143,1.88034188034188,44,1.96428571428571,0.289028925619835,23.4,1.04464285714286,NA,4.15363278218672
"11",1,11,0.7133,119,40,79,227,0.0718354430379747,1.90756302521008,2.87341772151899,5.675,0.391100157193037,1.50632911392405,2.975,NA,0.644465403024439
"12",2,1,0.1123,34,2,32,32,0.5,0.941176470588235,1,16,NA,1.0625,17,NA,0.530199059307086
"13",2,2,0.1582,47,14,33,55,0.119047619047619,1.17021276595745,1.66666666666667,3.92857142857143,0.459173553719008,1.42424242424242,3.35714285714286,NA,0.853980091959886
"14",2,3,0.2071,64,49,15,84,0.114285714285714,1.3125,5.6,1.71428571428571,0.470096371882086,4.26666666666667,1.30612244897959,NA,2.01169241724481
"15",2,4,0.2385,74,8,66,108,0.204545454545455,1.45945945945946,1.63636363636364,13.5,0.413151577503429,1.12121212121212,9.25,NA,0.645509209212936
"16",2,5,0.3046,85,43,42,132,0.0730897009966777,1.55294117647059,3.14285714285714,3.06976744186047,0.414313590449954,2.02380952380952,1.97674418604651,NA,0.947292097410753
"17",2,6,0.3966,92,14,78,153,0.14010989010989,1.66304347826087,1.96153846153846,10.9285714285714,0.382075270195224,1.17948717948718,6.57142857142857,NA,0.71507007645866
"18",2,7,0.5099,98,2,96,178,0.927083333333333,1.81632653061224,1.85416666666667,89,NA,1.02083333333333,49,NA,0.195334789227883
"19",2,8,0.5874,101,37,64,187,0.0789695945945946,1.85148514851485,2.921875,5.05405405405405,0.401898824673282,1.578125,2.72972972972973,NA,0.728525544080519
"20",2,9,0.6311,111,15,96,207,0.14375,1.86486486486486,2.15625,13.8,0.374407804149455,1.15625,7.4,NA,0.67517589109282
"21",2,10,0.664,114,111,3,215,0.645645645645646,1.8859649122807,71.6666666666667,1.93693693693694,NA,38,1.02702702702703,NA,0.306129910174966
"22",2,11,0.7133,119,98,21,227,0.110301263362488,1.90756302521008,10.8095238095238,2.31632653061224,0.382716528556735,5.66666666666667,1.21428571428571,NA,2.00046149914908
"23",3,1,0.0437,29,11,18,30,0.151515151515152,1.03448275862069,1.66666666666667,2.72727272727273,0.48,1.61111111111111,2.63636363636364,NA,1.09609697172676
"24",3,2,0.0766,38,15,23,42,0.121739130434783,1.10526315789474,1.82608695652174,2.8,0.517573696145125,1.65217391304348,2.53333333333333,NA,1.03158728937541
"25",3,3,0.1255,59,52,7,74,0.203296703296703,1.25423728813559,10.5714285714286,1.42307692307692,0.460920379839299,8.42857142857143,1.13461538461538,NA,3.04845530708521
"26",3,4,0.2175,70,51,19,97,0.100103199174407,1.38571428571429,5.10526315789474,1.90196078431373,0.449356998618344,3.68421052631579,1.37254901960784,NA,1.29304733276011
"27",3,5,0.3298,85,9,76,123,0.179824561403509,1.44705882352941,1.61842105263158,13.6666666666667,0.396192742415229,1.11842105263158,9.44444444444444,NA,0.637020584297584
"28",3,6,0.3959,99,96,3,152,0.527777777777778,1.53535353535354,50.6666666666667,1.58333333333333,NA,33,1.03125,NA,0.752074692760171
"29",3,7,0.4734,101,47,54,160,0.0630417651694247,1.58415841584158,2.96296296296296,3.40425531914894,0.410703125,1.87037037037037,2.14893617021277,NA,0.93646194163845
"30",3,8,0.5867,109,43,66,187,0.0658914728682171,1.71559633027523,2.83333333333333,4.34883720930233,0.373387857816924,1.65151515151515,2.53488372093023,NA,0.830739517613467
"31",3,9,0.6181,113,75,38,203,0.0712280701754386,1.79646017699115,5.34210526315789,2.70666666666667,0.414885097915504,2.97368421052632,1.50666666666667,NA,1.08492829109881
"32",3,10,0.664,114,99,15,215,0.144781144781145,1.8859649122807,14.3333333333333,2.17171717171717,0.38104921579232,7.6,1.15151515151515,NA,2.39374910294044
"33",3,11,0.7133,119,113,6,227,0.334808259587021,1.90756302521008,37.8333333333333,2.00884955752212,NA,19.8333333333333,1.05309734513274,NA,3.2216283011005
"34",4,1,0.0489,39,15,24,36,0.1,0.923076923076923,1.5,2.4,0.509259259259259,1.625,2.6,NA,1.23239232782146
"35",4,2,0.115,60,57,3,71,0.415204678362573,1.18333333333333,23.6666666666667,1.24561403508772,NA,20,1.05263157894737,NA,1.75915436574603
"36",4,3,0.2283,76,33,43,105,0.0739957716701903,1.38157894736842,2.44186046511628,3.18181818181818,0.436281179138322,1.76744186046512,2.3030303030303,NA,0.916252240511807
"37",4,4,0.3406,88,71,17,131,0.108533554266777,1.48863636363636,7.70588235294118,1.84507042253521,0.461744653574966,5.17647058823529,1.23943661971831,NA,1.08225418781314
"38",4,5,0.3865,91,77,14,143,0.13265306122449,1.57142857142857,10.2142857142857,1.85714285714286,0.445156242359039,6.5,1.18181818181818,NA,2.30363597728235
"39",4,6,0.4302,101,35,66,164,0.070995670995671,1.62376237623762,2.48484848484848,4.68571428571429,0.434785841760857,1.53030303030303,2.88571428571429,NA,0.824437014392845
"40",4,7,0.4631,105,23,82,174,0.0922587486744433,1.65714285714286,2.1219512195122,7.56521739130435,0.39456995640111,1.28048780487805,4.56521739130435,NA,0.869774931969276
"41",4,8,0.5551,108,72,36,191,0.0736882716049383,1.76851851851852,5.30555555555556,2.65277777777778,0.359694087333132,3,1.5,NA,1.44836854518068
"42",4,9,0.5865,112,39,73,207,0.0727081138040042,1.84821428571429,2.83561643835616,5.30769230769231,0.420336530607482,1.53424657534247,2.87179487179487,NA,0.694986564756756
"43",4,10,0.6358,117,10,107,220,0.205607476635514,1.88034188034188,2.05607476635514,22,0.355867768595041,1.09345794392523,11.7,NA,0.581870452356528
"44",4,11,0.7133,119,57,62,227,0.0642331635540464,1.90756302521008,3.66129032258065,3.98245614035088,0.382503056531274,1.91935483870968,2.08771929824561,NA,0.986011333479435
"45",5,1,0.0459,26,10,16,28,0.175,1.07692307692308,1.75,2.8,0.446428571428571,1.625,2.6,NA,1.12750099929063
"46",5,2,0.0952,46,16,30,62,0.129166666666667,1.34782608695652,2.06666666666667,3.875,0.4289802289282,1.53333333333333,2.875,NA,0.765126543836064
"47",5,3,0.1389,62,16,46,86,0.116847826086957,1.38709677419355,1.8695652173913,5.375,0.469848566792861,1.34782608695652,3.875,NA,0.735293670703249
"48",5,4,0.2164,69,38,31,101,0.0857385398981324,1.46376811594203,3.25806451612903,2.65789473684211,0.431820409763749,2.2258064516129,1.81578947368421,NA,1.29905556572362
"49",5,5,0.3287,78,68,10,122,0.179411764705882,1.56410256410256,12.2,1.79411764705882,0.410911045417899,7.8,1.14705882352941,NA,1.97174341745397
"50",5,6,0.4207,86,37,49,139,0.0766685052399338,1.61627906976744,2.83673469387755,3.75675675675676,0.426789503648879,1.75510204081633,2.32432432432432,NA,1.02280199776538
"51",5,7,0.4868,96,71,25,165,0.0929577464788732,1.71875,6.6,2.32394366197183,0.413443526170799,3.84,1.35211267605634,NA,1.66268394661646
"52",5,8,0.5182,101,15,86,180,0.13953488372093,1.78217821782178,2.09302325581395,12,0.381574074074074,1.17441860465116,6.73333333333333,NA,0.585581428755447
"53",5,9,0.6315,108,80,28,205,0.0915178571428571,1.89814814814815,7.32142857142857,2.5625,0.37910767400357,3.85714285714286,1.35,NA,1.39056295623737
"54",5,10,0.6644,111,25,86,212,0.0986046511627907,1.90990990990991,2.46511627906977,8.48,0.413069597721609,1.2906976744186,4.44,NA,0.642421903169631
"55",5,11,0.7133,119,45,74,227,0.0681681681681682,1.90756302521008,3.06756756756757,5.04444444444444,0.392089891129267,1.60810810810811,2.64444444444444,NA,0.858563020814067
"56",6,1,0.0329,19,5,14,17,0.242857142857143,0.894736842105263,1.21428571428571,3.4,0.449826989619377,1.35714285714286,3.8,NA,0.916693594884104
"57",6,2,0.099,46,15,31,58,0.124731182795699,1.26086956521739,1.87096774193548,3.86666666666667,0.405469678953627,1.48387096774194,3.06666666666667,NA,0.92552941972855
"58",6,3,0.1765,54,17,37,73,0.116057233704293,1.35185185185185,1.97297297297297,4.29411764705882,0.457309063614186,1.45945945945946,3.17647058823529,NA,0.865793138027599
"59",6,4,0.2224,61,43,18,88,0.113695090439276,1.44262295081967,4.88888888888889,2.04651162790698,0.411027892561984,3.38888888888889,1.41860465116279,NA,1.46350305984629
"60",6,5,0.2713,73,49,24,110,0.0935374149659864,1.50684931506849,4.58333333333333,2.24489795918367,0.397685950413223,3.04166666666667,1.48979591836735,NA,1.61266890878912
"61",6,6,0.3846,87,78,9,143,0.203703703703704,1.64367816091954,15.8888888888889,1.83333333333333,0.384517580321776,9.66666666666667,1.11538461538462,NA,2.72835732423173
"62",6,7,0.4766,91,24,67,159,0.0988805970149254,1.74725274725275,2.37313432835821,6.625,0.399034848305051,1.35820895522388,3.79166666666667,NA,0.733522113843258
"63",6,8,0.5889,100,84,16,179,0.133184523809524,1.79,11.1875,2.13095238095238,0.388158921381979,6.25,1.19047619047619,NA,1.6848770550012
"64",6,9,0.6326,110,56,54,199,0.0658068783068783,1.80909090909091,3.68518518518519,3.55357142857143,0.424231711320421,2.03703703703704,1.96428571428571,NA,1.07978961544288
