"","replicate","areas","areas_ha","species","species_tl1","species_tl2","links","connectances","links_per_sp","indegree","outdegree","modularity","normalised_indegree","normalised_outdegree","potential_indegree","sd_gen"
"747",68,10,0.6819,43,26,17,47,0.106334841628959,1.09302325581395,2.76470588235294,1.80769230769231,0.548211860570394,2.52941176470588,1.65384615384615,5.64705882352941,2.88462583819809
"748",68,11,0.7133,48,30,18,55,0.101851851851852,1.14583333333333,3.05555555555556,1.83333333333333,0.530909090909091,2.66666666666667,1.6,5.77777777777778,3.16047540161599
"749",69,1,0.0775,7,4,3,6,0.5,0.857142857142857,2,1.5,0.333333333333333,2.33333333333333,1.75,12.6666666666667,1.16666666666667
"750",69,2,0.1264,17,9,8,14,0.194444444444444,0.823529411764706,1.75,1.55555555555556,0.581632653061224,2.125,1.88888888888889,8.125,1.8069149650612
"751",69,3,0.1925,20,11,9,16,0.161616161616162,0.8,1.77777777777778,1.45454545454545,0.63671875,2.22222222222222,1.81818181818182,7.77777777777778,1.74304172194599
"752",69,4,0.3048,21,11,10,18,0.163636363636364,0.857142857142857,1.8,1.63636363636364,0.608024691358025,2.1,1.90909090909091,7.1,1.72168450386945
"753",69,5,0.4181,27,15,12,23,0.127777777777778,0.851851851851852,1.91666666666667,1.53333333333333,0.665406427221172,2.25,1.8,7,2.03070814318835
"754",69,6,0.4495,34,21,13,32,0.117216117216117,0.941176470588235,2.46153846153846,1.52380952380952,0.642578125,2.61538461538462,1.61904761904762,7.07692307692308,2.47721993164587
"755",69,7,0.4954,36,22,14,34,0.11038961038961,0.944444444444444,2.42857142857143,1.54545454545455,0.63840830449827,2.57142857142857,1.63636363636364,6.78571428571429,2.37539384363775
"756",69,8,0.5447,36,22,14,35,0.113636363636364,0.972222222222222,2.5,1.59090909090909,0.624489795918368,2.57142857142857,1.63636363636364,6.78571428571429,2.3087846708173
"757",69,9,0.5776,38,23,15,39,0.11304347826087,1.02631578947368,2.6,1.69565217391304,0.5844838921762,2.53333333333333,1.65217391304348,6.73333333333333,2.40930540041001
"758",69,10,0.6213,45,27,18,48,0.0987654320987654,1.06666666666667,2.66666666666667,1.77777777777778,0.559895833333333,2.5,1.66666666666667,5.77777777777778,2.70951143305991
"759",69,11,0.7133,48,30,18,55,0.101851851851852,1.14583333333333,3.05555555555556,1.83333333333333,0.530909090909091,2.66666666666667,1.6,5.77777777777778,3.16047540161599
"760",70,1,0.0314,17,11,6,13,0.196969696969697,0.764705882352941,2.16666666666667,1.18181818181818,0.63905325443787,2.83333333333333,1.54545454545455,13,1.92487095804581
"761",70,2,0.0975,19,12,7,17,0.202380952380952,0.894736842105263,2.42857142857143,1.41666666666667,0.543252595155709,2.71428571428571,1.58333333333333,11.8571428571429,1.8087409741813
"762",70,3,0.1464,26,16,10,23,0.14375,0.884615384615385,2.3,1.4375,0.625708884688091,2.6,1.625,8.9,2.20039903963517
"763",70,4,0.1923,28,17,11,25,0.133689839572193,0.892857142857143,2.27272727272727,1.47058823529412,0.6208,2.54545454545455,1.64705882352941,8.36363636363636,2.07069246213127
"764",70,5,0.2416,30,18,12,27,0.125,0.9,2.25,1.5,0.613168724279835,2.5,1.66666666666667,7.75,2.01704298461776
"765",70,6,0.3191,30,18,12,28,0.12962962962963,0.933333333333333,2.33333333333333,1.55555555555556,0.593112244897959,2.5,1.66666666666667,7.75,2.00879328548805
"766",70,7,0.3628,38,22,16,38,0.107954545454545,1,2.375,1.72727272727273,0.569252077562327,2.375,1.72727272727273,6.0625,2.18708329364323
"767",70,8,0.4761,43,26,17,43,0.0972850678733032,1,2.52941176470588,1.65384615384615,0.604651162790698,2.52941176470588,1.65384615384615,5.76470588235294,2.47784298985084
"768",70,9,0.5681,46,29,17,50,0.101419878296146,1.08695652173913,2.94117647058824,1.72413793103448,0.5668,2.70588235294118,1.58620689655172,5.76470588235294,2.8996531232708
"769",70,10,0.6804,46,29,17,51,0.103448275862069,1.10869565217391,3,1.75862068965517,0.552479815455594,2.70588235294118,1.58620689655172,5.76470588235294,2.9914654971833
"770",70,11,0.7133,48,30,18,55,0.101851851851852,1.14583333333333,3.05555555555556,1.83333333333333,0.530909090909091,2.66666666666667,1.6,5.77777777777778,3.16047540161599
"771",71,1,0.0329,11,6,5,7,0.233333333333333,0.636363636363636,1.4,1.16666666666667,0.63265306122449,2.2,1.83333333333333,12.8,1.40552844299987
"772",71,2,0.1462,18,10,8,12,0.15,0.666666666666667,1.5,1.2,0.694444444444445,2.25,1.8,10.25,1.60356745147455
"773",71,3,0.1776,26,17,9,23,0.150326797385621,0.884615384615385,2.55555555555556,1.35294117647059,0.627599243856333,2.88888888888889,1.52941176470588,10,2.12322550296522
"774",71,4,0.2269,28,18,10,25,0.138888888888889,0.892857142857143,2.5,1.38888888888889,0.5888,2.8,1.55555555555556,9.1,2.06180072320829
"775",71,5,0.2706,38,23,15,37,0.107246376811594,0.973684210526316,2.46666666666667,1.60869565217391,0.580715850986121,2.53333333333333,1.65217391304348,6.53333333333333,2.62894464757222
"776",71,6,0.3195,44,26,18,43,0.0918803418803419,0.977272727272727,2.38888888888889,1.65384615384615,0.624121146565711,2.44444444444444,1.69230769230769,5.77777777777778,2.67613563972349
"777",71,7,0.3856,44,26,18,44,0.094017094017094,1,2.44444444444444,1.69230769230769,0.614669421487603,2.44444444444444,1.69230769230769,5.77777777777778,2.59461483534471
