"","replicate","area","region","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval"
"1",1,1,"Arctic","mod1",-0.221882624525927,0.0380219040872303,-5.83565262846598,2.50249509754662e-06,13.1419784540428,1.33168010435964,9.86872028125874,8.89956564210234e-11
"2",1,5,"Arctic","mod1",-0.219127048548481,0.0378101645564214,-5.7954534480138,2.47289634651958e-06,13.0741831169274,1.31393478216175,9.95040491691462,5.13626746880887e-11
"3",1,6,"Arctic","mod1",-0.221722756190155,0.0372795269129167,-5.94757430018061,1.42461633226167e-06,12.8681353688613,1.24808446711103,10.3103080824709,1.53693627465493e-11
"4",1,7,"Arctic","mod1",-0.220860552553111,0.0393661862184713,-5.61041273664147,4.16045218159984e-06,12.9395243665019,1.34978701464865,9.5863452723096,1.21239933839702e-10
"5",1,8,"Arctic","mod1",-0.224662738766252,0.0408746951878993,-5.49637710406124,5.73687056123738e-06,12.816201391012,1.38084190532654,9.28144007041936,2.52253829728066e-10
"6",1,9,"Arctic","mod1",-0.213437240594088,0.0401374650544574,-5.31765621731472,9.49897656785211e-06,13.0647958481517,1.40449022109901,9.30216220226051,2.39907882826097e-10
"7",1,11,"Arctic","mod1",-0.217543241386379,0.041644347907437,-5.22383594215265,1.23805290683885e-05,12.92915139603,1.43331101538744,9.02047863808201,4.76858519610475e-10
"8",1,16,"Arctic","mod1",-0.245766096367321,0.0442050708183921,-5.55968109127124,3.89736729164194e-06,12.8654574241042,1.39023964789153,9.25412927448602,1.45827846034578e-10
"9",1,17,"Arctic","mod1",-0.250293317351437,0.0446630210971898,-5.60403911788191,3.80066100044403e-06,12.5993772763255,1.35787340910187,9.27875690905457,1.85633648203199e-10
"10",1,36,"Arctic","mod1",-0.259695881430534,0.0458947066174338,-5.65851490445925,2.92360033235272e-06,12.3749848623673,1.35401792601348,9.13945423071456,1.95404388799607e-10
"11",1,40,"Arctic","mod1",-0.252000794279483,0.0425564274285456,-5.92156836244314,1.36223123925115e-06,12.4317832568887,1.29266277790091,9.61718978021166,5.83986446513292e-11
"12",1,63,"Arctic","mod1",-0.237403654278792,0.0421537531315248,-5.63185094190935,2.85585418913802e-06,12.7521237221044,1.34132460686953,9.50711234014128,5.65186750420418e-11
"13",1,65,"Arctic","mod1",-0.250349893018423,0.0389201213409269,-6.43240268511612,1.63500459530588e-07,12.554445273148,1.16318110825511,10.7931990848622,5.50064506368575e-13
"14",1,70,"Arctic","mod1",-0.245158528932996,0.0402844989251004,-6.08567899501023,4.8071601493437e-07,12.7557286720395,1.24732098289792,10.2265005134476,2.48281486591232e-12
"15",1,101,"Arctic","mod1",-0.239832431532656,0.0379451621533013,-6.320500899791,2.59764475489739e-07,13.3552319080286,1.25249836479686,10.6628737277391,1.08785437749569e-12
"16",1,111,"Arctic","mod1",-0.244647333907726,0.0388903629469266,-6.29069299871526,3.20312851537207e-07,13.2191602748383,1.26794982933567,10.4256177720883,2.8168043924616e-12
"17",1,117,"Arctic","mod1",-0.239212255091444,0.0380864046726144,-6.28077806628587,2.9339741374943e-07,13.3630831005257,1.26244265083602,10.5851011067127,1.33064927761577e-12
"18",1,122,"Arctic","mod1",-0.250760395554185,0.0381835369375347,-6.56723854483175,1.07640272345516e-07,12.9778860319102,1.20677351203129,10.7542019297931,6.0935964718148e-13
"19",1,139,"Arctic","mod1",-0.242348376673902,0.0362427977984732,-6.68680100309781,6.5450486209313e-08,13.2775771077638,1.18695337663558,11.1862667642423,1.38405153558141e-13
"20",1,144,"Arctic","mod1",-0.246895326557104,0.0385857275537231,-6.39861788826841,2.04497893720544e-07,12.9352134461638,1.22191457926099,10.5860210408382,1.32747606386784e-12
"21",1,145,"Arctic","mod1",-0.233495517705025,0.0357821598407193,-6.52547299392791,1.08607552575115e-07,13.1242474442843,1.15204717145419,11.3921094287467,8.08441528719579e-14
"22",1,186,"Arctic","mod1",-0.224225431643347,0.0353386573885459,-6.34504670559511,1.7187792305071e-07,13.3091824851809,1.16726764400242,11.4019972656359,5.48479765400399e-14
"23",1,247,"Arctic","mod1",-0.244701975431946,0.034382281257779,-7.11709538984073,1.28915783984912e-08,12.7245484102201,1.05728237632987,12.0351466127627,7.13498370092184e-15
"24",1,248,"Arctic","mod1",-0.237362333178034,0.0344099887126349,-6.89806483693722,2.60099386675722e-08,12.8381427743048,1.07624991862775,11.9285888454921,9.44086780842177e-15
"25",1,296,"Arctic","mod1",-0.232385211972444,0.0352099292846173,-6.5999908745619,6.06851540627146e-08,12.9533999027696,1.12541136115125,11.5099245928341,2.02262945796359e-14
"26",1,305,"Arctic","mod1",-0.228813798986078,0.0349709176311186,-6.54297383327654,6.57287930343904e-08,12.9482803907196,1.11872964163688,11.57409253211,1.19803097440427e-14
"27",1,309,"Arctic","mod1",-0.224312301590918,0.0337978550026565,-6.63687981303211,3.90182057195662e-08,12.9978240374373,1.08631071920483,11.9651070431779,1.99600908510006e-15
"28",1,324,"Arctic","mod1",-0.240944536650589,0.0345974093920365,-6.96423636580282,1.28982099213739e-08,12.4405612463855,1.01961401310918,12.2012458503288,1.02645997213002e-15
"29",1,368,"Arctic","mod1",-0.240350518790144,0.0341214432523481,-7.04397281828355,9.85569461427828e-09,12.5069976604238,1.01518905659975,12.3198704508443,7.36920773361734e-16
"30",1,369,"Arctic","mod1",-0.246705069669061,0.032003047211419,-7.70879935398883,1.06041469658015e-09,12.4047222935246,0.925795441823461,13.3989883003659,3.92199714380603e-17
