"","area","region","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval","fraction"
"3240",1,"Arctic","mod1",-0.468307537975852,0.0779606547302438,-6.00697287107541,1.79605713513442e-06,5.17043587646192,0.537435140338439,9.62057649078537,2.24486169657985e-10,0.8
"3342",1,"Arctic","mod1",-0.451720997607751,0.0658687864581114,-6.85789160386337,1.8816029528979e-07,5.95454885920132,0.580662036780385,10.2547583310555,5.50736478757429e-11,0.8
"3461",1,"Arctic","mod1",-0.515461282920106,0.0847141781474772,-6.08471089718595,3.31283289748808e-06,5.26245593662689,0.580791380433593,9.06083684075712,4.75047641562252e-09,0.8
"3598",1,"Arctic","mod1",-0.308416625628322,0.0763722417082418,-4.03833406915747,0.000478240907113859,6.83424246970243,0.90661446479613,7.53820144623353,8.89254517802196e-08,0.8
"3241",2,"Arctic","mod1",-0.246353555646017,0.0420281052830215,-5.86163839618862,1.82006830518792e-06,7.79758043696702,0.591578172711372,13.1809806322442,3.01031433380996e-14,1
"3462",2,"Arctic","mod1",-0.433988693465051,0.109232426626872,-3.97307564124268,0.000644044397374661,4.79923925814033,0.676599053311449,7.09318056927752,4.09459160254959e-07,1
"3744",2,"Arctic","mod1",-2.33253418436923,0.463215265134646,-5.03552961211504,0.000291471493778981,1.14811934115074,0.204162947313045,5.62354411640775,0.000111874702605491,1
"3343",3,"Arctic","mod2",NA,NA,NA,NA,9.27906463645362,0.516006501848017,17.9824568163807,4.84422915060023e-15,0.666666666666667
"3463",3,"Arctic","mod2",NA,NA,NA,NA,19.4088235571984,1.26335327644911,15.3629423527127,1.81003762650383e-15,0.666666666666667
"3243",4,"Arctic","mod1",-0.418649901988843,0.0730035446438267,-5.73465170809681,3.74610994750438e-06,5.96809725698739,0.657397416396401,9.07837041663807,7.77890372764866e-10,1
"3344",4,"Arctic","mod1",-0.196245462264727,0.0223044287569581,-8.79849757208,2.78040732856941e-10,10.4764141474841,0.504071361310113,20.7835932600003,6.63385624308159e-21,1
"3464",4,"Arctic","mod1",-0.414079211477208,0.106378552294919,-3.8925065489633,0.000691055845341235,5.32152330670438,0.77449267400526,6.87097952674532,4.17293271162307e-07,1
"3599",4,"Arctic","mod1",-0.284361351907678,0.030674259705975,-9.27035744736448,1.39931441399618e-10,9.26699261029809,0.560315429881132,16.5388852708626,3.08990170967784e-17,1
"3745",4,"Arctic","mod1",-0.352585189833117,0.121276383610489,-2.9072864752097,0.0114756005059049,4.93684011505912,0.809705826808811,6.09707865696861,2.75624234815732e-05,1
"3244",5,"Arctic","mod1",-0.26933148516553,0.0295737828429631,-9.10710295655045,4.29886175660496e-11,9.55122929548937,0.563350064055828,16.9543413676489,2.59073524512849e-19,1
"3465",5,"Arctic","mod1",-0.181921207108563,0.0558244367358778,-3.25880954194463,0.00321602103673768,7.89492101585522,0.838840527189186,9.41170670700637,1.07434060082342e-09,1
"3600",5,"Arctic","mod1",-0.516091851665491,0.184077803217225,-2.80366150967407,0.0103491429002083,3.85446204457067,0.786189308528546,4.90271490944693,6.66968755460596e-05,1
"3746",5,"Arctic","mod1",-0.607479124968741,0.163659773086798,-3.7118414226724,0.00208783764326297,3.61427889302891,0.629946267125034,5.73743997170403,3.92736333023817e-05,1
"3601",7,"Arctic","mod1",-0.23368999931441,0.0422952652241878,-5.52520472624361,5.90017249664125e-06,8.41693523232986,0.681817888855256,12.34484364507,4.53831263292303e-13,1
"3466",10,"Arctic","mod2",NA,NA,NA,NA,10.1287666627853,0.449273830030838,22.5447510755079,1.36184998845644e-18,0.666666666666667
"3602",10,"Arctic","mod2",NA,NA,NA,NA,8.55476163992499,0.492734640268213,17.3618027652132,1.84689821234118e-15,0.666666666666667
"3747",11,"Arctic","mod2",NA,NA,NA,NA,7.30881078434257,0.592188291146562,12.3420386617095,2.94125046950979e-09,1
"3246",13,"Arctic","mod1",-0.262665918648322,0.0339530648832336,-7.73614751868922,3.64213880568662e-09,9.22331768687046,0.614657348976368,15.005625007544,4.57122481581048e-17,0.666666666666667
"3603",13,"Arctic","mod1",-0.294001358533594,0.0475751022726567,-6.17973150848208,8.44568937651124e-07,8.12627847989008,0.724423704425994,11.2175767168318,2.95050355533829e-12,0.666666666666667
"3247",14,"Arctic","mod1",-0.193686264571562,0.016630704363543,-11.6463055525268,6.94518623900303e-15,12.1915932148261,0.46339355879501,26.3093713398361,3.86580548219174e-28,1
"3248",15,"Arctic","mod1",-0.275607533765889,0.0430195347577666,-6.40656704722107,1.99583329848025e-07,8.2627081590958,0.659140366167579,12.5355820750858,1.07323662895823e-14,1
"3249",16,"Arctic","mod1",-0.194702486560816,0.0300770084444885,-6.47346583421579,5.63201947955218e-08,13.127662538547,0.947778757494171,13.8509778096897,5.02576928728042e-18,1
"3345",16,"Arctic","mod1",-0.276098397971854,0.0459189613129945,-6.01273177957799,1.76845403148644e-06,8.13836099827809,0.698445840829199,11.6521003097623,2.97260897594972e-12,1
"3467",16,"Arctic","mod1",-0.284431021365099,0.0454010094875293,-6.2648611688519,5.78801412655594e-07,8.35464601674457,0.713937892297062,11.7022028202816,6.61135891207353e-13,1
"3604",16,"Arctic","mod1",-0.258141104680865,0.0409355693608591,-6.30603430491647,4.48855428463045e-07,7.92888337130674,0.587139331179505,13.5042620213815,9.17906617928046e-15,1
"3346",17,"Arctic","mod1",-0.310944345175993,0.0520965671187581,-5.96861486990442,1.18867253332098e-06,6.98030389807646,0.605394470398413,11.5301745215523,6.23386458879779e-13,1
"3468",17,"Arctic","mod1",-0.279153180089391,0.0453273328994609,-6.15860590581343,6.86348830631303e-07,8.01198678521373,0.661113352501193,12.1189305206164,1.6900183608413e-13,1
"3605",17,"Arctic","mod1",-0.285196741497796,0.0645275801214389,-4.41976502080295,0.00012671254015695,6.78625627946913,0.733380811525435,9.25338674372143,3.72321811537211e-10,1
"3250",18,"Arctic","mod1",-0.184705038018842,0.0263210082856122,-7.01739979010632,1.77375283247514e-08,10.8660695019251,0.626848167721215,17.3344520435094,3.33620544661396e-20,1
"3251",19,"Arctic","mod1",-0.350468307590877,0.0431962344574575,-8.11339951254413,5.55213714162576e-10,8.28542235429774,0.628365826563753,13.1856666992967,3.79618035631369e-16,1
"3252",20,"Arctic","mod1",-0.243413176223134,0.0266107548761427,-9.14717291396198,1.87744601923928e-11,11.5295454445708,0.689272880805942,16.7271131153306,6.38988042152193e-20,1
"3253",21,"Arctic","mod1",-0.185935629777254,0.0329928376351708,-5.63563618968754,1.5363645174455e-06,11.6165013910832,0.893499611222283,13.0011264080934,6.01118931687847e-16,0.666666666666667
"3606",21,"Arctic","mod1",-0.27929668945074,0.0435669572400973,-6.41074582995406,5.19519204047509e-07,7.99235225994077,0.641745794000024,12.454078132907,3.6558334681153e-13,0.666666666666667
"3254",23,"Arctic","mod1",-0.177808004112096,0.0211406170169048,-8.41072916509077,7.3895752499458e-11,14.2863944702908,0.776664098187328,18.394560149792,7.74666416321008e-23,0.5
"3255",24,"Arctic","mod1",-0.184173231987999,0.0180896328893798,-10.1811481257933,1.40258175074886e-13,14.4660128847267,0.648785571474128,22.2970631912451,5.64247346162911e-27,1
"3347",24,"Arctic","mod1",-0.281933645578595,0.0416638066466187,-6.76687197523456,2.38688014528164e-07,7.79175493407557,0.596441191105331,13.063743836397,1.95772203352889e-13,1
"3256",25,"Arctic","mod1",-0.139999472579098,0.0227039441566204,-6.16630624235725,1.50701193691754e-07,14.4471727744828,0.845285979204271,17.0914615052328,8.42588686439671e-22,0.666666666666667
"3348",25,"Arctic","mod1",-0.258151912091781,0.0340233996403593,-7.58748140457885,4.74341416238931e-09,9.58216225121545,0.665222379096659,14.4044496281493,9.49585940039727e-17,0.666666666666667
"3751",26,"Arctic","mod2",NA,NA,NA,NA,8.34960617479459,0.548061213058887,15.2348058498667,6.05174255079678e-11,1
"3257",29,"Arctic","mod1",-0.222998595689157,0.0257652782556424,-8.65500436193901,4.71983809044027e-11,11.9462840966613,0.711160923259816,16.7982853190274,9.2806597208632e-21,1
"3258",32,"Arctic","mod1",-0.315001691911143,0.054219619078825,-5.80973635121248,1.13653697251118e-06,8.40168637074853,0.860023734315892,9.76913314774002,8.6388070135312e-12,1
"3259",36,"Arctic","mod1",-0.194885255286246,0.0183769885780907,-10.6048526099968,2.76402813307202e-14,12.801786778753,0.552319717172655,23.1782179428354,4.62325385101658e-28,1
"3349",36,"Arctic","mod1",-0.318846532006863,0.0533459002724648,-5.97696412242273,1.03233854127125e-06,7.6892159095231,0.729275204621066,10.5436409476152,4.23009767146029e-12,1
"3470",36,"Arctic","mod1",-0.282534584139583,0.0323129279927827,-8.7437011032454,5.43594503817544e-10,9.2607515354032,0.58498942790605,15.8306305954139,1.08112914922976e-16,1
"3607",36,"Arctic","mod1",-0.368209348119735,0.060861344625904,-6.04997064036302,1.60002272123332e-06,6.28076518427019,0.590332486351393,10.6393690496165,2.40799937767861e-11,1
"3350",37,"Arctic","mod1",-0.171426904789075,0.0150519727719912,-11.3889991289426,1.72203901991556e-13,11.5111338291785,0.390866861336998,29.4502680268253,8.65848326193014e-27,1
"3471",41,"Arctic","mod1",-0.41561238623597,0.0532296871105755,-7.8079058659993,1.66487344993639e-08,6.31120808010244,0.512324167272742,12.3187787796522,8.00551853607243e-13,1
"3608",41,"Arctic","mod1",-0.370982499245375,0.0591201662985364,-6.27505845250911,7.51046485429404e-07,6.75247707145299,0.650428318303079,10.3815853053104,2.80292692228154e-11,1
"3260",42,"Arctic","mod1",-0.18881618898946,0.0250359207330825,-7.54181126400347,1.23943813384125e-09,12.4287218474459,0.727751294811152,17.0782545301704,8.69461789693486e-22,1
"3609",42,"Arctic","mod1",-0.208287457279628,0.0386165840713663,-5.39373075812964,4.86663999507201e-06,9.66708787161979,0.782284878213442,12.3575031818296,2.53635168183136e-14,1
"3351",45,"Arctic","mod1",-0.285898499190067,0.0761201978005267,-3.75588224217789,0.000841156425640894,6.47959282916898,0.795998655437712,8.14020574646061,9.61344498175261e-09,1
"3352",47,"Arctic","mod1",-0.274904927834086,0.0381591173567175,-7.20417417583932,1.77503033873921e-08,9.44559621717615,0.720761997154241,13.1050142133879,2.86920826511737e-15,1
"3353",49,"Arctic","mod1",-0.242141285794915,0.0273914933119717,-8.84001770320002,4.80595226281283e-11,11.7523565868956,0.718030891406782,16.3674804629507,1.3907638702213e-19,1
"3610",49,"Arctic","mod1",-0.271567567591469,0.0474115147434811,-5.72788212021445,2.15090342475515e-06,8.21873023763648,0.727680312453218,11.2944243467695,7.05474595661733e-13,1
"3354",50,"Arctic","mod1",-0.246437082909901,0.0292675105460034,-8.42015867808591,3.99355404622857e-10,9.96007025719064,0.600696302895638,16.5808749099644,1.0295068779552e-18,1
"3611",50,"Arctic","mod1",-0.276768305562635,0.0360724371604729,-7.67257017681937,3.67106559276341e-09,8.6747798353673,0.583086409541008,14.8773486972469,3.41157274054261e-17,1
"3752",58,"Arctic","mod2",NA,NA,NA,NA,6.41323226862338,0.634966803658339,10.1001063861508,4.38243598898036e-08,1
"3261",59,"Arctic","mod1",-0.184711049915085,0.0226498808621747,-8.15505613645643,1.49641806671962e-10,12.498326457455,0.665761428625443,18.7729807106121,1.77896537964843e-23,1
"3612",63,"Arctic","mod1",-0.266029889109378,0.0595596645557712,-4.46661160860416,0.00011134524902078,7.3646751294099,0.77569797391125,9.49425598248696,2.1137448400435e-10,1
"3355",64,"Arctic","mod1",-0.218772338292945,0.0261926577033559,-8.35242993554315,2.18524931970669e-10,12.07127824588,0.731708963096161,16.497376490786,1.04863539297566e-19,1
"3472",64,"Arctic","mod1",-0.421585996271453,0.0926327474819265,-4.55115504755711,0.000119275931274742,5.61358235074482,0.773883019646035,7.25378669416006,1.33489822809006e-07,1
"3356",65,"Arctic","mod1",-0.309206236126908,0.0429405309709642,-7.20080141384346,9.86672855095406e-09,8.66687048775163,0.697116153593907,12.4324625717974,2.54325347140259e-15,1
"3473",65,"Arctic","mod1",-0.280601698209504,0.0512893383556867,-5.4709557035725,8.61720047336822e-06,7.32709727649064,0.662568223603535,11.058630666953,1.57098713572995e-11,1
"3262",69,"Arctic","mod1",-0.228279444187365,0.0247059285468301,-9.23986498846463,4.72792356888661e-12,11.7767734159628,0.662333595796193,17.7807278548296,3.05680669812245e-22,1
"3263",71,"Arctic","mod1",-0.18386757604336,0.0137875604707109,-13.3357584493611,1.00787804854255e-18,16.4457624116621,0.596889687036892,27.5524318292429,1.77142464329198e-33,1
"3474",71,"Arctic","mod1",-0.278931700101836,0.051484380331084,-5.41779270349749,7.16031452110245e-06,8.52409399248983,0.828758215744497,10.2853809839247,2.36617925965964e-11,1
"3357",81,"Arctic","mod1",-0.241163561895658,0.0288869552001617,-8.34852826213777,3.26455041115277e-10,10.9781933673095,0.703514715514213,15.604781428467,2.31646505512609e-18,1
"3613",82,"Arctic","mod1",-0.243172744876039,0.0309440279952159,-7.85847094352535,1.46376915923451e-09,10.4454016333818,0.689715639709045,15.1445045349243,6.33621065412511e-18,1
"3753",83,"Arctic","mod1",-0.522193679956763,0.0978478390959988,-5.33679317582514,2.71794424127399e-05,4.7190166888889,0.583243422413901,8.09098998383566,6.86637362449134e-08,1
"3614",90,"Arctic","mod1",-0.231436938850393,0.0255350511775974,-9.06350009799229,4.87753247379523e-11,9.97977723949322,0.52565433792221,18.9854368536955,5.47860418589712e-21,1
"3264",95,"Arctic","mod1",-0.239750014057498,0.0237128805042195,-10.1105394603931,8.85506748638134e-14,13.0605239373673,0.733330591009591,17.8098719697301,1.53197505100497e-23,1
"3475",96,"Arctic","mod1",-0.266488672603301,0.050786766203862,-5.24720695020422,1.75213685338794e-05,7.28963253026635,0.645908301430223,11.2858628912572,1.61251064576298e-11,1
"3265",98,"Arctic","mod1",-0.209003315630229,0.0236864512467028,-8.82374963870208,7.68004391875088e-12,12.7574797133326,0.713378547736428,17.8831838353039,1.27816901606201e-23,1
"3358",99,"Arctic","mod1",-0.230539290881497,0.0294640481370177,-7.82442690187757,1.94043591706519e-09,9.75292656752185,0.582334474261896,16.7479807543313,3.91077693478622e-19,1
"3476",99,"Arctic","mod1",-0.227915096518804,0.0432539116616558,-5.26923664850522,1.20026920009686e-05,9.31607577859142,0.844202310680566,11.035359250653,6.74412354249107e-12,1
"3359",100,"Arctic","mod1",-0.265192023643506,0.0440252132416295,-6.02363973089732,8.99904206786605e-07,7.70952750533496,0.600974826697544,12.8283701127718,2.25326894469837e-14,1
"3615",100,"Arctic","mod1",-0.233938734785884,0.022626208031405,-10.3392815296836,1.83330738755583e-12,10.5537596004474,0.508629173756812,20.7494185252799,5.64895848012081e-22,1
"3360",101,"Arctic","mod1",-0.256972868461136,0.0304032486305271,-8.45215166260608,1.09548405128829e-10,10.7998351702535,0.701207162858734,15.4017753130529,4.12705678267697e-19,0.666666666666667
