"","replicate","areas","species","consumers","resources","links","connectances","links_per_sp","indegree","outdegree","modularity","normalised_indegree","normalised_outdegree","potential_indegree","sd_gen","sd_vul"
"119",15,7,96,30,66,151,0.0762626262626263,1.57291666666667,5.03333333333333,2.28787878787879,0.422262181483269,3.2,1.45454545454545,NA,1.23237284368779,0.931620114920322
"120",15,8,103,58,45,163,0.0624521072796935,1.58252427184466,2.81034482758621,3.62222222222222,0.418382325266288,1.77586206896552,2.28888888888889,NA,1.02443797526467,1.15298818889107
"121",16,1,35,30,5,47,0.313333333333333,1.34285714285714,1.56666666666667,9.4,NA,1.16666666666667,7,NA,0.710860921292633,2.01201686388817
"122",16,2,60,16,44,80,0.113636363636364,1.33333333333333,5,1.81818181818182,0.4240625,3.75,1.36363636363636,NA,1.34164078649987,0.739795442874108
"123",16,3,67,39,28,96,0.0879120879120879,1.43283582089552,2.46153846153846,3.42857142857143,0.410047743055556,1.71794871794872,2.39285714285714,NA,0.972800989860216,1.11756107343134
"124",16,4,73,60,13,110,0.141025641025641,1.50684931506849,1.83333333333333,8.46153846153846,0.440826446280992,1.21666666666667,5.61538461538461,NA,0.657140582195035,2.56475471151521
"125",16,5,78,53,25,121,0.0913207547169811,1.55128205128205,2.28301886792453,4.84,0.446964005190902,1.47169811320755,3.12,NA,0.852586245538882,1.31162414549695
"126",16,6,88,53,35,136,0.0733153638814016,1.54545454545455,2.56603773584906,3.88571428571429,0.392571366782007,1.66037735849057,2.51428571428571,NA,0.907428775131768,1.06173598453834
"127",16,7,93,26,67,148,0.0849598163030999,1.59139784946237,5.69230769230769,2.2089552238806,0.405816289262235,3.57692307692308,1.38805970149254,NA,1.37405798386944,0.842009040907405
"128",16,8,103,92,11,163,0.161067193675889,1.58252427184466,1.77173913043478,14.8181818181818,0.386465429636042,1.1195652173913,9.36363636363636,NA,0.746795947248481,2.4279866258607
"129",17,1,34,18,16,36,0.125,1.05882352941176,2,2.25,0.37962962962963,1.88888888888889,2.125,NA,0.944444444444445,1.16654795217471
"130",17,2,55,43,12,65,0.125968992248062,1.18181818181818,1.51162790697674,5.41666666666667,0.470769230769231,1.27906976744186,4.58333333333333,NA,0.933765573340872,1.92474286814662
"131",17,3,71,62,9,95,0.170250896057348,1.33802816901408,1.53225806451613,10.5555555555556,0.425484764542936,1.14516129032258,7.88888888888889,NA,0.586852232105547,1.98127041080994
"132",17,4,82,8,74,112,0.189189189189189,1.36585365853659,14,1.51351351351351,0.432318239795919,10.25,1.10810810810811,NA,3.25077082135062,0.83669897185931
"133",17,5,86,66,20,128,0.096969696969697,1.48837209302326,1.93939393939394,6.4,0.44708251953125,1.3030303030303,4.3,NA,0.7214079925382,1.38553455506872
"134",17,6,91,30,61,140,0.0765027322404372,1.53846153846154,4.66666666666667,2.29508196721311,0.468469387755102,3.03333333333333,1.49180327868852,NA,1.17439150299159,0.730886723301806
"135",17,7,96,46,50,151,0.0656521739130435,1.57291666666667,3.28260869565217,3.02,0.463751589842551,2.08695652173913,1.92,NA,0.875445155046602,1.09717791876794
"136",17,8,103,22,81,163,0.0914702581369248,1.58252427184466,7.40909090909091,2.01234567901235,0.424366743196959,4.68181818181818,1.27160493827161,NA,1.48077429265332,0.719642123717586
"137",18,1,42,9,33,45,0.151515151515152,1.07142857142857,5,1.36363636363636,0.516543209876543,4.66666666666667,1.27272727272727,NA,1.68259059521653,0.776294882667641
"138",18,2,56,24,32,71,0.0924479166666667,1.26785714285714,2.95833333333333,2.21875,0.463400119024003,2.33333333333333,1.75,NA,1.12699528071714,0.805075935189879
"139",18,3,65,58,7,85,0.20935960591133,1.30769230769231,1.46551724137931,12.1428571428571,0.432249134948097,1.12068965517241,9.28571428571428,NA,0.673702185658001,1.55648310112668
"140",18,4,78,39,39,110,0.0723208415516108,1.41025641025641,2.82051282051282,2.82051282051282,0.422314049586777,2,2,NA,1.08462693328885,1.07841153772293
"141",18,5,88,44,44,125,0.0645661157024793,1.42045454545455,2.84090909090909,2.84090909090909,0.448512,2,2,NA,1.07333428805251,1.00646616412818
"142",18,6,97,42,55,140,0.0606060606060606,1.44329896907216,3.33333333333333,2.54545454545455,0.463163265306122,2.30952380952381,1.76363636363636,NA,1.33135122163658,0.905336745680855
"143",18,7,100,53,47,148,0.0594138900040145,1.48,2.79245283018868,3.14893617021277,0.450556975894814,1.88679245283019,2.12765957446809,NA,0.964864787613884,1.06176678582775
"144",18,8,103,89,14,163,0.130818619582665,1.58252427184466,1.8314606741573,11.6428571428571,0.419097444390079,1.15730337078652,7.35714285714286,NA,0.745906197155266,1.27847447797495
"145",19,1,39,24,15,43,0.119444444444444,1.1025641025641,1.79166666666667,2.86666666666667,0.492157923201731,1.625,2.6,NA,0.88290310120423,1.3989571286035
"146",19,2,57,51,6,68,0.222222222222222,1.19298245614035,1.33333333333333,11.3333333333333,0.435121107266436,1.11764705882353,9.5,NA,0.831762337833515,2.52400242378927
"147",19,3,67,60,7,96,0.228571428571429,1.43283582089552,1.6,13.7142857142857,0.409939236111111,1.11666666666667,9.57142857142857,NA,0.696335879434944,2.08264249458502
"148",19,4,74,2,72,112,0.777777777777778,1.51351351351351,56,1.55555555555556,NA,37,1.02777777777778,NA,0,0.318092770300804
"149",19,5,79,21,58,124,0.101806239737274,1.56962025316456,5.90476190476191,2.13793103448276,0.41506243496358,3.76190476190476,1.36206896551724,NA,1.12000021789411,0.833741613371154
"150",19,6,90,64,26,141,0.0847355769230769,1.56666666666667,2.203125,5.42307692307692,0.444746240128767,1.40625,3.46153846153846,NA,0.768310300000367,1.47967389297219
"151",19,7,94,11,83,150,0.164293537787514,1.59574468085106,13.6363636363636,1.80722891566265,0.392622222222222,8.54545454545454,1.13253012048193,NA,2.22925561703018,0.682785682951961
"152",19,8,103,72,31,163,0.0730286738351254,1.58252427184466,2.26388888888889,5.25806451612903,0.43885731491588,1.43055555555556,3.32258064516129,NA,0.765320758325509,1.32516452145727
"153",20,1,34,5,29,36,0.248275862068966,1.05882352941176,7.2,1.24137931034483,0.400462962962963,6.8,1.17241379310345,NA,1.81667516138007,0.740221378774186
"154",20,2,54,13,41,62,0.116322701688555,1.14814814814815,4.76923076923077,1.51219512195122,0.470083246618106,4.15384615384615,1.31707317073171,NA,1.87906026183304,0.795722067985658
"155",20,3,63,55,8,82,0.186363636363636,1.3015873015873,1.49090909090909,10.25,0.43545508625818,1.14545454545455,7.875,NA,0.737809917338162,2.42086225610994
"156",20,4,77,28,49,110,0.0801749271137026,1.42857142857143,3.92857142857143,2.24489795918367,0.472066115702479,2.75,1.57142857142857,NA,0.988538303359044,0.801230937054201
"157",20,5,86,79,7,125,0.226039783001808,1.45348837209302,1.58227848101266,17.8571428571429,0.41088,1.08860759493671,12.2857142857143,NA,0.552581541462327,1.79534042401302
"158",20,6,91,64,27,142,0.0821759259259259,1.56043956043956,2.21875,5.25925925925926,0.459631025590161,1.421875,3.37037037037037,NA,0.772309255794307,0.983081477147367
"159",20,7,96,59,37,151,0.0691708657810353,1.57291666666667,2.5593220338983,4.08108108108108,0.430726722512171,1.6271186440678,2.59459459459459,NA,0.935513844888535,0.903815325405605
"160",20,8,103,63,40,163,0.0646825396825397,1.58252427184466,2.58730158730159,4.075,0.422221385825586,1.63492063492064,2.575,NA,0.965701649605806,1.04409125365768
"161",21,1,43,9,34,51,0.166666666666667,1.18604651162791,5.66666666666667,1.5,0.456747404844291,4.77777777777778,1.26470588235294,NA,1.57736536893411,0.675050060158701
