"","replicate","region","area","species","links","links_per_sp","connectances","indegrees","outdegrees","maxsims","basals","tops","intermediates","sd_gen","sd_vul","overlaps","omnivorys","S_tops","S_intermediates","S_basals","modularities","normalised_indegree","normalised_outdegree","resources","consumers","potential_indegree"
"19",1,"Anatolian",19,219,4328,19.7625570776256,0.181307863097482,53.4320987654321,21.9695431472081,0,0.589041095890411,0.0639269406392694,0.301369863013699,1.93034381966269,0.756093642921012,0,0,14,66,129,0.00664573162794113,2.7037037037037,1.11167512690355,197,81,121.938271604938
"20",1,"Anatolian",20,220,4466,20.3,0.185388127853881,54.4634146341463,22.5555555555556,0,0.586363636363636,0.0636363636363636,0.304545454545455,1.91252636000506,0.749215548625828,0,0,14,67,129,0.006442048586905,2.68292682926829,1.11111111111111,198,82,123.524390243902
"21",1,"Anatolian",21,221,4478,20.262443438914,0.184204031262855,54.609756097561,22.5025125628141,0,0.588235294117647,0.0633484162895928,0.30316742081448,1.91820000307172,0.749403098389713,0,0,14,67,130,0.0064249150454998,2.69512195121951,1.1105527638191,199,82,123.524390243902
"22",1,"Anatolian",22,222,4490,20.2252252252252,0.183033712445477,54.7560975609756,22.45,0,0.59009009009009,0.0630630630630631,0.301801801801802,1.92452322779304,0.749583230487949,0,0,14,67,131,0.00640787370502949,2.70731707317073,1.11,200,82,123.524390243902
"23",1,"Anatolian",23,223,4533,20.3273542600897,0.183129317658466,54.6144578313253,22.5522388059701,0,0.587443946188341,0.062780269058296,0.304932735426009,1.92007116243399,0.751876970648043,0,0,14,68,131,0.00656528817489743,2.68674698795181,1.10945273631841,201,83,122.710843373494
"24",1,"Anatolian",24,224,4554,20.3303571428571,0.182335041639974,54.8674698795181,22.5445544554455,0,0.589285714285714,0.0625,0.303571428571429,1.92856976138024,0.750081705016396,0,0,14,68,132,0.0065352632664144,2.69879518072289,1.10891089108911,202,83,122.710843373494
"25",1,"Anatolian",25,226,4608,20.3893805309735,0.181238938053097,55.5180722891566,22.5882352941176,0,0.592920353982301,0.0619469026548673,0.300884955752212,1.9319710600551,0.754124611559547,0,0,14,68,134,0.00645929481834173,2.72289156626506,1.1078431372549,204,83,122.710843373494
"26",1,"Anatolian",26,229,4656,20.3318777292576,0.178349804642611,55.4285714285714,22.4927536231884,0,0.593886462882096,0.0611353711790393,0.301310043668122,1.94380423498563,0.763168789084685,0,0,14,69,136,0.00639319885522127,2.72619047619048,1.10628019323672,207,84,121.654761904762
"27",1,"Anatolian",27,229,4656,20.3318777292576,0.178349804642611,55.4285714285714,22.4927536231884,0,0.593886462882096,0.0611353711790393,0.301310043668122,1.94380423498563,0.763168789084685,0,0,14,69,136,0.00639319885522127,2.72619047619048,1.10628019323672,207,84,121.654761904762
"28",1,"Anatolian",28,230,4674,20.3217391304348,0.177482437820391,54.9882352941176,22.4711538461538,0,0.591304347826087,0.0608695652173913,0.304347826086957,1.95021848869005,0.76170994171614,0,0,14,70,136,0.0063688145019114,2.70588235294118,1.10576923076923,208,85,120.247058823529
"29",1,"Anatolian",29,235,4834,20.5702127659574,0.175813784324423,56.8705882352941,22.6948356807512,0,0.6,0.0595744680851064,0.297872340425532,1.97983153449728,0.752692612147525,0,0,14,70,141,0.00615955609828234,2.76470588235294,1.10328638497653,213,85,120.247058823529
"30",1,"Anatolian",30,238,4920,20.672268907563,0.174449526646101,56.551724137931,22.7777777777778,0,0.596638655462185,0.0588235294117647,0.302521008403361,1.96522790419681,0.772326361734156,0,0,14,72,142,0.00605269894003868,2.73563218390805,1.10185185185185,216,87,119.413793103448
"31",1,"Anatolian",31,239,4957,20.7405857740586,0.174290636756795,56.9770114942529,22.8433179723502,0,0.598326359832636,0.0585774058577406,0.301255230125523,1.96995001130493,0.76984950143605,0,0,14,72,143,0.00600786320865154,2.74712643678161,1.10138248847926,217,87,119.413793103448
"32",1,"Anatolian",32,239,4957,20.7405857740586,0.174290636756795,56.9770114942529,22.8433179723502,0,0.598326359832636,0.0585774058577406,0.301255230125523,1.96995001130493,0.76984950143605,0,0,14,72,143,0.00600786320865154,2.74712643678161,1.10138248847926,217,87,119.413793103448
"33",1,"Anatolian",33,239,4957,20.7405857740586,0.174290636756795,56.9770114942529,22.8433179723502,0,0.598326359832636,0.0585774058577406,0.301255230125523,1.96995001130493,0.76984950143605,0,0,14,72,143,0.00600786320865154,2.74712643678161,1.10138248847926,217,87,119.413793103448
"34",1,"Anatolian",34,239,4957,20.7405857740586,0.174290636756795,56.9770114942529,22.8433179723502,0,0.598326359832636,0.0585774058577406,0.301255230125523,1.96995001130493,0.76984950143605,0,0,14,72,143,0.00600786320865154,2.74712643678161,1.10138248847926,217,87,119.413793103448
"35",1,"Anatolian",35,240,4970,20.7083333333333,0.173291492329149,57.1264367816092,22.7981651376147,0,0.6,0.0583333333333333,0.3,1.97528739476863,0.769811964160506,0,0,14,72,144,0.00599226355552673,2.75862068965517,1.10091743119266,218,87,119.413793103448
"36",1,"Anatolian",36,240,4970,20.7083333333333,0.173291492329149,57.1264367816092,22.7981651376147,0,0.6,0.0583333333333333,0.3,1.97528739476863,0.769811964160506,0,0,14,72,144,0.00599226355552673,2.75862068965517,1.10091743119266,218,87,119.413793103448
"37",1,"Anatolian",37,242,5005,20.6818181818182,0.171633345907205,57.5287356321839,22.75,0,0.603305785123967,0.0578512396694215,0.297520661157025,1.98709382398538,0.76863529522421,0,0,14,72,146,0.00595059851184487,2.7816091954023,1.1,220,87,119.413793103448
"38",1,"Anatolian",38,243,5026,20.6831275720165,0.170934938611706,57.7701149425287,22.7420814479638,0,0.604938271604938,0.0576131687242798,0.296296296296296,1.99470969967037,0.766997637178506,0,0,14,72,147,0.00592595571652055,2.79310344827586,1.09954751131222,221,87,119.413793103448
"39",1,"Anatolian",39,243,5026,20.6831275720165,0.170934938611706,57.7701149425287,22.7420814479638,0,0.604938271604938,0.0576131687242798,0.296296296296296,1.99470969967037,0.766997637178506,0,0,14,72,147,0.00592595571652055,2.79310344827586,1.09954751131222,221,87,119.413793103448
"40",1,"Anatolian",40,244,5059,20.733606557377,0.170646967550428,58.1494252873563,22.7882882882883,0,0.60655737704918,0.0573770491803279,0.295081967213115,1.99753813155258,0.764500808293976,0,0,14,72,148,0.00588762992992997,2.80459770114943,1.0990990990991,222,87,119.413793103448
"41",1,"Anatolian",41,246,5080,20.650406504065,0.16857474697196,57.7272727272727,22.780269058296,0,0.601626016260163,0.0569105691056911,0.296747967479675,2.00395252032902,0.769223643378488,0,0,14,73,148,0.00586341274902225,2.79545454545455,1.10313901345291,223,88,118.193181818182
"42",1,"Anatolian",42,246,5080,20.650406504065,0.16857474697196,57.7272727272727,22.780269058296,0,0.601626016260163,0.0569105691056911,0.296747967479675,2.00395252032902,0.769223643378488,0,0,14,73,148,0.00586341274902225,2.79545454545455,1.10313901345291,223,88,118.193181818182
"43",1,"Anatolian",43,247,5143,20.8218623481781,0.169283433725026,57.7865168539326,22.9598214285714,0,0.59919028340081,0.0566801619433198,0.299595141700405,1.99251554984812,0.775226995888251,0,0,14,74,148,0.0057921358384192,2.7752808988764,1.10267857142857,224,89,118.089887640449
"44",1,"Anatolian",44,249,5163,20.7349397590361,0.167217256121259,57.3666666666667,22.9466666666667,0,0.594377510040161,0.0562248995983936,0.301204819277108,2.00204885597828,0.779134551002722,0,0,14,75,148,0.00576981622725725,2.76666666666667,1.10666666666667,225,90,116.866666666667
"45",1,"Anatolian",45,249,5163,20.7349397590361,0.167217256121259,57.3666666666667,22.9466666666667,0,0.594377510040161,0.0562248995983936,0.301204819277108,2.00204885597828,0.779134551002722,0,0,14,75,148,0.00576981622725725,2.76666666666667,1.10666666666667,225,90,116.866666666667
"46",1,"Anatolian",46,249,5163,20.7349397590361,0.167217256121259,57.3666666666667,22.9466666666667,0,0.594377510040161,0.0562248995983936,0.301204819277108,2.00204885597828,0.779134551002722,0,0,14,75,148,0.00576981622725725,2.76666666666667,1.10666666666667,225,90,116.866666666667
"47",1,"Anatolian",47,249,5163,20.7349397590361,0.167217256121259,57.3666666666667,22.9466666666667,0,0.594377510040161,0.0562248995983936,0.301204819277108,2.00204885597828,0.779134551002722,0,0,14,75,148,0.00576981622725725,2.76666666666667,1.10666666666667,225,90,116.866666666667
"48",1,"Anatolian",48,249,5163,20.7349397590361,0.167217256121259,57.3666666666667,22.9466666666667,0,0.594377510040161,0.0562248995983936,0.301204819277108,2.00204885597828,0.779134551002722,0,0,14,75,148,0.00576981622725725,2.76666666666667,1.10666666666667,225,90,116.866666666667
"49",1,"Anatolian",49,254,5285,20.8070866141732,0.164482898135757,58.7222222222222,22.9782608695652,0,0.602362204724409,0.0551181102362205,0.295275590551181,2.01588531872683,0.782162168413457,0,0,14,75,153,0.00563758797943592,2.82222222222222,1.10434782608696,230,90,116.866666666667
"50",1,"Anatolian",50,255,5327,20.8901960784314,0.164489732901034,59.1888888888889,23.0606060606061,0,0.603921568627451,0.0549019607843137,0.294117647058824,2.01977274328523,0.780106500801705,0,0,14,75,154,0.0258923899382353,2.83333333333333,1.1038961038961,231,90,116.866666666667
"51",1,"Anatolian",51,255,5327,20.8901960784314,0.164489732901034,59.1888888888889,23.0606060606061,0,0.603921568627451,0.0549019607843137,0.294117647058824,2.01977274328523,0.780106500801705,0,0,14,75,154,0.0258923899382353,2.83333333333333,1.1038961038961,231,90,116.866666666667
"52",1,"Anatolian",52,257,5366,20.8793774319066,0.16312013618677,59.6222222222222,23.0300429184549,0,0.607003891050584,0.0544747081712062,0.291828793774319,2.03294929884593,0.778517391876536,0,0,14,75,156,0.00555302668362856,2.85555555555556,1.10300429184549,233,90,116.866666666667
"53",1,"Anatolian",53,259,5463,21.0926640926641,0.16350902397414,60.032967032967,23.2468085106383,0,0.606177606177606,0.0540540540540541,0.293436293436293,2.0276448029402,0.779659229015289,0,0,14,76,157,0.00545505899935961,2.84615384615385,1.10212765957447,235,91,116.43956043956
"54",1,"Anatolian",54,260,5501,21.1576923076923,0.163379863379863,59.7934782608696,23.210970464135,0,0.603846153846154,0.0538461538461538,0.296153846153846,2.01811531384296,0.774830713505074,0,0,14,77,157,0.00559742236509919,2.82608695652174,1.09704641350211,237,92,116.141304347826
"55",1,"Anatolian",55,260,5501,21.1576923076923,0.163379863379863,59.7934782608696,23.210970464135,0,0.603846153846154,0.0538461538461538,0.296153846153846,2.01811531384296,0.774830713505074,0,0,14,77,157,0.00559742236509919,2.82608695652174,1.09704641350211,237,92,116.141304347826
"56",1,"Anatolian",56,260,5501,21.1576923076923,0.163379863379863,59.7934782608696,23.210970464135,0,0.603846153846154,0.0538461538461538,0.296153846153846,2.01811531384296,0.774830713505074,0,0,14,77,157,0.00559742236509919,2.82608695652174,1.09704641350211,237,92,116.141304347826
"57",1,"Anatolian",57,260,5501,21.1576923076923,0.163379863379863,59.7934782608696,23.210970464135,0,0.603846153846154,0.0538461538461538,0.296153846153846,2.01811531384296,0.774830713505074,0,0,14,77,157,0.00559742236509919,2.82608695652174,1.09704641350211,237,92,116.141304347826
"58",1,"Anatolian",58,260,5501,21.1576923076923,0.163379863379863,59.7934782608696,23.210970464135,0,0.603846153846154,0.0538461538461538,0.296153846153846,2.01811531384296,0.774830713505074,0,0,14,77,157,0.00559742236509919,2.82608695652174,1.09704641350211,237,92,116.141304347826
"59",1,"Anatolian",59,260,5501,21.1576923076923,0.163379863379863,59.7934782608696,23.210970464135,0,0.603846153846154,0.0538461538461538,0.296153846153846,2.01811531384296,0.774830713505074,0,0,14,77,157,0.00559742236509919,2.82608695652174,1.09704641350211,237,92,116.141304347826
"60",1,"Anatolian",60,260,5501,21.1576923076923,0.163379863379863,59.7934782608696,23.210970464135,0,0.603846153846154,0.0538461538461538,0.296153846153846,2.01811531384296,0.774830713505074,0,0,14,77,157,0.00559742236509919,2.82608695652174,1.09704641350211,237,92,116.141304347826
"61",1,"Anatolian",61,260,5501,21.1576923076923,0.163379863379863,59.7934782608696,23.210970464135,0,0.603846153846154,0.0538461538461538,0.296153846153846,2.01811531384296,0.774830713505074,0,0,14,77,157,0.00559742236509919,2.82608695652174,1.09704641350211,237,92,116.141304347826
"62",1,"Anatolian",62,261,5513,21.1226053639847,0.162481579722959,59.2795698924731,23.1638655462185,0,0.60536398467433,0.0574712643678161,0.295019157088123,2.02306694654668,0.775088533190322,0,0,15,77,158,0.00558278523385525,2.80645161290323,1.09663865546218,238,93,114.903225806452
"63",1,"Anatolian",63,261,5513,21.1226053639847,0.162481579722959,59.2795698924731,23.1638655462185,0,0.60536398467433,0.0574712643678161,0.295019157088123,2.02306694654668,0.775088533190322,0,0,15,77,158,0.00558278523385525,2.80645161290323,1.09663865546218,238,93,114.903225806452
"64",1,"Anatolian",64,262,5582,21.3053435114504,0.163259337252493,59.3829787234043,23.3556485355649,0,0.603053435114504,0.0572519083969466,0.297709923664122,2.01106801119154,0.781032216718394,0,0,15,78,158,0.0116327181458473,2.78723404255319,1.09623430962343,239,94,114.840425531915
"65",1,"Anatolian",65,262,5582,21.3053435114504,0.163259337252493,59.3829787234043,23.3556485355649,0,0.603053435114504,0.0572519083969466,0.297709923664122,2.01106801119154,0.781032216718394,0,0,15,78,158,0.0116327181458473,2.78723404255319,1.09623430962343,239,94,114.840425531915
"66",1,"Anatolian",66,262,5582,21.3053435114504,0.163259337252493,59.3829787234043,23.3556485355649,0,0.603053435114504,0.0572519083969466,0.297709923664122,2.01106801119154,0.781032216718394,0,0,15,78,158,0.0116327181458473,2.78723404255319,1.09623430962343,239,94,114.840425531915
"67",1,"Anatolian",67,263,5590,21.254752851711,0.162250021768786,58.8421052631579,23.2916666666667,0,0.600760456273764,0.0570342205323194,0.300380228136882,2.01430878327782,0.783611046860287,0,0,15,79,158,0.0120830740779638,2.76842105263158,1.09583333333333,240,95,113.694736842105
"68",1,"Anatolian",68,264,5616,21.2727272727273,0.161769789146215,58.5,23.3029045643154,0,0.598484848484849,0.0568181818181818,0.303030303030303,2.01497132991333,0.783405042682901,0,0,15,80,158,0.0082030612975359,2.75,1.0954356846473,241,96,112.697916666667
"69",1,"Anatolian",69,266,5674,21.3308270676692,0.160987374095616,58.4948453608247,23.3497942386831,0,0.597744360902256,0.056390977443609,0.304511278195489,2.00854160859484,0.795488969862274,0,0,15,81,159,0.00542547320947051,2.74226804123711,1.09465020576132,243,97,112.659793814433
"70",1,"Anatolian",70,266,5674,21.3308270676692,0.160987374095616,58.4948453608247,23.3497942386831,0,0.597744360902256,0.056390977443609,0.304511278195489,2.00854160859484,0.795488969862274,0,0,15,81,159,0.00542547320947051,2.74226804123711,1.09465020576132,243,97,112.659793814433
"71",1,"Anatolian",71,267,5708,21.3782771535581,0.160738925966602,58.8453608247423,23.3934426229508,0,0.599250936329588,0.0561797752808989,0.303370786516854,2.01215375271953,0.793059698227983,0,0,15,81,160,0.00766679272055626,2.75257731958763,1.09426229508197,244,97,112.659793814433
"72",1,"Anatolian",72,267,5708,21.3782771535581,0.160738925966602,58.8453608247423,23.3934426229508,0,0.599250936329588,0.0561797752808989,0.303370786516854,2.01215375271953,0.793059698227983,0,0,15,81,160,0.00766679272055626,2.75257731958763,1.09426229508197,244,97,112.659793814433
"73",1,"Anatolian",73,267,5708,21.3782771535581,0.160738925966602,58.8453608247423,23.3934426229508,0,0.599250936329588,0.0561797752808989,0.303370786516854,2.01215375271953,0.793059698227983,0,0,15,81,160,0.00766679272055626,2.75257731958763,1.09426229508197,244,97,112.659793814433
"74",1,"Anatolian",74,267,5708,21.3782771535581,0.160738925966602,58.8453608247423,23.3934426229508,0,0.599250936329588,0.0561797752808989,0.303370786516854,2.01215375271953,0.793059698227983,0,0,15,81,160,0.00766679272055626,2.75257731958763,1.09426229508197,244,97,112.659793814433
"75",1,"Anatolian",75,267,5708,21.3782771535581,0.160738925966602,58.8453608247423,23.3934426229508,0,0.599250936329588,0.0561797752808989,0.303370786516854,2.01215375271953,0.793059698227983,0,0,15,81,160,0.00766679272055626,2.75257731958763,1.09426229508197,244,97,112.659793814433
"76",1,"Anatolian",76,267,5708,21.3782771535581,0.160738925966602,58.8453608247423,23.3934426229508,0,0.599250936329588,0.0561797752808989,0.303370786516854,2.01215375271953,0.793059698227983,0,0,15,81,160,0.00766679272055626,2.75257731958763,1.09426229508197,244,97,112.659793814433
"77",1,"Anatolian",77,267,5708,21.3782771535581,0.160738925966602,58.8453608247423,23.3934426229508,0,0.599250936329588,0.0561797752808989,0.303370786516854,2.01215375271953,0.793059698227983,0,0,15,81,160,0.00766679272055626,2.75257731958763,1.09426229508197,244,97,112.659793814433
"78",1,"Anatolian",78,268,5712,21.3134328358209,0.159651182290793,58.8865979381443,23.3142857142857,0,0.600746268656716,0.0559701492537313,0.302238805970149,2.01650689935467,0.795542116629925,0,0,15,81,161,0.00763918273150921,2.76288659793814,1.09387755102041,245,97,112.659793814433
"79",1,"Anatolian",79,268,5712,21.3134328358209,0.159651182290793,58.8865979381443,23.3142857142857,0,0.600746268656716,0.0559701492537313,0.302238805970149,2.01650689935467,0.795542116629925,0,0,15,81,161,0.00763918273150921,2.76288659793814,1.09387755102041,245,97,112.659793814433
"80",1,"Anatolian",80,271,5741,21.1845018450184,0.156922235889026,58.5816326530612,23.2429149797571,0,0.597785977859779,0.0553505535055351,0.302583025830258,2.0271468860347,0.800397334312833,0,0,15,82,162,0.00535062048584223,2.76530612244898,1.09716599190283,247,98,111.581632653061
"81",1,"Anatolian",81,271,5741,21.1845018450184,0.156922235889026,58.5816326530612,23.2429149797571,0,0.597785977859779,0.0553505535055351,0.302583025830258,2.0271468860347,0.800397334312833,0,0,15,82,162,0.00535062048584223,2.76530612244898,1.09716599190283,247,98,111.581632653061
"82",1,"Anatolian",82,271,5741,21.1845018450184,0.156922235889026,58.5816326530612,23.2429149797571,0,0.597785977859779,0.0553505535055351,0.302583025830258,2.0271468860347,0.800397334312833,0,0,15,82,162,0.00535062048584223,2.76530612244898,1.09716599190283,247,98,111.581632653061
"83",1,"Anatolian",83,271,5741,21.1845018450184,0.156922235889026,58.5816326530612,23.2429149797571,0,0.597785977859779,0.0553505535055351,0.302583025830258,2.0271468860347,0.800397334312833,0,0,15,82,162,0.00535062048584223,2.76530612244898,1.09716599190283,247,98,111.581632653061
"84",1,"Anatolian",84,271,5741,21.1845018450184,0.156922235889026,58.5816326530612,23.2429149797571,0,0.597785977859779,0.0553505535055351,0.302583025830258,2.0271468860347,0.800397334312833,0,0,15,82,162,0.00535062048584223,2.76530612244898,1.09716599190283,247,98,111.581632653061
"85",1,"Anatolian",85,271,5741,21.1845018450184,0.156922235889026,58.5816326530612,23.2429149797571,0,0.597785977859779,0.0553505535055351,0.302583025830258,2.0271468860347,0.800397334312833,0,0,15,82,162,0.00535062048584223,2.76530612244898,1.09716599190283,247,98,111.581632653061
"86",1,"Anatolian",86,272,5752,21.1470588235294,0.156066854786195,58.6938775510204,23.1935483870968,0,0.599264705882353,0.0551470588235294,0.301470588235294,2.03271228182873,0.800866345276686,0,0,15,82,163,0.00534048536792397,2.77551020408163,1.09677419354839,248,98,111.581632653061
"87",1,"Anatolian",87,272,5752,21.1470588235294,0.156066854786195,58.6938775510204,23.1935483870968,0,0.599264705882353,0.0551470588235294,0.301470588235294,2.03271228182873,0.800866345276686,0,0,15,82,163,0.00534048536792397,2.77551020408163,1.09677419354839,248,98,111.581632653061
"88",1,"Anatolian",88,272,5752,21.1470588235294,0.156066854786195,58.6938775510204,23.1935483870968,0,0.599264705882353,0.0551470588235294,0.301470588235294,2.03271228182873,0.800866345276686,0,0,15,82,163,0.00534048536792397,2.77551020408163,1.09677419354839,248,98,111.581632653061
"89",1,"Anatolian",89,272,5752,21.1470588235294,0.156066854786195,58.6938775510204,23.1935483870968,0,0.599264705882353,0.0551470588235294,0.301470588235294,2.03271228182873,0.800866345276686,0,0,15,82,163,0.00534048536792397,2.77551020408163,1.09677419354839,248,98,111.581632653061
"90",1,"Anatolian",90,273,5811,21.2857142857143,0.156512605042017,58.6969696969697,23.3373493975904,0,0.597069597069597,0.0549450549450549,0.304029304029304,2.02219319599089,0.80845142343012,0,0,15,83,163,0.00628890935331583,2.75757575757576,1.09638554216867,249,99,111.424242424242
"91",1,"Anatolian",91,273,5811,21.2857142857143,0.156512605042017,58.6969696969697,23.3373493975904,0,0.597069597069597,0.0549450549450549,0.304029304029304,2.02219319599089,0.80845142343012,0,0,15,83,163,0.00628890935331583,2.75757575757576,1.09638554216867,249,99,111.424242424242
"92",1,"Anatolian",92,277,5920,21.3718411552347,0.154868414168367,58.6138613861386,23.399209486166,0,0.595667870036101,0.0541516245487365,0.306859205776173,2.0347564748767,0.809263970602818,0,0,15,85,165,0.00634075282141566,2.74257425742574,1.09486166007905,253,101,109.762376237624
"93",1,"Anatolian",93,277,5920,21.3718411552347,0.154868414168367,58.6138613861386,23.399209486166,0,0.595667870036101,0.0541516245487365,0.306859205776173,2.0347564748767,0.809263970602818,0,0,15,85,165,0.00634075282141566,2.74257425742574,1.09486166007905,253,101,109.762376237624
"94",1,"Anatolian",94,277,5920,21.3718411552347,0.154868414168367,58.6138613861386,23.399209486166,0,0.595667870036101,0.0541516245487365,0.306859205776173,2.0347564748767,0.809263970602818,0,0,15,85,165,0.00634075282141566,2.74257425742574,1.09486166007905,253,101,109.762376237624
"95",1,"Anatolian",95,277,5920,21.3718411552347,0.154868414168367,58.6138613861386,23.399209486166,0,0.595667870036101,0.0541516245487365,0.306859205776173,2.0347564748767,0.809263970602818,0,0,15,85,165,0.00634075282141566,2.74257425742574,1.09486166007905,253,101,109.762376237624
"96",1,"Anatolian",96,277,5920,21.3718411552347,0.154868414168367,58.6138613861386,23.399209486166,0,0.595667870036101,0.0541516245487365,0.306859205776173,2.0347564748767,0.809263970602818,0,0,15,85,165,0.00634075282141566,2.74257425742574,1.09486166007905,253,101,109.762376237624
"97",1,"Anatolian",97,277,5920,21.3718411552347,0.154868414168367,58.6138613861386,23.399209486166,0,0.595667870036101,0.0541516245487365,0.306859205776173,2.0347564748767,0.809263970602818,0,0,15,85,165,0.00634075282141566,2.74257425742574,1.09486166007905,253,101,109.762376237624
"98",1,"Anatolian",98,277,5920,21.3718411552347,0.154868414168367,58.6138613861386,23.399209486166,0,0.595667870036101,0.0541516245487365,0.306859205776173,2.0347564748767,0.809263970602818,0,0,15,85,165,0.00634075282141566,2.74257425742574,1.09486166007905,253,101,109.762376237624
"99",1,"Anatolian",99,278,6023,21.6654676258993,0.156429369140067,59.0490196078431,23.52734375,0,0.600719424460432,0.0539568345323741,0.309352517985612,2.01603879202067,0.799615300193891,0,0,15,86,167,0.0052651958540082,2.72549019607843,1.0859375,256,102,110.264705882353
