"","replicate","region","area","species","links","links_per_sp","connectances","indegrees","outdegrees","maxsims","basals","tops","intermediates","sd_gen","sd_vul","overlaps","omnivorys","S_tops","S_intermediates","S_basals","modularities","normalised_indegree","normalised_outdegree","resources","consumers","potential_indegree"
"189",1,"Anatolian",189,315,7406,23.5111111111111,0.149752300070771,61.7166666666667,24.2819672131148,0,0.606349206349206,0.0158730158730159,0.361904761904762,1.98651713983225,0.822700210828505,0,0,5,114,191,0.00508856354281306,2.625,1.0327868852459,305,120,105.708333333333
"190",1,"Anatolian",190,315,7406,23.5111111111111,0.149752300070771,61.7166666666667,24.2819672131148,0,0.606349206349206,0.0158730158730159,0.361904761904762,1.98651713983225,0.822700210828505,0,0,5,114,191,0.00508856354281306,2.625,1.0327868852459,305,120,105.708333333333
"191",1,"Anatolian",191,315,7406,23.5111111111111,0.149752300070771,61.7166666666667,24.2819672131148,0,0.606349206349206,0.0158730158730159,0.361904761904762,1.98651713983225,0.822700210828505,0,0,5,114,191,0.00508856354281306,2.625,1.0327868852459,305,120,105.708333333333
"192",1,"Anatolian",192,316,7594,24.0316455696203,0.15258187663251,62.7603305785124,24.8169934640523,0,0.604430379746835,0.0158227848101266,0.363924050632911,1.97537943189491,0.817352778787619,0,0,5,115,191,0.00496360240504146,2.61157024793388,1.03267973856209,306,121,107
"193",1,"Anatolian",193,316,7594,24.0316455696203,0.15258187663251,62.7603305785124,24.8169934640523,0,0.604430379746835,0.0158227848101266,0.363924050632911,1.97537943189491,0.817352778787619,0,0,5,115,191,0.00496360240504146,2.61157024793388,1.03267973856209,306,121,107
"194",1,"Anatolian",194,316,7594,24.0316455696203,0.15258187663251,62.7603305785124,24.8169934640523,0,0.604430379746835,0.0158227848101266,0.363924050632911,1.97537943189491,0.817352778787619,0,0,5,115,191,0.00496360240504146,2.61157024793388,1.03267973856209,306,121,107
"195",1,"Anatolian",195,317,7616,24.0252365930599,0.152058459449746,62.9421487603306,24.8078175895765,0,0.605678233438486,0.0157728706624606,0.362776025236593,1.9813408143318,0.816289983730024,0,0,5,115,192,0.00494934106245637,2.6198347107438,1.03257328990228,307,121,107
"196",1,"Anatolian",196,318,7638,24.0188679245283,0.151538598892923,62.6065573770492,24.7987012987013,0,0.60377358490566,0.0157232704402516,0.364779874213836,1.98354865236401,0.817702543843713,0,0,5,116,192,0.0049352259375155,2.60655737704918,1.03246753246753,308,122,106.27868852459
"197",1,"Anatolian",197,318,7638,24.0188679245283,0.151538598892923,62.6065573770492,24.7987012987013,0,0.60377358490566,0.0157232704402516,0.364779874213836,1.98354865236401,0.817702543843713,0,0,5,116,192,0.0049352259375155,2.60655737704918,1.03246753246753,308,122,106.27868852459
"198",1,"Anatolian",198,318,7638,24.0188679245283,0.151538598892923,62.6065573770492,24.7987012987013,0,0.60377358490566,0.0157232704402516,0.364779874213836,1.98354865236401,0.817702543843713,0,0,5,116,192,0.0049352259375155,2.60655737704918,1.03246753246753,308,122,106.27868852459
"199",1,"Anatolian",199,318,7638,24.0188679245283,0.151538598892923,62.6065573770492,24.7987012987013,0,0.60377358490566,0.0157232704402516,0.364779874213836,1.98354865236401,0.817702543843713,0,0,5,116,192,0.0049352259375155,2.60655737704918,1.03246753246753,308,122,106.27868852459
"200",1,"Anatolian",200,318,7638,24.0188679245283,0.151538598892923,62.6065573770492,24.7987012987013,0,0.60377358490566,0.0157232704402516,0.364779874213836,1.98354865236401,0.817702543843713,0,0,5,116,192,0.0049352259375155,2.60655737704918,1.03246753246753,308,122,106.27868852459
"201",1,"Anatolian",201,318,7638,24.0188679245283,0.151538598892923,62.6065573770492,24.7987012987013,0,0.60377358490566,0.0157232704402516,0.364779874213836,1.98354865236401,0.817702543843713,0,0,5,116,192,0.0049352259375155,2.60655737704918,1.03246753246753,308,122,106.27868852459
"202",1,"Anatolian",202,318,7638,24.0188679245283,0.151538598892923,62.6065573770492,24.7987012987013,0,0.60377358490566,0.0157232704402516,0.364779874213836,1.98354865236401,0.817702543843713,0,0,5,116,192,0.0049352259375155,2.60655737704918,1.03246753246753,308,122,106.27868852459
"203",1,"Anatolian",203,318,7638,24.0188679245283,0.151538598892923,62.6065573770492,24.7987012987013,0,0.60377358490566,0.0157232704402516,0.364779874213836,1.98354865236401,0.817702543843713,0,0,5,116,192,0.0049352259375155,2.60655737704918,1.03246753246753,308,122,106.27868852459
"204",1,"Anatolian",204,319,7638,23.9435736677116,0.150588513633406,62.6065573770492,24.7987012987013,0,0.601880877742947,0.0156739811912226,0.363636363636364,1.98744894319344,0.820906811879067,0,0,5,116,192,0.0049352259375155,2.61475409836066,1.03571428571429,308,122,106.27868852459
"205",1,"Anatolian",205,319,7638,23.9435736677116,0.150588513633406,62.6065573770492,24.7987012987013,0,0.601880877742947,0.0156739811912226,0.363636363636364,1.98744894319344,0.820906811879067,0,0,5,116,192,0.0049352259375155,2.61475409836066,1.03571428571429,308,122,106.27868852459
"206",1,"Anatolian",206,321,7744,24.1246105919003,0.150778816199377,62.4516129032258,24.9806451612903,0,0.598130841121495,0.0155763239875389,0.367601246105919,1.97763072316289,0.824863652502921,0,0,5,118,192,0.00499579263851047,2.58870967741935,1.03548387096774,310,124,105.733870967742
"207",1,"Anatolian",207,322,7757,24.0900621118012,0.150093844933341,62.5564516129032,24.9421221864952,0,0.599378881987578,0.015527950310559,0.366459627329193,1.9823703695693,0.825160338430468,0,0,5,118,193,0.00498749082908034,2.59677419354839,1.03536977491961,311,124,105.733870967742
"208",1,"Anatolian",208,323,7788,24.1114551083591,0.14976059073515,62.304,24.9615384615385,0,0.597523219814242,0.0154798761609907,0.368421052631579,1.97784911368295,0.831385289284973,0,0,5,119,193,0.00496778031811118,2.584,1.03525641025641,312,125,105.248
"209",1,"Anatolian",209,323,7788,24.1114551083591,0.14976059073515,62.304,24.9615384615385,0,0.597523219814242,0.0154798761609907,0.368421052631579,1.97784911368295,0.831385289284973,0,0,5,119,193,0.00496778031811118,2.584,1.03525641025641,312,125,105.248
"210",1,"Anatolian",210,323,7788,24.1114551083591,0.14976059073515,62.304,24.9615384615385,0,0.597523219814242,0.0154798761609907,0.368421052631579,1.97784911368295,0.831385289284973,0,0,5,119,193,0.00496778031811118,2.584,1.03525641025641,312,125,105.248
"211",1,"Anatolian",211,323,7788,24.1114551083591,0.14976059073515,62.304,24.9615384615385,0,0.597523219814242,0.0154798761609907,0.368421052631579,1.97784911368295,0.831385289284973,0,0,5,119,193,0.00496778031811118,2.584,1.03525641025641,312,125,105.248
"212",1,"Anatolian",212,323,7788,24.1114551083591,0.14976059073515,62.304,24.9615384615385,0,0.597523219814242,0.0154798761609907,0.368421052631579,1.97784911368295,0.831385289284973,0,0,5,119,193,0.00496778031811118,2.584,1.03525641025641,312,125,105.248
"213",1,"Anatolian",213,323,7788,24.1114551083591,0.14976059073515,62.304,24.9615384615385,0,0.597523219814242,0.0154798761609907,0.368421052631579,1.97784911368295,0.831385289284973,0,0,5,119,193,0.00496778031811118,2.584,1.03525641025641,312,125,105.248
"214",1,"Anatolian",214,323,7788,24.1114551083591,0.14976059073515,62.304,24.9615384615385,0,0.597523219814242,0.0154798761609907,0.368421052631579,1.97784911368295,0.831385289284973,0,0,5,119,193,0.00496778031811118,2.584,1.03525641025641,312,125,105.248
"215",1,"Anatolian",215,323,7788,24.1114551083591,0.14976059073515,62.304,24.9615384615385,0,0.597523219814242,0.0154798761609907,0.368421052631579,1.97784911368295,0.831385289284973,0,0,5,119,193,0.00496778031811118,2.584,1.03525641025641,312,125,105.248
"216",1,"Anatolian",216,323,7788,24.1114551083591,0.14976059073515,62.304,24.9615384615385,0,0.597523219814242,0.0154798761609907,0.368421052631579,1.97784911368295,0.831385289284973,0,0,5,119,193,0.00496778031811118,2.584,1.03525641025641,312,125,105.248
"217",1,"Anatolian",217,323,7788,24.1114551083591,0.14976059073515,62.304,24.9615384615385,0,0.597523219814242,0.0154798761609907,0.368421052631579,1.97784911368295,0.831385289284973,0,0,5,119,193,0.00496778031811118,2.584,1.03525641025641,312,125,105.248
"218",1,"Anatolian",218,323,7788,24.1114551083591,0.14976059073515,62.304,24.9615384615385,0,0.597523219814242,0.0154798761609907,0.368421052631579,1.97784911368295,0.831385289284973,0,0,5,119,193,0.00496778031811118,2.584,1.03525641025641,312,125,105.248
"219",1,"Anatolian",219,323,7788,24.1114551083591,0.14976059073515,62.304,24.9615384615385,0,0.597523219814242,0.0154798761609907,0.368421052631579,1.97784911368295,0.831385289284973,0,0,5,119,193,0.00496778031811118,2.584,1.03525641025641,312,125,105.248
"220",1,"Anatolian",220,323,7788,24.1114551083591,0.14976059073515,62.304,24.9615384615385,0,0.597523219814242,0.0154798761609907,0.368421052631579,1.97784911368295,0.831385289284973,0,0,5,119,193,0.00496778031811118,2.584,1.03525641025641,312,125,105.248
"221",1,"Anatolian",221,323,7788,24.1114551083591,0.14976059073515,62.304,24.9615384615385,0,0.597523219814242,0.0154798761609907,0.368421052631579,1.97784911368295,0.831385289284973,0,0,5,119,193,0.00496778031811118,2.584,1.03525641025641,312,125,105.248
"222",1,"Anatolian",222,323,7788,24.1114551083591,0.14976059073515,62.304,24.9615384615385,0,0.597523219814242,0.0154798761609907,0.368421052631579,1.97784911368295,0.831385289284973,0,0,5,119,193,0.00496778031811118,2.584,1.03525641025641,312,125,105.248
"223",1,"Anatolian",223,323,7788,24.1114551083591,0.14976059073515,62.304,24.9615384615385,0,0.597523219814242,0.0154798761609907,0.368421052631579,1.97784911368295,0.831385289284973,0,0,5,119,193,0.00496778031811118,2.584,1.03525641025641,312,125,105.248
"224",1,"Anatolian",224,323,7788,24.1114551083591,0.14976059073515,62.304,24.9615384615385,0,0.597523219814242,0.0154798761609907,0.368421052631579,1.97784911368295,0.831385289284973,0,0,5,119,193,0.00496778031811118,2.584,1.03525641025641,312,125,105.248
"225",1,"Anatolian",225,323,7788,24.1114551083591,0.14976059073515,62.304,24.9615384615385,0,0.597523219814242,0.0154798761609907,0.368421052631579,1.97784911368295,0.831385289284973,0,0,5,119,193,0.00496778031811118,2.584,1.03525641025641,312,125,105.248
"226",1,"Anatolian",226,323,7788,24.1114551083591,0.14976059073515,62.304,24.9615384615385,0,0.597523219814242,0.0154798761609907,0.368421052631579,1.97784911368295,0.831385289284973,0,0,5,119,193,0.00496778031811118,2.584,1.03525641025641,312,125,105.248
"227",1,"Anatolian",227,324,7859,24.2561728395062,0.150193020678057,62.872,25.1086261980831,0,0.598765432098765,0.0154320987654321,0.367283950617284,1.97567855204385,0.832103922929427,0,0,5,119,194,0.00492331059649587,2.592,1.03514376996805,313,125,105.248
"228",1,"Anatolian",228,326,7890,24.2024539877301,0.148938178386031,63.12,25.047619047619,0,0.601226993865031,0.0153374233128834,0.365030674846626,1.98399374203309,0.831939530899196,0,0,5,119,196,0.00490410719066858,2.608,1.03492063492064,315,125,105.248
"229",1,"Anatolian",229,326,7890,24.2024539877301,0.148938178386031,63.12,25.047619047619,0,0.601226993865031,0.0153374233128834,0.365030674846626,1.98399374203309,0.831939530899196,0,0,5,119,196,0.00490410719066858,2.608,1.03492063492064,315,125,105.248
"230",1,"Anatolian",230,326,7890,24.2024539877301,0.148938178386031,63.12,25.047619047619,0,0.601226993865031,0.0153374233128834,0.365030674846626,1.98399374203309,0.831939530899196,0,0,5,119,196,0.00490410719066858,2.608,1.03492063492064,315,125,105.248
"231",1,"Anatolian",231,326,7890,24.2024539877301,0.148938178386031,63.12,25.047619047619,0,0.601226993865031,0.0153374233128834,0.365030674846626,1.98399374203309,0.831939530899196,0,0,5,119,196,0.00490410719066858,2.608,1.03492063492064,315,125,105.248
"232",1,"Anatolian",232,326,7890,24.2024539877301,0.148938178386031,63.12,25.047619047619,0,0.601226993865031,0.0153374233128834,0.365030674846626,1.98399374203309,0.831939530899196,0,0,5,119,196,0.00490410719066858,2.608,1.03492063492064,315,125,105.248
"233",1,"Anatolian",233,328,8003,24.3993902439024,0.149231744611024,63.515873015873,25.2460567823344,0,0.600609756097561,0.0152439024390244,0.365853658536585,1.97812169284531,0.834790208425956,0,0,5,120,197,0.00483540864661336,2.6031746031746,1.03470031545741,317,126,105.349206349206
"234",1,"Anatolian",234,329,8046,24.4559270516717,0.149121506412633,63.3543307086614,25.3018867924528,0,0.598784194528875,0.0151975683890578,0.367781155015198,1.97311398292767,0.838314393192662,0,0,5,121,197,0.00480977026745677,2.59055118110236,1.03459119496855,318,127,105
"235",1,"Anatolian",235,329,8046,24.4559270516717,0.149121506412633,63.3543307086614,25.3018867924528,0,0.598784194528875,0.0151975683890578,0.367781155015198,1.97311398292767,0.838314393192662,0,0,5,121,197,0.00480977026745677,2.59055118110236,1.03459119496855,318,127,105
"236",1,"Anatolian",236,330,8073,24.4636363636364,0.148715114672561,63.5669291338583,25.307210031348,0,0.6,0.0151515151515152,0.366666666666667,1.97937037733421,0.836795192492889,0,0,5,121,198,0.00479375803843141,2.59842519685039,1.03448275862069,319,127,105
"237",1,"Anatolian",237,330,8073,24.4636363636364,0.148715114672561,63.5669291338583,25.307210031348,0,0.6,0.0151515151515152,0.366666666666667,1.97937037733421,0.836795192492889,0,0,5,121,198,0.00479375803843141,2.59842519685039,1.03448275862069,319,127,105
"238",1,"Anatolian",238,330,8073,24.4636363636364,0.148715114672561,63.5669291338583,25.307210031348,0,0.6,0.0151515151515152,0.366666666666667,1.97937037733421,0.836795192492889,0,0,5,121,198,0.00479375803843141,2.59842519685039,1.03448275862069,319,127,105
"239",1,"Anatolian",239,330,8073,24.4636363636364,0.148715114672561,63.5669291338583,25.307210031348,0,0.6,0.0151515151515152,0.366666666666667,1.97937037733421,0.836795192492889,0,0,5,121,198,0.00479375803843141,2.59842519685039,1.03448275862069,319,127,105
"240",1,"Anatolian",240,331,8074,24.392749244713,0.147834843907351,63.5748031496063,25.23125,0,0.601208459214502,0.0151057401812689,0.365558912386707,1.98306154984428,0.839620782711578,0,0,5,121,199,0.00479249563068151,2.60629921259843,1.034375,320,127,105
"241",1,"Anatolian",241,331,8074,24.392749244713,0.147834843907351,63.5748031496063,25.23125,0,0.601208459214502,0.0151057401812689,0.365558912386707,1.98306154984428,0.839620782711578,0,0,5,121,199,0.00479249563068151,2.60629921259843,1.034375,320,127,105
"242",1,"Anatolian",242,331,8074,24.392749244713,0.147834843907351,63.5748031496063,25.23125,0,0.601208459214502,0.0151057401812689,0.365558912386707,1.98306154984428,0.839620782711578,0,0,5,121,199,0.00479249563068151,2.60629921259843,1.034375,320,127,105
"243",1,"Anatolian",243,331,8074,24.392749244713,0.147834843907351,63.5748031496063,25.23125,0,0.601208459214502,0.0151057401812689,0.365558912386707,1.98306154984428,0.839620782711578,0,0,5,121,199,0.00479249563068151,2.60629921259843,1.034375,320,127,105
"244",1,"Anatolian",244,332,8088,24.3614457831325,0.147199068176027,63.6850393700787,25.196261682243,0,0.602409638554217,0.0150602409638554,0.364457831325301,1.98715733814464,0.839755212705997,0,0,5,121,200,0.0047842669300735,2.61417322834646,1.03426791277259,321,127,105
"245",1,"Anatolian",245,333,8317,24.975975975976,0.150457686602265,64.9765625,25.8291925465839,0,0.600600600600601,0.015015015015015,0.366366366366366,1.98576819000656,0.823310976647348,0,0,5,122,200,0.00477577326819301,2.6015625,1.03416149068323,322,128,106.7578125
"246",1,"Anatolian",246,334,8355,25.0149700598802,0.150240060419701,65.2734375,25.8668730650155,0,0.601796407185629,0.0149700598802395,0.365269461077844,1.99122441500843,0.82128662484906,0,0,5,122,201,0.00475418567657471,2.609375,1.03405572755418,323,128,106.7578125
"247",1,"Anatolian",247,335,8362,24.9611940298507,0.149468227723657,65.328125,25.8086419753086,0,0.602985074626866,0.0149253731343284,0.364179104477612,1.99493203629829,0.822768388447234,0,0,5,122,202,0.0047502089291811,2.6171875,1.03395061728395,324,128,106.7578125
"248",1,"Anatolian",248,335,8362,24.9611940298507,0.149468227723657,65.328125,25.8086419753086,0,0.602985074626866,0.0149253731343284,0.364179104477612,1.99493203629829,0.822768388447234,0,0,5,122,202,0.0047502089291811,2.6171875,1.03395061728395,324,128,106.7578125
"249",1,"Anatolian",249,335,8362,24.9611940298507,0.149468227723657,65.328125,25.8086419753086,0,0.602985074626866,0.0149253731343284,0.364179104477612,1.99493203629829,0.822768388447234,0,0,5,122,202,0.0047502089291811,2.6171875,1.03395061728395,324,128,106.7578125
"250",1,"Anatolian",250,335,8362,24.9611940298507,0.149468227723657,65.328125,25.8086419753086,0,0.602985074626866,0.0149253731343284,0.364179104477612,1.99493203629829,0.822768388447234,0,0,5,122,202,0.0047502089291811,2.6171875,1.03395061728395,324,128,106.7578125
"251",1,"Anatolian",251,335,8362,24.9611940298507,0.149468227723657,65.328125,25.8086419753086,0,0.602985074626866,0.0149253731343284,0.364179104477612,1.99493203629829,0.822768388447234,0,0,5,122,202,0.0047502089291811,2.6171875,1.03395061728395,324,128,106.7578125
"252",1,"Anatolian",252,335,8362,24.9611940298507,0.149468227723657,65.328125,25.8086419753086,0,0.602985074626866,0.0149253731343284,0.364179104477612,1.99493203629829,0.822768388447234,0,0,5,122,202,0.0047502089291811,2.6171875,1.03395061728395,324,128,106.7578125
"253",1,"Anatolian",253,335,8362,24.9611940298507,0.149468227723657,65.328125,25.8086419753086,0,0.602985074626866,0.0149253731343284,0.364179104477612,1.99493203629829,0.822768388447234,0,0,5,122,202,0.0047502089291811,2.6171875,1.03395061728395,324,128,106.7578125
"254",1,"Anatolian",254,335,8362,24.9611940298507,0.149468227723657,65.328125,25.8086419753086,0,0.602985074626866,0.0149253731343284,0.364179104477612,1.99493203629829,0.822768388447234,0,0,5,122,202,0.0047502089291811,2.6171875,1.03395061728395,324,128,106.7578125
"255",1,"Anatolian",255,335,8362,24.9611940298507,0.149468227723657,65.328125,25.8086419753086,0,0.602985074626866,0.0149253731343284,0.364179104477612,1.99493203629829,0.822768388447234,0,0,5,122,202,0.0047502089291811,2.6171875,1.03395061728395,324,128,106.7578125
"256",1,"Anatolian",256,335,8362,24.9611940298507,0.149468227723657,65.328125,25.8086419753086,0,0.602985074626866,0.0149253731343284,0.364179104477612,1.99493203629829,0.822768388447234,0,0,5,122,202,0.0047502089291811,2.6171875,1.03395061728395,324,128,106.7578125
"257",1,"Anatolian",257,335,8362,24.9611940298507,0.149468227723657,65.328125,25.8086419753086,0,0.602985074626866,0.0149253731343284,0.364179104477612,1.99493203629829,0.822768388447234,0,0,5,122,202,0.0047502089291811,2.6171875,1.03395061728395,324,128,106.7578125
"258",1,"Anatolian",258,335,8362,24.9611940298507,0.149468227723657,65.328125,25.8086419753086,0,0.602985074626866,0.0149253731343284,0.364179104477612,1.99493203629829,0.822768388447234,0,0,5,122,202,0.0047502089291811,2.6171875,1.03395061728395,324,128,106.7578125
"259",1,"Anatolian",259,335,8362,24.9611940298507,0.149468227723657,65.328125,25.8086419753086,0,0.602985074626866,0.0149253731343284,0.364179104477612,1.99493203629829,0.822768388447234,0,0,5,122,202,0.0047502089291811,2.6171875,1.03395061728395,324,128,106.7578125
"260",1,"Anatolian",260,335,8362,24.9611940298507,0.149468227723657,65.328125,25.8086419753086,0,0.602985074626866,0.0149253731343284,0.364179104477612,1.99493203629829,0.822768388447234,0,0,5,122,202,0.0047502089291811,2.6171875,1.03395061728395,324,128,106.7578125
"261",1,"Anatolian",261,335,8362,24.9611940298507,0.149468227723657,65.328125,25.8086419753086,0,0.602985074626866,0.0149253731343284,0.364179104477612,1.99493203629829,0.822768388447234,0,0,5,122,202,0.0047502089291811,2.6171875,1.03395061728395,324,128,106.7578125
"262",1,"Anatolian",262,335,8362,24.9611940298507,0.149468227723657,65.328125,25.8086419753086,0,0.602985074626866,0.0149253731343284,0.364179104477612,1.99493203629829,0.822768388447234,0,0,5,122,202,0.0047502089291811,2.6171875,1.03395061728395,324,128,106.7578125
"263",1,"Anatolian",263,335,8362,24.9611940298507,0.149468227723657,65.328125,25.8086419753086,0,0.602985074626866,0.0149253731343284,0.364179104477612,1.99493203629829,0.822768388447234,0,0,5,122,202,0.0047502089291811,2.6171875,1.03395061728395,324,128,106.7578125
"264",1,"Anatolian",264,335,8362,24.9611940298507,0.149468227723657,65.328125,25.8086419753086,0,0.602985074626866,0.0149253731343284,0.364179104477612,1.99493203629829,0.822768388447234,0,0,5,122,202,0.0047502089291811,2.6171875,1.03395061728395,324,128,106.7578125
"265",1,"Anatolian",265,335,8362,24.9611940298507,0.149468227723657,65.328125,25.8086419753086,0,0.602985074626866,0.0149253731343284,0.364179104477612,1.99493203629829,0.822768388447234,0,0,5,122,202,0.0047502089291811,2.6171875,1.03395061728395,324,128,106.7578125
"266",1,"Anatolian",266,335,8362,24.9611940298507,0.149468227723657,65.328125,25.8086419753086,0,0.602985074626866,0.0149253731343284,0.364179104477612,1.99493203629829,0.822768388447234,0,0,5,122,202,0.0047502089291811,2.6171875,1.03395061728395,324,128,106.7578125
"267",1,"Anatolian",267,335,8362,24.9611940298507,0.149468227723657,65.328125,25.8086419753086,0,0.602985074626866,0.0149253731343284,0.364179104477612,1.99493203629829,0.822768388447234,0,0,5,122,202,0.0047502089291811,2.6171875,1.03395061728395,324,128,106.7578125
"268",1,"Anatolian",268,335,8362,24.9611940298507,0.149468227723657,65.328125,25.8086419753086,0,0.602985074626866,0.0149253731343284,0.364179104477612,1.99493203629829,0.822768388447234,0,0,5,122,202,0.0047502089291811,2.6171875,1.03395061728395,324,128,106.7578125
"269",1,"Anatolian",269,335,8362,24.9611940298507,0.149468227723657,65.328125,25.8086419753086,0,0.602985074626866,0.0149253731343284,0.364179104477612,1.99493203629829,0.822768388447234,0,0,5,122,202,0.0047502089291811,2.6171875,1.03395061728395,324,128,106.7578125
"270",1,"Anatolian",270,335,8362,24.9611940298507,0.149468227723657,65.328125,25.8086419753086,0,0.602985074626866,0.0149253731343284,0.364179104477612,1.99493203629829,0.822768388447234,0,0,5,122,202,0.0047502089291811,2.6171875,1.03395061728395,324,128,106.7578125
"271",1,"Anatolian",271,335,8362,24.9611940298507,0.149468227723657,65.328125,25.8086419753086,0,0.602985074626866,0.0149253731343284,0.364179104477612,1.99493203629829,0.822768388447234,0,0,5,122,202,0.0047502089291811,2.6171875,1.03395061728395,324,128,106.7578125
"272",1,"Anatolian",272,335,8362,24.9611940298507,0.149468227723657,65.328125,25.8086419753086,0,0.602985074626866,0.0149253731343284,0.364179104477612,1.99493203629829,0.822768388447234,0,0,5,122,202,0.0047502089291811,2.6171875,1.03395061728395,324,128,106.7578125
"273",1,"Anatolian",273,336,8412,25.0357142857143,0.149466950959488,65.71875,25.8830769230769,0,0.604166666666667,0.0148809523809524,0.363095238095238,1.99747070852613,0.820909293050842,0,0,5,122,203,0.00472222827374935,2.625,1.03384615384615,325,128,106.7578125
"274",1,"Anatolian",274,339,8697,25.6548672566372,0.151803948264125,66.3893129770992,26.515243902439,0,0.59882005899705,0.0147492625368732,0.368731563421829,1.98617661478219,0.819629973152947,0,0,5,125,203,0.00456849485635757,2.58778625954198,1.03353658536585,328,131,107.213740458015
"275",1,"Anatolian",275,339,8697,25.6548672566372,0.151803948264125,66.3893129770992,26.515243902439,0,0.59882005899705,0.0147492625368732,0.368731563421829,1.98617661478219,0.819629973152947,0,0,5,125,203,0.00456849485635757,2.58778625954198,1.03353658536585,328,131,107.213740458015
"276",1,"Anatolian",276,340,8733,25.6852941176471,0.151535658511192,66.6641221374046,26.5440729483283,0,0.6,0.0147058823529412,0.367647058823529,1.99176436224604,0.817742463739659,0,0,5,125,204,0.00454978784546256,2.59541984732824,1.03343465045593,329,131,107.213740458015
"277",1,"Anatolian",277,340,8733,25.6852941176471,0.151535658511192,66.6641221374046,26.5440729483283,0,0.6,0.0147058823529412,0.367647058823529,1.99176436224604,0.817742463739659,0,0,5,125,204,0.00454978784546256,2.59541984732824,1.03343465045593,329,131,107.213740458015
"278",1,"Anatolian",278,340,8733,25.6852941176471,0.151535658511192,66.6641221374046,26.5440729483283,0,0.6,0.0147058823529412,0.367647058823529,1.99176436224604,0.817742463739659,0,0,5,125,204,0.00454978784546256,2.59541984732824,1.03343465045593,329,131,107.213740458015
"279",1,"Anatolian",279,340,8733,25.6852941176471,0.151535658511192,66.6641221374046,26.5440729483283,0,0.6,0.0147058823529412,0.367647058823529,1.99176436224604,0.817742463739659,0,0,5,125,204,0.00454978784546256,2.59541984732824,1.03343465045593,329,131,107.213740458015
"280",1,"Anatolian",280,340,8733,25.6852941176471,0.151535658511192,66.6641221374046,26.5440729483283,0,0.6,0.0147058823529412,0.367647058823529,1.99176436224604,0.817742463739659,0,0,5,125,204,0.00454978784546256,2.59541984732824,1.03343465045593,329,131,107.213740458015
"281",1,"Anatolian",281,340,8733,25.6852941176471,0.151535658511192,66.6641221374046,26.5440729483283,0,0.6,0.0147058823529412,0.367647058823529,1.99176436224604,0.817742463739659,0,0,5,125,204,0.00454978784546256,2.59541984732824,1.03343465045593,329,131,107.213740458015
"282",1,"Anatolian",282,340,8733,25.6852941176471,0.151535658511192,66.6641221374046,26.5440729483283,0,0.6,0.0147058823529412,0.367647058823529,1.99176436224604,0.817742463739659,0,0,5,125,204,0.00454978784546256,2.59541984732824,1.03343465045593,329,131,107.213740458015
"283",1,"Anatolian",283,340,8733,25.6852941176471,0.151535658511192,66.6641221374046,26.5440729483283,0,0.6,0.0147058823529412,0.367647058823529,1.99176436224604,0.817742463739659,0,0,5,125,204,0.00454978784546256,2.59541984732824,1.03343465045593,329,131,107.213740458015
"284",1,"Anatolian",284,342,8859,25.9035087719298,0.151926737665278,67.6259541984733,26.7643504531722,0,0.60233918128655,0.0146198830409357,0.365497076023392,1.9922942660398,0.816568895108027,0,0,5,125,206,0.00448556477203965,2.61068702290076,1.03323262839879,331,131,107.213740458015
"285",1,"Anatolian",285,343,8933,26.0437317784257,0.152302525020033,68.1908396946565,26.9066265060241,0,0.603498542274053,0.0145772594752187,0.364431486880466,1.99056579728324,0.817091455086435,0,0,5,125,207,0.00444865273311734,2.61832061068702,1.03313253012048,332,131,107.213740458015
"286",1,"Anatolian",286,343,8933,26.0437317784257,0.152302525020033,68.1908396946565,26.9066265060241,0,0.603498542274053,0.0145772594752187,0.364431486880466,1.99056579728324,0.817091455086435,0,0,5,125,207,0.00444865273311734,2.61832061068702,1.03313253012048,332,131,107.213740458015
"287",1,"Anatolian",287,345,8994,26.0695652173913,0.151567239635996,68.1363636363636,26.9281437125749,0,0.602898550724638,0.0144927536231884,0.365217391304348,1.99573751467477,0.816219668235586,0,0,5,126,208,0.00452860165387392,2.61363636363636,1.03293413173653,334,132,106.492424242424
"288",1,"Anatolian",288,345,8994,26.0695652173913,0.151567239635996,68.1363636363636,26.9281437125749,0,0.602898550724638,0.0144927536231884,0.365217391304348,1.99573751467477,0.816219668235586,0,0,5,126,208,0.00452860165387392,2.61363636363636,1.03293413173653,334,132,106.492424242424
"289",1,"Anatolian",289,345,8994,26.0695652173913,0.151567239635996,68.1363636363636,26.9281437125749,0,0.602898550724638,0.0144927536231884,0.365217391304348,1.99573751467477,0.816219668235586,0,0,5,126,208,0.00452860165387392,2.61363636363636,1.03293413173653,334,132,106.492424242424
"290",1,"Anatolian",290,345,8994,26.0695652173913,0.151567239635996,68.1363636363636,26.9281437125749,0,0.602898550724638,0.0144927536231884,0.365217391304348,1.99573751467477,0.816219668235586,0,0,5,126,208,0.00452860165387392,2.61363636363636,1.03293413173653,334,132,106.492424242424
"291",1,"Anatolian",291,345,8994,26.0695652173913,0.151567239635996,68.1363636363636,26.9281437125749,0,0.602898550724638,0.0144927536231884,0.365217391304348,1.99573751467477,0.816219668235586,0,0,5,126,208,0.00452860165387392,2.61363636363636,1.03293413173653,334,132,106.492424242424
