"","r","area","area_original","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval","fraction"
"1",1,1,1,"mod3",0.871383727425998,0.170989661765107,5.09611937020521,0.00700151185065132,NA,NA,NA,NA,0.636363636363636
"33",2,1,1,"mod3",1.09169020550097,0.198009300307159,5.51332792857459,0.00528178349615593,NA,NA,NA,NA,0.636363636363636
"96",4,1,1.5,"mod3",0.901686136694366,0.181000029638514,4.98169054720698,0.00249751325215744,NA,NA,NA,NA,0.636363636363636
"126",5,1,2,"mod3",1.17201634841635,0.194207733733447,6.03485930186985,0.00380093071872448,NA,NA,NA,NA,0.636363636363636
"185",7,1,1.2,"mod3",0.978834379292541,0.195964209874442,4.99496504958583,0.0154350030620561,NA,NA,NA,NA,0.636363636363636
"215",8,1,1.1,"mod3",0.677565516259593,0.159293955711714,4.25355446308228,0.0131208244635108,NA,NA,NA,NA,0.636363636363636
"248",9,1,1.2,"mod3",0.994207518706733,0.187486386908786,5.30282510159219,0.00607556407592777,NA,NA,NA,NA,0.636363636363636
"281",10,1,1,"mod3",1.09215069640465,0.220711827297196,4.94831069897324,0.00777055983196553,NA,NA,NA,NA,0.636363636363636
"314",11,1,2,"mod3",1.20685692066385,0.197458624365778,6.11194838685921,0.00169929043308422,NA,NA,NA,NA,0.636363636363636
"378",13,1,1,"mod3",0.927945923828273,0.196572623845789,4.72062643146201,0.00916733772796232,NA,NA,NA,NA,0.636363636363636
"476",16,1,2,"mod3",0.734005754617357,0.222217542542271,3.30309545421119,0.0214024218450042,NA,NA,NA,NA,0.636363636363636
"509",17,1,1.2,"mod3",1.07299608579505,0.258998373127548,4.14286805294579,0.025540362217329,NA,NA,NA,NA,0.636363636363636
"541",18,1,1.6,"mod3",1.07274182888791,0.202189486528419,5.305626159435,0.0130716861079839,NA,NA,NA,NA,0.636363636363636
"605",20,1,1,"mod3",1.03668063071667,0.200106385581967,5.18064742262823,0.00660337756740282,NA,NA,NA,NA,0.636363636363636
"638",21,1,1.1,"mod3",0.679884570458357,0.134401401442149,5.05861221061004,0.0149080067525584,NA,NA,NA,NA,0.636363636363636
"668",22,1,1.1,"mod3",1.09595661974989,0.19156559507131,5.72105142022982,0.00461943872880385,NA,NA,NA,NA,0.636363636363636
"701",23,1,0.9,"mod3",0.79511984998156,0.174499917746631,4.55656289268887,0.00607595277327646,NA,NA,NA,NA,0.636363636363636
"733",24,1,1.2,"mod3",1.06554405483371,0.209997945082639,5.07406896012434,0.00711014864556659,NA,NA,NA,NA,0.636363636363636
"768",25,1,0.8,"mod3",0.994531493546944,0.128492885472445,7.73997322801361,0.000244297946543552,NA,NA,NA,NA,0.636363636363636
"831",27,1,0.7,"mod3",0.89001023002838,0.182713961900604,4.87105758514799,0.00458863509433469,NA,NA,NA,NA,0.636363636363636
"865",28,1,1.1,"mod3",0.83124959308197,0.22939104850444,3.62372288936933,0.0151601255056342,NA,NA,NA,NA,0.636363636363636
"930",30,1,1.4,"mod3",0.844899754972818,0.228525939759152,3.69717221538734,0.0343452261098251,NA,NA,NA,NA,0.636363636363636
"997",32,1,2,"mod3",0.985907735522483,0.211475927784899,4.66203291244236,0.0186256361263889,NA,NA,NA,NA,0.636363636363636
"1031",33,1,1.1,"mod3",0.854914200650353,0.20168482039586,4.23886239416707,0.0240379689377327,NA,NA,NA,NA,0.636363636363636
"1065",34,1,2,"mod3",1.10591141870903,0.322761223036771,3.42640732459684,0.0416472632246207,NA,NA,NA,NA,0.636363636363636
"1134",36,1,1.6,"mod3",1.14446389184764,0.208900128432166,5.47852172440991,0.00540386630159563,NA,NA,NA,NA,0.636363636363636
"1167",37,1,0.7,"mod3",1.50404026484171,0.141400043190789,10.636773730064,0.00177579208795543,NA,NA,NA,NA,0.636363636363636
"1199",38,1,1.5,"mod3",0.843642600382149,0.145455586233781,5.80000137654539,0.000663539581906733,NA,NA,NA,NA,0.636363636363636
"1234",39,1,1.2,"mod3",1.05338995149697,0.331068034394699,3.18179299134968,0.0334777476086005,NA,NA,NA,NA,0.636363636363636
"1301",41,1,1,"mod3",1.51023836070529,0.262239517466711,5.75900373557162,0.0104037069629814,NA,NA,NA,NA,0.636363636363636
"1333",42,1,1.3,"mod3",0.75783864645037,0.18430374137995,4.11190050064178,0.00924669005918309,NA,NA,NA,NA,0.636363636363636
"1364",43,1,1.2,"mod3",0.979278166530122,0.277071173523913,3.53439209887926,0.0385179040464195,NA,NA,NA,NA,0.636363636363636
"1428",45,1,1.1,"mod3",1.15292267343738,0.186221321625156,6.19114214943706,0.00345995363700075,NA,NA,NA,NA,0.636363636363636
"1461",46,1,1.1,"mod3",0.895387433211872,0.173328566231913,5.16583880359252,0.00208284312422339,NA,NA,NA,NA,0.636363636363636
"1495",47,1,1.9,"mod3",0.806720472147043,0.20133377373077,4.00688099765028,0.0102531792209577,NA,NA,NA,NA,0.636363636363636
"1624",51,1,1.5,"mod3",0.79152416352172,0.182278294935272,4.34239394110414,0.00486262332280545,NA,NA,NA,NA,0.636363636363636
"1690",53,1,0.8,"mod3",1.38938292516838,0.264999353608438,5.24296722331377,0.0135082029878545,NA,NA,NA,NA,0.636363636363636
"1725",54,1,2,"mod3",1.73898474128981,0.109080988975009,15.9421431509777,0.000536676934022193,NA,NA,NA,NA,0.636363636363636
