"","r","area","area_original","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval"
"1",1,1,1,"mod3",0.871383727425998,0.170989661765107,5.09611937020521,0.00700151185065132,NA,NA,NA,NA
"2",1,2,2.2,"mod3",0.747620079599733,0.201258935827622,3.71471744360245,0.0205691188261143,NA,NA,NA,NA
"3",1,3,3.1,"mod3",0.912943783206133,0.22955208852392,3.97706589853571,0.0164413427413677,NA,NA,NA,NA
"4",1,4,4.1,"mod3",0.863746334098259,0.20210100251627,4.27383498025312,0.0129107183075489,NA,NA,NA,NA
"5",1,5,5.8,"mod3",0.983943831442033,0.164521996775873,5.98062174496006,0.00187304991923068,NA,NA,NA,NA
"6",1,6,6.8,"mod3",0.97898166844903,0.222787760816937,4.3942345165606,0.0117437942934882,NA,NA,NA,NA
"7",1,7,8.7,"mod3",0.752461792565489,0.138390989699091,5.43721664395634,0.00285520548417047,NA,NA,NA,NA
"8",1,8,10.6,"mod3",0.87892241996272,0.130677404607311,6.72589437021578,0.000525528384477583,NA,NA,NA,NA
"9",1,9,11.4,"mod3",0.82462478086694,0.188083518977092,4.38435427703465,0.00712546231198978,NA,NA,NA,NA
"10",1,10,12.4,"mod3",0.814775892220283,0.1704131523066,4.78117962840316,0.00496545683728665,NA,NA,NA,NA
"11",1,11,14,"mod3",0.879475193058357,0.160825324485156,5.46851185205928,0.00156008657267739,NA,NA,NA,NA
"12",1,12,15.2,"mod3",0.891258584016995,0.15000477449375,5.94153477464233,0.00101532394288494,NA,NA,NA,NA
"13",1,13,16,"mod3",0.875029201290443,0.159677159801839,5.479989764199,0.0015434279783778,NA,NA,NA,NA
"14",1,14,18,"mod3",0.847301701151443,0.140222819975526,6.04253787863722,0.000929405894622789,NA,NA,NA,NA
"15",1,16,20.8,"mod3",0.732898699397089,0.153060990048568,4.78827883685145,0.00493441341449054,NA,NA,NA,NA
"16",1,17,22.8,"mod2",NA,NA,NA,NA,4.27128828797328,0.85785630642177,4.97902534025702,0.00250416694818149
"17",1,18,24.2,"mod3",0.692505037241379,0.178830602988956,3.87240788582559,0.0117316398057925,NA,NA,NA,NA
"18",1,19,25.3,"mod2",NA,NA,NA,NA,4.23133550919806,0.902730794784772,4.68726173255992,0.00337040868515887
"19",1,20,27.2,"mod2",NA,NA,NA,NA,4.63151453412831,1.05293555890653,4.39866855568835,0.00457494341639623
"20",1,21,27.9,"mod2",NA,NA,NA,NA,4.04286125548153,0.831018538520983,4.8649471318376,0.00280872268018314
"21",1,22,29.9,"mod2",NA,NA,NA,NA,4.51676083444208,0.950626749955595,4.75135044816808,0.0031543315248026
"22",1,23,31.9,"mod2",NA,NA,NA,NA,4.2078747909171,0.891932889154643,4.71770336320398,0.00326575497085207
"23",1,25,34.5,"mod3",0.842292896643515,0.129529143320727,6.50272884580049,0.000333277110042425,NA,NA,NA,NA
"24",1,26,36.5,"mod2",NA,NA,NA,NA,4.38271876178994,0.758621724515861,5.77721230510095,0.00117525504389265
"25",1,27,37.1,"mod2",NA,NA,NA,NA,4.36258072077456,0.809015751161261,5.3924546147742,0.00167579153364937
"26",1,28,38.6,"mod2",NA,NA,NA,NA,4.29574914032678,0.843745506571616,5.09128535425529,0.00224051372998283
"27",1,29,39.9,"mod2",NA,NA,NA,NA,4.07778020475063,0.643105664125317,6.34076238513121,0.000388651120209149
"28",1,31,41.8,"mod2",NA,NA,NA,NA,4.06505295547206,0.721554545210396,5.63374312095387,0.000787700326910693
"29",1,32,42.9,"mod2",NA,NA,NA,NA,4.71732423496452,1.02263418536522,4.61291466926638,0.00364230698103867
"30",1,33,43.9,"mod2",NA,NA,NA,NA,4.50286542604426,0.770689660444967,5.84264413699864,0.00110835084385317
"31",1,34,44.8,"mod2",NA,NA,NA,NA,4.50667056574008,0.957961549736483,4.70443784197787,0.0033109016363277
"32",1,35,45.7,"mod3",0.610937849335719,0.127541102249985,4.7901252110732,0.00492637667790824,NA,NA,NA,NA
"33",2,1,1,"mod3",1.09169020550097,0.198009300307159,5.51332792857459,0.00528178349615593,NA,NA,NA,NA
"34",2,2,1.9,"mod3",0.868788941768864,0.156536487567468,5.55007305497647,0.00515654202583958,NA,NA,NA,NA
"35",2,3,3.9,"mod3",0.781533348619382,0.166978042194075,4.68045581532822,0.00944451041662247,NA,NA,NA,NA
"36",2,4,5,"mod3",0.737210113864366,0.157567930830441,4.67868118835476,0.00945698820622139,NA,NA,NA,NA
"37",2,6,7.3,"mod2",NA,NA,NA,NA,4.7413526882539,1.23599727066202,3.8360543350669,0.0121724388674852
"38",2,7,8.1,"mod2",NA,NA,NA,NA,4.82546141406177,1.20959323029686,3.98932574455422,0.0104334696542447
"39",2,8,9.3,"mod2",NA,NA,NA,NA,4.2822694582963,0.833360742206676,5.1385543395735,0.00213903684738084
"40",2,9,10.2,"mod2",NA,NA,NA,NA,4.4629619605389,0.813107179257416,5.48877451139317,0.00153081497208654
"41",2,10,12.1,"mod2",NA,NA,NA,NA,4.2924279784195,0.94697164260995,4.53279463214878,0.00396339406887622
"42",2,11,14.1,"mod2",NA,NA,NA,NA,4.24783417628464,0.754443110572935,5.63042344313911,0.000790430636119078
"43",2,12,16,"mod2",NA,NA,NA,NA,4.02808738678764,0.774612470599005,5.20013237544799,0.00125282761537901
"44",2,14,18.9,"mod2",NA,NA,NA,NA,4.36082486837134,1.02098264096741,4.27120373392377,0.00525611775445756
"45",2,15,19.6,"mod2",NA,NA,NA,NA,4.40108407204103,0.961473180170133,4.5774382092096,0.00378071484139164
"46",2,16,20.4,"mod2",NA,NA,NA,NA,4.17496604439699,0.598958201024255,6.97037963126232,0.000116023850413169
"47",2,17,21,"mod2",NA,NA,NA,NA,4.4241861372555,0.907261412789486,4.87641827910746,0.00277627280929025
"48",2,20,23.7,"mod2",NA,NA,NA,NA,4.43457464451917,0.909189939194281,4.87750078762317,0.00277323256612961
"49",2,21,25.4,"mod2",NA,NA,NA,NA,4.23997500109469,0.719699336930965,5.89131430796552,0.000604760381572268
"50",2,22,27.4,"mod2",NA,NA,NA,NA,4.4367933498154,0.894747148734275,4.95871191776556,0.0025555448906737
"51",2,23,28.6,"mod2",NA,NA,NA,NA,4.0894827926638,0.841715512524261,4.8585094747745,0.00183829219274983
"52",2,24,30.2,"mod3",0.65067241772486,0.142559970232296,4.56420141407588,0.00603372748921751,NA,NA,NA,NA
"53",2,25,31.1,"mod2",NA,NA,NA,NA,4.18510835452956,0.883138559944251,4.73890343412674,0.00319504161274446
"54",2,26,32.2,"mod2",NA,NA,NA,NA,4.01542369864979,0.639042385233822,6.28350136302864,0.000410641324291895
"55",2,27,33.3,"mod2",NA,NA,NA,NA,4.02188315385778,0.725110776739142,5.54657754770158,0.000863019149183305
"56",2,28,35.2,"mod2",NA,NA,NA,NA,4.21590510125039,0.787003844469297,5.3569053453523,0.00105630579434017
"57",2,29,36.7,"mod2",NA,NA,NA,NA,4.31087680819668,0.861937594403117,5.0013792601562,0.00244897666675831
"58",2,30,37.7,"mod2",NA,NA,NA,NA,4.20774282959725,0.877985972630145,4.79249436866548,0.00198340932686524
"59",2,31,39.7,"mod2",NA,NA,NA,NA,4.20340821343672,0.855469835836548,4.9135668346813,0.001726232808396
"60",2,32,41.7,"mod2",NA,NA,NA,NA,4.46074034124659,0.89251072839158,4.99796831494163,0.00245730818389737
"61",2,33,42.9,"mod2",NA,NA,NA,NA,4.32008446917674,1.08591982384398,3.97827203658952,0.00729763429624437
"62",2,34,44.7,"mod2",NA,NA,NA,NA,4.15386719477132,0.801259176247838,5.18417425710266,0.00127501319140661
"63",2,35,45.7,"mod2",NA,NA,NA,NA,4.40785383371477,0.895740992071257,4.92090221697046,0.00265438952508243
"64",3,1,1,"mod1",1.48101422902483,0.155077685403345,9.55014401441984,0.0664187122371674,1043.546256824,37151.040572941,0.0280892874258835,0.982122505073345
"65",3,2,3,"mod3",0.819056485769228,0.169744040066766,4.8252444412603,0.00477637876421762,NA,NA,NA,NA
"66",3,3,5,"mod3",0.84682918538145,0.169535182219301,4.99500560471301,0.00412231458432236,NA,NA,NA,NA
"67",3,4,6.2,"mod3",0.801931119599781,0.183145640243753,4.37865252229031,0.00716365390768034,NA,NA,NA,NA
"68",3,5,8.1,"mod2",NA,NA,NA,NA,4.5112956995888,0.989274895397045,4.5602043684513,0.00385008539370646
"69",3,6,9.1,"mod3",0.702164188169225,0.158500434470333,4.43004582615608,0.00682778859405333,NA,NA,NA,NA
"70",3,7,10.8,"mod3",0.79974700942931,0.130772978921336,6.11553713944518,0.00169481535303308,NA,NA,NA,NA
"71",3,9,13.3,"mod2",NA,NA,NA,NA,4.43874879106004,0.913729619438456,4.85783616578822,0.00282905391167019
"72",3,10,14.3,"mod2",NA,NA,NA,NA,4.55034142510809,0.914191914230731,4.97744658892229,0.0025081177818889
"73",3,12,16.4,"mod2",NA,NA,NA,NA,4.64604072629122,1.02735679438621,4.52232442679952,0.00400766532977563
"74",3,13,17.3,"mod2",NA,NA,NA,NA,4.53458059857705,0.962022006122105,4.71359342064936,0.00327966756154564
"75",3,14,18.2,"mod2",NA,NA,NA,NA,4.21319920565742,0.742287758987999,5.67596481909052,0.000753877776250664
"76",3,15,20,"mod2",NA,NA,NA,NA,5.05405092342805,1.36438716813276,3.7042644796673,0.0139375750541722
"77",3,16,22,"mod2",NA,NA,NA,NA,4.35041689000502,0.962185108412833,4.5213928712545,0.00401163116376733
"78",3,17,22.8,"mod2",NA,NA,NA,NA,4.78271570687702,1.21293436669309,3.94309522279962,0.010925973496042
"79",3,18,24.4,"mod2",NA,NA,NA,NA,4.62291889700056,0.839633407393741,5.50587775127993,0.00150659377769045
"80",3,19,25.3,"mod2",NA,NA,NA,NA,4.18243215702544,0.80425591681223,5.20037474340636,0.00125249399262138
"81",3,20,26,"mod3",0.736068701604955,0.121025442830461,6.08193355372455,0.000898171493924558,NA,NA,NA,NA
"82",3,21,28,"mod2",NA,NA,NA,NA,4.2193511408483,0.764158791107073,5.52156330588767,0.000886093449825925
"83",3,22,28.6,"mod2",NA,NA,NA,NA,4.7296048251115,0.835767266155868,5.65899744658035,0.00130816867540675
"84",3,23,30.5,"mod2",NA,NA,NA,NA,4.1196667079363,0.697012525636181,5.91046294925071,0.00059318689594987
"85",3,24,31.6,"mod2",NA,NA,NA,NA,4.14378727602661,0.609157086984402,6.80249374843556,0.00025263347340809
"86",3,26,33.8,"mod2",NA,NA,NA,NA,4.26092974649383,0.779039316530102,5.46946688836236,0.000936391653752092
"87",3,27,35.7,"mod2",NA,NA,NA,NA,4.35392387512034,0.860393584271027,5.06038626358334,0.00230979986389079
"88",3,28,36.7,"mod2",NA,NA,NA,NA,4.08474685052533,0.707027630206055,5.77735109069907,0.000679090782595984
"89",3,29,37.5,"mod2",NA,NA,NA,NA,4.2015076893619,0.774456702651055,5.42510339826571,0.00162496634359702
"90",3,30,38.7,"mod3",0.676258175660838,0.164538790674849,4.11002276659015,0.0092636558990534,NA,NA,NA,NA
"91",3,31,40.1,"mod2",NA,NA,NA,NA,4.07979033385366,0.749163844001825,5.44579182046554,0.000960295246022645
"92",3,32,42.1,"mod2",NA,NA,NA,NA,4.2732344643556,0.841745786236206,5.07663303366566,0.00227307070919398
"93",3,33,43.6,"mod3",0.655489549625066,0.155714739875724,4.20955363729993,0.00841184353467275,NA,NA,NA,NA
"94",3,34,44.7,"mod2",NA,NA,NA,NA,4.37331702283555,0.981198572057496,4.45711719052449,0.00429625501867754
"95",3,35,45.7,"mod3",0.69890596251496,0.171545660793623,4.07416870401506,0.00959459821010211,NA,NA,NA,NA
"96",4,1,1.5,"mod3",0.901686136694366,0.181000029638514,4.98169054720698,0.00249751325215744,NA,NA,NA,NA
"97",4,2,3.5,"mod3",0.888127251234007,0.180516139564214,4.91993266296323,0.00265698056417654,NA,NA,NA,NA
"98",4,4,5.9,"mod2",NA,NA,NA,NA,4.38698996893234,1.00342009618879,4.37203718123154,0.00470862746231907
"99",4,6,8.2,"mod2",NA,NA,NA,NA,4.67928506093842,0.928707277050547,5.03849294236093,0.00149901619934733
"100",4,9,11.4,"mod2",NA,NA,NA,NA,4.39146048247011,0.783327588625166,5.60616087858932,0.00137306358420134
"101",4,10,12.3,"mod2",NA,NA,NA,NA,4.35668688875536,1.03049497381836,4.22776141509188,0.00551375606003518
"102",4,12,15.2,"mod2",NA,NA,NA,NA,4.52976028020374,0.93736607107556,4.83243464851055,0.00189415673995224
"103",4,13,17.2,"mod2",NA,NA,NA,NA,4.43394327466757,0.946750078772556,4.68333024108759,0.00338419879615897
"104",4,14,18.7,"mod2",NA,NA,NA,NA,4.32170961841885,0.837062306482036,5.16294854630586,0.00208871565096878
"105",4,15,20.7,"mod3",0.664213243228899,0.147635511177786,4.49900730474689,0.00640539147165112,NA,NA,NA,NA
"106",4,16,22.7,"mod2",NA,NA,NA,NA,4.05352552420618,0.617787969095434,6.56135393853876,0.000315463934188045
"107",4,17,23.7,"mod3",0.750103533206071,0.155060288512232,4.83749605010504,0.00288813509900298,NA,NA,NA,NA
"108",4,18,24.8,"mod2",NA,NA,NA,NA,4.31958364539726,0.74197233598261,5.82175835393748,0.000648975678080795
"109",4,19,25.6,"mod2",NA,NA,NA,NA,4.14259641742179,0.840278405437019,4.93002841750678,0.00169421481881163
"110",4,20,26.5,"mod2",NA,NA,NA,NA,4.077690241977,0.619958070356939,6.5773645621377,0.000310786810209245
"111",4,21,28.4,"mod3",0.635236923691413,0.14080897827565,4.51133820776585,0.0063331000486905,NA,NA,NA,NA
"112",4,22,29.4,"mod2",NA,NA,NA,NA,4.08716904529877,0.723916593121484,5.64591153750896,0.000777781922728782
"113",4,23,30.5,"mod2",NA,NA,NA,NA,4.24775891686928,0.889536091101859,4.77525190867481,0.00307779144028729
"114",4,24,31.1,"mod2",NA,NA,NA,NA,3.9794905776038,0.76922300831944,5.17338994617178,0.00129025321962878
"115",4,25,32,"mod2",NA,NA,NA,NA,4.15801050808557,0.862864883253157,4.81884312223846,0.00294354566408024
"116",4,26,33.2,"mod2",NA,NA,NA,NA,4.38222194244854,0.836462565039171,5.23899350145255,0.00194027193417948
"117",4,27,34.5,"mod2",NA,NA,NA,NA,4.11452214855007,0.678333674296925,6.06563156814332,0.00050803371288221
"118",4,28,35.9,"mod2",NA,NA,NA,NA,4.04422712889868,0.736103960748571,5.49409776954054,0.000577754430561396
"119",4,29,36.9,"mod2",NA,NA,NA,NA,4.10002279899046,0.804238341586954,5.09801956333012,0.00140259332381632
"120",4,30,38,"mod2",NA,NA,NA,NA,4.44416233571953,0.902054779893968,4.9267100344415,0.00263892850111293
"121",4,31,39,"mod2",NA,NA,NA,NA,4.5595166647484,0.783221641590408,5.82148963030421,0.000649153364888222
"122",4,32,40.8,"mod2",NA,NA,NA,NA,4.35997980099765,0.967730907926064,4.50536380029598,0.00408056804052963
"123",4,33,41.8,"mod2",NA,NA,NA,NA,4.26801055840795,0.831160791974195,5.13499986960461,0.00214648343171578
"124",4,34,43.8,"mod2",NA,NA,NA,NA,4.07010549203483,0.769764740027195,5.28746678094275,0.00113876730592917
"125",4,35,45.7,"mod2",NA,NA,NA,NA,4.27353515026428,0.850057094183893,5.02735072679693,0.00238657943311984
"126",5,1,2,"mod3",1.17201634841635,0.194207733733447,6.03485930186985,0.00380093071872448,NA,NA,NA,NA
"127",5,2,3.5,"mod3",0.815178721185539,0.171138817023026,4.76326023146378,0.00504483207611001,NA,NA,NA,NA
"128",5,4,5.5,"mod3",0.693980525695319,0.173774696485465,3.99356488447882,0.010389602184041,NA,NA,NA,NA
"129",5,5,7.2,"mod2",NA,NA,NA,NA,4.25339386203515,0.882652703457128,4.81887592410432,0.00294344717237994
"130",5,7,10.1,"mod3",0.756550450747826,0.138649949086284,5.45655051252137,0.00157766508272478,NA,NA,NA,NA
