"","replicate","area","area_original","species","links","connectances","links_per_sp","indegree","outdegree","basal","top","intermediate","S_basal","S_intermediate","S_top","sd_gen","sd_vul","modularity","normalised_indegree","normalised_outdegree","consumers","resources","potential_indegree"
"1",1,1,1,32,62,0.125,1.9375,1.9375,1.9375,0.21875,0.125,0.65625,7,21,4,0.785898338751268,0.614024933351638,0.370837658643723,1.28,1.14285714285714,25,28,NA
"2",1,2,2.2,36,87,0.138095238095238,2.41666666666667,2.41666666666667,2.41666666666667,0.0833333333333333,0.0833333333333333,0.805555555555556,3,29,3,0.57994335577385,0.604720685263307,0.296868801116943,1.125,1.125,32,32,NA
"3",1,3,3.1,41,94,0.114634146341463,2.29268292682927,2.29268292682927,2.29268292682927,0.0487804878048781,0.0975609756097561,0.853658536585366,2,35,4,0.5090678421429,0.684411402490315,0.378112256526947,1.05128205128205,1.10810810810811,39,37,NA
"4",1,4,4.1,41,95,0.115853658536585,2.31707317073171,2.31707317073171,2.31707317073171,0.0731707317073171,0.0975609756097561,0.829268292682927,3,34,4,0.558048638156636,0.664680791069383,0.328808844089508,1.07894736842105,1.10810810810811,38,37,NA
"5",1,5,5.8,44,98,0.103594080338266,2.22727272727273,2.22727272727273,2.22727272727273,0.0909090909090909,0.113636363636364,0.795454545454545,4,35,5,0.669900367464786,0.70402144422654,0.378227829933167,1.1,1.12820512820513,40,39,NA
"6",1,6,6.8,45,99,0.1,2.2,2.2,2.2,0.0444444444444444,0.133333333333333,0.822222222222222,2,37,6,0.527244228354928,0.748150737934325,0.388735830783844,1.04651162790698,1.15384615384615,43,39,NA
"7",1,7,8.7,46,127,0.122705314009662,2.76086956521739,2.76086956521739,2.76086956521739,0.0652173913043478,0.0652173913043478,0.869565217391304,3,40,3,0.611756917632184,0.567247407501366,0.355880707502365,1.06976744186047,1.06976744186047,43,43,NA
"8",1,8,10.6,48,130,0.115248226950355,2.70833333333333,2.70833333333333,2.70833333333333,0.0416666666666667,0.0625,0.895833333333333,2,43,3,0.641601923176077,0.564651818105004,0.307544380426407,1.04347826086957,1.06666666666667,46,45,NA
"9",1,9,11.4,48,131,0.11613475177305,2.72916666666667,2.72916666666667,2.72916666666667,0.0208333333333333,0.0416666666666667,0.9375,1,45,2,0.4941412989741,0.589076794313721,0.32256281375885,1.02127659574468,1.04347826086957,47,46,NA
"10",1,10,12.4,49,132,0.112244897959184,2.69387755102041,2.69387755102041,2.69387755102041,0.0408163265306122,0.0816326530612245,0.877551020408163,2,43,4,0.542211617516237,0.621175550167672,0.322945356369019,1.04255319148936,1.08888888888889,47,45,NA
"11",1,11,14,49,133,0.113095238095238,2.71428571428571,2.71428571428571,2.71428571428571,0.0204081632653061,0.0816326530612245,0.877551020408163,1,43,4,0.592153994096059,0.606311068451406,0.283424735069275,1.04255319148936,1.11363636363636,47,44,NA
"12",1,12,15.2,50,138,0.11265306122449,2.76,2.76,2.76,0.02,0.1,0.88,1,44,5,0.619217243426012,0.669124745805065,0.369460195302963,1.02040816326531,1.11111111111111,49,45,NA
"13",1,13,16,51,139,0.109019607843137,2.72549019607843,2.72549019607843,2.72549019607843,0.0196078431372549,0.0588235294117647,0.901960784313726,1,46,3,0.596506573415362,0.660751321517183,0.270664036273956,1.04081632653061,1.08510638297872,49,47,NA
"14",1,14,18,51,146,0.114509803921569,2.86274509803922,2.86274509803922,2.86274509803922,0.0196078431372549,0.0784313725490196,0.901960784313726,1,46,4,0.596990010487198,0.592888043342459,0.272002249956131,1.02,1.08510638297872,50,47,NA
"15",1,15,19,52,155,0.116892911010558,2.98076923076923,2.98076923076923,2.98076923076923,0,0.0192307692307692,0.980769230769231,0,51,1,0.443133553351556,0.485891627343249,0.312861621379852,1,1,52,51,NA
"16",1,16,20.8,53,156,0.113207547169811,2.94339622641509,2.94339622641509,2.94339622641509,0.0188679245283019,0.0188679245283019,0.962264150943396,1,51,1,0.522158267733049,0.491500869519867,0.361686378717422,1.01923076923077,1.01923076923077,52,52,NA
"17",1,17,22.8,53,156,0.113207547169811,2.94339622641509,2.94339622641509,2.94339622641509,0.0754716981132075,0.0566037735849057,0.867924528301887,4,46,3,0.601197356756583,0.586242663689088,0.256677359342575,1.08163265306122,1.06,49,50,NA
"18",1,18,24.2,53,157,0.113933236574746,2.9622641509434,2.9622641509434,2.9622641509434,0.0566037735849057,0.0188679245283019,0.924528301886792,3,49,1,0.499669872947054,0.541757095511953,0.318207621574402,1.06,1.01923076923077,50,52,NA
"19",1,19,25.3,53,158,0.114658925979681,2.9811320754717,2.9811320754717,2.9811320754717,0.0566037735849057,0.0377358490566038,0.905660377358491,3,48,2,0.548396953237831,0.498804543793138,0.329133957624435,1.06,1.03921568627451,50,51,NA
"20",1,20,27.2,53,158,0.114658925979681,2.9811320754717,2.9811320754717,2.9811320754717,0.113207547169811,0.0188679245283019,0.867924528301887,6,46,1,0.597494965822624,0.515865345524035,0.310026437044144,1.12765957446809,1.01923076923077,47,52,NA
"21",1,21,27.9,53,158,0.114658925979681,2.9811320754717,2.9811320754717,2.9811320754717,0.0188679245283019,0.0377358490566038,0.943396226415094,1,50,2,0.515865345524035,0.604694778450545,0.342673450708389,1.01923076923077,1.03921568627451,52,51,NA
"22",1,22,29.9,54,162,0.113207547169811,3,3,3,0.0925925925925926,0.037037037037037,0.87037037037037,5,47,2,0.617698439923105,0.530021161715104,0.326607972383499,1.10204081632653,1.03846153846154,49,52,NA
"23",1,23,31.9,55,166,0.111784511784512,3.01818181818182,3.01818181818182,3.01818181818182,0.0363636363636364,0.0181818181818182,0.945454545454545,2,52,1,0.523836020407844,0.516016072425351,0.324121803045273,1.0377358490566,1.01851851851852,53,54,NA
"24",1,24,33,55,167,0.112457912457912,3.03636363636364,3.03636363636364,3.03636363636364,0,0.0363636363636364,0.963636363636364,0,53,2,0.52251966536202,0.556041396958297,0.350532472133636,1,1,55,53,NA
