"","area","region","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval","fraction"
"3841",1,"Atlantic","mod1",-0.0746644642827309,0.00424040739457044,-17.6078516366927,1.35053473835506e-25,21.1416960153306,0.280082825295036,75.4837287615199,5.91811554959434e-62,1
"4076",1,"Atlantic","mod1",-0.0328018517609065,0.0100129790596294,-3.27593332269692,0.00187858060296656,19.6172622132095,0.615060938579701,31.8948269719578,8.16536084757585e-36,1
"4315",1,"Atlantic","mod1",-0.173994373562097,0.020946854700761,-8.30646777512497,5.57336044971505e-10,10.8137958466389,0.498817130664499,21.6788782539071,1.25889338659568e-22,1
"4576",1,"Atlantic","mod1",-0.117771719223141,0.0243729143257966,-4.83207373762808,1.75106929977817e-05,10.9183931364292,0.593456650524956,18.397962389959,5.31175421444185e-22,1
"4795",1,"Atlantic","mod1",-0.132387526965774,0.0159967858954609,-8.27588290741201,4.07111133547139e-10,13.2513686181257,0.53083664255165,24.9631761560929,1.35870640474351e-25,1
"3842",2,"Atlantic","mod1",-0.0669715988491069,0.0107870826037523,-6.20849967588185,7.39390713026947e-08,17.7974062604531,0.566449888780009,31.4192069112843,8.08792922707874e-37,1
"4077",2,"Atlantic","mod1",-0.111462525429878,0.0191702085415259,-5.81436165331387,5.88488056950458e-07,12.4963217323029,0.574335748417548,21.7578685755391,1.61805457802288e-25,1
"4316",2,"Atlantic","mod1",-0.105752271016036,0.0350358363738989,-3.01840292572035,0.00504743057686642,9.41218165436123,0.699739151640496,13.4509861743408,1.75802331724492e-14,1
"4577",2,"Atlantic","mod1",-0.0729397258012938,0.010671477808334,-6.83501639710395,8.31231383370871e-09,17.1349421523013,0.517974597139691,33.0806611886417,4.56257395224757e-37,1
"4796",2,"Atlantic","mod1",-0.140994561924982,0.00668401593446319,-21.0942887191525,3.09413663565453e-26,14.4452830737207,0.242348152886382,59.6055010185821,2.15035816439163e-47,1
"3843",3,"Atlantic","mod1",-0.0899983490119359,0.00595020606462379,-15.125249114818,5.69618019751264e-23,21.9729767332936,0.411208865778278,53.4350753642099,1.95798643771706e-55,0.8
"4078",3,"Atlantic","mod1",-0.112826363963246,0.0110344377718262,-10.2249309204789,1.65351301125272e-14,16.7437435240917,0.508805287631144,32.9079589601867,8.99941921494855e-39,0.8
"4317",3,"Atlantic","mod1",-0.123573555461689,0.0163707763460006,-7.54842365749372,3.83020045781736e-09,12.1710537051744,0.476623593210046,25.5359866329796,5.89498678764027e-26,0.8
"4578",3,"Atlantic","mod1",-0.0700936937729458,0.0133342044603234,-5.25668359004941,3.51402880643001e-06,16.7098230606234,0.638239535691833,26.1811155940229,1.12042376837084e-29,0.8
"3844",4,"Atlantic","mod1",-0.0893822711475293,0.00752823933628999,-11.8729316583575,7.9323919262748e-18,21.2385225228748,0.493462758226776,43.0397677814512,5.78558789959274e-49,1
"4079",4,"Atlantic","mod1",-0.0942180673099104,0.00573751066180867,-16.4214191246852,1.12740307180603e-23,20.2761191989902,0.353135477731576,57.4173949591166,1.76893507249947e-53,1
"4318",4,"Atlantic","mod1",-0.171157082095538,0.0148841107306719,-11.4993152894806,4.24050072546038e-14,11.8937673881811,0.408325586084746,29.1281462477656,4.46541377870644e-28,1
"4579",4,"Atlantic","mod1",-0.0977680650430056,0.00548521009362685,-17.8239417222323,1.65424412446737e-26,21.3158598851749,0.359997890641455,59.2110688404137,1.29876364132934e-57,1
"4798",4,"Atlantic","mod1",-0.112816847227841,0.00646086723721703,-17.461564072695,6.35781431669539e-23,16.7367290371095,0.302309850543781,55.3628305759943,1.55349640505215e-46,1
"3845",5,"Atlantic","mod1",-0.0825517100896401,0.00586129279697804,-14.0842153683573,3.0315734056119e-22,23.8871699838458,0.449069821580751,53.1925523290825,6.0558786483584e-59,1
"4080",5,"Atlantic","mod1",-0.133173370544788,0.0147523253946709,-9.02727990211598,1.9112721296771e-12,15.4416965769615,0.601417222753531,25.6755144228546,2.66651620570874e-32,1
"4319",5,"Atlantic","mod1",-0.246217881495308,0.0414198225167662,-5.94444559475461,1.13602291138766e-06,8.30812602323442,0.645073545635744,12.8793469821281,2.01915625436282e-14,1
"4580",5,"Atlantic","mod1",-0.0514557261829333,0.00518115188893855,-9.93132941977405,4.00459985738604e-14,18.8994793631203,0.289818831470586,65.2113572717872,5.74441038091661e-56,1
"4581",6,"Atlantic","mod1",-0.0696590324869106,0.00733618002510612,-9.49527305062323,1.4627486469647e-13,22.6877940388877,0.550167803714246,41.2379530130987,9.84657645191803e-46,1
"4799",6,"Atlantic","mod1",-0.0884625047701899,0.0231752698863016,-3.81710785696085,0.00040999506913901,12.4127385139254,0.69954501895362,17.7440167217434,6.09765761140702e-22,1
"3846",7,"Atlantic","mod1",-0.0945279203981345,0.00724946629896988,-13.0392937217415,8.32254006763124e-20,21.8000160548674,0.49312209919817,44.2081506594712,3.16909674230518e-50,1
"4320",7,"Atlantic","mod1",-0.0845883551902172,0.0116669079397731,-7.25028050507292,1.13052475446551e-08,13.2084817659049,0.378301868711579,34.9151903766439,1.75216148381827e-30,1
"4582",7,"Atlantic","mod1",-0.11760879727141,0.0117449046885198,-10.0136016758287,2.03041891848208e-14,18.2907304068865,0.617437723052379,29.6236036834031,1.62006749204621e-37,1
"4800",7,"Atlantic","mod1",-0.085404176156324,0.0118244536219719,-7.22267420438166,3.75901396408746e-09,15.8329354678404,0.503133398417382,31.4686632166405,3.11893240493772e-33,1
