"","rep","area","region","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval","fraction"
"447",2,99,"Salgal","mod3",2.46042390734184,0.197705048496853,12.4449219989494,0.00111812496058784,NA,NA,NA,NA,0.73
"821",3,99,"Salgal","mod3",2.09402269930735,0.201166173046151,10.4094175854653,0.00189211508286077,NA,NA,NA,NA,0.73
"1188",4,99,"Salgal","mod3",2.47676606102518,0.195519047818974,12.6676458823508,0.00106102299342693,NA,NA,NA,NA,0.73
"1933",6,99,"Salgal","mod3",2.2912902845623,0.250020958827646,9.16439283852926,0.00274694752762387,NA,NA,NA,NA,0.73
"2307",7,99,"Salgal","mod3",2.10760649382747,0.199217676821351,10.5794150772949,0.00180422352748601,NA,NA,NA,NA,0.73
"2675",8,99,"Salgal","mod3",2.09420646688746,0.178727851440686,11.7172922407254,0.00133572492099547,NA,NA,NA,NA,0.73
"3040",9,99,"Salgal","mod3",2.09420646688746,0.178727851440686,11.7172922407254,0.00133572492099547,NA,NA,NA,NA,0.73
"3406",10,99,"Salgal","mod3",2.30595351441144,0.247843836693302,9.30405833438165,0.00262833719678397,NA,NA,NA,NA,0.73
"3777",11,99,"Salgal","mod3",2.13718972325395,0.23070845416608,9.26359517677427,0.0026619907775441,NA,NA,NA,NA,0.73
"4521",13,99,"Salgal","mod3",2.06300794444386,0.142352914527132,14.4922072814369,0.000712315852030783,NA,NA,NA,NA,0.73
"4894",14,99,"Salgal","mod3",2.09420646688746,0.178727851440686,11.7172922407254,0.00133572492099547,NA,NA,NA,NA,0.73
"5268",15,99,"Salgal","mod3",2.10760649382747,0.199217676821351,10.5794150772949,0.00180422352748601,NA,NA,NA,NA,0.73
"5997",17,99,"Salgal","mod3",2.09420646688746,0.178727851440686,11.7172922407254,0.00133572492099547,NA,NA,NA,NA,0.73
"6370",18,99,"Salgal","mod3",2.2912902845623,0.250020958827646,9.16439283852926,0.00274694752762387,NA,NA,NA,NA,0.73
"7086",20,99,"Salgal","mod3",2.5247189029921,0.189195248992851,13.344515342917,0.000909602355560642,NA,NA,NA,NA,0.73
"7460",21,99,"Salgal","mod3",2.10760649382747,0.199217676821351,10.5794150772949,0.00180422352748601,NA,NA,NA,NA,0.73
"7805",22,99,"Salgal","mod3",2.59920688281037,0.170496133351755,15.2449608780739,0.000612921991390524,NA,NA,NA,NA,0.73
"8174",23,99,"Salgal","mod3",2.18579944931197,0.173921287459806,12.5677510857727,0.00108614307943521,NA,NA,NA,NA,0.73
"8907",25,99,"Salgal","mod3",2.47676606102518,0.195519047818974,12.6676458823508,0.00106102299342693,NA,NA,NA,NA,0.73
"9255",26,99,"Salgal","mod3",2.6638974661801,0.152169027790462,17.5061739229109,0.000406273830097765,NA,NA,NA,NA,0.73
"9628",27,99,"Salgal","mod3",2.09420646688746,0.178727851440686,11.7172922407254,0.00133572492099547,NA,NA,NA,NA,0.73
