"","rep","area","region","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval","fraction"
"23809",70,94,"Galpar","mod2",NA,NA,NA,NA,5.56662241150173,0.98057255603911,5.67691026759647,0.00030305274553063,0.616161616161616
"24845",73,94,"Galpar","mod2",NA,NA,NA,NA,29.7660731597353,5.96036884972344,4.99399851086672,0.000406358572333023,0.616161616161616
"25530",75,94,"Galpar","mod2",NA,NA,NA,NA,5.71227668491899,0.982408929882858,5.81456103580015,0.000254787270347998,0.616161616161616
"25879",76,94,"Galpar","mod2",NA,NA,NA,NA,6.06446032900778,1.17512208497136,5.16070662492534,0.00086291085141249,0.616161616161616
"26223",77,94,"Galpar","mod2",NA,NA,NA,NA,17.4421117489105,3.09310984486821,5.6390211223338,6.10912159818687e-05,0.616161616161616
"26573",78,94,"Galpar","mod2",NA,NA,NA,NA,23.7814064465656,4.69908681997441,5.06085700427539,0.000218240187987508,0.616161616161616
"27603",81,94,"Galpar","mod2",NA,NA,NA,NA,6.10170319670266,1.12710653827802,5.41359932666595,0.000425378292811026,0.616161616161616
"28637",84,94,"Galpar","mod2",NA,NA,NA,NA,6.08700400332853,1.11069058056554,5.48037780263625,0.000389973018772297,0.616161616161616
"28981",85,94,"Galpar","mod2",NA,NA,NA,NA,24.5306489221368,6.09372152092556,4.025561200639,0.00241671392367112,0.616161616161616
"29659",87,94,"Galpar","mod2",NA,NA,NA,NA,3.7297895601884,0.715899401789226,5.20993529379498,0.00123941225570774,0.616161616161616
"31044",91,94,"Galpar","mod2",NA,NA,NA,NA,14.5546215376848,3.43221851074355,4.24058709902233,0.00138750394239486,0.616161616161616
"31383",92,94,"Galpar","mod2",NA,NA,NA,NA,20.638031904377,4.220387685065,4.89007964301724,0.000632388631660652,0.616161616161616
"31725",93,94,"Galpar","mod2",NA,NA,NA,NA,4.56650134972318,0.942519486042072,4.84499410075787,0.00186701716975047,0.616161616161616
"32073",94,94,"Galpar","mod2",NA,NA,NA,NA,16.8597385649327,3.53210977572588,4.77327705973349,0.000453728633234098,0.616161616161616
"32762",96,94,"Galpar","mod2",NA,NA,NA,NA,6.50482088604786,1.08983512178517,5.96862842463073,0.000210455626022763,0.616161616161616
"33098",97,94,"Galpar","mod2",NA,NA,NA,NA,5.66199546136905,1.09988190242288,5.14782127871773,0.000876665964537858,0.616161616161616
"33791",99,94,"Galpar","mod2",NA,NA,NA,NA,6.00377255229291,1.01469481386429,5.91682589706809,0.000224347314969,0.616161616161616
"34133",100,94,"Galpar","mod2",NA,NA,NA,NA,32.3692727207467,6.41786515982458,5.04361994442892,0.000287562290787147,0.616161616161616
"1807",6,95,"Galpar","mod2",NA,NA,NA,NA,25.1038593649587,5.11273796824542,4.91006179484958,0.000359783071898003,0.572916666666667
"2492",8,95,"Galpar","mod2",NA,NA,NA,NA,28.7128152659184,6.53455926629466,4.39399416178218,0.00107385172301386,0.572916666666667
"2835",9,95,"Galpar","mod2",NA,NA,NA,NA,11.7424823731783,2.12489523783221,5.52614649612459,0.000130664315699976,0.572916666666667
"3529",11,95,"Galpar","mod2",NA,NA,NA,NA,45.5803495926382,10.3955637658812,4.38459621999872,0.00109074657757772,0.572916666666667
"4211",13,95,"Galpar","mod2",NA,NA,NA,NA,13.5409453497165,3.23281131789492,4.18859748317568,0.00234598898208813,0.572916666666667
"4898",15,95,"Galpar","mod2",NA,NA,NA,NA,4.84030018223581,0.928353300348385,5.21385573834809,0.000808617503195313,0.572916666666667
"5240",16,95,"Galpar","mod2",NA,NA,NA,NA,47.3021850558333,12.746586724743,3.71096875401262,0.0048377258797026,0.572916666666667
"5587",17,95,"Galpar","mod2",NA,NA,NA,NA,4.27667385833485,0.956947494554269,4.46907890210513,0.0042416070124746,0.572916666666667
"6272",19,95,"Galpar","mod2",NA,NA,NA,NA,4.46521668808406,0.784020342874462,5.69528167051532,0.000456859373983159,0.572916666666667
"6620",20,95,"Galpar","mod2",NA,NA,NA,NA,35.4375576125269,6.56237138748615,5.40011461102355,9.35925262633435e-05,0.572916666666667
"6965",21,95,"Galpar","mod2",NA,NA,NA,NA,6.14552601061379,1.17858264384461,5.21433608640861,0.000553362435899553,0.572916666666667
"8333",25,95,"Galpar","mod2",NA,NA,NA,NA,12.1465220569984,2.45458820241134,4.94849687824046,0.000436669239357892,0.572916666666667
"8678",26,95,"Galpar","mod2",NA,NA,NA,NA,4.83710901472312,0.846652734870437,5.7132148937821,0.000447514478945897,0.572916666666667
"9017",27,95,"Galpar","mod2",NA,NA,NA,NA,22.5738543526521,4.55329879788008,4.95769229183071,0.000261841870436638,0.572916666666667
"9366",28,95,"Galpar","mod2",NA,NA,NA,NA,27.9016035288286,5.78172420427757,4.82582747689448,0.000414913518205818,0.572916666666667
"10389",31,95,"Galpar","mod2",NA,NA,NA,NA,5.19325803109146,1.04989768305346,4.94644203422537,0.00112590681730873,0.572916666666667
"11428",34,95,"Galpar","mod2",NA,NA,NA,NA,34.514424461067,7.39511824136037,4.66719034565672,0.000544114820606404,0.572916666666667
"11768",35,95,"Galpar","mod2",NA,NA,NA,NA,21.9584327384849,4.26916629626169,5.14349435338531,0.000149266226612846,0.572916666666667
"12456",37,95,"Galpar","mod2",NA,NA,NA,NA,4.35747226110214,0.958532469939138,4.54598294555302,0.00390841241707477,0.572916666666667
"12801",38,95,"Galpar","mod2",NA,NA,NA,NA,19.7193801802312,4.14179753947501,4.76106810926608,0.000463278940898005,0.572916666666667
"13836",41,95,"Galpar","mod2",NA,NA,NA,NA,5.17742419208897,1.15997227770421,4.4634033861016,0.00426743782796848,0.572916666666667
"14178",42,95,"Galpar","mod2",NA,NA,NA,NA,4.24086122043659,1.02903964501224,4.12118351415521,0.00620800327451704,0.572916666666667
"14524",43,95,"Galpar","mod2",NA,NA,NA,NA,5.58325379074546,0.823463315850017,6.78020949237085,3.03264294139427e-05,0.572916666666667
"15208",45,95,"Galpar","mod2",NA,NA,NA,NA,13.762526922887,2.65561772609826,5.18242019084104,0.000302612829604569,0.572916666666667
"15558",46,95,"Galpar","mod2",NA,NA,NA,NA,4.82371054194323,1.31289185836062,3.67411109393769,0.0104032488792543,0.572916666666667
"16245",48,95,"Galpar","mod2",NA,NA,NA,NA,4.78817449418653,1.00086836022928,4.78402024127292,0.00200293896178999,0.572916666666667
"16933",50,95,"Galpar","mod2",NA,NA,NA,NA,4.45896620260625,0.92968473113778,4.79621322504588,0.00301239219582828,0.572916666666667
"17622",52,95,"Galpar","mod2",NA,NA,NA,NA,23.5697550641038,4.38707989854847,5.37253836473372,0.000225908255960271,0.572916666666667
"18308",54,95,"Galpar","mod2",NA,NA,NA,NA,5.35869494189181,0.923916165369045,5.79997963316439,0.000405172448455319,0.572916666666667
"18653",55,95,"Galpar","mod2",NA,NA,NA,NA,4.75389949927429,0.914271657989862,5.19965751724856,0.00125348155061799,0.572916666666667
"19000",56,95,"Galpar","mod2",NA,NA,NA,NA,6.42146037048067,1.18927467107787,5.39947627461094,0.000433303144668135,0.572916666666667
"19689",58,95,"Galpar","mod2",NA,NA,NA,NA,24.9705736347859,4.93174899894927,5.06322881397776,0.000278314010694316,0.572916666666667
"21750",64,95,"Galpar","mod2",NA,NA,NA,NA,27.4818804999604,6.30107735760824,4.36145740486385,0.000925988026648423,0.572916666666667
"22092",65,95,"Galpar","mod2",NA,NA,NA,NA,4.54034413753943,1.04694306185996,4.33676319462226,0.00489251047480739,0.572916666666667
"22784",67,95,"Galpar","mod2",NA,NA,NA,NA,4.99641961138014,0.896606027623985,5.5725920386914,0.000526845105255129,0.572916666666667
"23810",70,95,"Galpar","mod2",NA,NA,NA,NA,5.28990387105885,0.943814090048314,5.60481553182583,0.000507389182036658,0.572916666666667
"24156",71,95,"Galpar","mod2",NA,NA,NA,NA,4.85920343690746,1.04673153149673,4.64226336046193,0.00236329208185147,0.572916666666667
"24846",73,95,"Galpar","mod2",NA,NA,NA,NA,6.16773576190416,1.30516988024734,4.72561913605863,0.00149132141265801,0.572916666666667
"25880",76,95,"Galpar","mod2",NA,NA,NA,NA,44.1283366185335,8.13062044261709,5.42742548738746,0.000115590187447497,0.572916666666667
"26224",77,95,"Galpar","mod2",NA,NA,NA,NA,5.28175584428053,0.885444777399844,5.96508780569093,0.000211374706086813,0.572916666666667
"26574",78,95,"Galpar","mod2",NA,NA,NA,NA,26.2092080748956,4.70619787943135,5.56908331233672,6.9161183910422e-05,0.572916666666667
"27604",81,95,"Galpar","mod2",NA,NA,NA,NA,4.23682102277448,0.816775909420704,5.18725022849833,0.00127070309545909,0.572916666666667
"28288",83,95,"Galpar","mod2",NA,NA,NA,NA,4.5471829367914,0.828729162145099,5.48693486907276,0.000386672513336353,0.572916666666667
"28982",85,95,"Galpar","mod2",NA,NA,NA,NA,4.90583819998601,1.38039591900476,3.55393560097094,0.0163191982648753,0.572916666666667
"30015",88,95,"Galpar","mod2",NA,NA,NA,NA,5.36765392839421,1.30158955612949,4.12392209442421,0.00443767584574392,0.572916666666667
"30358",89,95,"Galpar","mod2",NA,NA,NA,NA,12.0616615016271,2.04954358312271,5.88504757886134,3.96965502794067e-05,0.572916666666667
"30693",90,95,"Galpar","mod2",NA,NA,NA,NA,4.2400402657447,0.91079689407642,4.65530821780442,0.00348435558953217,0.572916666666667
"31384",92,95,"Galpar","mod2",NA,NA,NA,NA,20.9543347000637,4.92231843694037,4.25700510206905,0.00167091564084328,0.572916666666667
"31726",93,95,"Galpar","mod2",NA,NA,NA,NA,44.2505880788715,13.1961489424964,3.35329559189564,0.0121956401367391,0.572916666666667
"32074",94,95,"Galpar","mod2",NA,NA,NA,NA,49.0926260433665,12.9031048077487,3.80471419668582,0.00418695116059762,0.572916666666667
"32417",95,95,"Galpar","mod2",NA,NA,NA,NA,17.9615637116978,3.54941852757566,5.06042428419001,0.000218406338525395,0.572916666666667
"33099",97,95,"Galpar","mod2",NA,NA,NA,NA,3.98968842931123,0.864843001436799,4.61319386603465,0.00364124064250035,0.572916666666667
"33449",98,95,"Galpar","mod2",NA,NA,NA,NA,5.61093211177755,1.0204989247483,5.49822442307955,0.000381060559430261,0.572916666666667
"33792",99,95,"Galpar","mod2",NA,NA,NA,NA,5.4506466488154,0.968710917288644,5.6267009605625,0.000323055848871736,0.572916666666667
"34134",100,95,"Galpar","mod2",NA,NA,NA,NA,4.95057103886431,0.955464676033202,5.18132293432089,0.000841391273576078,0.572916666666667
"89",1,96,"Galpar","mod2",NA,NA,NA,NA,18.6374514031705,4.19413145818899,4.44369748277229,0.000988947719359838,0.523255813953488
"1119",4,96,"Galpar","mod2",NA,NA,NA,NA,13.3036427281353,2.29882004012741,5.78716145496885,3.58421804460754e-05,0.523255813953488
"1808",6,96,"Galpar","mod2",NA,NA,NA,NA,18.483642805376,4.34660450277812,4.25243262725243,0.00213480628503147,0.523255813953488
"2152",7,96,"Galpar","mod2",NA,NA,NA,NA,12.8439100190693,2.48525762909323,5.16803967070229,0.000309443220287155,0.523255813953488
"3180",10,96,"Galpar","mod2",NA,NA,NA,NA,4.42436276747328,0.852716596090918,5.1885500854044,0.0020373447384538,0.523255813953488
"3873",12,96,"Galpar","mod2",NA,NA,NA,NA,5.24390990889309,1.08635683500281,4.82706026227515,0.00130952682155063,0.523255813953488
"5241",16,96,"Galpar","mod2",NA,NA,NA,NA,11.6923010614609,2.36937967391421,4.93475199023095,0.000446288125650643,0.523255813953488
"5588",17,96,"Galpar","mod2",NA,NA,NA,NA,34.3028170109855,6.77984132477534,5.05953094884889,0.000366552170181437,0.523255813953488
"5932",18,96,"Galpar","mod2",NA,NA,NA,NA,4.51962645718578,0.895943770874066,5.04454253058372,0.00148888842094247,0.523255813953488
"7992",24,96,"Galpar","mod2",NA,NA,NA,NA,30.5060202256812,6.69906502088089,4.55377282211688,0.000661832340800247,0.523255813953488
"8679",26,96,"Galpar","mod2",NA,NA,NA,NA,22.2511643888834,4.75617375252357,4.67837500198078,0.000673329535637793,0.523255813953488
"9018",27,96,"Galpar","mod2",NA,NA,NA,NA,65.7408832517006,20.7959296321199,3.16123801218109,0.0195343534391395,0.523255813953488
"9709",29,96,"Galpar","mod2",NA,NA,NA,NA,19.8509655086233,3.75167010654442,5.29123428896247,0.000146061428677057,0.523255813953488
"10390",31,96,"Galpar","mod2",NA,NA,NA,NA,4.47930102936069,0.771372973713901,5.80691984552474,0.000658869181876031,0.523255813953488
"10737",32,96,"Galpar","mod2",NA,NA,NA,NA,4.58010887773123,0.898582470449747,5.09703786613916,0.000933258604626041,0.523255813953488
"11429",34,96,"Galpar","mod2",NA,NA,NA,NA,6.11110125964228,1.06187585722961,5.75500536907008,0.000274560346035727,0.523255813953488
"12802",38,96,"Galpar","mod2",NA,NA,NA,NA,5.76243425107813,1.18563135147785,4.86022425427214,0.00125544547164953,0.523255813953488
"15209",45,96,"Galpar","mod2",NA,NA,NA,NA,36.4602038326162,9.28091723517333,3.92851298085466,0.00346586033737081,0.523255813953488
"15559",46,96,"Galpar","mod2",NA,NA,NA,NA,45.1655539934118,10.0587114698252,4.49019281733078,0.000915883715088738,0.523255813953488
"16246",48,96,"Galpar","mod2",NA,NA,NA,NA,33.0674174822286,6.52946707949865,5.06433635082629,0.0001726846954303,0.523255813953488
"17280",51,96,"Galpar","mod2",NA,NA,NA,NA,22.5380895759571,3.95224675982133,5.70260182260886,5.46067373263407e-05,0.523255813953488
"17960",53,96,"Galpar","mod2",NA,NA,NA,NA,6.24028868042098,1.14773251472256,5.43705837411904,0.000412559235351253,0.523255813953488
"18654",55,96,"Galpar","mod2",NA,NA,NA,NA,5.08555408150978,0.776260200687446,6.55135233908177,0.000105006691991022,0.523255813953488
"19001",56,96,"Galpar","mod2",NA,NA,NA,NA,4.4593786838552,0.920386156733897,4.84511707529354,0.00186675357397265,0.523255813953488
"20724",61,96,"Galpar","mod2",NA,NA,NA,NA,46.5232925351618,8.8736809059633,5.24284037573373,0.000124460377935077,0.523255813953488
"21057",62,96,"Galpar","mod2",NA,NA,NA,NA,30.9296489156768,6.45691175446883,4.79016131733105,0.000562158055527422,0.523255813953488
"21405",63,96,"Galpar","mod2",NA,NA,NA,NA,5.18405516061751,0.90741551774592,5.71298931882391,0.000194800498369632,0.523255813953488
"22093",65,96,"Galpar","mod2",NA,NA,NA,NA,4.57085086851223,0.712679679617496,6.41361189218341,0.000123286037219866,0.523255813953488
"22441",66,96,"Galpar","mod2",NA,NA,NA,NA,23.5670498435204,4.14812354035095,5.6813760762599,3.40548455156321e-05,0.523255813953488
"22785",67,96,"Galpar","mod2",NA,NA,NA,NA,38.7909372539271,10.4965899726184,3.69557516823251,0.00495440025377242,0.523255813953488
"24157",71,96,"Galpar","mod2",NA,NA,NA,NA,6.04046332518504,1.13289790545072,5.33186909087089,0.000473516882799176,0.523255813953488
"24847",73,96,"Galpar","mod2",NA,NA,NA,NA,5.25993520668977,1.04258828114215,5.04507416957298,0.000995326195217138,0.523255813953488
"25194",74,96,"Galpar","mod2",NA,NA,NA,NA,4.70813809080819,0.884747631264068,5.32144752292981,0.000709797842459527,0.523255813953488
"25881",76,96,"Galpar","mod2",NA,NA,NA,NA,4.7220858906475,0.942191728438555,5.01180996194178,0.00154460885357202,0.523255813953488
"26225",77,96,"Galpar","mod2",NA,NA,NA,NA,19.2097007101411,3.87300505531763,4.95989559418888,0.000428858360665795,0.523255813953488
"26575",78,96,"Galpar","mod2",NA,NA,NA,NA,6.67637050007571,1.19710484918263,5.57709753212867,0.000344230520510983,0.523255813953488
"27605",81,96,"Galpar","mod2",NA,NA,NA,NA,6.56730054335191,1.07541350018269,6.1067678081373,0.000177779167353857,0.523255813953488
"28639",84,96,"Galpar","mod2",NA,NA,NA,NA,4.54305221173548,0.93828473479498,4.84186947017544,0.00287531484249389,0.523255813953488
"28983",85,96,"Galpar","mod2",NA,NA,NA,NA,44.1702402891117,8.63018406860264,5.11811103193116,0.000254052415778619,0.523255813953488
"29322",86,96,"Galpar","mod2",NA,NA,NA,NA,74.7139343220816,26.1702099701457,2.85492299860465,0.0289939102929548,0.523255813953488
"30016",88,96,"Galpar","mod2",NA,NA,NA,NA,25.1523931751933,5.20720225541365,4.83030847304686,0.000411768652341415,0.523255813953488
"31727",93,96,"Galpar","mod2",NA,NA,NA,NA,15.6464235997112,3.37793301732449,4.63195200125788,0.000933388948049268,0.523255813953488
"32418",95,96,"Galpar","mod2",NA,NA,NA,NA,18.0738613038697,4.46110858709969,4.0514282382936,0.00231825179374922,0.523255813953488
"33100",97,96,"Galpar","mod2",NA,NA,NA,NA,34.5432138556238,7.85281054092862,4.39883449060505,0.00172329246404145,0.523255813953488
"33450",98,96,"Galpar","mod2",NA,NA,NA,NA,6.28084726355873,1.21729914038968,5.15965801269531,0.000595365022379614,0.523255813953488
"90",1,97,"Galpar","mod2",NA,NA,NA,NA,4.89194525858088,0.919017760342161,5.32301492928662,0.000708459698678157,0.536082474226804
"437",2,97,"Galpar","mod2",NA,NA,NA,NA,5.4918769521703,1.02343376016167,5.36612838656285,0.000672714458132389,0.536082474226804
"774",3,97,"Galpar","mod2",NA,NA,NA,NA,16.5020431201564,3.62531360982205,4.55189395903503,0.000827562688201299,0.536082474226804
"1120",4,97,"Galpar","mod2",NA,NA,NA,NA,4.40114939517126,0.823862292724412,5.34209349552484,0.00107332159712694,0.536082474226804
"1809",6,97,"Galpar","mod2",NA,NA,NA,NA,5.5568958206881,0.916374548771836,6.06400060775988,0.000187263173622661,0.536082474226804
"2153",7,97,"Galpar","mod2",NA,NA,NA,NA,5.58463958581685,1.09915551471667,5.08084571386278,0.00095213318428413,0.536082474226804
"2494",8,97,"Galpar","mod2",NA,NA,NA,NA,4.86150406901013,0.97799472936878,4.9708898453347,0.00109188260753792,0.536082474226804
"3531",11,97,"Galpar","mod2",NA,NA,NA,NA,5.34596932997851,1.72933715640818,3.09134011847756,0.0271181757851966,0.536082474226804
"3874",12,97,"Galpar","mod2",NA,NA,NA,NA,5.36651108511188,0.987079424580592,5.43675711545917,0.000618352372581275,0.536082474226804
"4213",13,97,"Galpar","mod2",NA,NA,NA,NA,5.91382603539395,1.11652593363014,5.29663114601057,0.000496061936961638,0.536082474226804
"5242",16,97,"Galpar","mod2",NA,NA,NA,NA,16.0463607558806,3.22700769771871,4.97252013598366,0.000323893174083242,0.536082474226804
"6274",19,97,"Galpar","mod2",NA,NA,NA,NA,4.9896851441522,1.00851805266784,4.94754172317782,0.00166087238866905,0.536082474226804
"6621",20,97,"Galpar","mod2",NA,NA,NA,NA,5.21511247514738,0.983259568465401,5.30390208486529,0.000724967339189115,0.536082474226804
"6966",21,97,"Galpar","mod2",NA,NA,NA,NA,4.58736814508024,0.970453144059768,4.72703723323474,0.00213992422663997,0.536082474226804
"8335",25,97,"Galpar","mod2",NA,NA,NA,NA,7.22520076116547,1.37626838942916,5.2498486608141,0.000527803464504251,0.536082474226804
"9367",28,97,"Galpar","mod2",NA,NA,NA,NA,19.3387353361226,4.84209805041278,3.99387520343047,0.00254334136340193,0.536082474226804
"9710",29,97,"Galpar","mod2",NA,NA,NA,NA,5.83280759237129,1.00798236336291,5.78661671510938,0.000263865498903716,0.536082474226804
"10051",30,97,"Galpar","mod2",NA,NA,NA,NA,4.19700540511223,1.02163341652337,4.1081324643772,0.00629955454724687,0.536082474226804
"10738",32,97,"Galpar","mod2",NA,NA,NA,NA,46.6650721691229,9.75080202703405,4.78576757478454,0.000739284654544727,0.536082474226804
"11077",33,97,"Galpar","mod2",NA,NA,NA,NA,25.8781594783599,5.23232977886201,4.94581965817685,0.000438525484146366,0.536082474226804
"12458",37,97,"Galpar","mod2",NA,NA,NA,NA,5.52704153001314,0.860600369430537,6.42230903720202,0.000122034634429474,0.536082474226804
"14180",42,97,"Galpar","mod2",NA,NA,NA,NA,5.91570464242307,1.2811322222245,4.61755979578073,0.00362461156336919,0.536082474226804
"14526",43,97,"Galpar","mod2",NA,NA,NA,NA,4.58807495001636,0.956561750234081,4.79642317800561,0.00136174841209176,0.536082474226804
"14872",44,97,"Galpar","mod2",NA,NA,NA,NA,5.70931352018756,1.14691347097058,4.97798104625628,0.00108222484161383,0.536082474226804
"15210",45,97,"Galpar","mod2",NA,NA,NA,NA,51.4514565947492,11.0290054514173,4.66510392268755,0.000687988893492972,0.536082474226804
"16592",49,97,"Galpar","mod2",NA,NA,NA,NA,5.24180391136147,1.58404088492401,3.30913422832072,0.021260664978461,0.536082474226804
"16934",50,97,"Galpar","mod2",NA,NA,NA,NA,5.10311700726389,0.891284750474953,5.72557423937133,0.000441196436413017,0.536082474226804
"17623",52,97,"Galpar","mod2",NA,NA,NA,NA,6.68657979227269,1.17896111747947,5.67158635949597,0.000305108693056491,0.536082474226804
"17961",53,97,"Galpar","mod2",NA,NA,NA,NA,20.3828294877389,4.89796352137266,4.16149066827402,0.00158534920637845,0.536082474226804
"18655",55,97,"Galpar","mod2",NA,NA,NA,NA,13.3394609047787,2.56540506477627,5.19974840929927,0.000294593843859595,0.536082474226804
"19342",57,97,"Galpar","mod2",NA,NA,NA,NA,4.19210507653618,0.739868354383591,5.66601484128721,0.000761699846036165,0.536082474226804
"20725",61,97,"Galpar","mod2",NA,NA,NA,NA,5.88603277408008,0.937073706435493,6.28129114460994,9.12686512205227e-05,0.536082474226804
"21058",62,97,"Galpar","mod2",NA,NA,NA,NA,4.14305992387405,0.77021984933626,5.3790614815294,0.000662380566871811,0.536082474226804
"21406",63,97,"Galpar","mod2",NA,NA,NA,NA,11.8798443706608,2.00751589347715,5.91768384462654,5.08630390637097e-05,0.536082474226804
"22442",66,97,"Galpar","mod2",NA,NA,NA,NA,27.435655093975,5.91785675146531,4.63607962243792,0.00072123221872125,0.536082474226804
"23812",70,97,"Galpar","mod2",NA,NA,NA,NA,4.67398094098646,1.00296569390071,4.66016033191376,0.00231407122451958,0.536082474226804
"24158",71,97,"Galpar","mod2",NA,NA,NA,NA,4.57703071810943,0.872833043493213,5.24387882909593,0.000779608225493475,0.536082474226804
"24848",73,97,"Galpar","mod2",NA,NA,NA,NA,4.62216492122108,1.09466070313833,4.2224635523771,0.00554613382219762,0.536082474226804
"26226",77,97,"Galpar","mod2",NA,NA,NA,NA,4.85075522664179,1.08885113124668,4.45492968454549,0.00430633433805635,0.536082474226804
"27260",80,97,"Galpar","mod2",NA,NA,NA,NA,16.6653343906218,3.41838725922523,4.87520375160741,0.00049061982611207,0.536082474226804
"27606",81,97,"Galpar","mod2",NA,NA,NA,NA,4.46109175409079,0.717544436792246,6.2171644365803,0.000254625795073937,0.536082474226804
"27952",82,97,"Galpar","mod2",NA,NA,NA,NA,4.61884117193167,0.848195226104825,5.44549300653674,0.000611970195813244,0.536082474226804
"28290",83,97,"Galpar","mod2",NA,NA,NA,NA,4.73636424268338,0.995375318494765,4.75837018929286,0.00206336162326958,0.536082474226804
"28984",85,97,"Galpar","mod2",NA,NA,NA,NA,31.9466359807952,7.64565717765578,4.1784028813322,0.00189250863146657,0.536082474226804
"29323",86,97,"Galpar","mod2",NA,NA,NA,NA,37.436462853987,11.0580355868351,3.38545328055881,0.00956410963703164,0.536082474226804
"29662",87,97,"Galpar","mod2",NA,NA,NA,NA,33.7803435424209,6.80077774714457,4.96712946642084,0.000423978068565043,0.536082474226804
"30017",88,97,"Galpar","mod2",NA,NA,NA,NA,40.5845101686876,9.68572512769712,4.19013647750883,0.00151049661072619,0.536082474226804
"30360",89,97,"Galpar","mod2",NA,NA,NA,NA,14.7380872680783,2.65199992210882,5.55734830352439,7.06207268283107e-05,0.536082474226804
"31386",92,97,"Galpar","mod2",NA,NA,NA,NA,6.27962141256113,1.28220198102595,4.89752902076826,0.00119750385483318,0.536082474226804
"32075",94,97,"Galpar","mod2",NA,NA,NA,NA,45.9775693293254,10.6844590018349,4.30321921974985,0.00155355362059129,0.536082474226804
"32765",96,97,"Galpar","mod2",NA,NA,NA,NA,39.4507099866116,7.71551330611852,5.1131672542547,0.000199095187358114,0.536082474226804
"33101",97,97,"Galpar","mod2",NA,NA,NA,NA,4.93083072996231,0.893731431182505,5.51712802965682,0.000562279487084219,0.536082474226804
"438",2,98,"Galpar","mod2",NA,NA,NA,NA,5.12645867608461,1.09907329411332,4.66434650313327,0.00230272245285696,0.579545454545455
"775",3,98,"Galpar","mod2",NA,NA,NA,NA,22.981724921368,4.30012777212805,5.34442838427444,0.000175188258141378,0.579545454545455
"1467",5,98,"Galpar","mod2",NA,NA,NA,NA,5.07077957438177,0.884482427712039,5.73304727771558,0.000437423851592781,0.579545454545455
"1810",6,98,"Galpar","mod2",NA,NA,NA,NA,4.83482368919744,0.93532381968141,5.16914419098647,0.000854031697114153,0.579545454545455
"2495",8,98,"Galpar","mod2",NA,NA,NA,NA,16.5458177277262,3.63943865738328,4.54625542160464,0.00106440774421437,0.579545454545455
"3182",10,98,"Galpar","mod2",NA,NA,NA,NA,16.5940803572597,3.42713077248271,4.84197466011444,0.000403697557216832,0.579545454545455
"4214",13,98,"Galpar","mod2",NA,NA,NA,NA,5.23602575759612,0.901371403962181,5.80895481549557,0.000256580999465207,0.579545454545455
"5590",17,98,"Galpar","mod2",NA,NA,NA,NA,6.0663070378077,1.10316672242681,5.49899386419368,0.000380681299525552,0.579545454545455
"6275",19,98,"Galpar","mod2",NA,NA,NA,NA,5.08250497106616,1.05431211727904,4.82068344636221,0.00191994592260953,0.579545454545455
"6622",20,98,"Galpar","mod2",NA,NA,NA,NA,17.3066119983933,3.02935838878888,5.71296287109575,5.36201140147343e-05,0.579545454545455
"6967",21,98,"Galpar","mod2",NA,NA,NA,NA,5.68101353378203,1.20087564590193,4.73072591085418,0.00213074971699534,0.579545454545455
"7994",24,98,"Galpar","mod2",NA,NA,NA,NA,4.61683842950886,1.0040377182339,4.59827190320085,0.00369872931516767,0.579545454545455
"8681",26,98,"Galpar","mod2",NA,NA,NA,NA,17.9551057255317,2.95965262240395,6.06662605929336,2.15747791821104e-05,0.579545454545455
"9368",28,98,"Galpar","mod2",NA,NA,NA,NA,15.8712046850423,3.54248426649816,4.48024705011081,0.000752096388149817,0.579545454545455
"10739",32,98,"Galpar","mod2",NA,NA,NA,NA,4.67043121967466,0.948411702691026,4.92447658166043,0.00170493902300249,0.579545454545455
"11078",33,98,"Galpar","mod2",NA,NA,NA,NA,70.7139510161033,23.1449302463412,3.05526740687766,0.0223602925234389,0.579545454545455
"11771",35,98,"Galpar","mod2",NA,NA,NA,NA,4.46286870383344,0.846992185915719,5.26907895733235,0.000756137304395989,0.579545454545455
"12118",36,98,"Galpar","mod2",NA,NA,NA,NA,13.9379058877174,3.0058266697393,4.63696261265998,0.00122452355285275,0.579545454545455
"12459",37,98,"Galpar","mod2",NA,NA,NA,NA,5.40711902941367,0.881583971766465,6.13341349500628,0.000172135282938849,0.579545454545455
"14181",42,98,"Galpar","mod2",NA,NA,NA,NA,5.76495004083013,0.880939588195553,6.54409237373314,6.52132703182455e-05,0.579545454545455
"14527",43,98,"Galpar","mod2",NA,NA,NA,NA,6.16427592738103,1.13252130816892,5.44296684125752,0.00040939691885877,0.579545454545455
"15211",45,98,"Galpar","mod2",NA,NA,NA,NA,4.28224570780612,0.902860287821842,4.74297714227423,0.00210058920630471,0.579545454545455
"16248",48,98,"Galpar","mod2",NA,NA,NA,NA,12.0674075653701,2.38747136177851,5.05447217443509,0.000282404777368087,0.579545454545455
"17624",52,98,"Galpar","mod2",NA,NA,NA,NA,5.63697629098375,0.954643032668003,5.90480011699213,0.000359794210244249,0.579545454545455
"18656",55,98,"Galpar","mod2",NA,NA,NA,NA,4.91572318043509,0.803238314485812,6.11988135000987,0.000174976797192062,0.579545454545455
"19003",56,98,"Galpar","mod2",NA,NA,NA,NA,17.2784471409486,3.40411167948632,5.07575801495323,0.000272568718884238,0.579545454545455
