"","rep","area","region","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval","fraction"
"2559",8,1,"Salgal","mod2",NA,NA,NA,NA,3.09502979464549,2.52349599658767,1.22648492362605,0.435463059958,0.658536585365854
"2928",9,1,"Salgal","mod2",NA,NA,NA,NA,4.32811008515905,3.06725859263433,1.41106788177316,0.392495077289178,0.658536585365854
"4745",14,1,"Salgal","mod2",NA,NA,NA,NA,2.48707060788409,2.2882866071851,1.0868702373535,0.473514692231281,0.658536585365854
"7672",22,1,"Salgal","mod2",NA,NA,NA,NA,3.09502979464549,2.52349599658767,1.22648492362605,0.435463059958,0.658536585365854
"8406",24,1,"Salgal","mod2",NA,NA,NA,NA,4.32811008515905,3.06725859263433,1.41106788177316,0.392495077289178,0.658536585365854
"9135",26,1,"Salgal","mod2",NA,NA,NA,NA,6.8154273410556,4.25046284850756,1.60345533744605,0.354998423853989,0.658536585365854
"9874",28,1,"Salgal","mod2",NA,NA,NA,NA,4.32811008515905,3.06725859263433,1.41106788177316,0.392495077289178,0.658536585365854
"10979",31,1,"Salgal","mod2",NA,NA,NA,NA,6.76342052648874,2.83951838860034,2.38189002530904,0.253048363408338,0.658536585365854
"11346",32,1,"Salgal","mod2",NA,NA,NA,NA,14.4437117090934,14.267900666845,1.0123221380884,0.496101807680583,0.658536585365854
"12806",36,1,"Salgal","mod2",NA,NA,NA,NA,2.95916944991614,2.46801776233093,1.19900654488051,0.44254345205677,0.658536585365854
"13167",37,1,"Salgal","mod2",NA,NA,NA,NA,4.32811008515905,3.06725859263433,1.41106788177316,0.392495077289178,0.658536585365854
"13532",38,1,"Salgal","mod2",NA,NA,NA,NA,3.3403365432009,2.62664617584689,1.27171165036109,0.42421610233037,0.658536585365854
"14994",42,1,"Salgal","mod2",NA,NA,NA,NA,2.96767954647153,1.2272490845805,2.41815584444779,0.136784476344479,0.658536585365854
"15735",44,1,"Salgal","mod2",NA,NA,NA,NA,22.9078782453413,19.9013879974115,1.1510693750768,0.455363550200796,0.658536585365854
"16105",45,1,"Salgal","mod2",NA,NA,NA,NA,6.81329374808883,1.72207123703586,3.95645290482658,0.0583481832719239,0.658536585365854
"17200",48,1,"Salgal","mod2",NA,NA,NA,NA,3.07680521057569,2.32148010281323,1.32536359318658,0.411499068402886,0.658536585365854
"17570",49,1,"Salgal","mod2",NA,NA,NA,NA,4.32811008515905,3.06725859263433,1.41106788177316,0.392495077289178,0.658536585365854
"19039",53,1,"Salgal","mod2",NA,NA,NA,NA,11.9333290796797,9.62572973123742,1.23973240604851,0.432117101720152,0.658536585365854
"22695",63,1,"Salgal","mod2",NA,NA,NA,NA,4.32811008515905,3.06725859263433,1.41106788177316,0.392495077289178,0.658536585365854
"25980",72,1,"Salgal","mod2",NA,NA,NA,NA,3.09502979464549,2.52349599658767,1.22648492362605,0.435463059958,0.658536585365854
"27443",76,1,"Salgal","mod2",NA,NA,NA,NA,6.76342052648874,2.83951838860034,2.38189002530904,0.253048363408338,0.658536585365854
"30370",84,1,"Salgal","mod2",NA,NA,NA,NA,2.48707060788409,2.2882866071851,1.0868702373535,0.473514692231281,0.658536585365854
"31470",87,1,"Salgal","mod2",NA,NA,NA,NA,5.50184008139636,2.89284145673722,1.90188095810884,0.308168678473308,0.658536585365854
"31837",88,1,"Salgal","mod2",NA,NA,NA,NA,3.83323149741961,2.84258010984363,1.34850429866354,0.40621377026065,0.658536585365854
"33295",92,1,"Salgal","mod2",NA,NA,NA,NA,4.32811008515905,3.06725859263433,1.41106788177316,0.392495077289178,0.658536585365854
