"","replicate","area","region","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval","fraction"
"1",1,1,"Pannonian","mod1",-0.0358352046318303,0.00379375707855531,-9.44583532625042,2.12207728636425e-14,28.2861982020568,0.389538783425743,72.6145878294785,2.97809715696032e-71,1
"2",1,2,"Pannonian","mod1",-0.0352273475133418,0.00376100224037243,-9.36647873675648,3.39008576305524e-14,28.5696384096192,0.39298263940896,72.6994924065539,1.42436958898533e-70,1
"3",1,4,"Pannonian","mod1",-0.0343586560999545,0.00382574365058557,-8.98090913506335,1.17520603265449e-13,28.4092526799726,0.392193986127315,72.436737137398,2.64601159832461e-73,1
"4",1,5,"Pannonian","mod1",-0.036255511968882,0.00384757460440806,-9.42295230022182,3.01156304042859e-14,28.3227195524921,0.399277123969008,70.9349918947286,4.38509892467861e-69,1
"5",1,7,"Pannonian","mod1",-0.0338869036535687,0.00377035526329936,-8.98772165674248,1.57099122404333e-13,28.4243914322839,0.391781578346455,72.5516282624909,3.17541802912516e-71,1
"6",1,9,"Pannonian","mod1",-0.0364208634384359,0.00413377434165116,-8.81055917142499,3.07823172560909e-13,28.6073275434585,0.419340412668347,68.2198201728861,6.16481814691363e-70,1
"7",1,10,"Pannonian","mod1",-0.040545903573283,0.00406750149206288,-9.96825782422016,1.90665751900678e-15,28.5158358685082,0.415846039306733,68.5730611166758,4.18933435196319e-70,1
"8",1,16,"Pannonian","mod1",-0.0386495322526982,0.00400662968167133,-9.646394931257,6.05145442625438e-15,28.5844457927939,0.409682048519108,69.7722682654002,4.71047297302519e-72,1
"9",1,17,"Pannonian","mod1",-0.0392669371125697,0.00418572046807285,-9.38116565883545,2.49351596591501e-14,28.458892722058,0.428124121201296,66.473462514104,4.28473229061809e-69,1
"10",1,20,"Pannonian","mod1",-0.0382601053381906,0.00414582641932701,-9.2285835122835,3.88951340509287e-14,28.482727171769,0.421655624836524,67.5497384454713,5.64997891640745e-71,1
"11",1,24,"Pannonian","mod1",-0.0359890687424938,0.00405967316841689,-8.86501628320194,1.21641662027135e-13,29.1656434078893,0.426828279715742,68.3310942454727,9.90084267067887e-75,1
"12",1,25,"Pannonian","mod1",-0.0352472913032936,0.00363854590096214,-9.68719160419912,3.49619836762291e-15,29.8840176068337,0.397769931639916,75.1289004767871,1.12727944648507e-76,1
"13",1,26,"Pannonian","mod1",-0.037133809767632,0.00349439447309994,-10.6266794013928,4.36764072368759e-17,30.1762111424772,0.3843985762527,78.5024009106621,6.26775675439736e-79,1
"14",1,28,"Pannonian","mod1",-0.0366379563817016,0.00359235960287894,-10.1988554687954,3.96501655091003e-16,30.1796899908504,0.397828338847994,75.8610864129056,2.71776401548915e-76,1
"15",1,29,"Pannonian","mod1",-0.0371126708534937,0.00376433641745746,-9.85902075100948,2.06858865323647e-15,30.0471283729911,0.416391579918427,72.1607492132223,7.03273293674498e-74,1
"16",1,30,"Pannonian","mod1",-0.0356431883736826,0.00380563006876358,-9.36590990969934,2.10850892794277e-14,30.0972291826504,0.423412542164561,71.0825168966134,1.1284048693589e-72,1
"17",1,34,"Pannonian","mod1",-0.0409964322490772,0.00367597583913512,-11.1525303873387,5.75033252551193e-18,30.5707901242425,0.413469177890199,73.93728906284,2.0618469312341e-75,1
"18",1,37,"Pannonian","mod1",-0.0414744746942444,0.00315127240278454,-13.1611836087533,2.08396768407547e-22,31.1514911817626,0.363237775630771,85.7606044075874,7.66155213801268e-86,1
"19",1,39,"Pannonian","mod1",-0.0420045615318822,0.00316169426086926,-13.2854596510966,1.50617291347505e-22,31.0883335199306,0.363405565001759,85.547213675113,5.38844455912452e-85,1
"20",1,44,"Pannonian","mod1",-0.0425227417130874,0.00325152406147853,-13.0777878032222,4.66836163902874e-22,30.9901374926593,0.373692483549068,82.929517870782,4.1865773043358e-83,1
"21",1,45,"Pannonian","mod1",-0.0418222024067439,0.00321445243375317,-13.0106770184534,5.03547455493546e-22,30.9800335876318,0.36850502500425,84.0695010530034,2.369499049792e-84,1
"22",1,50,"Pannonian","mod1",-0.0400436176156198,0.00317173461079577,-12.6251476019846,1.85945299140593e-21,31.0579899805779,0.362562872791835,85.6623562733348,1.49594157521855e-86,1
"23",1,60,"Pannonian","mod1",-0.0433769679723517,0.00312868412980663,-13.8642848471356,1.22007006701557e-23,31.4584285422587,0.362243634668897,86.8432886916364,1.50038834440857e-85,1
"24",1,61,"Pannonian","mod1",-0.0460028433735091,0.00327495055174398,-14.0468818220817,2.64874550600373e-24,31.3910332684016,0.376797115581504,83.3101740175384,3.07761833710375e-86,1
"25",1,70,"Pannonian","mod1",-0.0454693344565768,0.00326292132958157,-13.935161122137,5.50751288910397e-24,32.0177547801524,0.388934728173971,82.3216659784385,4.74959488320575e-85,1
"26",1,76,"Pannonian","mod1",-0.0449381866120257,0.00322631806464063,-13.9286287686677,4.45403348393553e-24,31.9682344749366,0.382740703361838,83.5245224616582,2.45547127388632e-86,1
"27",1,85,"Pannonian","mod1",-0.0444382387325628,0.00326434395842503,-13.6132219210145,2.26092193389249e-23,32.4829996437853,0.398252725669716,81.5637848784607,1.06074555868615e-84,1
"28",1,86,"Pannonian","mod1",-0.042404811344806,0.00329560152808679,-12.8670929975638,6.25209645676017e-22,32.5255531578247,0.403199140321507,80.6687066145257,2.76584220166916e-84,1
"29",1,87,"Pannonian","mod1",-0.0442258404320921,0.0035441949510275,-12.4783881934233,1.69751528240056e-21,32.3226672768437,0.424034710030566,76.2264656931359,6.15001491636022e-85,1
