"","replicate","area","region","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval","fraction"
"151814",69,1228,"Pannonian","mod1",-0.765898695486928,0.0845120179265681,-9.06260096821273,3.18464046153277e-10,12.164942704542,1.22918815147303,9.89672955272454,4.10407708873042e-11,1
"151815",69,1229,"Pannonian","mod1",-0.774728019931564,0.0775700451797358,-9.98746382236156,2.33776233501674e-11,12.1154607779609,1.1110149061637,10.9048588914034,2.61205200140969e-12,1
"147954",26,1230,"Pannonian","mod1",-0.696545660234153,0.0744843873403442,-9.35156594698701,6.30991763334226e-11,13.2858448206044,1.2922067680469,10.2815162009136,5.70240863692161e-12,1
"147196",18,1231,"Pannonian","mod1",-0.777051582067031,0.0858952488752203,-9.04650248113083,3.31607665805317e-10,12.3479154461986,1.25742300778888,9.82001710618593,4.93625760446815e-11,0.888888888888889
"148653",34,1231,"Pannonian","mod1",-0.78038093292248,0.0791946817527653,-9.85395629669578,3.2453618083453e-11,12.2767528304246,1.13463440949906,10.8200075087135,3.18457934914558e-12,0.888888888888889
"148850",36,1231,"Pannonian","mod1",-0.701008570911036,0.0680458429861751,-10.3020043568783,7.64493050257902e-12,13.4564518787347,1.17489271893922,11.4533451963888,4.87285942117348e-13,0.888888888888889
"150056",49,1231,"Pannonian","mod1",-0.576453512729465,0.0680237832249174,-8.47429362791317,5.34174639110629e-10,15.5137527530312,1.60122070618027,9.68870355794949,1.92670465781908e-11,0.888888888888889
"150324",52,1231,"Pannonian","mod1",-0.697568373330536,0.0746897769034198,-9.33954286987028,4.91166718916426e-11,13.4433506103742,1.29670749117446,10.3672961727076,3.27132715523694e-12,0.888888888888889
"151112",61,1231,"Pannonian","mod1",-0.762098890212775,0.0773296638356761,-9.85519466154953,1.24009677093082e-11,12.5390917684322,1.15313107460084,10.8739518382788,9.05177325753406e-13,0.888888888888889
"207120",75,1231,"Pannonian","mod1",-0.684388298717979,0.0795785461388263,-8.60016087155012,7.91806376674851e-10,13.7637308989024,1.44316913449336,9.53715719795677,7.13457058333537e-11,0.888888888888889
"207779",82,1231,"Pannonian","mod1",-0.753879960057209,0.0777159530905652,-9.7004531254823,3.4479814069657e-11,12.6725456859962,1.19425410336524,10.6112640938698,3.58928335574392e-12,0.888888888888889
"206843",72,1232,"Pannonian","mod1",-0.886776668319958,0.0810949893162663,-10.9350365022132,5.48223882251056e-12,11.0722867021916,0.934796070327904,11.8446012490272,7.72305489303304e-13,1
"146657",12,1234,"Pannonian","mod1",-0.797598172036688,0.0855233880090126,-9.32608249748754,1.21472308309918e-10,12.0414248393777,1.18252460707309,10.1828112221545,1.45267701960168e-11,1
"148045",27,1235,"Pannonian","mod1",-0.754005917356681,0.0759551926551531,-9.92698314623425,1.40690425651527e-11,12.6103906726622,1.15846561457754,10.8854250950391,1.2714690845439e-12,1
"149687",45,1235,"Pannonian","mod1",-0.834684469410952,0.0751957304763094,-11.1001577366673,1.66102375802991e-12,11.6402973619006,0.964015589252215,12.0748019966461,1.86104037500161e-13,1
"206933",73,1235,"Pannonian","mod1",-0.743911918351368,0.0718265044021369,-10.3570669983661,2.4130550145053e-12,12.7098894542619,1.11314525620879,11.4179972320503,1.60207079603661e-13,1
"145935",4,1236,"Pannonian","mod1",-0.717322541717933,0.0740369805888128,-9.68870604950524,2.60538746767256e-11,13.2307157687334,1.23898335204571,10.6786872857395,2.11407343087733e-12,0.75
"147298",19,1236,"Pannonian","mod1",-0.757813630000631,0.0754363430432195,-10.0457365697918,2.02738251832938e-11,12.3174143594879,1.11889180601983,11.0085839338693,2.05259476627867e-12,0.75
"151454",65,1236,"Pannonian","mod1",-0.709517556626075,0.0763452705127369,-9.2935364805303,5.56278472471853e-11,13.3312903746907,1.29849317303301,10.2667389028712,4.23829878937474e-12,0.75
"149319",41,1237,"Pannonian","mod1",-0.80862751713015,0.0749964516390251,-10.7822103507277,1.63776006295335e-12,11.8499133910136,1.0099910764519,11.7326911764828,1.67472478036417e-13,1
"149969",48,1237,"Pannonian","mod1",-0.690879192640872,0.0754903672993028,-9.15188543064954,1.07295979177348e-10,13.4812589989425,1.33181294923067,10.1224868002147,8.53305962319634e-12,1
"151190",62,1237,"Pannonian","mod1",-0.748443816074936,0.0737395421294086,-10.1498299889286,5.73677313868275e-12,12.3648899239194,1.11493772206834,11.0902068153019,5.28378162032132e-13,1
"151371",64,1237,"Pannonian","mod1",-0.698678918637337,0.0710910022944896,-9.827951443744,1.33247910086097e-11,13.3040525399492,1.22313005726448,10.8770547015283,8.98174666670449e-13,1
"207956",84,1237,"Pannonian","mod1",-0.662534001594381,0.0719915681837903,-9.20293887616075,1.24210446942067e-10,14.1580189642703,1.37704136896481,10.2814768556399,8.04191697612148e-12,1
"150416",53,1238,"Pannonian","mod1",-0.706435634369669,0.0726580865841916,-9.72273930653398,6.24533959571394e-11,13.1676044148573,1.22641348292151,10.7366761685382,5.71365377060333e-12,1
"146584",11,1239,"Pannonian","mod1",-0.851659120662056,0.0714143884651191,-11.925595653291,1.068870004823e-13,11.3329957760992,0.873338387893339,12.9766376163042,1.00081236876316e-14,1
"146751",13,1240,"Pannonian","mod1",-0.638432981603557,0.0715292300285558,-8.92548376864511,1.52077818505008e-10,14.3196175295256,1.42773917278083,10.0295752911472,7.84721068505894e-12,1
"147119",17,1240,"Pannonian","mod1",-0.802410088626539,0.0681852794040904,-11.7680838978626,1.54175186697808e-13,11.9159607317816,0.928170972696678,12.8381096611558,1.35739744416997e-14,1
"150057",49,1240,"Pannonian","mod1",-0.863265831519274,0.0791634714845878,-10.9048506252956,5.86080117956997e-12,11.223830182349,0.949084378801584,11.8259560825577,8.03166956418639e-13,1
"150417",53,1240,"Pannonian","mod1",-0.730642344472643,0.0778447963864227,-9.38588548482707,7.72415023763359e-11,12.7870278424737,1.24022845749658,10.3102196737885,7.49171348678296e-12,1
"148940",37,1241,"Pannonian","mod1",-0.733998152913401,0.0757079707753186,-9.69512384754989,2.5622542761761e-11,12.7866268921802,1.2032825412315,10.6264542649258,2.40595483055735e-12,1
"146836",14,1242,"Pannonian","mod1",-0.990781934565724,0.0803995676386056,-12.3232246598547,6.79099696305064e-14,10.1245339457662,0.764629806878368,13.2410924275892,9.34823491803252e-15,1
"147748",24,1242,"Pannonian","mod1",-0.825169557016757,0.0841383459141583,-9.80729473644076,1.02435542479546e-10,11.6077471646014,1.0847094908365,10.7012497472018,1.38744389811148e-11,1
"148302",30,1242,"Pannonian","mod1",-0.619472877892233,0.0731937846137972,-8.46346286314947,1.13565154823226e-09,14.6272185131123,1.54284880356521,9.4806558356929,8.22210942989923e-11,1
"150925",59,1242,"Pannonian","mod1",-0.679586689331976,0.0791548757547272,-8.58553162837086,1.40592619295702e-09,13.6528451597695,1.43885597801532,9.48868084671097,1.53104767596128e-10,1
"151372",64,1242,"Pannonian","mod1",-0.727952025431814,0.0757208729386297,-9.61362431758817,5.89208909479056e-11,12.9072140421354,1.22449417980308,10.5408537296691,6.15208265696534e-12,1
"147659",23,1244,"Pannonian","mod1",-0.669332169868095,0.0766428130908663,-8.73313677923783,5.58801464807678e-10,13.5739989807064,1.38750954914669,9.78299499924475,3.86719698353937e-11,1
"151816",69,1244,"Pannonian","mod1",-0.636379715357387,0.0678089361586127,-9.3848945494267,4.3456186109168e-11,14.1908211847278,1.35548489805183,10.4691842787209,2.51971390971679e-12,1
"145936",4,1245,"Pannonian","mod1",-0.773922371557235,0.0782214825176341,-9.8939875165721,2.11277665107334e-11,12.4480905560079,1.146744345575,10.8551575632721,1.99442018852313e-12,1
