"","r","area","area_original","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval","fraction"
"961",81,1,2.22,"mod3",1.74795398958883,0.073417330526718,23.808465617702,3.60504000735817e-07,NA,NA,NA,NA,0.99
"973",82,1,1.52,"mod3",1.13901017060891,0.0510664571829349,22.3044682055903,9.2076866350583e-08,NA,NA,NA,NA,0.99
"985",83,1,0.13,"mod3",2.04472400995593,0.0569153202129047,35.9257226754972,3.58335017050916e-06,NA,NA,NA,NA,0.99
"997",84,1,0.78,"mod3",1.27447912197818,0.0501404932381392,25.4181608450702,3.72567137177848e-08,NA,NA,NA,NA,0.99
"1009",85,1,1.14,"mod3",0.964448197342186,0.0315524764145286,30.5664818403318,1.42535598150502e-09,NA,NA,NA,NA,0.99
"1021",86,1,0.13,"mod3",1.32137640483755,0.0490058910163653,26.9636237079391,1.7189515401752e-07,NA,NA,NA,NA,0.99
"1033",87,1,2.89,"mod3",1.46988510444987,0.0465639002633227,31.5670529345168,1.10367986391781e-09,NA,NA,NA,NA,0.99
"1045",88,1,1.14,"mod3",1.39108559533329,0.0731953428453893,19.0051107250318,7.43283863095944e-06,NA,NA,NA,NA,0.99
"1057",89,1,1.25,"mod3",1.66556381042396,0.0453830962206281,36.7000920855397,2.82826150647767e-07,NA,NA,NA,NA,0.99
"1069",90,1,0.78,"mod3",1.20086645797954,0.0452436801756901,26.5421922645625,2.75967082197083e-08,NA,NA,NA,NA,0.99
"1081",91,1,3.48,"mod3",1.57468963135029,0.104280957219683,15.1004524060225,0.000112098443691382,NA,NA,NA,NA,0.99
"1093",92,1,1.25,"mod3",1.53239079483447,0.0537004863052298,28.5358830108998,1.22626927862515e-07,NA,NA,NA,NA,0.99
"1105",93,1,0.78,"mod3",1.89235308695164,0.0660856596301769,28.6348520623305,8.85214784677134e-06,NA,NA,NA,NA,0.99
"1117",94,1,1.14,"mod3",1.57204340455691,0.109400688134234,14.369593385263,0.000730494431343577,NA,NA,NA,NA,0.99
"1129",95,1,1.14,"mod3",1.53631657932682,0.0844477726322774,18.1925056332346,9.22324672967203e-06,NA,NA,NA,NA,0.99
"1141",96,1,0.57,"mod3",1.80435782418397,0.0659447534350998,27.3616585125266,1.57524557117963e-07,NA,NA,NA,NA,0.99
"1153",97,1,1.25,"mod3",2.32135747584359,0.0747504195105065,31.0547752246034,7.33612584518479e-05,NA,NA,NA,NA,0.99
"1165",98,1,2.22,"mod3",1.52898930936295,0.0305868062565693,49.9885243505788,3.35662824400899e-10,NA,NA,NA,NA,0.99
"1177",99,1,3.24,"mod3",1.38287521117552,0.0655970087605602,21.0813760765104,7.42368330062808e-07,NA,NA,NA,NA,0.99
"1189",100,1,0.13,"mod3",1.97833050833629,0.107143358617932,18.464331656719,0.000346659444663574,NA,NA,NA,NA,0.99
"2",1,2,3.02,"mod3",1.54079255310244,0.0240511318148497,64.0632035516565,3.92016287060861e-12,NA,NA,NA,NA,1
"14",2,2,3.47,"mod3",1.33892545283893,0.0275142436858302,48.6629931800915,3.71349740276852e-15,NA,NA,NA,NA,1
"26",3,2,2.35,"mod3",1.16587035195548,0.0460231557552011,25.3322557487538,6.31618475591373e-09,NA,NA,NA,NA,1
"38",4,2,3.74,"mod3",1.31687869126906,0.017810255494004,73.9393486922407,4.996969690073e-15,NA,NA,NA,NA,1
"50",5,2,4.76,"mod3",1.27652563220851,0.0351694916155846,36.2963913769754,8.36015755593947e-13,NA,NA,NA,NA,1
"62",6,2,4.02,"mod3",1.14934607633499,0.0390798802398165,29.4101739637363,8.27385307334847e-12,NA,NA,NA,NA,1
"74",7,2,2.77,"mod3",1.26150698913026,0.0635117083085697,19.8625894772231,9.64866501247062e-09,NA,NA,NA,NA,1
"86",8,2,6.82,"mod3",1.17919226344629,0.0260227544345759,45.3138912105139,1.07058296008408e-15,NA,NA,NA,NA,1
"98",9,2,4.41,"mod3",1.15627913528888,0.0340238543506621,33.9843664792311,1.71424945634495e-12,NA,NA,NA,NA,1
"110",10,2,4.72,"mod3",1.28799876971501,0.0335898030833167,38.3449336252504,4.59012110668807e-13,NA,NA,NA,NA,1
"122",11,2,2.22,"mod3",1.44498879640443,0.0484222847945016,29.8414005563098,1.22309620910046e-08,NA,NA,NA,NA,1
"134",12,2,1.38,"mod3",1.72287396175506,0.0577933790432036,29.810922812925,9.44886415915906e-08,NA,NA,NA,NA,1
"146",13,2,3.67,"mod3",1.47125196953076,0.0394420419612823,37.3016176742318,3.54704286635722e-11,NA,NA,NA,NA,1
"158",14,2,1.84,"mod3",1.25243419779025,0.06354193378815,19.7103569741186,1.03258322820083e-08,NA,NA,NA,NA,1
"170",15,2,4.28,"mod3",1.47483472365234,0.0247262052802096,59.6466261983504,5.27362253884279e-13,NA,NA,NA,NA,1
"182",16,2,1.84,"mod3",1.35065846138136,0.0340868783710269,39.6239997890036,1.80969358592119e-10,NA,NA,NA,NA,1
"194",17,2,4.72,"mod3",1.16312022268807,0.0264860200942004,43.9144959699987,9.01003009354378e-13,NA,NA,NA,NA,1
"206",18,2,3.74,"mod3",1.28944287122363,0.0227380999835008,56.7084704596811,8.29992276345051e-13,NA,NA,NA,NA,1
"218",19,2,1.71,"mod3",1.33112343835016,0.0515686189710269,25.8126640757634,2.22887465006225e-07,NA,NA,NA,NA,1
"230",20,2,1.48,"mod3",1.34060855787136,0.0236939394815394,56.5802305233312,8.47033405188524e-13,NA,NA,NA,NA,1
"242",21,2,5.7,"mod3",1.21349474137396,0.0356940634897179,33.9971026757299,1.14691907362367e-11,NA,NA,NA,NA,1
"254",22,2,4.38,"mod3",1.69836017215919,0.101277973455645,16.7692945880575,2.87170940317253e-06,NA,NA,NA,NA,1
"266",23,2,3.02,"mod3",1.25497263374357,0.0426150514214827,29.4490465664656,2.9301225079309e-10,NA,NA,NA,NA,1
"278",24,2,3.67,"mod3",1.23570660641503,0.0309994039519744,39.8622698787835,1.95784232172418e-11,NA,NA,NA,NA,1
"290",25,2,3,"mod3",1.28376849616095,0.0286966402897045,44.7358465381582,8.50644741384101e-14,NA,NA,NA,NA,1
"302",26,2,4.73,"mod3",1.5001072694332,0.0430670874269814,34.8318718319778,4.17026786167087e-09,NA,NA,NA,NA,1
"314",27,2,3.94,"mod3",1.71362024620644,0.0218080691703731,78.5773482658633,6.325046067996e-09,NA,NA,NA,NA,1
"326",28,2,0.7,"mod3",1.48620068504071,0.0729972605471935,20.3596775262527,9.12624779078641e-07,NA,NA,NA,NA,1
"338",29,2,4.03,"mod3",1.34553642925909,0.0408287912568412,32.9555783514319,6.13185088921935e-09,NA,NA,NA,NA,1
"350",30,2,7.06,"mod3",1.28733841249672,0.0177619082038483,72.4774837096506,4.28746019407291e-16,NA,NA,NA,NA,1
"362",31,2,4.62,"mod3",1.38885178904791,0.0436062537348375,31.8498304737044,7.77558551324912e-09,NA,NA,NA,NA,1
"374",32,2,4.76,"mod3",1.26646233664191,0.0198776095835238,63.7130099230673,2.20760708960514e-14,NA,NA,NA,NA,1
"386",33,2,4.28,"mod3",1.36072376483094,0.0527324837740926,25.8042797805678,9.50144866315088e-10,NA,NA,NA,NA,1
"398",34,2,3.81,"mod3",1.39550508889882,0.0307463189006132,45.3877127017955,6.13269899854715e-11,NA,NA,NA,NA,1
"410",35,2,2.79,"mod3",1.2126194483159,0.0386708727451706,31.3574368053884,2.55595145932559e-11,NA,NA,NA,NA,1
"422",36,2,3.36,"mod3",1.52322853772414,0.0465428821782773,32.7274218190782,8.28492827186975e-10,NA,NA,NA,NA,1
"434",37,2,0.83,"mod3",1.13187232134094,0.0519584012297679,21.7842022570254,4.26787988593948e-09,NA,NA,NA,NA,1
"446",38,2,3.61,"mod3",1.32509222780306,0.0405995108276919,32.6381328441831,2.66327311829019e-12,NA,NA,NA,NA,1
"458",39,2,1.92,"mod3",1.28101697071864,0.0219062259878109,58.4773009933991,5.19295869303582e-14,NA,NA,NA,NA,1
"470",40,2,6.47,"mod3",1.33764609707731,0.00966709116424193,138.371106090858,8.32149959821662e-15,NA,NA,NA,NA,1
"482",41,2,3.59,"mod3",1.24231670265001,0.0171151945586928,72.5856021320562,3.10948806566304e-17,NA,NA,NA,NA,1
"494",42,2,4.28,"mod3",1.14572687288945,0.0407716573373205,28.1010620542202,2.5540617843552e-12,NA,NA,NA,NA,1
"506",43,2,2.77,"mod3",1.20449306692988,0.0276482905815525,43.5648295643111,9.75617479135633e-13,NA,NA,NA,NA,1
"518",44,2,4.14,"mod3",1.24484390990722,0.0312506158981579,39.8342200347035,2.37701436557293e-12,NA,NA,NA,NA,1
"530",45,2,1.95,"mod3",1.43520133512226,0.0133737024679529,107.315183552303,6.35101224447462e-14,NA,NA,NA,NA,1
"542",46,2,4.18,"mod3",1.22332630118617,0.0290116256992791,42.1667614861228,1.34969012787426e-12,NA,NA,NA,NA,1
"554",47,2,2.79,"mod3",1.38306190600571,0.0393302153085214,35.1653784541082,6.0110289706336e-11,NA,NA,NA,NA,1
"566",48,2,4.49,"mod3",1.24460481353363,0.0342441154699167,36.3450711590727,5.9106162364992e-12,NA,NA,NA,NA,1
"578",49,2,1.35,"mod3",1.48044547699544,0.0255496525637916,57.9438594438462,8.73851677427658e-12,NA,NA,NA,NA,1
"590",50,2,5.11,"mod3",1.26008883130982,0.0233931327334463,53.865758197841,1.14396297020845e-16,NA,NA,NA,NA,1
"602",51,2,0.83,"mod3",1.27878897122912,0.044276563538907,28.881847844976,3.48480443098044e-10,NA,NA,NA,NA,1
"614",52,2,5.8,"mod3",1.55054509820362,0.0178972577486497,86.6359036663371,7.18836824923067e-12,NA,NA,NA,NA,1
"626",53,2,3,"mod3",1.27886467180522,0.0242118587871457,52.8197641927509,1.57029228451779e-12,NA,NA,NA,NA,1
"638",54,2,4.02,"mod3",1.27320580081255,0.0275806418519593,46.1630228783852,6.03194995567958e-14,NA,NA,NA,NA,1
"650",55,2,4.02,"mod3",1.56702417489797,0.0192107856135694,81.5700204259796,3.16733585633897e-14,NA,NA,NA,NA,1
"662",56,2,6.72,"mod3",1.27623712556353,0.0149644996291035,85.2843166958589,2.12251708832705e-14,NA,NA,NA,NA,1
"674",57,2,4.41,"mod3",1.53950933105904,0.0226081845797529,68.0952212517661,1.6046341948549e-13,NA,NA,NA,NA,1
"686",58,2,7.06,"mod3",1.30205715620302,0.0384767751660836,33.8400801673927,1.20082350706718e-11,NA,NA,NA,NA,1
"698",59,2,3.47,"mod3",1.5485397355529,0.040844500658038,37.913053424688,3.88519030502066e-12,NA,NA,NA,NA,1
"710",60,2,4.62,"mod3",1.28827837984149,0.0180970893263189,71.1870487353966,7.29737382201348e-15,NA,NA,NA,NA,1
"722",61,2,3.61,"mod3",1.22738493385391,0.0569177626375743,21.5641809687657,1.16266294685786e-07,NA,NA,NA,NA,1
"734",62,2,5.46,"mod3",1.35716592900407,0.0302134189990362,44.9193098287673,6.71530705373169e-12,NA,NA,NA,NA,1
"746",63,2,3.74,"mod3",1.33490390103964,0.0204705418869867,65.2109703987979,1.12132916171747e-16,NA,NA,NA,NA,1
"758",64,2,4.83,"mod3",1.1979597872566,0.08378689289036,14.2976991499638,1.94717381104864e-06,NA,NA,NA,NA,1
"770",65,2,3.02,"mod3",1.1552975226374,0.0163060663814509,70.8507800478239,5.50084346608076e-16,NA,NA,NA,NA,1
"782",66,2,4.03,"mod3",1.45698765676682,0.0199838402078736,72.908291980476,8.68706194456157e-14,NA,NA,NA,NA,1
"794",67,2,0.91,"mod3",1.43692016259478,0.0244895010198506,58.6749465181034,7.9061945612762e-12,NA,NA,NA,NA,1
"806",68,2,3.81,"mod3",1.31448840043591,0.0307609250645573,42.7324080038953,1.05031414552449e-11,NA,NA,NA,NA,1
"818",69,2,5,"mod3",1.45100727793112,0.0289592263396383,50.1051810194608,2.52097879925953e-12,NA,NA,NA,NA,1
"830",70,2,1.38,"mod3",1.56763017845735,0.0834666832371881,18.7815079940651,1.47125807471631e-06,NA,NA,NA,NA,1
"842",71,2,4.26,"mod3",1.19089516284816,0.0598720024550631,19.8906853623609,4.25320526795152e-08,NA,NA,NA,NA,1
"854",72,2,3,"mod3",1.36492292856009,0.0193770357655928,70.4402337422394,4.45353865121894e-17,NA,NA,NA,NA,1
"866",73,2,1.38,"mod3",1.41934284670754,0.0289043046573137,49.1048950505857,3.02084639918564e-12,NA,NA,NA,NA,1
"878",74,2,5.1,"mod3",1.3380232269532,0.0166767632986077,80.2327887609286,1.40414306750889e-16,NA,NA,NA,NA,1
"890",75,2,6.37,"mod3",1.31616619565307,0.0285101975261675,46.1647519083324,5.25519717413225e-12,NA,NA,NA,NA,1
"902",76,2,2.35,"mod3",1.27291700994964,0.0447575904620709,28.4402488339572,3.997690563729e-10,NA,NA,NA,NA,1
"914",77,2,2.39,"mod3",1.31810660943302,0.0353281494499751,37.3103779834116,3.53959813303356e-11,NA,NA,NA,NA,1
"926",78,2,2.92,"mod3",1.24497235577553,0.0430843290639523,28.8961760070015,3.46943400957504e-10,NA,NA,NA,NA,1
"938",79,2,4.18,"mod3",1.54210347317928,0.0181180380460864,85.1142639868991,4.05017373929922e-13,NA,NA,NA,NA,1
"950",80,2,2.35,"mod3",1.25716157652019,0.0194564246685015,64.6142134508116,1.51229401146635e-15,NA,NA,NA,NA,1
"962",81,2,2.35,"mod3",1.08547690457007,0.0356628685672821,30.4371731208943,2.18300257228011e-10,NA,NA,NA,NA,1
"974",82,2,4.41,"mod3",1.19726478125206,0.0265812358833387,45.0417274240629,9.34864721513442e-15,NA,NA,NA,NA,1
"986",83,2,0.7,"mod3",1.17790123370641,0.0511684951621799,23.0200483710342,1.34567065345522e-08,NA,NA,NA,NA,1
"998",84,2,0.91,"mod3",1.31460085229696,0.047158176038897,27.8764142873688,1.96335703890346e-08,NA,NA,NA,NA,1
"1010",85,2,1.71,"mod3",1.27598704528328,0.0347146450919671,36.7564479459,4.04643344104238e-11,NA,NA,NA,NA,1
"1022",86,2,0.83,"mod3",1.24436500286611,0.0461127186503104,26.9852882087171,4.12405003187134e-12,NA,NA,NA,NA,1
"1034",87,2,3.46,"mod3",1.28296952192379,0.0149271236517844,85.9488774831997,4.10761391211633e-18,NA,NA,NA,NA,1
"1046",88,2,4.62,"mod3",1.43974314109413,0.0451594921628407,31.88129609391,1.02016868258067e-09,NA,NA,NA,NA,1
"1058",89,2,3.47,"mod3",1.30144800636233,0.0259392497098945,50.1729240790607,2.49060770735436e-12,NA,NA,NA,NA,1
"1070",90,2,4.02,"mod3",1.38739356536868,0.0508782082780332,27.2689155598212,3.5248679109839e-09,NA,NA,NA,NA,1
"1082",91,2,4.05,"mod3",1.31863474520131,0.0379116099694994,34.7818187162766,5.10615910735038e-10,NA,NA,NA,NA,1
"1094",92,2,1.82,"mod3",1.10016472646927,0.0227834304130851,48.2879314713473,4.70658502662359e-16,NA,NA,NA,NA,1
"1106",93,2,4.26,"mod3",1.3988480111958,0.0169636848166668,82.4613299712707,1.01538946490541e-11,NA,NA,NA,NA,1
"1118",94,2,3.36,"mod3",1.35167908524148,0.0466725973721134,28.9608712895225,3.40096333868367e-10,NA,NA,NA,NA,1
"1130",95,2,1.27,"mod3",1.47992054749699,0.0308142138552559,48.0272044079609,4.43884274014561e-10,NA,NA,NA,NA,1
"1142",96,2,2.79,"mod3",1.20340683246101,0.0268446492171273,44.8285549469283,8.31587876249148e-14,NA,NA,NA,NA,1
"1154",97,2,3.47,"mod3",1.20791603953666,0.0290341691166652,41.6032583775001,1.54297708027305e-12,NA,NA,NA,NA,1
"1166",98,2,5.7,"mod3",1.41572826162477,0.0314162647972939,45.0635449745355,6.52507936932559e-12,NA,NA,NA,NA,1
"1178",99,2,4.76,"mod3",1.05370020824361,0.0393560827073933,26.7735032492364,6.84469671217515e-10,NA,NA,NA,NA,1
"1190",100,2,0.7,"mod3",1.2609601498064,0.0274186467353387,45.9891460719396,5.52169526907354e-11,NA,NA,NA,NA,1
"3",1,3,6.5,"mod3",1.2764951546951,0.0510704336106717,24.9947976636791,7.02304396296805e-09,NA,NA,NA,NA,0.96
"15",2,3,7.05,"mod3",1.21012360070421,0.0175847910988545,68.816489994188,4.05429335089446e-19,NA,NA,NA,NA,0.96
"27",3,3,2.92,"mod3",1.39756566526746,0.0260998463703642,53.5468924006529,1.38897455067639e-12,NA,NA,NA,NA,0.96
"39",4,3,3.87,"mod3",1.31082418675436,0.0366282168863505,35.7872781746805,9.75380124050874e-13,NA,NA,NA,NA,0.96
"51",5,3,5.33,"mod3",1.24910856890243,0.039815759146426,31.3722153157679,2.54404721248498e-11,NA,NA,NA,NA,0.96
"63",6,3,5.54,"mod3",1.39736127895656,0.0308995328413494,45.2227315581491,6.31334446147197e-11,NA,NA,NA,NA,0.96
"75",7,3,3.34,"mod3",1.36897090616813,0.0266299349457209,51.4072193176015,2.00268825537974e-12,NA,NA,NA,NA,0.96
"87",8,3,9.04,"mod3",1.26014708749532,0.0236193723535199,53.3522681565892,1.29498051930744e-16,NA,NA,NA,NA,0.96
