"","replicate","area","region","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval","fraction"
"81590",1,1,"Boreal","mod1",-0.725004223233657,0.090558713034669,-8.00590245751505,5.83140644114958e-08,8.23783172552784,0.907664863185825,9.07585173740643,6.83516439823965e-09,0.964705882352941
"81806",2,1,"Boreal","mod1",-0.847793491982147,0.0895120485158377,-9.47127795686793,2.10904007053766e-09,7.94589360266442,0.758390283766467,10.4773146132648,3.14888472525254e-10,0.964705882352941
"82023",3,1,"Boreal","mod1",-0.840481625428019,0.0719003819883337,-11.6895293485978,4.51023130786688e-12,8.30228956597424,0.641236597480017,12.9473108656013,4.27835785750374e-13,0.964705882352941
"82206",4,1,"Boreal","mod1",-1.01490429952653,0.0880387409395368,-11.5279283721646,2.8554868618291e-11,7.1903151995083,0.571719542060356,12.5766475877244,4.70153730779561e-12,0.964705882352941
"82369",5,1,"Boreal","mod1",-0.832628964321838,0.108788299517821,-7.65366282966343,1.66184345113005e-07,7.33945797656249,0.862547481854208,8.5090480593427,3.02068618333484e-08,0.964705882352941
"82591",6,1,"Boreal","mod1",-0.612015903959811,0.0702523660662052,-8.71167674812621,2.50801196400452e-09,9.67283581481714,0.956399107034154,10.1138068236106,1.11315753858434e-10,0.964705882352941
"82781",7,1,"Boreal","mod1",-0.809654964408375,0.0880208595643149,-9.19844419170638,5.39757643758022e-09,8.33347403812217,0.816088152828407,10.2114875816294,8.23754429253416e-10,0.964705882352941
"82932",8,1,"Boreal","mod1",-0.749697836090312,0.0884568845840479,-8.47529098063568,8.07483058314041e-09,9.91973875896881,1.0548163496214,9.40423303310502,1.09128081373427e-09,0.964705882352941
"83091",9,1,"Boreal","mod1",-0.689085506417635,0.0819798786576085,-8.40554435675151,2.57257811530234e-08,9.03475542712605,0.943863260939051,9.57210202051657,2.65892356123135e-09,0.964705882352941
"83284",10,1,"Boreal","mod1",-0.824757971659634,0.0931504127099671,-8.85404527650992,5.00679612498739e-09,9.11394219344441,0.940736932926724,9.68808800255142,9.09402259909208e-10,0.964705882352941
"83441",11,1,"Boreal","mod1",-0.637311345104737,0.0849627458316129,-7.50106813129392,9.67684962305238e-08,9.28182727411387,1.06429113260469,8.72113558946795,6.62576386690354e-09,0.964705882352941
"83672",12,1,"Boreal","mod1",-0.731949842925768,0.0811856948221642,-9.01574895095855,1.75154001933023e-09,10.0913993268373,1.00136173666164,10.0776761857111,1.80413361820466e-10,0.964705882352941
"83831",13,1,"Boreal","mod1",-0.63853090729125,0.0778944989176453,-8.19738128062603,2.8162125268062e-08,9.09528943805064,0.964429509151995,9.43074569135485,2.28294837940347e-09,0.964705882352941
"84025",14,1,"Boreal","mod1",-0.61022104999562,0.0759311894187567,-8.03650060886418,1.23247967998167e-08,10.3976176278272,1.13524216110354,9.15894245657681,9.03009271533031e-10,0.964705882352941
"84217",15,1,"Boreal","mod1",-0.774929715573778,0.0772244636780011,-10.0347697952939,2.98934513861074e-10,9.11770112908319,0.819755467533122,11.1224645521682,3.59274349241022e-11,0.964705882352941
"84411",16,1,"Boreal","mod1",-0.70293378429836,0.0761257011881477,-9.23385628410871,1.08516104276959e-09,10.211781000592,0.98260313358359,10.392579314651,9.45159351615739e-11,0.964705882352941
"84590",17,1,"Boreal","mod1",-0.77191081905985,0.095672405666828,-8.06827019431257,1.02199555956821e-07,7.2424580589233,0.795123744922612,9.10859234826171,1.48453780755951e-08,0.964705882352941
"84817",18,1,"Boreal","mod1",-0.784288623852755,0.0893545273949174,-8.77726788690247,2.70329561848549e-08,7.12978897505084,0.723669035700643,9.85227862920501,4.06102384782764e-09,0.964705882352941
"85021",19,1,"Boreal","mod1",-0.707333809240994,0.0910740792981565,-7.76657655714903,1.83621102233107e-07,8.01085508011447,0.89992730537352,8.9016690929158,2.15503996594169e-08,0.964705882352941
"85253",20,1,"Boreal","mod1",-0.640658366393479,0.0818355652029435,-7.82860562891837,3.47935011214394e-08,9.07792021487867,1.00369996784532,9.0444560184321,2.33743921326624e-09,0.964705882352941
"85437",21,1,"Boreal","mod1",-0.731587555837141,0.0834879153131367,-8.76279582611673,1.63225960574892e-09,10.4655717266615,1.08278439866715,9.66542530493058,2.02905284226817e-10,0.964705882352941
"85598",22,1,"Boreal","mod1",-0.77436191311926,0.102141584262384,-7.58126005888116,1.42417289692871e-07,9.0502480355006,1.08192175188584,8.36497465710953,2.79272017704799e-08,0.964705882352941
"85802",23,1,"Boreal","mod1",-0.814588932705795,0.101754780836173,-8.00541189329766,2.4272273726195e-07,7.22651290899914,0.803418030944146,8.99471088607113,4.44298971366299e-08,0.964705882352941
"86256",25,1,"Boreal","mod1",-0.721682209618481,0.0808641506085795,-8.92462487007083,1.36592860928464e-08,7.82212157322005,0.774542614487101,10.0990202823118,1.62992664200048e-09,0.964705882352941
