"","r","area","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval","fraction","fraction"
"9271",13,163,"mod2",NA,NA,NA,NA,7.85790644940956,0.474709185845408,16.5530954186518,9.61242692105515e-13,0.63,1
"9272",14,163,"mod2",NA,NA,NA,NA,8.15435892330217,0.588356841433934,13.859546365482,1.07840099639092e-10,0.63,1
"9273",19,163,"mod2",NA,NA,NA,NA,7.50070472227529,0.533361957755126,14.063066578361,3.77371886510388e-11,0.63,1
"9274",20,163,"mod2",NA,NA,NA,NA,8.04678072945266,0.551874055535585,14.5808280870232,2.89443827319306e-10,0.63,1
"9275",21,163,"mod2",NA,NA,NA,NA,8.07157673879402,0.542516085248542,14.8780413305095,3.52413310403597e-11,0.63,1
"9276",22,163,"mod2",NA,NA,NA,NA,7.99644905251947,0.5055319849436,15.8178894524579,5.28508753214474e-12,0.63,1
"9277",23,163,"mod2",NA,NA,NA,NA,7.76266586064746,0.489910860234253,15.845057725268,2.09091876449876e-12,0.63,1
"9278",24,163,"mod2",NA,NA,NA,NA,8.34949298509611,0.657837408392387,12.6923353378466,2.00086553421131e-09,0.63,1
"9279",25,163,"mod2",NA,NA,NA,NA,7.99555817738364,0.440914210672136,18.1340450905293,1.87444342406161e-13,0.63,1
"9280",27,163,"mod2",NA,NA,NA,NA,8.15181086510669,0.469315469880673,17.3695763047814,4.06453161232737e-13,0.63,1
"9281",28,163,"mod2",NA,NA,NA,NA,8.13726962077671,0.532613794845806,15.2779926083824,3.98297046192436e-12,0.63,1
"9282",30,163,"mod2",NA,NA,NA,NA,7.87682758511254,0.583048933425507,13.5097195681929,3.63002759760254e-10,0.63,1
"9283",31,163,"mod2",NA,NA,NA,NA,7.8276016131239,0.410971091405712,19.0465990840131,7.72449080957951e-14,0.63,1
"9284",32,163,"mod2",NA,NA,NA,NA,7.82607386498617,0.542932236254254,14.4144579054268,5.8141833998872e-11,0.63,1
"9285",33,163,"mod2",NA,NA,NA,NA,7.8581636767013,0.507366712453944,15.4881340927833,7.53406695755769e-12,0.63,1
"9286",36,163,"mod2",NA,NA,NA,NA,8.01527059063615,0.534964612077124,14.9828052354996,3.15301426265271e-11,0.63,1
"9287",38,163,"mod2",NA,NA,NA,NA,7.86658958732173,0.510476437369194,15.4102893129861,2.0161659446761e-11,0.63,1
"9288",39,163,"mod2",NA,NA,NA,NA,8.18542410051486,0.526506848644688,15.5466621594485,7.07120324122694e-12,0.63,1
"9289",40,163,"mod2",NA,NA,NA,NA,8.02182467057992,0.428047312498187,18.7405093697765,1.37157368168649e-14,0.63,1
"9290",41,163,"mod2",NA,NA,NA,NA,8.03658150958955,0.477513023149377,16.830078175848,1.85085513296056e-12,0.63,1
"9291",42,163,"mod2",NA,NA,NA,NA,7.88608812999235,0.452099332014947,17.4432642818672,3.76740233636768e-13,0.63,1
"9292",43,163,"mod2",NA,NA,NA,NA,7.55108641764496,0.495997565883187,15.2240392635784,1.00557165381069e-11,0.63,1
"9293",45,163,"mod2",NA,NA,NA,NA,7.84385496178114,0.46868579669912,16.7358495116007,2.03590646108401e-12,0.63,1
"9294",46,163,"mod2",NA,NA,NA,NA,7.90095566936538,0.544754585474654,14.5036974080377,5.27435400533668e-11,0.63,1
"9295",47,163,"mod2",NA,NA,NA,NA,8.02103390768101,0.487116400653493,16.4663597795524,1.05558353428193e-12,0.63,1
"9296",50,163,"mod2",NA,NA,NA,NA,7.77084759358962,0.483091847059491,16.0856525335495,3.98170209211942e-12,0.63,1
"9297",51,163,"mod2",NA,NA,NA,NA,7.96084402652196,0.638935623856874,12.4595400996224,2.58209213192931e-09,0.63,1
"9298",52,163,"mod2",NA,NA,NA,NA,8.22346735416559,0.565060272542783,14.5532569776315,4.99762233830916e-11,0.63,1
"9299",53,163,"mod2",NA,NA,NA,NA,8.40412791604998,0.607829360645263,13.8264592995776,2.57561882418939e-10,0.63,1
"9300",57,163,"mod2",NA,NA,NA,NA,7.93187441366403,0.557271434479178,14.2334128808829,7.09640852668842e-11,0.63,1
"9301",58,163,"mod2",NA,NA,NA,NA,8.25499974616187,0.55793781147647,14.7955553044822,9.38510965306824e-11,0.63,1
"9302",59,163,"mod2",NA,NA,NA,NA,7.9398416933367,0.531254612170728,14.9454546114794,3.28036122024853e-11,0.63,1
"9303",61,163,"mod2",NA,NA,NA,NA,7.94326717477701,0.528077577721354,15.0418565564781,1.23028927320747e-11,0.63,1
"9304",62,163,"mod2",NA,NA,NA,NA,7.98852970788533,0.449590873476782,17.7684427757804,2.70407165776004e-13,0.63,1
"9305",63,163,"mod2",NA,NA,NA,NA,8.0004260057366,0.467350555969322,17.1186829748027,5.27472305215531e-13,0.63,1
"9306",64,163,"mod2",NA,NA,NA,NA,7.96248895838975,0.487257103389634,16.3414528038652,3.04961357977897e-12,0.63,1
"9307",65,163,"mod2",NA,NA,NA,NA,7.61726508272814,0.553563052336325,13.7604290072817,6.51773628416287e-10,0.63,1
"9308",67,163,"mod2",NA,NA,NA,NA,8.02140694592947,0.434357068365469,18.4673107222932,3.79711982515401e-13,0.63,1
"9309",69,163,"mod2",NA,NA,NA,NA,8.17312440499047,0.631371985605697,12.9450222552236,6.80928644703056e-10,0.63,1
"9310",70,163,"mod2",NA,NA,NA,NA,8.02850673549894,0.546977682715322,14.6779420608965,2.63624979100031e-10,0.63,1
"9311",71,163,"mod2",NA,NA,NA,NA,8.26608264673033,0.648373791070048,12.7489463031631,4.28378412102062e-09,0.63,1
"9312",76,163,"mod2",NA,NA,NA,NA,8.23131652731389,0.464928496737968,17.7044783984343,7.8139069292863e-13,0.63,1
"9313",77,163,"mod2",NA,NA,NA,NA,8.12809854929304,0.487397594214891,16.6765257887371,8.41962692598741e-13,0.63,1
"9314",79,163,"mod2",NA,NA,NA,NA,7.76686266927526,0.509906100068406,15.2319469569658,4.20070954244457e-12,0.63,1
"9315",80,163,"mod2",NA,NA,NA,NA,7.31120340844181,0.491742762905996,14.8679430790921,1.49445013100359e-11,0.63,1
"9316",81,163,"mod2",NA,NA,NA,NA,8.11127280761002,0.572461212352752,14.1691220864966,3.33166803503702e-11,0.63,1
"9317",82,163,"mod2",NA,NA,NA,NA,7.93838411473671,0.496405371843316,15.9917369251241,7.34832843874835e-13,0.63,1
"9318",83,163,"mod2",NA,NA,NA,NA,7.83757379262463,0.536450370573656,14.6100631531739,4.69915020717952e-11,0.63,1
"9319",86,163,"mod2",NA,NA,NA,NA,8.26916037657502,0.689290797162597,11.9966208900718,9.38720439440324e-09,0.63,1
"9320",93,163,"mod2",NA,NA,NA,NA,8.07526267586127,0.538670702627034,14.9910931418381,1.30189879382884e-11,0.63,1
"9321",95,163,"mod2",NA,NA,NA,NA,8.2775257392929,0.531937094869291,15.5610988952122,1.72637914040499e-11,0.63,1
"9322",96,163,"mod2",NA,NA,NA,NA,7.71648209613458,0.529839684388265,14.5638054745631,4.94072254793343e-11,0.63,1
"9323",97,163,"mod2",NA,NA,NA,NA,7.98198468306275,0.456787820550435,17.4741626723855,1.39743371512275e-13,0.63,1
"9324",98,163,"mod2",NA,NA,NA,NA,8.31910464809626,0.543893187218453,15.2954750005996,5.70085752566555e-11,0.63,1
"9325",99,163,"mod2",NA,NA,NA,NA,8.296996488021,0.523513674201719,15.848671958135,2.08248224892728e-12,0.63,1
"9326",100,163,"mod2",NA,NA,NA,NA,8.10742153600766,0.502823589953842,16.1237891339821,9.78708895825123e-12,0.63,1
"9327",1,164,"mod2",NA,NA,NA,NA,7.86233814071421,0.529358268477455,14.8525839849974,1.52048599237632e-11,0.65,1
"9328",4,164,"mod2",NA,NA,NA,NA,7.37423051331412,0.604690961027688,12.1950400925151,1.62830234479291e-09,0.65,1
"9329",5,164,"mod2",NA,NA,NA,NA,8.26090183844432,0.497078617483985,16.6189040282153,2.29302283362587e-12,0.65,1
"9330",8,164,"mod2",NA,NA,NA,NA,7.88777007830714,0.557639982372429,14.1449148691766,1.83636414403424e-10,0.65,1
"9331",9,164,"mod2",NA,NA,NA,NA,7.92745637749272,0.509192521504205,15.5686818692353,6.9048912022099e-12,0.65,1
"9332",10,164,"mod2",NA,NA,NA,NA,8.26951462368327,0.584481098962112,14.1484722745831,7.79775659311973e-11,0.65,1
"9333",12,164,"mod2",NA,NA,NA,NA,7.96989700424858,0.527250454961739,15.1159604116926,2.73983334887468e-11,0.65,1
"9334",13,164,"mod2",NA,NA,NA,NA,7.91579898599919,0.504982453296218,15.6753941336569,6.15521717227315e-12,0.65,1
"9335",14,164,"mod2",NA,NA,NA,NA,8.15435892330217,0.588356841433934,13.859546365482,1.07840099639092e-10,0.65,1
"9336",19,164,"mod2",NA,NA,NA,NA,7.50458299964417,0.534162455910566,14.0492520891447,3.83568350701325e-11,0.65,1
"9337",20,164,"mod2",NA,NA,NA,NA,8.04678072945266,0.551874055535585,14.5808280870232,2.89443827319306e-10,0.65,1
"9338",21,164,"mod2",NA,NA,NA,NA,8.07157673879402,0.542516085248542,14.8780413305095,3.52413310403597e-11,0.65,1
"9339",22,164,"mod2",NA,NA,NA,NA,7.90899696053734,0.507605005781421,15.5810066300706,6.81360419588184e-12,0.65,1
"9340",23,164,"mod2",NA,NA,NA,NA,7.76266586064746,0.489910860234253,15.845057725268,2.09091876449876e-12,0.65,1
"9341",24,164,"mod2",NA,NA,NA,NA,8.34949298509611,0.657837408392387,12.6923353378466,2.00086553421131e-09,0.65,1
"9342",25,164,"mod2",NA,NA,NA,NA,7.99555817738364,0.440914210672136,18.1340450905293,1.87444342406161e-13,0.65,1
"9343",27,164,"mod2",NA,NA,NA,NA,8.15181086510669,0.469315469880673,17.3695763047814,4.06453161232737e-13,0.65,1
"9344",28,164,"mod2",NA,NA,NA,NA,8.13726962077671,0.532613794845806,15.2779926083824,3.98297046192436e-12,0.65,1
"9345",30,164,"mod2",NA,NA,NA,NA,7.89953073034648,0.601110665769857,13.1415580860296,5.45635214617593e-10,0.65,1
"9346",31,164,"mod2",NA,NA,NA,NA,7.73813864775186,0.414419791769915,18.6722227109463,1.10601956784535e-13,0.65,1
"9347",32,164,"mod2",NA,NA,NA,NA,7.79489065232467,0.49981121612675,15.5956697265231,6.70664825775323e-12,0.65,1
"9348",33,164,"mod2",NA,NA,NA,NA,7.8581636767013,0.507366712453944,15.4881340927833,7.53406695755769e-12,0.65,1
"9349",34,164,"mod2",NA,NA,NA,NA,8.02878862185036,0.568669856804206,14.1185408823501,4.55015217431188e-10,0.65,1
"9350",36,164,"mod2",NA,NA,NA,NA,8.01527059063615,0.534964612077124,14.9828052354996,3.15301426265271e-11,0.65,1
"9351",38,164,"mod2",NA,NA,NA,NA,7.86658958732173,0.510476437369194,15.4102893129861,2.0161659446761e-11,0.65,1
"9352",39,164,"mod2",NA,NA,NA,NA,8.18542410051486,0.526506848644688,15.5466621594485,7.07120324122694e-12,0.65,1
"9353",40,164,"mod2",NA,NA,NA,NA,8.02182467057992,0.428047312498187,18.7405093697765,1.37157368168649e-14,0.65,1
"9354",41,164,"mod2",NA,NA,NA,NA,7.91117159527758,0.464144324187776,17.0446371591889,1.49244887165401e-12,0.65,1
"9355",42,164,"mod2",NA,NA,NA,NA,7.90989342631522,0.452057688213952,17.4975310287646,3.56321227557399e-13,0.65,1
"9356",43,164,"mod2",NA,NA,NA,NA,7.55108641764496,0.495997565883187,15.2240392635784,1.00557165381069e-11,0.65,1
"9357",45,164,"mod2",NA,NA,NA,NA,7.85703921691475,0.465027289599867,16.8958669579915,1.73220584394369e-12,0.65,1
"9358",46,164,"mod2",NA,NA,NA,NA,7.90095566936538,0.544754585474654,14.5036974080377,5.27435400533668e-11,0.65,1
"9359",47,164,"mod2",NA,NA,NA,NA,8.02103390768101,0.487116400653493,16.4663597795524,1.05558353428193e-12,0.65,1
"9360",50,164,"mod2",NA,NA,NA,NA,7.77084759358962,0.483091847059491,16.0856525335495,3.98170209211942e-12,0.65,1
"9361",51,164,"mod2",NA,NA,NA,NA,7.96084402652196,0.638935623856874,12.4595400996224,2.58209213192931e-09,0.65,1
"9362",52,164,"mod2",NA,NA,NA,NA,8.24011140686489,0.56406713073852,14.6083878280167,4.70767834753189e-11,0.65,1
"9363",53,164,"mod2",NA,NA,NA,NA,8.4648029785257,0.603337138507101,14.0299716995228,2.07328328599433e-10,0.65,1
"9364",57,164,"mod2",NA,NA,NA,NA,7.93187441366403,0.557271434479178,14.2334128808829,7.09640852668842e-11,0.65,1
"9365",58,164,"mod2",NA,NA,NA,NA,8.25499974616187,0.55793781147647,14.7955553044822,9.38510965306824e-11,0.65,1
"9366",59,164,"mod2",NA,NA,NA,NA,7.9398416933367,0.531254612170728,14.9454546114794,3.28036122024853e-11,0.65,1
"9367",61,164,"mod2",NA,NA,NA,NA,7.94326717477701,0.528077577721354,15.0418565564781,1.23028927320747e-11,0.65,1
"9368",62,164,"mod2",NA,NA,NA,NA,7.98852970788533,0.449590873476782,17.7684427757804,2.70407165776004e-13,0.65,1
"9369",63,164,"mod2",NA,NA,NA,NA,8.0004260057366,0.467350555969322,17.1186829748027,5.27472305215531e-13,0.65,1
"9370",64,164,"mod2",NA,NA,NA,NA,7.96248895838975,0.487257103389634,16.3414528038652,3.04961357977897e-12,0.65,1
"9371",65,164,"mod2",NA,NA,NA,NA,7.61726508272814,0.553563052336325,13.7604290072817,6.51773628416287e-10,0.65,1
"9372",67,164,"mod2",NA,NA,NA,NA,8.02140694592947,0.434357068365469,18.4673107222932,3.79711982515401e-13,0.65,1
"9373",69,164,"mod2",NA,NA,NA,NA,8.17312440499047,0.631371985605697,12.9450222552236,6.80928644703056e-10,0.65,1
"9374",70,164,"mod2",NA,NA,NA,NA,8.02850673549894,0.546977682715322,14.6779420608965,2.63624979100031e-10,0.65,1
"9375",71,164,"mod2",NA,NA,NA,NA,8.26608264673033,0.648373791070048,12.7489463031631,4.28378412102062e-09,0.65,1
"9376",76,164,"mod2",NA,NA,NA,NA,8.23131652731389,0.464928496737968,17.7044783984343,7.8139069292863e-13,0.65,1
"9377",77,164,"mod2",NA,NA,NA,NA,8.12809854929304,0.487397594214891,16.6765257887371,8.41962692598741e-13,0.65,1
"9378",79,164,"mod2",NA,NA,NA,NA,7.76686266927526,0.509906100068406,15.2319469569658,4.20070954244457e-12,0.65,1
"9379",80,164,"mod2",NA,NA,NA,NA,7.31120340844181,0.491742762905996,14.8679430790921,1.49445013100359e-11,0.65,1
"9380",81,164,"mod2",NA,NA,NA,NA,8.11127280761002,0.572461212352752,14.1691220864966,3.33166803503702e-11,0.65,1
"9381",82,164,"mod2",NA,NA,NA,NA,7.93838411473671,0.496405371843316,15.9917369251241,7.34832843874835e-13,0.65,1
"9382",83,164,"mod2",NA,NA,NA,NA,7.83757379262463,0.536450370573656,14.6100631531739,4.69915020717952e-11,0.65,1
"9383",86,164,"mod2",NA,NA,NA,NA,8.26916037657502,0.689290797162597,11.9966208900718,9.38720439440324e-09,0.65,1
"9384",92,164,"mod2",NA,NA,NA,NA,8.01075027271067,0.499148241630102,16.0488400130379,1.05449078713911e-11,0.65,1
"9385",93,164,"mod2",NA,NA,NA,NA,8.17260632581195,0.53044133649706,15.4071822150634,8.22743982612894e-12,0.65,1
"9386",95,164,"mod2",NA,NA,NA,NA,8.3035164657788,0.552305904413353,15.0342706812063,7.38368616239548e-11,0.65,1
"9387",96,164,"mod2",NA,NA,NA,NA,7.71648209613458,0.529839684388265,14.5638054745631,4.94072254793343e-11,0.65,1
"9388",97,164,"mod2",NA,NA,NA,NA,7.98198468306275,0.456787820550435,17.4741626723855,1.39743371512275e-13,0.65,1
"9389",98,164,"mod2",NA,NA,NA,NA,8.26693368438149,0.550100223994909,15.0280500239498,7.4296657079149e-11,0.65,1
"9390",99,164,"mod2",NA,NA,NA,NA,8.296996488021,0.523513674201719,15.848671958135,2.08248224892728e-12,0.65,1
"9391",100,164,"mod2",NA,NA,NA,NA,8.10742153600766,0.502823589953842,16.1237891339821,9.78708895825123e-12,0.65,1
"9392",1,165,"mod2",NA,NA,NA,NA,7.86233814071421,0.529358268477455,14.8525839849974,1.52048599237632e-11,0.66,1
"9393",4,165,"mod2",NA,NA,NA,NA,7.37423051331412,0.604690961027688,12.1950400925151,1.62830234479291e-09,0.66,1
"9394",5,165,"mod2",NA,NA,NA,NA,8.26090183844432,0.497078617483985,16.6189040282153,2.29302283362587e-12,0.66,1
"9395",8,165,"mod2",NA,NA,NA,NA,7.88777007830714,0.557639982372429,14.1449148691766,1.83636414403424e-10,0.66,1
"9396",9,165,"mod2",NA,NA,NA,NA,7.92745637749272,0.509192521504205,15.5686818692353,6.9048912022099e-12,0.66,1
"9397",10,165,"mod2",NA,NA,NA,NA,8.26951462368327,0.584481098962112,14.1484722745831,7.79775659311973e-11,0.66,1
"9398",12,165,"mod2",NA,NA,NA,NA,7.96989700424858,0.527250454961739,15.1159604116926,2.73983334887468e-11,0.66,1
"9399",13,165,"mod2",NA,NA,NA,NA,7.91579898599919,0.504982453296218,15.6753941336569,6.15521717227315e-12,0.66,1
"9400",14,165,"mod2",NA,NA,NA,NA,8.15435892330217,0.588356841433934,13.859546365482,1.07840099639092e-10,0.66,1
"9401",19,165,"mod2",NA,NA,NA,NA,7.50458299964417,0.534162455910566,14.0492520891447,3.83568350701325e-11,0.66,1
"9402",20,165,"mod2",NA,NA,NA,NA,8.04678072945266,0.551874055535585,14.5808280870232,2.89443827319306e-10,0.66,1
"9403",21,165,"mod2",NA,NA,NA,NA,8.07157673879402,0.542516085248542,14.8780413305095,3.52413310403597e-11,0.66,1
"9404",22,165,"mod2",NA,NA,NA,NA,7.90899696053734,0.507605005781421,15.5810066300706,6.81360419588184e-12,0.66,1
"9405",23,165,"mod2",NA,NA,NA,NA,7.76266586064746,0.489910860234253,15.845057725268,2.09091876449876e-12,0.66,1
"9406",24,165,"mod2",NA,NA,NA,NA,8.15156141919459,0.54422993033797,14.9781571442284,3.16857381895529e-11,0.66,1
"9407",25,165,"mod2",NA,NA,NA,NA,7.99555817738364,0.440914210672136,18.1340450905293,1.87444342406161e-13,0.66,1
"9408",27,165,"mod2",NA,NA,NA,NA,8.15181086510669,0.469315469880673,17.3695763047814,4.06453161232737e-13,0.66,1
"9409",28,165,"mod2",NA,NA,NA,NA,8.14046571656555,0.533099809863617,15.2700593133735,4.01962419840916e-12,0.66,1
"9410",30,165,"mod2",NA,NA,NA,NA,7.81155541007487,0.602406652687154,12.9672462533903,6.63991348577029e-10,0.66,1
"9411",31,165,"mod2",NA,NA,NA,NA,7.73813864775186,0.414419791769915,18.6722227109463,1.10601956784535e-13,0.66,1
"9412",32,165,"mod2",NA,NA,NA,NA,7.79489065232467,0.49981121612675,15.5956697265231,6.70664825775323e-12,0.66,1
"9413",33,165,"mod2",NA,NA,NA,NA,7.82516245654802,0.492988915845051,15.872897351322,2.02684797372378e-12,0.66,1
"9414",34,165,"mod2",NA,NA,NA,NA,8.02878862185036,0.568669856804206,14.1185408823501,4.55015217431188e-10,0.66,1
"9415",36,165,"mod2",NA,NA,NA,NA,8.01527059063615,0.534964612077124,14.9828052354996,3.15301426265271e-11,0.66,1
"9416",38,165,"mod2",NA,NA,NA,NA,7.86658958732173,0.510476437369194,15.4102893129861,2.0161659446761e-11,0.66,1
"9417",39,165,"mod2",NA,NA,NA,NA,8.18542410051486,0.526506848644688,15.5466621594485,7.07120324122694e-12,0.66,1
"9418",40,165,"mod2",NA,NA,NA,NA,8.02182467057992,0.428047312498187,18.7405093697765,1.37157368168649e-14,0.66,1
"9419",41,165,"mod2",NA,NA,NA,NA,7.91117159527758,0.464144324187776,17.0446371591889,1.49244887165401e-12,0.66,1
"9420",42,165,"mod2",NA,NA,NA,NA,7.90989342631522,0.452057688213952,17.4975310287646,3.56321227557399e-13,0.66,1
"9421",43,165,"mod2",NA,NA,NA,NA,7.55108641764496,0.495997565883187,15.2240392635784,1.00557165381069e-11,0.66,1
"9422",45,165,"mod2",NA,NA,NA,NA,7.94246505346196,0.418972894208219,18.9569902092873,2.99478632355722e-14,0.66,1
"9423",46,165,"mod2",NA,NA,NA,NA,7.90095566936538,0.544754585474654,14.5036974080377,5.27435400533668e-11,0.66,1
"9424",47,165,"mod2",NA,NA,NA,NA,8.02103390768101,0.487116400653493,16.4663597795524,1.05558353428193e-12,0.66,1
"9425",50,165,"mod2",NA,NA,NA,NA,7.77084759358962,0.483091847059491,16.0856525335495,3.98170209211942e-12,0.66,1
"9426",51,165,"mod2",NA,NA,NA,NA,7.97144126597474,0.640223840265085,12.4510222279042,2.60649499216401e-09,0.66,1
"9427",52,165,"mod2",NA,NA,NA,NA,8.24011140686489,0.56406713073852,14.6083878280167,4.70767834753189e-11,0.66,1
"9428",53,165,"mod2",NA,NA,NA,NA,8.36809372245067,0.605866003381553,13.8117895305981,2.61649085690404e-10,0.66,1
"9429",57,165,"mod2",NA,NA,NA,NA,7.95633379801087,0.557520393775715,14.2709287172939,6.80811483076848e-11,0.66,1
"9430",58,165,"mod2",NA,NA,NA,NA,8.25499974616187,0.55793781147647,14.7955553044822,9.38510965306824e-11,0.66,1
"9431",59,165,"mod2",NA,NA,NA,NA,7.94691348476181,0.532172939096288,14.9329529950488,3.32418791899291e-11,0.66,1
"9432",61,165,"mod2",NA,NA,NA,NA,7.93446683637314,0.512000720299595,15.4969837380899,3.09800370424344e-12,0.66,1
"9433",62,165,"mod2",NA,NA,NA,NA,8.01553189415863,0.449214334143158,17.8434464016996,2.50687218008732e-13,0.66,1
"9434",63,165,"mod2",NA,NA,NA,NA,8.0004260057366,0.467350555969322,17.1186829748027,5.27472305215531e-13,0.66,1
"9435",64,165,"mod2",NA,NA,NA,NA,7.96248895838975,0.487257103389634,16.3414528038652,3.04961357977897e-12,0.66,1
"9436",65,165,"mod2",NA,NA,NA,NA,7.61726508272814,0.553563052336325,13.7604290072817,6.51773628416287e-10,0.66,1
"9437",67,165,"mod2",NA,NA,NA,NA,8.02140694592947,0.434357068365469,18.4673107222932,3.79711982515401e-13,0.66,1
"9438",69,165,"mod2",NA,NA,NA,NA,8.17312440499047,0.631371985605697,12.9450222552236,6.80928644703056e-10,0.66,1
"9439",70,165,"mod2",NA,NA,NA,NA,8.02850673549894,0.546977682715322,14.6779420608965,2.63624979100031e-10,0.66,1
"9440",71,165,"mod2",NA,NA,NA,NA,8.26608264673033,0.648373791070048,12.7489463031631,4.28378412102062e-09,0.66,1
"9441",76,165,"mod2",NA,NA,NA,NA,8.23131652731389,0.464928496737968,17.7044783984343,7.8139069292863e-13,0.66,1
"9442",77,165,"mod2",NA,NA,NA,NA,8.12809854929304,0.487397594214891,16.6765257887371,8.41962692598741e-13,0.66,1
"9443",79,165,"mod2",NA,NA,NA,NA,7.76686266927526,0.509906100068406,15.2319469569658,4.20070954244457e-12,0.66,1
"9444",80,165,"mod2",NA,NA,NA,NA,7.35920142852008,0.490709375087565,14.9970671076069,1.29324871655268e-11,0.66,1
"9445",81,165,"mod2",NA,NA,NA,NA,8.11127280761002,0.572461212352752,14.1691220864966,3.33166803503702e-11,0.66,1
"9446",82,165,"mod2",NA,NA,NA,NA,7.93838411473671,0.496405371843316,15.9917369251241,7.34832843874835e-13,0.66,1
"9447",83,165,"mod2",NA,NA,NA,NA,7.83757379262463,0.536450370573656,14.6100631531739,4.69915020717952e-11,0.66,1
"9448",86,165,"mod2",NA,NA,NA,NA,8.26916037657502,0.689290797162597,11.9966208900718,9.38720439440324e-09,0.66,1
"9449",87,165,"mod2",NA,NA,NA,NA,7.60920005128753,0.584121346984161,13.0267453681912,6.20801236200514e-10,0.66,1
"9450",92,165,"mod2",NA,NA,NA,NA,8.01075027271067,0.499148241630102,16.0488400130379,1.05449078713911e-11,0.66,1
"9451",93,165,"mod2",NA,NA,NA,NA,8.17260632581195,0.53044133649706,15.4071822150634,8.22743982612894e-12,0.66,1
"9452",95,165,"mod2",NA,NA,NA,NA,8.3035164657788,0.552305904413353,15.0342706812063,7.38368616239548e-11,0.66,1
"9453",96,165,"mod2",NA,NA,NA,NA,7.64008990697383,0.489501807045044,15.6078890762313,6.61886659141657e-12,0.66,1
"9454",97,165,"mod2",NA,NA,NA,NA,7.78062819048608,0.434957216278379,17.8882609583062,8.98623001479688e-14,0.66,1
"9455",98,165,"mod2",NA,NA,NA,NA,8.26693368438149,0.550100223994909,15.0280500239498,7.4296657079149e-11,0.66,1
"9456",99,165,"mod2",NA,NA,NA,NA,8.296996488021,0.523513674201719,15.848671958135,2.08248224892728e-12,0.66,1
"9457",100,165,"mod2",NA,NA,NA,NA,8.10742153600766,0.502823589953842,16.1237891339821,9.78708895825123e-12,0.66,1
"9458",1,166,"mod2",NA,NA,NA,NA,7.86233814071421,0.529358268477455,14.8525839849974,1.52048599237632e-11,0.65,1
"9459",4,166,"mod2",NA,NA,NA,NA,7.37423051331412,0.604690961027688,12.1950400925151,1.62830234479291e-09,0.65,1
"9460",5,166,"mod2",NA,NA,NA,NA,8.26090183844432,0.497078617483985,16.6189040282153,2.29302283362587e-12,0.65,1
"9461",8,166,"mod2",NA,NA,NA,NA,7.88777007830714,0.557639982372429,14.1449148691766,1.83636414403424e-10,0.65,1
"9462",9,166,"mod2",NA,NA,NA,NA,7.92745637749272,0.509192521504205,15.5686818692353,6.9048912022099e-12,0.65,1
"9463",10,166,"mod2",NA,NA,NA,NA,8.26951462368327,0.584481098962112,14.1484722745831,7.79775659311973e-11,0.65,1
"9464",12,166,"mod2",NA,NA,NA,NA,7.96989700424858,0.527250454961739,15.1159604116926,2.73983334887468e-11,0.65,1
"9465",13,166,"mod2",NA,NA,NA,NA,7.91579898599919,0.504982453296218,15.6753941336569,6.15521717227315e-12,0.65,1
"9466",14,166,"mod2",NA,NA,NA,NA,8.15435892330217,0.588356841433934,13.859546365482,1.07840099639092e-10,0.65,1
"9467",19,166,"mod2",NA,NA,NA,NA,7.50458299964417,0.534162455910566,14.0492520891447,3.83568350701325e-11,0.65,1
"9468",20,166,"mod2",NA,NA,NA,NA,8.04678072945266,0.551874055535585,14.5808280870232,2.89443827319306e-10,0.65,1
"9469",21,166,"mod2",NA,NA,NA,NA,8.07157673879402,0.542516085248542,14.8780413305095,3.52413310403597e-11,0.65,1
"9470",22,166,"mod2",NA,NA,NA,NA,7.90899696053734,0.507605005781421,15.5810066300706,6.81360419588184e-12,0.65,1
"9471",23,166,"mod2",NA,NA,NA,NA,7.76266586064746,0.489910860234253,15.845057725268,2.09091876449876e-12,0.65,1
"9472",24,166,"mod2",NA,NA,NA,NA,8.15156141919459,0.54422993033797,14.9781571442284,3.16857381895529e-11,0.65,1
"9473",25,166,"mod2",NA,NA,NA,NA,7.99555817738364,0.440914210672136,18.1340450905293,1.87444342406161e-13,0.65,1
"9474",27,166,"mod2",NA,NA,NA,NA,8.15181086510669,0.469315469880673,17.3695763047814,4.06453161232737e-13,0.65,1
"9475",28,166,"mod2",NA,NA,NA,NA,8.14046571656555,0.533099809863617,15.2700593133735,4.01962419840916e-12,0.65,1
"9476",30,166,"mod2",NA,NA,NA,NA,7.81155541007487,0.602406652687154,12.9672462533903,6.63991348577029e-10,0.65,1
"9477",31,166,"mod2",NA,NA,NA,NA,7.65202802279547,0.418174017409375,18.298669224359,1.59275170203846e-13,0.65,1
"9478",32,166,"mod2",NA,NA,NA,NA,7.79489065232467,0.49981121612675,15.5956697265231,6.70664825775323e-12,0.65,1
"9479",33,166,"mod2",NA,NA,NA,NA,7.82516245654802,0.492988915845051,15.872897351322,2.02684797372378e-12,0.65,1
"9480",34,166,"mod2",NA,NA,NA,NA,8.02878862185036,0.568669856804206,14.1185408823501,4.55015217431188e-10,0.65,1
"9481",36,166,"mod2",NA,NA,NA,NA,8.01527059063615,0.534964612077124,14.9828052354996,3.15301426265271e-11,0.65,1
