"","r","area","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval","fraction"
"1",1,1,"mod2",NA,NA,NA,NA,34.7767929709071,22.9578965222263,1.51480746231426,0.371453261332179,0.456521739130435
"23",2,1,"mod2",NA,NA,NA,NA,25.5030727043182,17.7477273025392,1.43697681790893,0.38704741343104,0.456521739130435
"67",4,1,"mod2",NA,NA,NA,NA,3.09502979464549,2.52349599658767,1.22648492362605,0.435463059958,0.456521739130435
"89",5,1,"mod2",NA,NA,NA,NA,9.12937997057,3.11686023194403,2.92903091290554,0.0610484633690113,0.456521739130435
"265",13,1,"mod2",NA,NA,NA,NA,14.3063396089768,7.9455363167298,1.80055052782957,0.322746294102321,0.456521739130435
"308",15,1,"mod2",NA,NA,NA,NA,2.18773974103178,2.19031118715343,0.998825990509144,0.500373918276243,0.456521739130435
"330",16,1,"mod2",NA,NA,NA,NA,5.70932968474666,1.44593883934059,3.9485277865213,0.0168387912731627,0.456521739130435
"352",17,1,"mod2",NA,NA,NA,NA,4.74759335504814,1.47277900651335,3.22356126346992,0.0842505530162313,0.456521739130435
"418",20,1,"mod2",NA,NA,NA,NA,7.23747437233449,1.80841489596493,4.00210946530206,0.0161018182795614,0.456521739130435
"548",26,1,"mod2",NA,NA,NA,NA,6.8154273410556,4.25046284850756,1.60345533744605,0.354998423853989,0.456521739130435
"570",27,1,"mod2",NA,NA,NA,NA,3.91559784466054,2.87951944693376,1.35980948099866,0.403673966562496,0.456521739130435
"592",28,1,"mod2",NA,NA,NA,NA,5.50184008139636,2.89284145673722,1.90188095810884,0.308168678473308,0.456521739130435
"636",30,1,"mod2",NA,NA,NA,NA,4.68240157905743,3.23140583599922,1.44902925126071,0.384558047104442,0.456521739130435
"722",34,1,"mod2",NA,NA,NA,NA,2.57329674564496,2.31923279534546,1.10954654953543,0.466970667804896,0.456521739130435
"875",41,1,"mod2",NA,NA,NA,NA,2.56238186754461,1.27730135180457,2.00609031214481,0.182677150382723,0.456521739130435
"919",43,1,"mod2",NA,NA,NA,NA,11.0878327882874,4.31168457645475,2.57157790457025,0.0823800679997431,0.456521739130435
"941",44,1,"mod2",NA,NA,NA,NA,2.48072581844718,1.20566648259698,2.05755559622406,0.17589153205552,0.456521739130435
"963",45,1,"mod2",NA,NA,NA,NA,3.50435132854389,2.69739380950664,1.29916192296179,0.417627221352185,0.456521739130435
"985",46,1,"mod2",NA,NA,NA,NA,3.23118669434142,2.58030990458249,1.2522475260057,0.428995668104369,0.456521739130435
"1049",49,1,"mod2",NA,NA,NA,NA,3.84059914805434,1.58644279323415,2.42088726075323,0.136536291832249,0.456521739130435
"1159",54,1,"mod2",NA,NA,NA,NA,2.14092694400865,2.17667543791755,0.983576562088146,0.505270906399198,0.456521739130435
"1181",55,1,"mod2",NA,NA,NA,NA,5.50184008139636,2.89284145673722,1.90188095810884,0.308168678473308,0.456521739130435
"1225",57,1,"mod2",NA,NA,NA,NA,21.1375598179599,13.3053705127952,1.58864871877358,0.253076797477452,0.456521739130435
"1269",59,1,"mod2",NA,NA,NA,NA,13.3705849125832,7.26076186420052,1.84148511721716,0.206894738475941,0.456521739130435
"1291",60,1,"mod2",NA,NA,NA,NA,3.00093547654354,2.48493020501026,1.20765382886525,0.44029465992196,0.456521739130435
"1313",61,1,"mod2",NA,NA,NA,NA,5.73577239674401,1.92239935187844,2.98365289768716,0.0584261161081855,0.456521739130435
"1400",65,1,"mod2",NA,NA,NA,NA,4.68240157905743,3.23140583599922,1.44902925126071,0.384558047104442,0.456521739130435
"1422",66,1,"mod2",NA,NA,NA,NA,8.39075535139904,2.25768241145273,3.71653484512904,0.0205365161129822,0.456521739130435
"1444",67,1,"mod2",NA,NA,NA,NA,6.10317045518536,1.65856122841769,3.67979809886665,0.0212077219404985,0.456521739130435
"1530",71,1,"mod2",NA,NA,NA,NA,9.57764358236829,1.83116734184806,5.23034862160785,0.00338075634911022,0.456521739130435
"1552",72,1,"mod2",NA,NA,NA,NA,3.09502979464549,2.52349599658767,1.22648492362605,0.435463059958,0.456521739130435
"1574",73,1,"mod2",NA,NA,NA,NA,8.63564963238485,2.38831376539498,3.61579360195861,0.0363549027533617,0.456521739130435
"1618",75,1,"mod2",NA,NA,NA,NA,3.3403365432009,2.62664617584689,1.27171165036109,0.42421610233037,0.456521739130435
"1640",76,1,"mod2",NA,NA,NA,NA,4.32811008515905,3.06725859263433,1.41106788177316,0.392495077289178,0.456521739130435
"1684",78,1,"mod2",NA,NA,NA,NA,23.5400337811324,12.124447865055,1.94153449650927,0.19169752748621,0.456521739130435
"1706",79,1,"mod2",NA,NA,NA,NA,2.94221196949373,2.46118952294526,1.19544307419806,0.443475738740339,0.456521739130435
"1750",81,1,"mod2",NA,NA,NA,NA,10.4453989802914,2.97027421511584,3.51664466773284,0.0245242263427698,0.456521739130435
"1815",84,1,"mod2",NA,NA,NA,NA,2.85074745277655,2.42476538317818,1.17567970598459,0.448706121907852,0.456521739130435
"1859",86,1,"mod2",NA,NA,NA,NA,2.18773974103178,2.19031118715343,0.998825990509144,0.500373918276243,0.456521739130435
"1968",91,1,"mod2",NA,NA,NA,NA,2.68862305485446,2.36207813810424,1.13824475637893,0.458897584757842,0.456521739130435
"1990",92,1,"mod2",NA,NA,NA,NA,3.09502979464549,2.52349599658767,1.22648492362605,0.435463059958,0.456521739130435
"2099",97,1,"mod2",NA,NA,NA,NA,5.71495162729977,1.22561568696427,4.66292304193262,0.00551756680700729,0.456521739130435
"2",1,2,"mod3",0.867733492581717,0.208134972866096,4.16909028133381,0.0140415132256298,NA,NA,NA,NA,0.448979591836735
"46",3,2,"mod3",0.683319650938086,0.118531158566037,5.76489472645616,0.00449291532970597,NA,NA,NA,NA,0.448979591836735
"90",5,2,"mod3",0.910976068284449,0.0606530764646805,15.0194536103198,0.000640649811169406,NA,NA,NA,NA,0.448979591836735
"178",9,2,"mod3",1.61588306570784,0.0920156918648314,17.5609511047477,0.00040251303662028,NA,NA,NA,NA,0.448979591836735
"222",11,2,"mod3",1.28088099120571,0.183308345897909,6.98757596077528,0.00601675587651979,NA,NA,NA,NA,0.448979591836735
"266",13,2,"mod3",0.798608153172512,0.110002504736048,7.25990880924741,0.00539239142991296,NA,NA,NA,NA,0.448979591836735
"353",17,2,"mod3",0.874858455416885,0.298926398836256,2.92666843350998,0.0611651767109057,NA,NA,NA,NA,0.448979591836735
"397",19,2,"mod3",1.16741521792344,0.144484077747968,8.07988835946222,0.00127477361411938,NA,NA,NA,NA,0.448979591836735
"441",21,2,"mod3",0.874858455416885,0.298926398836256,2.92666843350998,0.0611651767109057,NA,NA,NA,NA,0.448979591836735
"484",23,2,"mod3",1.19867002420437,0.213347546871113,5.61839140774612,0.0111479952877153,NA,NA,NA,NA,0.448979591836735
"505",24,2,"mod3",0.770934708791265,0.161824831398911,4.76400748962221,0.0175639943440724,NA,NA,NA,NA,0.448979591836735
"549",26,2,"mod3",0.987794399525822,0.234819580241645,4.20661002165713,0.0245296998216021,NA,NA,NA,NA,0.448979591836735
"571",27,2,"mod3",0.430345718761874,0.118444055943779,3.63332473996114,0.0220947503538738,NA,NA,NA,NA,0.448979591836735
"615",29,2,"mod3",1.29330554629774,0.143965731201929,8.98342637168091,0.00291140751493414,NA,NA,NA,NA,0.448979591836735
"702",33,2,"mod3",1.04020898996396,0.153000310505803,6.79873777069562,0.00650661126025264,NA,NA,NA,NA,0.448979591836735
"767",36,2,"mod3",0.987794399525822,0.234819580241645,4.20661002165713,0.0245296998216021,NA,NA,NA,NA,0.448979591836735
"810",38,2,"mod3",0.593729643311616,0.185092551125432,3.20774466450172,0.032658957685391,NA,NA,NA,NA,0.448979591836735
"832",39,2,"mod3",1.14435783515533,0.266594544453452,4.29250282484733,0.0232479904817477,NA,NA,NA,NA,0.448979591836735
"854",40,2,"mod3",0.974447038914786,0.301621211942928,3.2306979759075,0.0481902574867363,NA,NA,NA,NA,0.448979591836735
"876",41,2,"mod3",1.24152980043534,0.0971958781564538,12.773482003392,0.000216458317914264,NA,NA,NA,NA,0.448979591836735
"964",45,2,"mod3",0.862763321422333,0.147760814342243,5.83891829009553,0.0100095678031264,NA,NA,NA,NA,0.448979591836735
"986",46,2,"mod3",0.675341236447892,0.133306385405412,5.06608317669137,0.00387992877199978,NA,NA,NA,NA,0.448979591836735
"1138",53,2,"mod3",1.58108453980802,0.1539315167235,10.2713503606156,0.00196772206190203,NA,NA,NA,NA,0.448979591836735
"1182",55,2,"mod3",0.924162407214074,0.209080979935445,4.4201170642084,0.0214991051675116,NA,NA,NA,NA,0.448979591836735
"1204",56,2,"mod3",0.880950713807254,0.131822528166213,6.68285403156944,0.00113388143866447,NA,NA,NA,NA,0.448979591836735
"1226",57,2,"mod3",0.584945177935997,0.0306832063967974,19.0640173119929,0.000315168097057939,NA,NA,NA,NA,0.448979591836735
"1248",58,2,"mod3",1.1185395095122,0.244278901938792,4.57894439771333,0.0195530235406795,NA,NA,NA,NA,0.448979591836735
"1336",62,2,"mod3",1.45119106174557,0.254780295937649,5.69585279899635,0.0107296627353387,NA,NA,NA,NA,0.448979591836735
"1358",63,2,"mod3",0.865956066738014,0.294038006985937,2.9450480759769,0.0602644789027298,NA,NA,NA,NA,0.448979591836735
"1553",72,2,"mod3",1.00891070307951,0.218955202190504,4.6078407500074,0.0192238397482707,NA,NA,NA,NA,0.448979591836735
"1575",73,2,"mod3",0.612467420280881,0.097085928846854,6.30850863307909,0.00322836507281363,NA,NA,NA,NA,0.448979591836735
"1597",74,2,"mod3",1.28006626118984,0.0943200919985815,13.5715120083755,0.000865290731748926,NA,NA,NA,NA,0.448979591836735
"1663",77,2,"mod3",1.11917682935169,0.341397466708066,3.27822241958436,0.0464880293681227,NA,NA,NA,NA,0.448979591836735
"1685",78,2,"mod3",1.1262113976666,0.0880662491830924,12.7882294081263,0.00103171802893562,NA,NA,NA,NA,0.448979591836735
"1707",79,2,"mod3",0.816511054245857,0.154245748651223,5.29357250611902,0.00320894274102438,NA,NA,NA,NA,0.448979591836735
"1729",80,2,"mod3",1.23229141979717,0.315812847600025,3.90196734921266,0.0298817590881489,NA,NA,NA,NA,0.448979591836735
