"","r","area","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval"
"1",1,1,"mod2",NA,NA,NA,NA,3.50435132854389,2.69739380950664,1.29916192296179,0.417627221352185
"2",1,2,"mod4",0.182647704573274,0.196074155333993,0.931523607801097,0.522560001548258,0.352418616963328,0.151997781503888,2.31857737314616,0.259227623697284
"3",1,3,"mod3",1.84922827874768,0.152977552049825,12.0882329071745,0.00121838640463908,NA,NA,NA,NA
"4",1,4,"mod3",1.32863100315139,0.110396704837607,12.0350603317898,0.000273293148129113,NA,NA,NA,NA
"5",1,5,"mod3",1.2971154928997,0.0896812350490232,14.4636220965361,0.000132839776301962,NA,NA,NA,NA
"6",1,6,"mod3",1.29838152639703,0.0800298796764501,16.2237095900457,8.44558832886543e-05,NA,NA,NA,NA
"7",1,7,"mod3",1.27112224979582,0.0629286561216221,20.1994183276237,3.54595230632039e-05,NA,NA,NA,NA
"8",1,8,"mod3",1.27102134014424,0.0649022789204598,19.5836164967632,4.00929331658161e-05,NA,NA,NA,NA
"9",1,9,"mod3",1.18705636096263,0.0354832550638974,33.4539872067826,4.76186544503661e-06,NA,NA,NA,NA
"10",1,10,"mod3",1.14484971283986,0.052431882106928,21.8349917423351,2.60309867053653e-05,NA,NA,NA,NA
"11",1,11,"mod3",1.21092469931145,0.0913542391516984,13.2552655525995,4.36753761393202e-05,NA,NA,NA,NA
"12",1,12,"mod3",1.1764891400052,0.0964377354645043,12.1994687488098,6.54381940470551e-05,NA,NA,NA,NA
"13",1,13,"mod3",1.17829376437415,0.0944630648054895,12.473592369678,5.87347835901027e-05,NA,NA,NA,NA
"14",1,14,"mod3",1.15189883738476,0.0766524042327964,15.0275630479429,2.36305522081858e-05,NA,NA,NA,NA
"15",1,15,"mod3",1.15189883738476,0.0766524042327964,15.0275630479429,2.36305522081858e-05,NA,NA,NA,NA
"16",1,16,"mod3",1.12605552655817,0.0668895032742289,16.8345625462586,1.35211746976379e-05,NA,NA,NA,NA
"17",1,17,"mod3",1.09264227897771,0.0599624419355551,18.2221111033474,9.14951251907189e-06,NA,NA,NA,NA
"18",1,18,"mod3",1.10250578433405,0.0822490660518327,13.4044778531499,1.06743713464756e-05,NA,NA,NA,NA
"19",1,19,"mod3",1.09270891394557,0.0755739886183154,14.4587963917621,6.8586899458285e-06,NA,NA,NA,NA
