"","replicate","area","species","links","connectances","links_per_sp","indegrees","outdegrees","maxsims","basals","tops","intermediates","sd_gen","sd_vul","overlaps","S_tops","S_intermediates","S_basals","modularities","normalised_indegree","normalised_outdegree","resources","consumers","potential_indegree"
"74",1,74,200,834,0.0419095477386935,4.17,16.68,4.38947368421053,0,0.75,0.055,0.195,2.93891775411121,0.863172097968249,0.518367346938776,11,39,150,0.200349062681198,4,1.05263157894737,190,50,16.88
"75",1,75,200,829,0.0416582914572864,4.145,16.58,4.36315789473684,0,0.75,0.055,0.195,2.96082370101794,0.849406258616622,0.503673469387755,11,39,150,0.171965897083282,4,1.05263157894737,190,50,16.7
"76",1,76,200,839,0.0421608040201005,4.195,16.4509803921569,4.41578947368421,0,0.745,0.055,0.2,2.91950526760446,0.861875721774128,0.509803921568627,11,40,149,0.181516110897064,3.92156862745098,1.05263157894737,190,51,16.5882352941176
"77",1,77,200,832,0.0418090452261307,4.16,16.3137254901961,4.37894736842105,0,0.745,0.055,0.2,2.91938044456892,0.865357771348459,0.509803921568627,11,40,149,0.221998944878578,3.92156862745098,1.05263157894737,190,51,16.5882352941176
"78",1,78,200,784,0.0393969849246231,3.92,15.68,4.21505376344086,0,0.745,0.075,0.175,2.99920946583614,0.887893302867013,0.498775510204082,15,35,149,0.206096604466438,4,1.0752688172043,186,50,15.84
"79",1,79,200,841,0.0422613065326633,4.205,16.4901960784314,4.42631578947368,0,0.745,0.055,0.2,2.92051361730326,0.85903245051937,0.509803921568627,11,40,149,0.181618049740791,3.92156862745098,1.05263157894737,190,51,16.5882352941176
"80",1,80,200,837,0.0420603015075377,4.185,16.74,4.40526315789474,0,0.75,0.055,0.195,2.93484023649515,0.851349718411084,0.507755102040816,11,39,150,0.218740060925484,4,1.05263157894737,190,50,16.84
"81",1,81,200,826,0.0415075376884422,4.13,16.1960784313725,4.34736842105263,0,0.745,0.055,0.2,2.95287095732338,0.858659275411429,0.506666666666667,11,40,149,0.213723629713058,3.92156862745098,1.05263157894737,190,51,16.5882352941176
"82",1,82,200,835,0.0419597989949749,4.175,18.1521739130435,4.39473684210526,0,0.765,0.05,0.18,2.96143928183314,0.863584231609309,0.600966183574879,10,36,153,0.18231275677681,4.34782608695652,1.05263157894737,190,46,18.2826086956522
"83",1,83,200,838,0.0421105527638191,4.19,16.4313725490196,4.41052631578947,0,0.745,0.055,0.2,2.91835292067498,0.86313389049365,0.509803921568627,11,40,149,0.213277012109756,3.92156862745098,1.05263157894737,190,51,16.5882352941176
"84",1,84,200,754,0.0378894472361809,3.77,15.3877551020408,4.12021857923497,0,0.73,0.065,0.18,2.99776679120535,0.910242643395749,0.493197278911565,13,36,146,0.207241296768188,4.08163265306122,1.09289617486339,183,49,15.5510204081633
"85",1,85,200,813,0.0408542713567839,4.065,16.26,4.27894736842105,0,0.745,0.05,0.2,2.97563681489145,0.824638987507364,0.466122448979592,10,40,149,0.206066399812698,4,1.05263157894737,190,50,16.9
"86",1,86,200,840,0.0422110552763819,4.2,16.4705882352941,4.42105263157895,0,0.745,0.055,0.2,2.93193951651495,0.859293783629289,0.509803921568627,11,40,149,0.190802156925201,3.92156862745098,1.05263157894737,190,51,16.5882352941176
"87",1,87,201,841,0.0418407960199005,4.18407960199005,16.82,4.40314136125654,0,0.746268656716418,0.0497512437810945,0.199004975124378,2.95754623977008,0.850083428507615,0.506938775510204,10,40,150,0.177006021142006,4.02,1.05235602094241,191,50,16.82
"88",1,88,201,843,0.0419402985074627,4.19402985074627,16.5294117647059,4.41361256544503,0,0.746268656716418,0.054726368159204,0.199004975124378,2.93077357895525,0.859923453065683,0.509803921568627,11,40,150,0.223340898752213,3.94117647058824,1.05235602094241,191,51,16.5882352941176
"89",1,89,201,842,0.0418905472636816,4.18905472636816,16.5098039215686,4.40837696335079,0,0.746268656716418,0.054726368159204,0.199004975124378,2.93461275183024,0.861173575479939,0.509803921568627,11,40,150,0.215882614254951,3.94117647058824,1.05235602094241,191,51,16.5882352941176
"90",1,90,202,846,0.0416728239988178,4.18811881188119,16.5882352941176,4.40625,0,0.747524752475248,0.0544554455445545,0.198019801980198,2.94736657463149,0.859226517937081,0.509803921568627,11,40,151,0.18122410774231,3.96078431372549,1.05208333333333,192,51,16.5882352941176
"91",1,91,202,846,0.0416728239988178,4.18811881188119,16.5882352941176,4.40625,0,0.747524752475248,0.0544554455445545,0.198019801980198,2.94736657463149,0.859226517937081,0.509803921568627,11,40,151,0.18122410774231,3.96078431372549,1.05208333333333,192,51,16.5882352941176
"92",1,92,202,846,0.0416728239988178,4.18811881188119,16.5882352941176,4.40625,0,0.747524752475248,0.0544554455445545,0.198019801980198,2.94736657463149,0.859226517937081,0.509803921568627,11,40,151,0.18122410774231,3.96078431372549,1.05208333333333,192,51,16.5882352941176
"93",1,93,202,846,0.0416728239988178,4.18811881188119,16.5882352941176,4.40625,0,0.747524752475248,0.0544554455445545,0.198019801980198,2.94736657463149,0.859226517937081,0.509803921568627,11,40,151,0.18122410774231,3.96078431372549,1.05208333333333,192,51,16.5882352941176
"94",2,1,92,177,0.0422838031533684,1.92391304347826,9.83333333333333,2.49295774647887,0,0.673913043478261,0.0978260869565217,0.0978260869565217,3.2884534691394,0.909245243860859,0.595588235294118,9,9,62,0.262648046016693,5.11111111111111,1.29577464788732,71,18,21.5
"95",2,2,93,157,0.0366993922393642,1.68817204301075,6.54166666666667,2.18055555555556,0,0.602150537634409,0.0860215053763441,0.172043010752688,2.84751892703361,0.936510582940674,0.347826086956522,8,16,56,0.407055079936981,3.875,1.29166666666667,72,24,16.7916666666667
"96",2,3,108,251,0.0434406368985808,2.32407407407407,9.2962962962963,2.88505747126437,0,0.62962962962963,0.0833333333333333,0.166666666666667,2.64446542954932,0.99975438702707,0.495384615384615,9,18,68,0.307106256484985,4,1.24137931034483,87,27,17.3703703703704
"97",2,4,110,225,0.0375312760633862,2.04545454545455,9,2.58620689655172,0,0.654545454545455,0.109090909090909,0.118181818181818,3.13873133394374,0.937445433908681,0.39,12,13,72,0.305511087179184,4.4,1.26436781609195,87,25,15.48
"98",2,5,111,263,0.0430794430794431,2.36936936936937,10.9583333333333,2.85869565217391,0,0.666666666666667,0.0630630630630631,0.153153153153153,3.14393111779866,0.901488904354044,0.507246376811594,7,17,74,0.249273493885994,4.625,1.20652173913043,92,24,18.8333333333333
"99",2,6,116,291,0.0436281859070465,2.50862068965517,11.64,3.06315789473684,0,0.689655172413793,0.0948275862068965,0.120689655172414,3.02877584055025,0.970033844703532,0.606666666666667,11,14,80,0.298732876777649,4.64,1.22105263157895,95,25,20.32
"100",2,7,121,296,0.040771349862259,2.44628099173554,10.5714285714286,2.93069306930693,0,0.71900826446281,0.115702479338843,0.115702479338843,2.8663247385277,0.990053751618192,0.505291005291005,14,14,87,0.343984007835388,4.32142857142857,1.1980198019802,101,28,17.1428571428571
"101",2,8,130,459,0.0547406082289803,3.53076923076923,15.3,3.99130434782609,0,0.738461538461539,0.0846153846153846,0.146153846153846,2.77752705125669,0.830942601358257,0.602298850574713,11,19,96,0.248477548360825,4.33333333333333,1.1304347826087,115,30,22.0666666666667
"102",2,9,130,305,0.0363744782349434,2.34615384615385,11.7307692307692,2.65217391304348,0,0.753846153846154,0.0769230769230769,0.123076923076923,3.2363829258236,0.813075501534732,0.446153846153846,10,16,98,0.33917224407196,5,1.1304347826087,115,26,17
"103",2,10,130,346,0.0412641621943948,2.66153846153846,14.4166666666667,3.06194690265487,0,0.761538461538461,0.0846153846153846,0.1,3.34965560900643,0.870908958242299,0.619565217391304,11,13,99,0.271396458148956,5.41666666666667,1.15044247787611,113,24,19.5
