"","replicate","area","species","links","connectances","links_per_sp","indegrees","outdegrees","maxsims","basals","tops","intermediates","sd_gen","sd_vul","overlaps","S_tops","S_intermediates","S_basals","modularities","normalised_indegree","normalised_outdegree","resources","consumers","potential_indegree"
"1",1,1,28,29,0.0767195767195767,1.03571428571429,5.8,1.16,0,0.821428571428571,0.142857142857143,0.0357142857142857,4.36944918048461,0.490361586383944,0.3,4,1,23,0.282401889562607,5.6,1.12,25,5,15.6
"2",1,2,31,31,0.0666666666666667,1,5.16666666666667,1.14814814814815,0,0.806451612903226,0.161290322580645,0.032258064516129,4.47958331395529,0.516397779494322,0.3,5,1,25,0.315816849470139,5.16666666666667,1.14814814814815,27,6,13.1666666666667
"3",1,3,79,152,0.0493346316131126,1.92405063291139,10.8571428571429,2.14084507042254,0,0.822784810126582,0.10126582278481,0.0759493670886076,3.86413800506609,0.587143704686009,0.274725274725275,8,6,65,0.258115470409393,5.64285714285714,1.11267605633803,71,14,20.2142857142857
"4",1,4,97,216,0.0463917525773196,2.22680412371134,12,2.48275862068966,0,0.814432989690722,0.103092783505155,0.0824742268041237,3.53809455338625,0.684454899444493,0.339869281045752,10,8,79,0.273630410432816,5.38888888888889,1.11494252873563,87,18,21.2777777777778
"5",1,5,116,269,0.0403298350824588,2.31896551724138,12.2272727272727,2.58653846153846,0,0.810344827586207,0.103448275862069,0.0862068965517241,3.7259065139097,0.695562776393438,0.32034632034632,12,10,94,0.27839583158493,5.27272727272727,1.11538461538462,104,22,18.5454545454545
"6",1,6,121,284,0.0391184573002755,2.34710743801653,12.3478260869565,2.58181818181818,0,0.809917355371901,0.0909090909090909,0.0991735537190083,3.79752642340437,0.695117898450434,0.316205533596838,11,12,98,0.272149622440338,5.26086956521739,1.1,110,23,17.9565217391304
"7",1,7,131,348,0.0408690546095126,2.65648854961832,13.3846153846154,2.87603305785124,0,0.801526717557252,0.0763358778625954,0.122137404580153,3.60847171203937,0.737915058592913,0.329230769230769,10,16,105,0.212556943297386,5.03846153846154,1.08264462809917,121,26,19.8076923076923
"8",1,8,137,377,0.0404680120223272,2.75182481751825,13.4642857142857,2.99206349206349,0,0.795620437956204,0.0802919708029197,0.124087591240876,3.57598286475782,0.754043189450682,0.349206349206349,11,17,109,0.210266709327698,4.89285714285714,1.08730158730159,126,28,19.7857142857143
"9",1,9,137,381,0.0408973808501503,2.78102189781022,13.6071428571429,3,0,0.795620437956204,0.072992700729927,0.131386861313869,3.59202171367525,0.739643823946929,0.349206349206349,10,18,109,0.193764165043831,4.89285714285714,1.07874015748032,127,28,19.7857142857143
"10",1,10,140,390,0.040082219938335,2.78571428571429,13.448275862069,3,0,0.792857142857143,0.0714285714285714,0.135714285714286,3.57000661588691,0.74927064276194,0.347290640394089,10,19,111,0.21313938498497,4.82758620689655,1.07692307692308,130,29,19.6551724137931
