"","X","area","region","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval","fraction"
"3815",3815,2,"pyrenees","mod2",NA,NA,NA,NA,2.54304541813118,0.392432874179591,6.48020485910513,4.54943555822455e-05,0.92
"3908",3908,2,"pyrenees","mod2",NA,NA,NA,NA,2.69992030242655,0.498821251548227,5.41260079446619,0.00063638330738845,0.92
"4094",4094,2,"pyrenees","mod2",NA,NA,NA,NA,2.51735435690613,0.439623798939329,5.72615577905403,0.000132957874761767,0.92
"4187",4187,2,"pyrenees","mod2",NA,NA,NA,NA,2.53694203326281,0.406232819486183,6.24504449559645,0.000150522684093615,0.92
"4373",4373,2,"pyrenees","mod2",NA,NA,NA,NA,2.66708684118383,0.485351576849149,5.4951646773217,0.000187598103576363,0.92
"4466",4466,2,"pyrenees","mod2",NA,NA,NA,NA,2.7467713556258,0.536377765327975,5.12096424046633,0.000627163101232032,0.92
"4559",4559,2,"pyrenees","mod2",NA,NA,NA,NA,2.70231720238816,0.431208037614452,6.26685257848632,6.11420786347453e-05,0.92
"4652",4652,2,"pyrenees","mod2",NA,NA,NA,NA,2.58314959343119,0.427173824289279,6.04706900692937,8.34396553746618e-05,0.92
"4745",4745,2,"pyrenees","mod2",NA,NA,NA,NA,2.47550988445911,0.379519885905388,6.52274090606215,1.35024177149519e-05,0.92
"4838",4838,2,"pyrenees","mod2",NA,NA,NA,NA,2.65498089867858,0.491547340690679,5.40127202183219,0.000432286692601062,0.92
"4931",4931,2,"pyrenees","mod2",NA,NA,NA,NA,2.55706527716409,0.464764869744071,5.50184715676158,0.000185719333385295,0.92
"5024",5024,2,"pyrenees","mod2",NA,NA,NA,NA,2.54192451826328,0.439314975400845,5.7861094217058,0.000176260871836668,0.92
"5117",5117,2,"pyrenees","mod2",NA,NA,NA,NA,3.78110025524016,0.886269481310045,4.26630989216858,0.0236294809120518,0.92
"5210",5210,2,"pyrenees","mod2",NA,NA,NA,NA,2.88000838534754,0.565289619815753,5.09474839868144,0.00140770937977389,0.92
"5303",5303,2,"pyrenees","mod2",NA,NA,NA,NA,2.45966611210038,0.362225729136314,6.79042352393126,1.92909845257086e-05,0.92
"5396",5396,2,"pyrenees","mod2",NA,NA,NA,NA,2.52790155668523,0.367905535538002,6.87106148861985,2.68825785754067e-05,0.92
"5489",5489,2,"pyrenees","mod2",NA,NA,NA,NA,2.71053909160883,0.476936046975801,5.6832338607997,0.000202935124841853,0.92
"5582",5582,2,"pyrenees","mod2",NA,NA,NA,NA,2.77193252755802,0.546511103208085,5.07205162216549,0.000483374458502933,0.92
"5675",5675,2,"pyrenees","mod2",NA,NA,NA,NA,2.5920509294068,0.415622789518363,6.23654668313677,6.3795614759531e-05,0.92
"5768",5768,2,"pyrenees","mod2",NA,NA,NA,NA,2.49853281265588,0.415319282013033,6.0159326110399,8.72436116521823e-05,0.92
"5861",5861,2,"pyrenees","mod2",NA,NA,NA,NA,2.6512989348261,0.460523925683857,5.75713613769153,0.000183369865777795,0.92
"5954",5954,2,"pyrenees","mod2",NA,NA,NA,NA,2.59391610436382,0.449659697933928,5.76862039511703,0.000124905708495242,0.92
"6047",6047,2,"pyrenees","mod2",NA,NA,NA,NA,2.66905234258533,0.471717555523417,5.65815774997765,0.000210073769198001,0.92
"6140",6140,2,"pyrenees","mod2",NA,NA,NA,NA,2.52643749042903,0.459007397573822,5.50413240349291,0.000185081434721487,0.92
"6233",6233,2,"pyrenees","mod2",NA,NA,NA,NA,2.59250283234145,0.434611186639693,5.96510838201392,9.38558510358e-05,0.92
"6326",6326,2,"pyrenees","mod2",NA,NA,NA,NA,2.59482308561847,0.424316111645335,6.11530652361218,7.57081957852573e-05,0.92
"6419",6419,2,"pyrenees","mod2",NA,NA,NA,NA,2.65823543493479,0.496644711860566,5.35238848104577,0.00032250499755519,0.92
"6512",6512,2,"pyrenees","mod2",NA,NA,NA,NA,2.53353575700047,0.390943269302001,6.48057136659214,2.06527495890481e-05,0.92
"6605",6605,2,"pyrenees","mod2",NA,NA,NA,NA,2.57956772308565,0.457665184401664,5.63636433577111,0.000151860859835547,0.92
"6698",6698,2,"pyrenees","mod2",NA,NA,NA,NA,2.65718657056431,0.40458911972757,6.56761746918337,0.000175212247108196,0.92
"6791",6791,2,"pyrenees","mod2",NA,NA,NA,NA,2.57879860683982,0.461927950618554,5.58268579198689,0.000233233760443824,0.92
"6884",6884,2,"pyrenees","mod2",NA,NA,NA,NA,2.56920186056372,0.478351947381935,5.37094470844155,0.000314105231027793,0.92
"6977",6977,2,"pyrenees","mod2",NA,NA,NA,NA,2.54656544123107,0.448565190025359,5.67713567137724,0.000204646859995887,0.92
"7070",7070,2,"pyrenees","mod2",NA,NA,NA,NA,2.69481286091308,0.444435283244833,6.06345392120577,4.01057573424574e-05,0.92
"7163",7163,2,"pyrenees","mod2",NA,NA,NA,NA,2.56370288267512,0.411773249885995,6.22600638430232,9.80681757317137e-05,0.92
"7256",7256,2,"pyrenees","mod2",NA,NA,NA,NA,2.6333320199586,0.461035442284743,5.71177783406121,0.000135808005817706,0.92
"7349",7349,2,"pyrenees","mod2",NA,NA,NA,NA,2.55567415447907,0.385441483632898,6.63051140834944,9.58554918179089e-05,0.92
"7442",7442,2,"pyrenees","mod2",NA,NA,NA,NA,2.68426353953763,0.448686778834078,5.98248860042798,0.000206899340966891,0.92
"7535",7535,2,"pyrenees","mod2",NA,NA,NA,NA,2.88098946140552,0.544393727866385,5.29210627149734,0.00184370150915834,0.92
"7628",7628,2,"pyrenees","mod2",NA,NA,NA,NA,2.86799168876794,0.513901913782931,5.58081534987114,0.000832515764708358,0.92
"7721",7721,2,"pyrenees","mod2",NA,NA,NA,NA,2.50899372807724,0.391379244605904,6.41064584455329,3.34931322553481e-05,0.92
"7814",7814,2,"pyrenees","mod2",NA,NA,NA,NA,2.65390618798093,0.421652145312116,6.29406542214188,8.97709297068316e-05,0.92
"7907",7907,2,"pyrenees","mod2",NA,NA,NA,NA,2.45630766072932,0.370320531669845,6.63292323991157,1.63035598450895e-05,0.92
"8186",8186,2,"pyrenees","mod2",NA,NA,NA,NA,2.60558309194853,0.469858442863356,5.54546402544114,0.00024565141857882,0.92
"8279",8279,2,"pyrenees","mod2",NA,NA,NA,NA,2.55844255350693,0.42653728400924,5.99816862305408,8.94963848184046e-05,0.92
"8372",8372,2,"pyrenees","mod2",NA,NA,NA,NA,2.60024666808024,0.397029482300894,6.54925335270092,4.13969574998741e-05,0.92
"8465",8465,2,"pyrenees","mod2",NA,NA,NA,NA,2.61999042250003,0.439999102163534,5.95453583795329,0.00021413977692914,0.92
"8558",8558,2,"pyrenees","mod2",NA,NA,NA,NA,2.49986237693799,0.390992962332265,6.39362499525916,2.36701166576585e-05,0.92
"8651",8651,2,"pyrenees","mod2",NA,NA,NA,NA,2.59254401237781,0.502555204219877,5.15872483382647,0.000596111086190496,0.92
"8744",8744,2,"pyrenees","mod2",NA,NA,NA,NA,2.6873470774492,0.488903038875336,5.49668720331771,0.000381819485693901,0.92
"8837",8837,2,"pyrenees","mod2",NA,NA,NA,NA,2.74600501735913,0.502043789677527,5.46965239650299,0.000594693102018398,0.92
"9023",9023,2,"pyrenees","mod2",NA,NA,NA,NA,2.73678164153122,0.439346048295282,6.22921647332502,0.000153398686564173,0.92
"9116",9116,2,"pyrenees","mod2",NA,NA,NA,NA,2.48693290201854,0.376558629421869,6.60437102672893,3.84099168274684e-05,0.92
"9209",9209,2,"pyrenees","mod2",NA,NA,NA,NA,2.5281826499408,0.40568621073741,6.23186734729129,3.05899064159942e-05,0.92
"3",3,3,"pyrenees","mod2",NA,NA,NA,NA,2.60419027826463,0.468686331353033,5.55636062768608,0.000171119589615278,0.81
"96",96,3,"pyrenees","mod2",NA,NA,NA,NA,2.53046393823137,0.435831753054629,5.80605685679398,8.39352922026697e-05,0.81
"189",189,3,"pyrenees","mod2",NA,NA,NA,NA,2.70612404659289,0.591902569495961,4.57190792210499,0.00134323325833966,0.81
"282",282,3,"pyrenees","mod2",NA,NA,NA,NA,2.67623207969979,0.550260951780718,4.86356895040279,0.00125012779271051,0.81
"375",375,3,"pyrenees","mod2",NA,NA,NA,NA,2.45812196537217,0.368784690691211,6.66546640199443,1.55068244936186e-05,0.81
"468",468,3,"pyrenees","mod2",NA,NA,NA,NA,2.56125527730468,0.430897280980153,5.94400426820667,6.77599115577632e-05,0.81
"561",561,3,"pyrenees","mod2",NA,NA,NA,NA,2.65034146959554,0.488867978203365,5.42138488868873,0.000209736452149956,0.81
"747",747,3,"pyrenees","mod2",NA,NA,NA,NA,2.66744860870946,0.454107438063903,5.87404738420974,0.00010707665938973,0.81
"840",840,3,"pyrenees","mod2",NA,NA,NA,NA,2.65277343644195,0.481516478418767,5.50920592614668,0.000134259062995351,0.81
"1026",1026,3,"pyrenees","mod2",NA,NA,NA,NA,2.4722271465513,0.387873298691245,6.37380081303107,8.10011254064337e-05,0.81
"1119",1119,3,"pyrenees","mod2",NA,NA,NA,NA,2.75673068078654,0.442430730725532,6.23087522936267,9.74479670698618e-05,0.81
"1398",1398,3,"pyrenees","mod2",NA,NA,NA,NA,2.69798992598014,0.55922709781146,4.82449784092857,0.000941073270464157,0.81
"1491",1491,3,"pyrenees","mod2",NA,NA,NA,NA,2.58773563717316,0.448997423289089,5.76336411513667,0.000125873620186204,0.81
"1584",1584,3,"pyrenees","mod2",NA,NA,NA,NA,2.6436585018792,0.52314090433213,5.05343489676884,0.000496738604993724,0.81
"1677",1677,3,"pyrenees","mod2",NA,NA,NA,NA,2.6429084908076,0.449830627407349,5.87534136134819,0.000156165298499432,0.81
"1770",1770,3,"pyrenees","mod2",NA,NA,NA,NA,2.6818736243819,0.485614857667374,5.52263503069931,0.000253616768936365,0.81
"1863",1863,3,"pyrenees","mod2",NA,NA,NA,NA,2.47189664830842,0.388825838433718,6.35733638038512,1.7764176187199e-05,0.81
