"","X","area","region","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval","fraction"
"7255",7255,1,"pyrenees","mod1",0.305325993434268,0.0620555171733486,4.92020705558471,0.000604672664333102,1.8959385567531,0.158072244334589,11.9941268926377,2.93488908613429e-07,0.9
"7348",7348,1,"pyrenees","mod1",0.227058827961678,0.0468260500147811,4.84898529536454,0.000212492905586638,1.80855266544517,0.12064081644619,14.9912170583813,1.95739337563405e-10,0.9
"7441",7441,1,"pyrenees","mod1",0.275138398238359,0.0732783351120927,3.7547031850203,0.00452176986938944,1.84853245626914,0.197566566435922,9.35650444109268,6.20681666674459e-06,0.9
"7534",7534,1,"pyrenees","mod1",0.270525713370163,0.0716194411111153,3.7772664680593,0.00361814444339534,2.04629970342883,0.211723725169899,9.66495229472638,2.17040027838239e-06,0.9
"7627",7627,1,"pyrenees","mod1",0.237402466787529,0.0482455950148648,4.92070761515915,0.00018474053031157,1.75726251033489,0.120027777304754,14.640465313901,2.73286209018243e-10,0.9
"7720",7720,1,"pyrenees","mod1",0.24593126474311,0.0581361637344438,4.23026304017036,0.00116744750363222,1.8100714575713,0.15364400219012,11.7809444675329,5.93625263708453e-08,0.9
"7813",7813,1,"pyrenees","mod1",0.274791364711638,0.0447195976586834,6.14476379704817,4.98566228779102e-05,1.87067359222313,0.10853571124733,17.2355584233493,7.8606536094171e-10,0.9
"7906",7906,1,"pyrenees","mod1",0.20682420466525,0.0456224059288736,4.53339100501832,0.000396066163145024,1.9019359000049,0.129933808881915,14.6377291358664,2.7400615729302e-10,0.9
"8092",8092,1,"pyrenees","mod1",0.248255527584722,0.0520158671063197,4.77268843903517,0.000297460007261978,1.79109835907127,0.131153946740094,13.6564579533445,1.74960941152293e-09,0.9
"8185",8185,1,"pyrenees","mod1",0.297153670989579,0.061430832793439,4.83720726998375,0.000684351029708672,1.85587053463056,0.154505881594686,12.0116497538848,2.89486964730082e-07,0.9
"8278",8278,1,"pyrenees","mod1",0.258498448099134,0.0468584449337796,5.51658187685154,9.93124394357586e-05,1.90842008355864,0.119268345155548,16.0010611455177,6.20591217768735e-10,0.9
"8371",8371,1,"pyrenees","mod1",0.325401416782755,0.0720449205725521,4.51664620068618,0.0019585540164259,1.78553616625562,0.176515435729896,10.1154675729768,7.79043015185304e-06,0.9
"8464",8464,1,"pyrenees","mod1",0.227946881900159,0.0486159423111583,4.68872701142401,0.000423759397686926,1.87414956250431,0.135277831188597,13.8540775383328,3.66466161277071e-09,0.9
"8557",8557,1,"pyrenees","mod1",0.281978995217358,0.0558707986607342,5.04698343278797,0.00037384206901632,1.86872458468785,0.141164463476558,13.2379250320189,4.21458487302652e-08,0.9
"8650",8650,1,"pyrenees","mod1",0.592522722444966,0.116667958415112,5.07870996025088,0.00226842335011676,2.32331893292014,0.298004605891475,7.79625175916318,0.000234713980590616,0.9
"8743",8743,1,"pyrenees","mod1",0.185310251165163,0.036838971803171,5.03027750490072,0.000102856742070673,1.84094566950813,0.101415919129117,18.1524329248976,1.44979606615767e-12,0.9
"8836",8836,1,"pyrenees","mod1",0.250146908025961,0.0483410319762379,5.17462904285786,0.000306293384968278,1.914809540606,0.123900557015799,15.4544062329102,8.32086879318808e-09,0.9
"8929",8929,1,"pyrenees","mod1",0.15264951219313,0.0282064302726844,5.41186923397955,5.7599963811523e-05,2.02019928571139,0.0801441758557227,25.2070629480075,2.63082685347507e-14,0.9
"9022",9022,1,"pyrenees","mod1",0.297153670989579,0.061430832793439,4.83720726998375,0.000684351029708672,1.85587053463056,0.154505881594686,12.0116497538848,2.89486964730082e-07,0.9
"9115",9115,1,"pyrenees","mod1",0.275138398238359,0.0732783351120927,3.7547031850203,0.00452176986938944,1.84853245626914,0.197566566435922,9.35650444109268,6.20681666674459e-06,0.9
"9208",9208,1,"pyrenees","mod1",0.513580734676004,0.069403373740721,7.39993903746888,7.61997296037153e-05,2.06201088435868,0.155141234822958,13.2911852010962,9.80474708545987e-07,0.9
"2",2,2,"pyrenees","mod1",0.222355019569325,0.0397335188147992,5.59615725467804,4.0170651607487e-05,1.79506090045102,0.0992497729124976,18.0862973060262,4.48482950820172e-12,0.98
"95",95,2,"pyrenees","mod1",0.416879051177013,0.0822938487633805,5.06573768807029,0.000970120656935504,2.00716609245927,0.200815857498581,9.9950577482331,8.51956642683216e-06,0.98
"188",188,2,"pyrenees","mod1",0.205314228797885,0.0464400336405114,4.42106115570903,0.000690374333163358,1.87321587842709,0.132250953354975,14.1641011342972,2.79470251537975e-09,0.98
"281",281,2,"pyrenees","mod1",0.298641277065306,0.0635562046107559,4.69885322596444,0.000651350654257046,1.98083699759517,0.171240374446619,11.5675815589427,1.6947922934051e-07,0.98
"374",374,2,"pyrenees","mod1",0.290158747308062,0.0623159662379746,4.6562504735944,0.000697954966998259,1.78613440775392,0.149714349850817,11.9302819638445,1.23505664936008e-07,0.98
"467",467,2,"pyrenees","mod1",0.478145584967053,0.0865818443424627,5.52246938833751,0.000558755750639314,2.07330630002115,0.203661053834395,10.1801805548303,7.42753253802983e-06,0.98
"560",560,2,"pyrenees","mod1",0.28144177183572,0.0587808090946148,4.7879873749731,0.000354395907465606,1.7526008898348,0.137921436979127,12.7072406452671,1.04837552992456e-08,0.98
"653",653,2,"pyrenees","mod1",0.247547584355186,0.049021744642536,5.04975059864332,0.000177400393904438,1.75204544404005,0.1199749380181,14.6034286241992,7.25105761052611e-10,0.98
"746",746,2,"pyrenees","mod1",0.4347921106164,0.0829440553259407,5.24199243583909,0.000781396988930028,2.1903011131598,0.213777363261909,10.2457111442447,7.07917405597982e-06,0.98
"839",839,2,"pyrenees","mod1",0.213217349147669,0.039211993496165,5.43755443518885,3.63753375695385e-05,1.74141156137399,0.0985001378785015,17.6792804444802,8.00620701663007e-13,0.98
"932",932,2,"pyrenees","mod1",0.421168967810834,0.0650887892251979,6.47068370489502,0.000115322115109425,2.04721226375455,0.156951183978039,13.0436242140167,3.77286616537965e-07,0.98
"1025",1025,2,"pyrenees","mod1",0.252658054255512,0.0479583551423891,5.2682802299071,0.00019836686616366,1.92954224316142,0.123673862600966,15.6018596216008,2.47640507950607e-09,0.98
"1118",1118,2,"pyrenees","mod1",0.185019239353241,0.0376912955287969,4.9088055148405,0.00011314381251182,1.7674918228643,0.10069302236365,17.5532701410139,9.0454796306761e-13,0.98
"1211",1211,2,"pyrenees","mod1",0.163308388863609,0.0301844677409166,5.41034515716292,2.2897906227228e-05,1.79037217193879,0.0802861147197058,22.2998980357851,4.20898728539207e-16,0.98
"1304",1304,2,"pyrenees","mod1",0.279918429599063,0.0492504977739941,5.68356549173539,7.49614057851617e-05,1.81825268487283,0.117457619258676,15.4800743991626,9.35378579354312e-10,0.98
"1397",1397,2,"pyrenees","mod1",0.251056907203497,0.042713464146873,5.87769950805725,7.50785351075182e-05,1.80653681855935,0.103895113235324,17.3880826759149,7.09879573893034e-10,0.98
"1490",1490,2,"pyrenees","mod1",0.209019783756457,0.0432943367118506,4.82787818526028,0.00022145288232092,1.92768321009887,0.121926405587565,15.8102192942483,9.21700205653921e-11,0.98
"1583",1583,2,"pyrenees","mod1",0.247547584355186,0.049021744642536,5.04975059864332,0.000177400393904438,1.75204544404005,0.1199749380181,14.6034286241992,7.25105761052611e-10,0.98
"1676",1676,2,"pyrenees","mod1",0.331565371370411,0.063059309797639,5.25799239532471,0.000369121991947877,1.91054621754589,0.155754893961623,12.2663639578262,2.37580649175718e-07,0.98
"1769",1769,2,"pyrenees","mod1",0.288060025476255,0.0493297970303424,5.83947315451292,7.96740926228667e-05,1.86584824646337,0.120870965277189,15.4366951747634,2.79795467029831e-09,0.98
"1862",1862,2,"pyrenees","mod1",0.273543577864903,0.0537178855244723,5.09222533973876,0.00026520635936081,1.79681952170478,0.128866018457577,13.9433152603865,8.93403080220855e-09,0.98
"2048",2048,2,"pyrenees","mod1",0.4347921106164,0.0829440553259407,5.24199243583909,0.000781396988930028,2.1903011131598,0.213777363261909,10.2457111442447,7.07917405597982e-06,0.98
"2141",2141,2,"pyrenees","mod1",0.303002021612042,0.0550673676209813,5.50238797862194,0.000135735122021018,1.92909866430526,0.135355306964443,14.2521095594134,6.96514834388371e-09,0.98
"2234",2234,2,"pyrenees","mod1",0.288060025476255,0.0493297970303424,5.83947315451292,7.96740926228667e-05,1.86584824646337,0.120870965277189,15.4366951747634,2.79795467029831e-09,0.98
"2327",2327,2,"pyrenees","mod1",0.331565371370411,0.063059309797639,5.25799239532471,0.000369121991947877,1.91054621754589,0.155754893961623,12.2663639578262,2.37580649175718e-07,0.98
"2420",2420,2,"pyrenees","mod1",0.288382494332811,0.0499836671864419,5.76953454129581,8.88695563801465e-05,1.80774951209273,0.117343540553583,15.4056158827699,2.8633545707329e-09,0.98
"2513",2513,2,"pyrenees","mod1",0.767018785152447,0.0889577483362937,8.62228192032051,5.63283204818529e-05,2.56810672751085,0.232273356065125,11.0563982499603,1.09951562287393e-05,0.98
"2606",2606,2,"pyrenees","mod1",0.227182066400206,0.0432005453391537,5.25877774497225,7.79575613379678e-05,1.75254592294795,0.108599042028003,16.1377659528161,2.54029697820643e-11,0.98
"2699",2699,2,"pyrenees","mod1",0.178208985282924,0.029784554097418,5.98326853240932,9.3040420500148e-06,1.83906984457376,0.0781574837278559,23.5303103024324,1.62741565504798e-15,0.98
"2792",2792,2,"pyrenees","mod1",0.361327680200933,0.0552491195557895,6.53997173359607,6.55534132825511e-05,1.91897914113104,0.128975763167112,14.878602723557,3.78016399862919e-08,0.98
"2885",2885,2,"pyrenees","mod1",0.28144177183572,0.0587808090946148,4.7879873749731,0.000354395907465606,1.7526008898348,0.137921436979127,12.7072406452671,1.04837552992456e-08,0.98
"2978",2978,2,"pyrenees","mod1",0.252658054255512,0.0479583551423891,5.2682802299071,0.00019836686616366,1.92954224316142,0.123673862600966,15.6018596216008,2.47640507950607e-09,0.98
"3071",3071,2,"pyrenees","mod1",0.361327680200933,0.0552491195557895,6.53997173359607,6.55534132825511e-05,1.91897914113104,0.128975763167112,14.878602723557,3.78016399862919e-08,0.98
"3164",3164,2,"pyrenees","mod1",0.288382494332811,0.0499836671864419,5.76953454129581,8.88695563801465e-05,1.80774951209273,0.117343540553583,15.4056158827699,2.8633545707329e-09,0.98
"3257",3257,2,"pyrenees","mod1",0.225936085084647,0.038477631111694,5.87188136475431,3.06955349010275e-05,1.81880605930196,0.0969030593447564,18.7693357836217,7.90256933658407e-12,0.98
"3350",3350,2,"pyrenees","mod1",0.331565371370411,0.063059309797639,5.25799239532471,0.000369121991947877,1.91054621754589,0.155754893961623,12.2663639578262,2.37580649175718e-07,0.98
"3443",3443,2,"pyrenees","mod1",0.331565371370411,0.063059309797639,5.25799239532471,0.000369121991947877,1.91054621754589,0.155754893961623,12.2663639578262,2.37580649175718e-07,0.98
"3536",3536,2,"pyrenees","mod1",0.213217349147669,0.039211993496165,5.43755443518885,3.63753375695385e-05,1.74141156137399,0.0985001378785015,17.6792804444802,8.00620701663007e-13,0.98
"3629",3629,2,"pyrenees","mod1",0.416879051177013,0.0822938487633805,5.06573768807029,0.000970120656935504,2.00716609245927,0.200815857498581,9.9950577482331,8.51956642683216e-06,0.98
"3722",3722,2,"pyrenees","mod1",0.205314228797885,0.0464400336405114,4.42106115570903,0.000690374333163358,1.87321587842709,0.132250953354975,14.1641011342972,2.79470251537975e-09,0.98
"3815",3815,2,"pyrenees","mod1",0.267791702562296,0.0528242678428277,5.06948252191735,0.000275430630190897,1.77306813391723,0.132355569283967,13.3962487828006,1.40585281115674e-08,0.98
"3908",3908,2,"pyrenees","mod1",0.290158747308062,0.0623159662379746,4.6562504735944,0.000697954966998259,1.78613440775392,0.149714349850817,11.9302819638445,1.23505664936008e-07,0.98
"4001",4001,2,"pyrenees","mod1",0.302504125180996,0.0593781079892941,5.09453964473805,0.000467740880141239,1.84951427673255,0.149886476701946,12.339433933125,2.24638204169447e-07,0.98
"4094",4094,2,"pyrenees","mod1",0.267791702562296,0.0528242678428277,5.06948252191735,0.000275430630190897,1.77306813391723,0.132355569283967,13.3962487828006,1.40585281115674e-08,0.98
"4187",4187,2,"pyrenees","mod1",0.219229374742266,0.0417908659849806,5.24586819572142,7.99832698292345e-05,1.79913284165554,0.107372338091352,16.7560181107806,1.43693282275465e-11,0.98
"4280",4280,2,"pyrenees","mod1",0.362833534035061,0.0709117407430642,5.11669196430704,0.00045286725923224,1.86321072702282,0.167377712127069,11.1317731814156,5.90070342285781e-07,0.98
"4373",4373,2,"pyrenees","mod1",0.288382494332811,0.0499836671864419,5.76953454129581,8.88695563801465e-05,1.80774951209273,0.117343540553583,15.4056158827699,2.8633545707329e-09,0.98
"4466",4466,2,"pyrenees","mod1",0.196273109547838,0.0353037888559197,5.55954802326911,4.31369684528501e-05,1.79388476996588,0.0926338010397452,19.3653369486178,1.57234587936353e-12,0.98
"4559",4559,2,"pyrenees","mod1",0.279918429599063,0.0492504977739941,5.68356549173539,7.49614057851617e-05,1.81825268487283,0.117457619258676,15.4800743991626,9.35378579354312e-10,0.98
"4652",4652,2,"pyrenees","mod1",0.215129171382064,0.045086992392622,4.77142430589955,0.000247379921572162,1.81360864781816,0.117759975046757,15.400891916783,1.33700451984312e-10,0.98
"4745",4745,2,"pyrenees","mod1",0.261449597381394,0.0454772153964254,5.74902388157091,6.7206164173238e-05,1.90698556439801,0.114141032064833,16.7072745874143,3.62683221614846e-10,0.98
"4838",4838,2,"pyrenees","mod1",0.362833534035061,0.0709117407430642,5.11669196430704,0.00045286725923224,1.86321072702282,0.167377712127069,11.1317731814156,5.90070342285781e-07,0.98
"4931",4931,2,"pyrenees","mod1",0.176327250111085,0.0316043735925915,5.57920408055226,1.84319016484636e-05,1.73965717845494,0.0815583479675045,21.3302159963818,3.14804010331229e-15,0.98
"5024",5024,2,"pyrenees","mod1",0.386237535793375,0.0600631123936572,6.430528162809,7.53263130909789e-05,2.02587341450422,0.144843629664788,13.9866241904646,6.83448633439454e-08,0.98
"5117",5117,2,"pyrenees","mod1",0.177257295202576,0.0279148192858211,6.34993525795852,4.30551767271679e-06,1.83978836977827,0.0723952931191744,25.4130937317939,3.93530683480073e-16,0.98
"5210",5210,2,"pyrenees","mod1",0.240741646400141,0.0419712444295165,5.73587106297087,6.86939145122191e-05,1.81565917454807,0.103884009012116,17.4777541973405,2.06594871169397e-10,0.98
"5303",5303,2,"pyrenees","mod1",0.767018785152447,0.0889577483362937,8.62228192032051,5.63283204818529e-05,2.56810672751085,0.232273356065125,11.0563982499603,1.09951562287393e-05,0.98
"5396",5396,2,"pyrenees","mod1",0.488297290504795,0.0922789952961217,5.29153236809588,0.000735875273162536,1.95385501618134,0.207095908493635,9.43454185258032,1.30856457181075e-05,0.98
