Site;spec_ID;nest_ID;Taxon;Genus.Species;cells;cells.para;P1.Species.Genus;P1.cells;P2.Species.Genus;P2.cells;P3.Species.Genus;P3.cells
4;3029;10;bee;Chelostoma.spec;2;;;;;;;
4;3103;11;bee;Chelostoma.spec;3;;;;;;;
4;3105;11;bee;Chelostoma.spec;7;;;;;;;
4;3175;3;wasp;Crossocerus.nigritus;4;;;;;;;
4;3172;3;wasp;Crossocerus.spec;1;;;;;;;
4;3126;1;wasp;Dipogon.subintermedius;4;1;Melittobia.spec;1;;;;
4;3127;2;wasp;Eumenidae.spec;8;6;Melittobia.spec;6;;;;
4;3000;12;wasp;Eumenidae.spec;1;1;Chrysis.ignita.agg.;1;;;;
4;3173;3;wasp;Eumenidae.spec;4;1;Chrysis.ignita.agg.;1;;;;
4;3080;9;wasp;Eumenidae.spec;1;;;;;;;
4;3122;1;wasp;Eumenidae.spec;5;;;;;;;
4;3005;12;bee;Heriades.truncorum;1;;;;;;;
4;3009;12;bee;Heriades.truncorum;3;;;;;;;
4;3016;12;bee;Heriades.truncorum;4;;;;;;;
4;3018;12;bee;Heriades.truncorum;2;;;;;;;
4;3019;12;bee;Heriades.truncorum;1;;;;;;;
4;3020;12;bee;Heriades.truncorum;3;;;;;;;
4;3087;9;bee;Heriades.truncorum;8;;;;;;;
4;3115;11;bee;Heriades.truncorum;3;;;;;;;
4;3119;5;bee;Heriades.truncorum;2;;;;;;;
4;3177;6;bee;Heriades.truncorum;3;;;;;;;
4;3179;6;bee;Heriades.truncorum;3;;;;;;;
4;1734;4;bee;Hylaeus.communis;2;;;;;;;
4;1744;4;bee;Hylaeus.communis;6;;;;;;;
4;3059;7;bee;Hylaeus.communis;2;;;;;;;
4;3072;7;bee;Hylaeus.communis;3;;;;;;;
4;3117;5;bee;Hylaeus.communis;2;;;;;;;
4;3129;2;bee;Hylaeus.communis;6;;;;;;;
4;3129;2;bee;Hylaeus.communis;9;;;;;;;
4;3128;2;bee;Hylaeus.difformis;10;;;;;;;
4;3089;9;bee;Hylaeus.spec;5;;;;;;;
4;3123;1;bee;Hylaeus.spec;1;;;;;;;
4;3166;3;bee;Hylaeus.spec;1;;;;;;;
4;3024;12;bee;Megachile.versicolor;9;;;;; ;;
4;3075;7;wasp;Nitela.spinolae;1;1;Melittobia.spec;1;;;;
4;3064;7;wasp;Nitela.spinolae;1;;;;;;;
4;3069;7;wasp;Nitela.spinolae;2;;;;;;;
4;3073;7;wasp;Nitela.spinolae;1;;;;;;;
4;1735;4;bee;Osmia.leaiana;6;;;;;;;
4;1736;4;bee;Osmia.leaiana;6;;;;;;;
4;1746;4;bee;Osmia.leaiana;7;;;;;;;
4;1749;4;bee;Osmia.leaiana;7;;;;;;;
4;3004;12;bee;Osmia.leaiana;5;;;;;;;
4;3007;12;bee;Osmia.leaiana;3;;;;;;;
4;3008;12;bee;Osmia.leaiana;8;;;;;;;
4;3023;12;bee;Osmia.leaiana;2;;;;;;;
4;3026;10;bee;Osmia.leaiana;3;;;;;;;
4;3028;10;bee;Osmia.leaiana;7;;;;;;;
4;3039;10;bee;Osmia.leaiana;10;;;;;;;
4;3065;7;bee;Osmia.leaiana;2;;;;;;;
4;3076;9;bee;Osmia.leaiana;7;;;;;;;
4;3099;9;bee;Osmia.leaiana;6;;;;;;;
4;3111;11;bee;Osmia.leaiana;3;;;;;;;
4;3112;11;bee;Osmia.leaiana;8;;;;;;;
4;3169;3;bee;Osmia.leaiana;4;;;;;;;
4;3171;3;bee;Osmia.leaiana;4;;;;;;;
4;2965;8;bee;Osmia.rufa;9;8;Cacoxenus.indagator;8;;;;
4;3078;9;bee;Osmia.rufa;6;5;Cacoxenus.indagator;5;;;;
4;2964;8;bee;Osmia.rufa;7;4;Cacoxenus.indagator;4;;;;
4;3066;7;bee;Osmia.rufa;4;4;Cacoxenus.indagator;4;;;;
4;3074;7;bee;Osmia.rufa;7;4;Cacoxenus.indagator;4;;;;
4;3027;10;bee;Osmia.rufa;6;3;Cacoxenus.indagator;3;;;;
4;3040;10;bee;Osmia.rufa;3;3;Cacoxenus.indagator;3;;;;
4;3041;10;bee;Osmia.rufa;5;3;Cacoxenus.indagator;3;;;;
4;3044;10;bee;Osmia.rufa;5;3;Cacoxenus.indagator;3;;;;
4;3095;9;bee;Osmia.rufa;3;3;Cacoxenus.indagator;3;;;;
4;3003;12;bee;Osmia.rufa;7;2;Cacoxenus.indagator;2;;;;
4;3021;12;bee;Osmia.rufa;4;2;Cacoxenus.indagator;2;;;;
4;3031;10;bee;Osmia.rufa;2;2;Cacoxenus.indagator;2;;;;
4;3033;10;bee;Osmia.rufa;3;2;Cacoxenus.indagator;2;;;;
4;3070;7;bee;Osmia.rufa;4;2;Cacoxenus.indagator;2;;;;
4;3077;9;bee;Osmia.rufa;4;2;Cacoxenus.indagator;2;;;;
4;2960;8;bee;Osmia.rufa;6;1;Cacoxenus.indagator;1;;;;
4;3079;9;bee;Osmia.rufa;3;1;Cacoxenus.indagator;1;;;;
4;3084;9;bee;Osmia.rufa;1;1;Cacoxenus.indagator;1;;;;
4;3085;9;bee;Osmia.rufa;6;1;Cacoxenus.indagator;1;;;;
4;3097;9;bee;Osmia.rufa;4;1;Cacoxenus.indagator;1;;;;
4;1737;4;bee;Osmia.rufa;1;;;;;;;
4;1743;4;bee;Osmia.rufa;6;;;;;;;
4;1745;4;bee;Osmia.rufa;2;;;;;;;
4;1751;4;bee;Osmia.rufa;4;;;;;;;
4;2959;8;bee;Osmia.rufa;6;;;;;;;
4;2961;8;bee;Osmia.rufa;4;;;;;;;
4;2962;8;bee;Osmia.rufa;8;;;;;;;
4;2963;8;bee;Osmia.rufa;9;;;;;;;
4;2966;8;bee;Osmia.rufa;11;;;;;;;
4;2967;8;bee;Osmia.rufa;3;;;;;;;
4;2968;8;bee;Osmia.rufa;2;;;;;;;
4;2969;8;bee;Osmia.rufa;3;;;;;;;
4;2970;8;bee;Osmia.rufa;4;;;;;;;
4;2971;8;bee;Osmia.rufa;2;;;;;;;
4;2972;8;bee;Osmia.rufa;7;;;;;;;
4;2973;8;bee;Osmia.rufa;9;;;;;;;
4;3001;12;bee;Osmia.rufa;2;;;;;;;
4;3002;12;bee;Osmia.rufa;4;;;;;;;
4;3006;12;bee;Osmia.rufa;6;;;;;;;
4;3013;12;bee;Osmia.rufa;3;;;;;;;
4;3015;12;bee;Osmia.rufa;2;;;;;;;
4;3025;10;bee;Osmia.rufa;3;;;;;;;
4;3030;10;bee;Osmia.rufa;2;;;;;;;
4;3032;10;bee;Osmia.rufa;1;;;;;;;
4;3034;10;bee;Osmia.rufa;10;;;;;;;
4;3036;10;bee;Osmia.rufa;5;;;;;;;
4;3037;10;bee;Osmia.rufa;7;;;;;;;
4;3042;10;bee;Osmia.rufa;5;;;;;;;
4;3043;10;bee;Osmia.rufa;3;;;;;;;
4;3060;7;bee;Osmia.rufa;3;;;;;;;
4;3061;7;bee;Osmia.rufa;2;;;;;;;
4;3062;7;bee;Osmia.rufa;5;;;;;;;
4;3064;7;bee;Osmia.rufa;7;;;;;;;
4;3067;7;bee;Osmia.rufa;4;;;;;;;
4;3068;7;bee;Osmia.rufa;3;;;;;;;
4;3071;7;bee;Osmia.rufa;3;;;;;;;
4;3081;9;bee;Osmia.rufa;2;;;;;;;
4;3082;9;bee;Osmia.rufa;4;;;;;;;
4;3083;9;bee;Osmia.rufa;3;;;;;;;
4;3088;9;bee;Osmia.rufa;5;;;;;;;
4;3090;9;bee;Osmia.rufa;4;;;;;;;
4;3091;9;bee;Osmia.rufa;7;;;;;;;
4;3092;9;bee;Osmia.rufa;1;;;;;;;
4;3093;9;bee;Osmia.rufa;5;;;;;;;
4;3094;9;bee;Osmia.rufa;5;;;;;;;
4;3096;9;bee;Osmia.rufa;5;;;;;;;
4;3098;9;bee;Osmia.rufa;5;;;;;;;
4;3102;11;bee;Osmia.rufa;2;;;;;;;
4;3104;11;bee;Osmia.rufa;11;;;;;;;
4;3106;11;bee;Osmia.rufa;6;;;;;;;
4;3107;11;bee;Osmia.rufa;6;;;;;;;
4;3108;11;bee;Osmia.rufa;6;;;;;;;
4;3109;11;bee;Osmia.rufa;3;;;;;;;
4;3110;11;bee;Osmia.rufa;2;;;;;;;
4;3113;11;bee;Osmia.rufa;1;;;;;;;
4;3114;11;bee;Osmia.rufa;6;;;;;;;
4;3118;5;bee;Osmia.rufa;3;;;;;;;
4;3121;5;bee;Osmia.rufa;1;;;;;;;
4;3130;2;bee;Osmia.rufa;5;;;;;;;
4;3178;6;bee;Osmia.rufa;3;;;;;;;
4;3022;12;bee;Osmia.spec;3;1;Melittobia.spec;1;;;;
4;3168;3;bee;Osmia.spec;6;1;Ichneumonidae.spec;1;;;;
4;1738;4;bee;Osmia.spec;2;;;;;;;
4;3170;3;bee;Osmia.spec;5;;;;;;;
4;1740;4;wasp;Passaloecus.corniger;1;;;;;;;
4;1750;4;wasp;Passaloecus.corniger;1;;;;;;;
4;1742;4;wasp;Trypoxylon.clavicerum;3;;;;;;;
4;1748;4;wasp;Trypoxylon.clavicerum;6;;;;;;;
4;1753;4;wasp;Trypoxylon.clavicerum;2;;;;;;;
4;3102;11;wasp;Trypoxylon.clavicerum;2;;;;;;;
4;3167;3;wasp;Trypoxylon.clavicerum;2;;;;;;;
4;3120;5;wasp;Trypoxylon.spec;4;4;Trichrysis.cyanea;2;Melittobia.spec;4;;
4;3125;1;wasp;Trypoxylon.spec;4;4;Melittobia.spec;4;;;;
4;3124;1;wasp;Trypoxylon.spec;2;1;Melittobia.spec;1;;;;
4;1752;4;wasp;Trypoxylon.spec;3;;;;;;;
4;3086;9;wasp;Trypoxylon.spec;1;;;;;;;
5;1567;7;wasp;Ancistrocerus.nigricornis;3;;;;;;;
5;1648;2;wasp;Ancistrocerus.nigricornis;10;;;;;;;
5;1650;3;wasp;Ancistrocerus.nigricornis;5;;;;;;;
5;1657;6;wasp;Discoelius.zonalis;5;;;;;;;
5;1653;5;wasp;Eumenidae.spec;2;2;Melittobia.spec;2;;;;
5;2982;8;wasp;Eumenidae.spec;1;1;Chrysis.ignita.agg.;1;;;;
5;2983;8;wasp;Eumenidae.spec;1;1;Melittobia.spec;1;;;;
5;1563;7;wasp;Eumenidae.spec;12;;;;;;;
5;1614;10;wasp;Eumenidae.spec;8;;;;;;;
5;1633;9;wasp;Eumenidae.spec;3;;;;;;;
5;1636;9;wasp;Eumenidae.spec;13;;;;;;;
5;1647;2;wasp;Eumenidae.spec;4;;;;;;;
5;1660;6;bee;Hylaeus.communis;3;;;;;;;
5;1635;9;bee;Hylaeus.difformis;1;;;;;;;
5;1566;7;bee;Hylaeus.spec;2;1;Omalus.aeneus;1;;;;
5;1640;9;bee;Hylaeus.spec;1;;;;;;;
5;1634;9;bee;Megachile.spec;5;3;Coelioxys.mandibularis;3;;;;
5;1562;7;bee;Megachile.spec;5;;;;;;;
5;1612;1;bee;Megachile.spec;4;;;;;;;
5;1641;9;bee;Megachile.spec;1;;;;;;;
5;1655;4;bee;Megachile.spec;1;;;;;;;
5;2999;12;bee;Megachile.spec;2;;;;;;;
5;2988;11;bee;Megachile.versicolor;8;2;Coelioxys.mandibularis;2;;;;
5;1606;1;bee;Megachile.versicolor;2;;;;;;;
5;1651;3;bee;Megachile.versicolor;7;;;;;;;
5;1656;4;bee;Megachile.versicolor;1;;;;;;;
5;1613;1;bee;Osmia.rufa;10;1;Cacoxenus.indagator;1;;;;
5;1605;1;bee;Osmia.rufa;5;;;;;;;
5;1607;1;bee;Osmia.rufa;6;;;;;;;
5;1608;1;bee;Osmia.rufa;10;;;;;;;
5;1654;5;bee;Osmia.rufa;3;;;;;;;
5;1661;6;bee;Osmia.rufa;1;;;;;;;
5;1569;7;wasp;Passaloecus.corniger;2;;;;;;;
5;1616;10;wasp;Passaloecus.corniger;1;;;;;;;
5;1638;9;wasp;Passaloecus.corniger;4;;;;;;;
5;1652;5;wasp;Passaloecus.corniger;2;;;;;;;
5;1568;7;wasp;Passaloecus.eremita;1;1;Omalus.aeneus;1;;;;
5;1643;9;wasp;Passaloecus.gracilis;2;;;;;;;
5;1615;10;wasp;Passaloecus.spec;1;;;;;;;
5;1639;9;wasp;Passaloecus.spec;1;;;;;;;
5;1658;6;wasp;Passaloecus.spec;1;;;;;;;
5;2985;11;wasp;Psenulus.pallipes;4;;;;;;;
5;1617;10;wasp;Trypoxylon.clavicerum;2;1;Trichrysis.cyanea;1;;;;
5;2984;11;wasp;Trypoxylon.clavicerum;2;1;Trichrysis.cyanea;1;;;;
5;1610;1;wasp;Trypoxylon.spec;8;8;Trichrysis.cyanea;1;indet;7;;
5;1564;7;wasp;Trypoxylon.spec;2;2;Melittobia.spec;2;;;;
5;1565;7;wasp;Trypoxylon.spec;2;2;Melittobia.spec;2;;;;
5;1609;1;wasp;Trypoxylon.spec;2;2;Trichrysis.cyanea;1;indet;1;;
5;1611;1;wasp;Trypoxylon.spec;2;1;Trichrysis.cyanea;1;Melittobia.spec;1;;
5;1642;9;wasp;Trypoxylon.spec;2;1;Trichrysis.cyanea;1;;;;
5;1644;2;wasp;Trypoxylon.spec;1;1;Melittobia.spec;1;;;;
5;1645;2;wasp;Trypoxylon.spec;1;1;Melittobia.spec;1;;;;
5;1646;2;wasp;Trypoxylon.spec;2;1;Melittobia.spec;1;;;;
5;1659;6;wasp;Trypoxylon.spec;1;1;Trichrysis.cyanea;1;Melittobia.spec;1;;
5;2987;11;wasp;Trypoxylon.spec;3;1;Trichrysis.cyanea;1;;;;
5;1637;9;wasp;Trypoxylon.spec;2;;;;;;;
5;2986;11;wasp;Trypoxylon.spec;1;;;;;;;
6;4;10;wasp;Ancistrocerus.nigricornis;4;4;Melittobia.spec;4;;;;
6;7;3;wasp;Ancistrocerus.nigricornis;2;2;Trichrysis.cyanea;2;;;;
6;3;10;wasp;Ancistrocerus.nigricornis;4;;;;;;;
6;5;10;wasp;Ancistrocerus.nigricornis;3;;;;;;;
6;8;3;wasp;Ancistrocerus.nigricornis;10;;;;;;;
6;9;3;wasp;Ancistrocerus.nigricornis;10;;;;;;;
6;24;6;wasp;Ancistrocerus.nigricornis;7;;;;;;;
6;25;6;wasp;Ancistrocerus.nigricornis;5;;;;;;;
6;26;6;wasp;Ancistrocerus.nigricornis;9;;;;;;;
6;26;6;wasp;Ancistrocerus.nigricornis;11;;;1;;;;
6;2274;4;wasp;Ancistrocerus.nigricornis;11;;;;;;;
6;2275;4;wasp;Ancistrocerus.nigricornis;6;;;;;;;
6;2279;4;bee;Anthidium.oblongatum;4;;;;;;;
6;28;6;wasp;Auplopus.carbonarius;5;;;;;;;
6;11;12;bee;Chelostoma.rapunculi;4;4;Melittobia.spec;4;;;;
6;12;12;bee;Chelostoma.rapunculi;4;;;;;;;
6;250;11;bee;Chelostoma.rapunculi;1;;;;;;;
6;6;10;wasp;Eumenidae.spec;4;4;Chrysis.ignita.agg.;4;Melittobia.spec;4;;
6;61;8;wasp;Eumenidae.spec;10;;;;;;;
6;2272;4;wasp;Eumenidae.spec;6;;;;;;;
6;2273;4;wasp;Eumenidae.spec;4;;;;;;;
6;2;10;bee;Hylaeus.spec;2;;;;;;;
6;2277;4;bee;Megachile.alpicola;3;;;;;;;
6;2278;4;bee;Megachile.spec;5;;;;;;;
6;19;1;bee;Megachile.versicolor;1;;;1;;;;
6;2276;4;bee;Megachile.versicolor;4;;;;;;;
6;27;6;bee;Osmia.caerulescens;4;;;;;;;
6;10;3;bee;Osmia.leaiana;8;2;Melittobia.spec;2;;;;
6;20;1;bee;Osmia.leaiana;4;;;;;;;
6;30;7;bee;Osmia.leaiana;7;;;;;;;
6;15;12;bee;Osmia.rufa;5;5;Monodontomerus.spec;5;;;;
6;16;12;bee;Osmia.rufa;3;3;Monodontomerus.spec;3;;;;
6;13;12;bee;Osmia.rufa;6;;;;;;;
6;14;12;bee;Osmia.rufa;4;;;;;;;
6;17;12;bee;Osmia.rufa;7;;;;;;;
6;22;6;bee;Osmia.rufa;5;;;;;;;
6;23;6;bee;Osmia.rufa;4;;;;;;;
6;29;6;bee;Osmia.rufa;2;;;;;;;
6;2292;5;bee;Osmia.rufa;7;;;;;;;
6;18;1;wasp;Trypoxylon.spec;4;3;Trichrysis.cyanea;1;Melittobia.spec;1;;
6;1;10;wasp;Trypoxylon.spec;7;;;;;;;
7;369;4;wasp;Ancistrocerus.nigricornis;3;;;;;;;
7;454;12;wasp;Ancistrocerus.nigricornis;3;;;;;;;
7;520;7;wasp;Ancistrocerus.nigricornis;7;;;;;;;
7;526;7;wasp;Ancistrocerus.nigricornis;6;;;;;;;
7;527;7;wasp;Ancistrocerus.nigricornis;7;;;;;;;
7;529;7;wasp;Ancistrocerus.nigricornis;13;;;;;;;
7;611;8;wasp;Ancistrocerus.nigricornis;4;;;;;;;
7;566;5;wasp;Ancistrocerus.trifasciatus;2;1;Chrysis.ignita.agg.;1;;;;
7;457;9;wasp;Ancistrocerus.trifasciatus;2;;;;;;;
7;560;10;bee;Chelostoma.rapunculi;3;;;;;;;
7;334;2;wasp;Dipogon.subintermedius;1;1;Trichrysis.cyanea;1;;;;
7;500;7;wasp;Dipogon.subintermedius;3;;;;;;;
7;528;7;wasp;Dipogon.subintermedius;2;;;;;;;
7;599;8;wasp;Dipogon.subintermedius;1;;;;;;;
7;604;8;wasp;Dipogon.subintermedius;3;;;;;;;
7;605;8;wasp;Dipogon.subintermedius;2;;;;;;;
7;607;8;wasp;Dipogon.subintermedius;2;;;;;;;
7;609;8;wasp;Dipogon.subintermedius;2;;;;;;;
7;446;1;wasp;Eumenidae.spec;4;4;Ichneumonidae.spec;4;;;;
7;371;4;wasp;Eumenidae.spec;4;2;Chrysis.ignita.agg.;2;Melittobia.spec;2;;
7;339;2;wasp;Eumenidae.spec;1;1;Chrysis.ignita.agg.;1;;;;
7;340;2;wasp;Eumenidae.spec;1;1;Chrysis.ignita.agg.;1;;;;
7;444;1;wasp;Eumenidae.spec;4;1;Chrysis.ignita.agg.;1;;;;
7;606;8;wasp;Eumenidae.spec;7;1;Chrysis.ignita.agg.;1;;;;
7;608;8;wasp;Eumenidae.spec;6;1;;1;;;;
7;348;2;wasp;Eumenidae.spec;6;;;;;;;
7;349;2;wasp;Eumenidae.spec;2;;;;;;;
7;445;1;wasp;Eumenidae.spec;8;;;;;;;
7;560;10;wasp;Eumenidae.spec;3;;;;;;;
7;603;8;wasp;Eumenidae.spec;8;;;;;;;
7;515;7;bee;Hylaeus.communis;1;;;1;;;;
7;550;11;bee;Hylaeus.spec;2;2;Gasteruption.assector;2;;;;
7;453;12;bee;Hylaeus.spec;2;;;;;;;
7;455;9;bee;Hylaeus.spec;8;;;;;;;
7;315;6;bee;Megachile.spec;3;;;;;;;
7;312;6;bee;Megachile.versicolor;6;;;;;;;
7;549;11;bee;Osmia.rufa;7;5;Cacoxenus.indagator;5;;;;
7;443;1;bee;Osmia.rufa;2;2;Cacoxenus.indagator;2;;;;
7;548;11;bee;Osmia.rufa;5;2;Cacoxenus.indagator;2;;;;
7;341;2;bee;Osmia.rufa;6;1;Cacoxenus.indagator;1;;;;
7;374;4;bee;Osmia.rufa;2;1;Cacoxenus.indagator;1;;;;
7;541;11;bee;Osmia.rufa;3;1;Cacoxenus.indagator;1;;;;
7;543;11;bee;Osmia.rufa;10;1;Cacoxenus.indagator;1;;;;
7;544;11;bee;Osmia.rufa;2;1;Cacoxenus.indagator;1;;;;
7;546;11;bee;Osmia.rufa;6;1;Cacoxenus.indagator;2;;;;
7;539;11;bee;Osmia.rufa;10;0;Cacoxenus.indagator;2;;;;
7;313;6;bee;Osmia.rufa;2;;;;;;;
7;314;6;bee;Osmia.rufa;8;;;;;;;
7;338;2;bee;Osmia.rufa;2;;;;;;;
7;342;2;bee;Osmia.rufa;5;;;;;;;
7;343;2;bee;Osmia.rufa;4;;;;;;;
7;344;2;bee;Osmia.rufa;3;;;;;;;
7;345;2;bee;Osmia.rufa;6;;;;;;;
7;346;2;bee;Osmia.rufa;3;;;;;;;
7;347;2;bee;Osmia.rufa;2;;;;;;;
7;456;9;bee;Osmia.rufa;5;;;;;;;
7;540;11;bee;Osmia.rufa;2;;;;;;;
7;542;11;bee;Osmia.rufa;6;;;;;;;
7;545;11;bee;Osmia.rufa;2;;;;;;;
7;547;11;bee;Osmia.rufa;5;;;;;;;
7;552;10;bee;Osmia.rufa;7;;;;;;;
7;553;10;bee;Osmia.rufa;5;;;;;;;
7;554;10;bee;Osmia.rufa;3;;;;;;;
7;555;10;bee;Osmia.rufa;6;;;;;;;
7;561;5;bee;Osmia.rufa;5;;;;;;;
7;563;5;bee;Osmia.rufa;7;;;;;;;
7;373;4;wasp;Passaloecus.brevilabris;1;;;;;;;
7;335;2;wasp;Passaloecus.corniger;2;;;;;;;
7;336;2;wasp;Passaloecus.corniger;3;;;;;;;
7;491;7;wasp;Passaloecus.corniger;2;;;;;;;
7;494;7;wasp;Passaloecus.corniger;2;;;;;;;
7;496;7;wasp;Passaloecus.corniger;1;;;;;;;
7;509;7;wasp;Passaloecus.corniger;2;;;;;;;
7;533;7;wasp;Passaloecus.corniger;2;;;;;;;
7;365;4;wasp;Passaloecus.eremita;1;;;;;;;
7;366;4;wasp;Passaloecus.eremita;2;;;;;;;
7;367;4;wasp;Passaloecus.eremita;2;;;;;;;
7;368;4;wasp;Passaloecus.eremita;1;;;;;;;
7;370;4;wasp;Passaloecus.eremita;4;;;;;;;
7;439;3;wasp;Passaloecus.eremita;1;;;;;;;
7;440;3;wasp;Passaloecus.eremita;1;;;;;;;
7;441;3;wasp;Passaloecus.eremita;3;;;;;;;
7;525;7;wasp;Passaloecus.eremita;1;;;;;;;
7;559;10;wasp;Passaloecus.eremita;4;;;;;;;
7;591;8;wasp;Passaloecus.eremita;1;;;;;;;
7;372;4;wasp;Passaloecus.gracilis;3;;;;;;;
7;337;2;wasp;Passaloecus.spec;1;1;Ichneumonidae.spec;1;;;;
7;452;12;wasp;Passaloecus.spec;2;1;Melittobia.spec;1;;;;
7;490;7;wasp;Passaloecus.spec;1;1;Omalus.aeneus;1;;;;
7;503;7;wasp;Passaloecus.spec;1;1;Ichneumonidae.spec;1;;;;
7;538;7;wasp;Passaloecus.spec;1;1;Omalus.aeneus;1;;;;
7;447;1;wasp;Passaloecus.spec;1;;;;;;;
7;448;12;wasp;Passaloecus.spec;2;;;;;;;
7;508;7;wasp;Passaloecus.spec;1;;;;;;;
7;519;7;wasp;Passaloecus.spec;1;;;;;;;
7;610;8;wasp;Passaloecus.spec;1;;;;;;;
7;506;7;wasp;Symmorphus.gracilis;1;;;;;;;
7;515;7;wasp;Trypoxylon.clavicerum;6;3;Ichneumonidae.spec;3;;;;
7;514;7;wasp;Trypoxylon.clavicerum;3;2;Ichneumonidae.spec;2;;;;
7;588;8;wasp;Trypoxylon.clavicerum;4;2;Ichneumonidae.spec;2;;;;
7;492;7;wasp;Trypoxylon.clavicerum;2;1;Ichneumonidae.spec;1;;;;
7;495;7;wasp;Trypoxylon.clavicerum;2;1;Trichrysis.cyanea;1;;;;
7;497;7;wasp;Trypoxylon.clavicerum;3;1;Ichneumonidae.spec;1;;;;
7;501;7;wasp;Trypoxylon.clavicerum;2;1;Ichneumonidae.spec;1;;;;
7;510;7;wasp;Trypoxylon.clavicerum;7;1;Ichneumonidae.spec;1;;;;
7;512;7;wasp;Trypoxylon.clavicerum;3;1;Ichneumonidae.spec;1;;;;
7;516;7;wasp;Trypoxylon.clavicerum;2;1;Ichneumonidae.spec;1;;;;
7;523;7;wasp;Trypoxylon.clavicerum;2;1;Ichneumonidae.spec;1;;;;
7;590;8;wasp;Trypoxylon.clavicerum;4;1;Ichneumonidae.spec;1;;;;
7;593;8;wasp;Trypoxylon.clavicerum;4;1;Ichneumonidae.spec;1;;;;
7;595;8;wasp;Trypoxylon.clavicerum;5;1;Ichneumonidae.spec;1;;;;
7;600;8;wasp;Trypoxylon.clavicerum;4;1;Ichneumonidae.spec;1;;;;
7;612;8;wasp;Trypoxylon.clavicerum;4;1;Ichneumonidae.spec;1;;;;
7;449;12;wasp;Trypoxylon.clavicerum;4;;;;;;;
7;450;12;wasp;Trypoxylon.clavicerum;6;;;;;;;
7;452;12;wasp;Trypoxylon.clavicerum;1;;;;;;;
7;493;7;wasp;Trypoxylon.clavicerum;2;;;;;;;
7;498;7;wasp;Trypoxylon.clavicerum;4;;;;;;;
7;505;7;wasp;Trypoxylon.clavicerum;2;;;;;;;
7;507;7;wasp;Trypoxylon.clavicerum;3;;;;;;;
7;521;7;wasp;Trypoxylon.clavicerum;3;;;;;;;
7;528;7;wasp;Trypoxylon.clavicerum;1;;;;;;;
7;530;7;wasp;Trypoxylon.clavicerum;3;;;;;;;
7;531;7;wasp;Trypoxylon.clavicerum;1;;;;;;;
7;533;7;wasp;Trypoxylon.clavicerum;1;;;;;;;
7;536;7;wasp;Trypoxylon.clavicerum;1;;;;;;;
7;551;10;wasp;Trypoxylon.clavicerum;3;;;;;;;
7;556;10;wasp;Trypoxylon.clavicerum;5;;;;;;;
7;558;10;wasp;Trypoxylon.clavicerum;4;;;;;;;
7;559;10;wasp;Trypoxylon.clavicerum;3;;;;;;;
7;560;10;wasp;Trypoxylon.clavicerum;1;;;;;;;
7;563;5;wasp;Trypoxylon.clavicerum;1;;;;;;;
7;564;5;wasp;Trypoxylon.clavicerum;3;;;;;;;
7;592;8;wasp;Trypoxylon.clavicerum;2;;;;;;;
7;594;8;wasp;Trypoxylon.clavicerum;3;;;;;;;
7;596;8;wasp;Trypoxylon.clavicerum;1;;;;;;;
7;502;7;wasp;Trypoxylon.spec;2;2;Ichneumonidae.spec;2;;;;
7;517;7;wasp;Trypoxylon.spec;2;2;Ichneumonidae.spec;2;;;;
7;557;10;wasp;Trypoxylon.spec;2;2;Melittobia.spec;2;;;;
7;602;8;wasp;Trypoxylon.spec;2;2;Ichneumonidae.spec;2;;;;
7;311;6;wasp;Trypoxylon.spec;2;1;Melittobia.spec;1;;;;
7;504;7;wasp;Trypoxylon.spec;2;1;Ichneumonidae.spec;1;;;;
7;513;7;wasp;Trypoxylon.spec;2;1;Ichneumonidae.spec;1;;;;
7;522;7;wasp;Trypoxylon.spec;1;1;Ichneumonidae.spec;1;;;;
7;524;7;wasp;Trypoxylon.spec;2;1;Ichneumonidae.spec;1;;;;
7;532;7;wasp;Trypoxylon.spec;2;1;Ichneumonidae.spec;1;;;;
7;535;7;wasp;Trypoxylon.spec;2;1;Ichneumonidae.spec;1;;;;
7;565;5;wasp;Trypoxylon.spec;3;1;Melittobia.spec;1;;;;
7;589;8;wasp;Trypoxylon.spec;2;1;Ichneumonidae.spec;1;;;;
7;601;8;wasp;Trypoxylon.spec;1;1;Ichneumonidae.spec;1;;;;
7;451;12;wasp;Trypoxylon.spec;1;;;;;;;
7;489;7;wasp;Trypoxylon.spec;2;;;;;;;
7;499;7;wasp;Trypoxylon.spec;3;;;;;;;
7;511;7;wasp;Trypoxylon.spec;1;;;;;;;
7;518;7;wasp;Trypoxylon.spec;3;;;;;;;
7;531;7;wasp;Trypoxylon.spec;2;;;;;;;
7;534;7;wasp;Trypoxylon.spec;3;;;;;;;
7;537;7;wasp;Trypoxylon.spec;1;;;;;;;
7;562;5;wasp;Trypoxylon.spec;2;;;;;;;
7;597;8;wasp;Trypoxylon.spec;1;;;;;;;
7;598;8;wasp;Trypoxylon.spec;1;;;;;;;
8;2591;11;wasp;Ancistrocerus.nigricornis;14;14;Melittobia.spec;14;;;;
8;2586;11;wasp;Ancistrocerus.nigricornis;4;4;Melittobia.spec;4;;;;
8;2551;2;wasp;Ancistrocerus.nigricornis;2;2;Chrysis.ignita.agg.;1;Melittobia.spec;1;;
8;2587;11;wasp;Ancistrocerus.nigricornis;3;;;;;;;
