"","s_type","r","area","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval","fraction"
"663",1,35,17,"mod2",NA,NA,NA,NA,40.8387835389339,1.31675453521903,31.0147278377443,1.19290044119843e-22,0.97
"682",1,36,17,"mod2",NA,NA,NA,NA,40.7705696893604,1.22402789091343,33.3085299706165,4.53574061533211e-24,0.97
"701",1,37,17,"mod2",NA,NA,NA,NA,40.9924706716623,1.16160171891931,35.2896091698274,5.45692914334629e-26,0.97
"720",1,38,17,"mod2",NA,NA,NA,NA,40.3004463850112,1.1110913154596,36.2710479546328,1.02718117036115e-25,0.97
"739",1,39,17,"mod2",NA,NA,NA,NA,40.8936562952322,1.26207675294845,32.4018774608571,9.63899112412973e-24,0.97
"758",1,40,17,"mod2",NA,NA,NA,NA,39.3180991762315,1.51095288037944,26.0220551459934,5.1114661446568e-18,0.97
"777",1,41,17,"mod2",NA,NA,NA,NA,41.5449660440671,1.14340467996648,36.3344376422222,9.77492564481405e-26,0.97
"796",1,42,17,"mod2",NA,NA,NA,NA,40.7725280189037,0.975394236566495,41.8010753912468,1.69034696786699e-29,0.97
"815",1,43,17,"mod2",NA,NA,NA,NA,37.5147511790032,0.956373892959873,39.226030169957,1.10744299862056e-26,0.97
"834",1,44,17,"mod2",NA,NA,NA,NA,39.9800970834171,1.22690412450948,32.5861624268328,3.24794990394248e-23,0.97
"853",1,45,17,"mod2",NA,NA,NA,NA,38.7769851792579,0.989052479359392,39.2061958172065,5.55303608820255e-28,0.97
"872",1,46,17,"mod2",NA,NA,NA,NA,37.8185024039003,1.01971423510204,37.0873535958002,1.26951389328045e-26,0.97
"891",1,47,17,"mod2",NA,NA,NA,NA,39.9244597742485,1.10752710247858,36.0482914457804,2.92414793358557e-26,0.97
"910",1,48,17,"mod2",NA,NA,NA,NA,41.4480363723239,1.28523968148479,32.2492660080651,4.27093723913148e-23,0.97
"929",1,49,17,"mod2",NA,NA,NA,NA,39.5066361582294,1.25775042874543,31.4105527259776,2.24956576259205e-23,0.97
"948",1,50,17,"mod2",NA,NA,NA,NA,42.1824780441333,0.830181182025915,50.8111710520759,1.49775255736518e-27,0.97
"967",1,51,17,"mod2",NA,NA,NA,NA,39.2745147296745,1.15972658027146,33.86532256636,2.88254261466203e-24,0.97
"986",1,52,17,"mod2",NA,NA,NA,NA,42.1853736773405,1.20310556573787,35.0637341216754,1.11253215470295e-24,0.97
