"","s_type","r","area","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval"
"4871",3,99,11,"mod2",NA,NA,NA,NA,39.7888668815612,0.843111500197819,47.1928883335425,3.10972007996249e-28
"4872",3,99,12,"mod2",NA,NA,NA,NA,39.8104173230816,1.0670768191527,37.3079206750013,2.02863445518376e-25
"4873",3,99,13,"mod2",NA,NA,NA,NA,41.9944216283973,1.01571025746924,41.3448828734203,1.10273187042461e-28
"4874",3,99,14,"mod2",NA,NA,NA,NA,41.4234343388104,1.07699377082445,38.462092781744,4.35401918604961e-27
"4875",3,99,15,"mod2",NA,NA,NA,NA,39.6941389882193,1.05323093771,37.687972852872,3.45712392050447e-26
"4876",3,99,16,"mod2",NA,NA,NA,NA,41.6186726127831,1.07773720507231,38.6167169667219,1.72944986108583e-26
"4877",3,99,17,"mod2",NA,NA,NA,NA,41.4305213564543,0.901739317021049,45.9451202519621,4.40837892965552e-30
"4878",3,99,18,"mod2",NA,NA,NA,NA,42.6813255718029,0.882718238078205,48.3521510382812,6.22839106882951e-33
"4879",3,99,19,"mod2",NA,NA,NA,NA,43.4371984809097,0.970547660294554,44.7553481997235,4.01087738034646e-31
"4880",3,99,20,"mod2",NA,NA,NA,NA,43.4371984809097,0.970547660294554,44.7553481997235,4.01087738034646e-31
"4881",3,100,1,"mod2",NA,NA,NA,NA,19.0413740905186,0.741097798330109,25.6934700567508,3.58555570017725e-11
"4882",3,100,2,"mod2",NA,NA,NA,NA,46.0617767549248,5.08847704136831,9.05217344609235,4.04076829555266e-08
"4883",3,100,3,"mod2",NA,NA,NA,NA,31.7758182065581,1.70659236732056,18.6194540741136,1.5599570978814e-14
"4884",3,100,4,"mod2",NA,NA,NA,NA,27.6760206196044,0.818220297585896,33.8246566374125,3.97911752114882e-19
"4885",3,100,5,"mod2",NA,NA,NA,NA,60.0483097539449,5.37500037703742,11.1717777752124,3.27450551143355e-11
"4886",3,100,6,"mod2",NA,NA,NA,NA,32.4386535766968,0.698260617813007,46.4563699414934,1.50161707765824e-26
"4887",3,100,7,"mod2",NA,NA,NA,NA,69.0483983553728,6.4503031079101,10.7046749897222,1.27913961749551e-10
"4888",3,100,8,"mod2",NA,NA,NA,NA,33.2119097665175,0.814950302442522,40.7532946082439,2.19131769249082e-24
"4889",3,100,9,"mod2",NA,NA,NA,NA,38.1058425564026,1.07381402250139,35.486445285597,1.37406502414926e-21
"4890",3,100,10,"mod2",NA,NA,NA,NA,39.0483277303281,1.1257454994677,34.6866389861578,1.15162405699331e-22
