"","replicate","area","region","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval"
"1",1,1,"Alpine","mod1",-0.232208209264123,0.0248849949329469,-9.33125403038306,3.50798769054602e-12,12.9809322518226,0.744617359031629,17.4330239476343,6.75883858249283e-22
"2",1,2,"Alpine","mod1",-0.220471446928158,0.0243990927252747,-9.03605102905217,5.20995942298868e-12,13.3107545781864,0.7780999125007,17.1067421604092,2.65570564315118e-22
"3",1,7,"Alpine","mod1",-0.21878877044418,0.0245192191461081,-8.92315408335127,7.67703438313757e-12,13.2576901212204,0.775814310334499,17.0887413967709,2.77607196657064e-22
"4",1,8,"Alpine","mod1",-0.226129560493589,0.0253888260811948,-8.90665680131937,8.12535359440484e-12,12.987987628362,0.775046030260066,16.7576984092208,6.31073506958837e-22
"5",1,9,"Alpine","mod1",-0.224822277580673,0.0273188101545904,-8.22957794678681,1.35976040592464e-10,13.5913886760552,0.891493329359092,15.2456425959196,1.32012429014264e-19
"6",1,10,"Alpine","mod1",-0.208006607579397,0.026016151464376,-7.99528738384773,3.00515793839883e-10,14.9361701369491,0.962098855168065,15.5245690780289,6.54849057143214e-20
"7",1,11,"Alpine","mod1",-0.197814062208362,0.0218164999694856,-9.06717679210879,1.94573542983588e-12,15.5884243953449,0.870869904063381,17.8998313325689,2.29454171892857e-24
"8",1,12,"Alpine","mod1",-0.19662329290963,0.0224130368777301,-8.77271982294365,5.69789681805994e-12,15.6613707339047,0.907079791087099,17.2657035111929,1.21056604787271e-23
"9",1,13,"Alpine","mod1",-0.188556972106632,0.0212834535131826,-8.85932219551886,4.15082239709793e-12,16.5372383807263,0.954395590343698,17.3274463420047,1.02765209283505e-23
"10",1,18,"Alpine","mod1",-0.19003128969241,0.0217985028498178,-8.71763033459882,6.97225999364566e-12,16.4515917148347,0.972799277141919,16.911599444409,3.1222039099485e-23
"11",1,21,"Alpine","mod1",-0.196889688866326,0.021590542508219,-9.11925621097176,7.23290991301517e-13,16.5274584597084,0.932785614595111,17.7183890929561,2.6759713168903e-25
"12",1,22,"Alpine","mod1",-0.200513462033113,0.0219776190551761,-9.12352978408225,9.70850828791842e-13,16.2802051119794,0.930693253029299,17.49255735871,1.39085289729892e-24
"13",1,25,"Alpine","mod1",-0.210087568304906,0.022551571951423,-9.31587247032902,5.59021489117697e-13,15.7105845076677,0.898680818530403,17.481829125227,2.39589560363657e-24
"14",1,26,"Alpine","mod1",-0.196569141483448,0.022468212604174,-8.74876631027297,3.00254521907897e-12,15.992586845467,0.921857076126866,17.3482281143397,7.63412654749047e-25
"15",1,33,"Alpine","mod1",-0.19760532658533,0.0231444268307002,-8.53792267273666,7.73418421519661e-12,15.9566341180744,0.948966585103223,16.8147481360882,5.71081547260354e-24
"16",1,34,"Alpine","mod1",-0.206022394303761,0.0235755639427491,-8.73881086382774,4.13432773668806e-12,15.5595706966626,0.924067559968659,16.8381310747348,8.64332984647911e-24
"17",1,37,"Alpine","mod1",-0.204035676761035,0.0230124417224632,-8.86632019416997,1.6579144899738e-12,15.6088849901181,0.905813991227911,17.2318877178733,6.55193547075708e-25
"18",1,43,"Alpine","mod1",-0.202282510708689,0.0232450685859421,-8.70216880457058,2.75002915437045e-12,15.6464579226134,0.919468610552754,17.0168483655002,7.66261134291004e-25
"19",1,44,"Alpine","mod1",-0.203384124694547,0.0239260158337003,-8.50054292817425,7.83356045503811e-12,15.4544488498661,0.93614827370912,16.5085481476496,8.71619041015203e-24
"20",1,45,"Alpine","mod1",-0.204645492362239,0.0243706722659454,-8.39720341437613,1.32699312480783e-11,15.4515314892873,0.958006842402859,16.1288320765351,4.20700221179065e-23
"21",1,47,"Alpine","mod1",-0.185801524151469,0.0222042897155829,-8.36782110715631,1.1583066683859e-11,16.7693337611333,0.996448546377634,16.82910153474,2.13166205972131e-24
"22",1,49,"Alpine","mod1",-0.183938329681369,0.0228766774111112,-8.04043027647144,4.1808194017651e-11,16.838579585188,1.03892960493735,16.2076232164002,1.3653116456948e-23
"23",1,50,"Alpine","mod1",-0.185318140334523,0.0215021683591912,-8.61857917019368,3.3653721603334e-12,17.1614549459304,1.0095991898463,16.9982851794316,5.08884417120725e-25
"24",1,73,"Alpine","mod1",-0.185589476682911,0.022151112509755,-8.37833660052876,1.11160993608264e-11,17.1610449901734,1.04831894302619,16.3700609478967,8.36629574079797e-24
"25",1,79,"Alpine","mod1",-0.195665712905296,0.0228935851780465,-8.54674841810825,6.55104778095094e-12,16.5777265013789,1.02100162282107,16.236728846301,1.95091915375046e-23
"26",1,81,"Alpine","mod1",-0.187603900004387,0.021033670968571,-8.91921815667411,1.17337435649368e-12,17.1764772084654,0.994362589797066,17.2738570263095,3.58449476746822e-25
"27",1,82,"Alpine","mod1",-0.181379818743065,0.0205736244149977,-8.81613346702505,1.34834393803647e-12,17.8822893867195,1.03535563100288,17.2716396678097,1.40209637029273e-25
"28",1,87,"Alpine","mod1",-0.18117442704838,0.020501905317746,-8.8369556019537,1.24073800251181e-12,18.3623696716215,1.07179939751971,17.1322821361111,2.13855406827061e-25
"29",1,101,"Alpine","mod1",-0.175821548707094,0.0199424679301239,-8.81643883410779,1.04349191612776e-12,18.6071801712645,1.06139592258275,17.5308570302273,2.50380801022788e-26
"30",1,121,"Alpine","mod1",-0.174580072099143,0.0197320562370666,-8.84753570543725,9.19632610442913e-13,18.600250799408,1.04936107920899,17.7253103511605,1.38126103914844e-26
